"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.75580080565856e-14,0.268463232467295,0.276,0.193,6.74454689176875e-10,"17","Faim2"
1.30973949109206e-13,0.665455957377696,0.391,0.332,3.2054564304987e-09,"17","Map7d1"
1.41514412470515e-13,0.611512423149851,0.387,0.311,3.46342373080338e-09,"17","Limch1"
1.67802472888512e-13,1.10180095367904,0.3,0.234,4.10679772147344e-09,"17","Trim35"
1.97136336366274e-13,0.948894700186847,0.271,0.204,4.82471469622819e-09,"17","Gab1"
4.25915669796182e-13,0.666582434043493,0.418,0.364,1.04238601025918e-08,"17","Dennd5a"
5.10188977318679e-13,0.549976023526886,0.408,0.34,1.24863650308973e-08,"17","Klc1"
5.83812314633662e-13,0.743750145268215,0.454,0.409,1.42882225883442e-08,"17","Pfdn2"
8.14056530135659e-13,0.491897035560159,0.539,0.507,1.99232195185401e-08,"17","Luc7l2"
3.7955156831118e-12,0.638959757098488,0.35,0.29,9.28914508284782e-08,"17","Pip4k2a"
5.41133072515575e-12,0.86318548038484,0.274,0.209,1.32436908167462e-07,"17","Ankib1"
7.17657920355885e-12,0.759491528987815,0.275,0.209,1.75639599427899e-07,"17","Dlg1"
1.01772461462491e-11,0.534716377623717,0.302,0.226,2.49077922183301e-07,"17","Cttnbp2"
1.11743927455825e-11,0.681273224454895,0.33,0.267,2.73482088055387e-07,"17","Igsf8"
1.29082209243154e-11,0.382185050686161,0.278,0.207,3.15915798901694e-07,"17","Atp9a"
1.39110375584593e-11,0.449416663493883,0.256,0.184,3.40458733205733e-07,"17","Pou3f1"
2.50623857617577e-11,0.544242059238274,0.372,0.305,6.13376829133257e-07,"17","4930402H24Rik"
3.25901630960209e-11,0.443992554846897,0.508,0.451,7.97611651612016e-07,"17","Hmgcs1"
3.9535091591585e-11,0.603159930062175,0.817,0.765,9.6758183161245e-07,"17","Rps3"
5.41515982353267e-11,0.776092431107137,0.392,0.361,1.32530621521139e-06,"17","Atp1b3"
5.61608427632195e-11,0.400999280977418,0.888,0.847,1.37448046578703e-06,"17","Rps27a"
9.95901554668884e-11,0.718382748422698,0.421,0.376,2.43736946489663e-06,"17","R3hdm1"
1.19855062442355e-10,0.328843177828269,0.663,0.674,2.93333279821421e-06,"17","Lamp1"
1.51684492137405e-10,0.866017822091146,0.294,0.235,3.71232626057084e-06,"17","Myo18a"
1.68409475799545e-10,0.418664171671517,0.557,0.524,4.12165351071807e-06,"17","Pea15a"
2.08533696274566e-10,0.430197368347006,0.447,0.41,5.10365368262373e-06,"17","Gde1"
2.43812930643494e-10,0.769694180980077,0.321,0.268,5.96707766456887e-06,"17","Sik3"
2.6186215634124e-10,0.833676725241491,0.348,0.304,6.4088144142955e-06,"17","Tmcc3"
3.467851007696e-10,0.448323061669584,0.487,0.47,8.4872185562352e-06,"17","Bnip3l"
4.08592664685676e-10,0.495934243830764,0.441,0.403,9.99989687551724e-06,"17","Lap3"
5.01756431935955e-10,0.500685204191807,0.299,0.238,1.22799869152006e-05,"17","Phactr1"
5.32488755263369e-09,0.265017706261804,0.603,0.591,0.000130321297963157,"17","Mrfap1"
5.75618490222711e-09,0.723371404735375,0.349,0.304,0.000140876869297106,"17","Npc1"
1.15981946512576e-08,0.919166570914008,0.28,0.232,0.000283854215894878,"17","Aktip"
1.24673579814366e-08,0.39640577040101,0.342,0.288,0.00030512611923768,"17","Ss18l2"
1.48726418096292e-08,0.414765595877864,0.344,0.286,0.000363993035648866,"17","Nbea"
2.24723574093535e-08,0.698995271350237,0.297,0.246,0.000549988475236518,"17","Insig1"
2.52636605455602e-08,0.277956487070942,0.419,0.357,0.00061830282819204,"17","Phyhipl"
4.9731135295002e-08,0.312124451819575,0.379,0.319,0.00121711980520988,"17","Cadm4"
5.18321298729325e-08,0.725571051886545,0.383,0.344,0.00126853954651015,"17","Spop"
6.66789440121565e-08,0.637898730658648,0.263,0.214,0.00163190047575352,"17","Glod4"
8.79061984095747e-08,0.357403859377194,0.365,0.31,0.00215141629987593,"17","Arap2"
1.12732902873629e-07,1.31097421437003,0.29,0.247,0.0027590250649292,"17","Fbl"
1.22482436081741e-07,0.498165138809237,0.317,0.266,0.00299763514066452,"17","Cyp51"
1.94412834243833e-07,0.600644192896182,0.348,0.31,0.00475805970528358,"17","Sypl"
2.02555337556972e-07,0.571189076647047,0.32,0.273,0.00495733933136934,"17","Stox2"
2.09057626138444e-07,0.80530785659181,0.42,0.383,0.00511647634211228,"17","Pink1"
2.19399983200327e-07,0.560088732293559,0.333,0.294,0.0053695951888448,"17","Sort1"
2.66253914690211e-07,0.698859138904741,0.305,0.259,0.00651629830812823,"17","Rab31"
3.26424336617225e-07,0.7610243386686,0.257,0.21,0.00798890921436996,"17","Inpp5f"
4.13826090526073e-07,0.343095788749492,0.383,0.33,0.0101279797395351,"17","Sgk1"
5.13821729118125e-07,1.06640675172267,0.265,0.221,0.012575272998437,"17","Akr1b3"
6.16458686692531e-07,0.815565583170096,0.253,0.208,0.015087209898113,"17","Plpbp"
6.20157608440419e-07,0.512100532139572,0.314,0.266,0.0151777373089708,"17","Marcksl1"
1.05483282956755e-06,0.427426187892394,0.4,0.379,0.0258159786708363,"17","Tmem258"
1.62111955255138e-06,0.642046952823919,0.314,0.281,0.0396752799291425,"17","Efcab14"
1.67280487385008e-06,0.939108798711616,0.332,0.3,0.0409402264826069,"17","Itch"
1.93617422858747e-06,0.53531071516814,0.458,0.444,0.0473859280704497,"17","Tra2a"
1.97954169669701e-06,0.665499671235267,0.272,0.224,0.0484473034849625,"17","Frmd4b"
2.58733319700673e-06,0.61907844263641,0.378,0.35,0.0633223926635427,"17","Dctn4"
2.7276482836663e-06,0.642753218712204,0.295,0.255,0.066756464094449,"17","Stxbp3"
3.25438837552049e-06,0.440426079532103,0.273,0.226,0.0796479011024884,"17","Amer2"
3.67892240387884e-06,0.629284440403387,0.255,0.215,0.0900379469125308,"17","Slu7"
3.69542034340248e-06,0.363241287630478,0.362,0.321,0.0904417174844324,"17","Cystm1"
4.45645718214557e-06,0.695088531276912,0.261,0.22,0.109067333075831,"17","Tm7sf3"
4.80800809277783e-06,0.86593232014352,0.28,0.25,0.117671190062645,"17","Zdhhc20"
4.81473657268646e-06,0.574054179576739,0.459,0.457,0.117835862879928,"17","Ubxn1"
6.22997313929995e-06,0.321709408967834,0.437,0.411,0.152472362611227,"17","Zmat2"
6.48925396113288e-06,0.349389899808971,0.338,0.296,0.158818001444766,"17","Psd3"
8.33434153555732e-06,0.308519124236082,0.49,0.492,0.20397467474123,"17","Rdx"
8.60735011251399e-06,0.448682083963273,0.314,0.276,0.210656286653667,"17","Cdip1"
9.33518324116668e-06,0.596699307985952,0.343,0.313,0.228469274644313,"17","Dip2b"
1.00315763840397e-05,0.276172919375841,0.914,0.89,0.245512800422986,"17","Rps21"
1.15992393444618e-05,0.826373793604513,0.351,0.33,0.283879783716358,"17","Ppp1cc"
1.45168822738322e-05,0.544612983050505,0.418,0.407,0.355286176769769,"17","Pcnp"
1.96966194652416e-05,0.273919860807969,0.321,0.278,0.482055064792323,"17","Slc8a1"
2.60469331985714e-05,0.502453185923557,0.263,0.228,0.637472643101838,"17","Atrn"
2.88190120916738e-05,0.727048636013393,0.265,0.228,0.705316501931624,"17","Ptk2"
3.130791377018e-05,0.446925797390328,0.442,0.426,0.766229881611385,"17","Nktr"
3.78459121285724e-05,0.389472322031743,0.333,0.299,0.926240853434682,"17","Etv1"
4.28301389761115e-05,0.565232032628964,0.286,0.252,1,"17","Fam204a"
4.40180274519522e-05,0.576657776770094,0.25,0.213,1,"17","Pde6d"
4.42058532018589e-05,0.349385713591782,0.872,0.841,1,"17","Rpl26"
4.52222364364057e-05,0.381674219895508,0.285,0.242,1,"17","Utp14b"
5.91299143887624e-05,1.20869115298118,0.283,0.251,1,"17","Cenpb"
6.08022071525016e-05,0.395100954055037,0.838,0.815,1,"17","Rps3a1"
6.97404413424346e-05,0.447876222087851,0.443,0.427,1,"17","mt-Nd6"
7.79402657281777e-05,0.390566773680545,0.283,0.25,1,"17","Pigyl"
8.75708337636199e-05,0.382690759267345,0.273,0.235,1,"17","Sc5d"
0.000120063955030573,0.384473239923071,0.902,0.886,1,"17","Rps24"
0.000155772236785128,0.658453876725277,0.339,0.315,1,"17","Dleu2"
0.000165926987913324,0.396695940247016,0.272,0.234,1,"17","Dusp3"
0.000173926550875728,0.319880879348015,0.435,0.404,1,"17","Fosb"
0.000198117362683545,0.56197568183801,0.288,0.258,1,"17","Slk"
0.000328010992233284,0.467942760829398,0.364,0.349,1,"17","Cldnd1"
0.00033107658197502,0.448383880257413,0.322,0.294,1,"17","Gkap1"
0.000427568913984127,0.362729577830996,0.504,0.527,1,"17","Mat2a"
0.000515324460269189,0.289881519173879,0.418,0.405,1,"17","Dync1h1"
0.000590033328899265,0.322857450646749,0.642,0.643,1,"17","Eef1b2"
0.000660810837598264,0.347901833534895,0.389,0.386,1,"17","Rnf130"
0.000685773429369991,0.679935186352323,0.392,0.39,1,"17","Zcchc7"
0.00079784841087793,0.375518530934904,0.252,0.221,1,"17","Ank"
0.000919749877338184,0.29659652602543,0.867,0.843,1,"17","Rpl9"
0.000988975833762653,0.332643345684357,0.823,0.794,1,"17","Rps20"
0.00102922987197562,0.687110078823975,0.252,0.228,1,"17","Crebzf"
0.00175650112064351,0.352221955484579,0.659,0.68,1,"17","Pfdn5"
0.0019059616497824,0.340502532029372,0.327,0.307,1,"17","Hsph1"
0.00213681866349095,0.444550646268272,0.347,0.337,1,"17","Sys1"
0.0022540178650743,0.514036949496952,0.347,0.334,1,"17","Specc1"
0.00250959636261296,0.373665046607126,0.254,0.224,1,"17","Tpd52"
0.00259093875079735,0.65174669842271,0.311,0.293,1,"17","Baz2b"
0.00271210050729472,0.577771389126177,0.25,0.223,1,"17","Rassf2"
0.00275740334391415,0.375126086731162,0.708,0.704,1,"17","Rps6"
0.00419117666943605,0.310905677997081,0.301,0.275,1,"17","Fmnl2"
0.00519121947505752,0.551350029580512,0.269,0.247,1,"17","Zfp664"
0.00557382210354713,0.442449381214155,0.355,0.349,1,"17","Arid4b"
0.00701369359386217,0.353395585004966,0.398,0.405,1,"17","Ddrgk1"
0.00753395335943599,0.43495543122613,0.257,0.233,1,"17","Cpd"
0.00771422371630256,0.575912351277865,0.363,0.352,1,"17","Anp32b"
0.00781277384479007,0.348646230835656,0.299,0.282,1,"17","Oxr1"
0,5.91730875155784,0.905,0.176,0,"25","Apod"
0,5.94072541109628,0.78,0.066,0,"25","Igf2"
0,3.86965648125438,0.789,0.079,0,"25","Vtn"
0,7.53399600182038,0.717,0.014,0,"25","Slc6a13"
0,5.86851559494179,0.721,0.077,0,"25","Dcn"
0,6.33747024387744,0.686,0.046,0,"25","Col1a2"
0,4.96428059101959,0.649,0.036,0,"25","Slc6a20a"
0,4.84839898582132,0.658,0.048,0,"25","Colec12"
0,5.12013204706488,0.701,0.101,0,"25","Nupr1"
0,7.3964059974616,0.595,0.006,0,"25","Aldh1a2"
0,7.25379507428993,0.607,0.022,0,"25","Col1a1"
0,5.68461708389502,0.605,0.031,0,"25","Pcolce"
0,4.31419688407082,0.611,0.047,0,"25","Zic1"
0,3.9767020176876,0.755,0.206,0,"25","Igfbp2"
0,5.08225015263962,0.609,0.062,0,"25","Aebp1"
0,7.7934044144792,0.544,0.004,0,"25","Slc22a6"
0,6.10329542840807,0.56,0.021,0,"25","Serping1"
0,5.0810787505634,0.55,0.023,0,"25","Islr"
0,3.91723895896183,0.584,0.063,0,"25","Emp3"
0,4.7874613676882,0.555,0.045,0,"25","Bgn"
0,5.83563345154019,0.523,0.018,0,"25","Bmp6"
0,4.78969995981376,0.559,0.06,0,"25","Serpinf1"
0,2.98441689449134,0.609,0.112,0,"25","Arhgap29"
0,5.85007131264377,0.508,0.017,0,"25","Slc13a4"
0,4.8557947823364,0.519,0.03,0,"25","Ogn"
0,4.94162187393342,0.51,0.03,0,"25","Cped1"
0,4.44899691293804,0.523,0.044,0,"25","Efemp1"
0,4.10319330158398,0.505,0.03,0,"25","Foxd1"
0,4.69454155912431,0.533,0.062,0,"25","Ranbp3l"
0,4.35455255163978,0.521,0.058,0,"25","Rcn3"
0,3.2985054396931,0.539,0.077,0,"25","Foxc1"
0,3.31583520632806,0.553,0.093,0,"25","Nbl1"
0,2.97311710640227,0.515,0.059,0,"25","Lpar1"
0,7.28781193847588,0.441,0.005,0,"25","Itih2"
0,4.87972770436227,0.463,0.028,0,"25","Wnt5a"
0,6.02086121955569,0.461,0.028,0,"25","Spp1"
0,4.61037344006513,0.474,0.043,0,"25","Bicc1"
0,7.08414765749468,0.438,0.008,0,"25","Col3a1"
0,3.69177859334001,0.503,0.076,0,"25","Bmp7"
0,8.30480885733144,0.429,0.002,0,"25","Lum"
0,4.2505362530431,0.479,0.052,0,"25","Aldh1a1"
0,8.21673225292613,0.423,0.002,0,"25","Aox3"
0,3.64706419182533,0.49,0.07,0,"25","Cmbl"
0,4.98218646278001,0.449,0.03,0,"25","Gjb2"
0,6.7640393913333,0.427,0.01,0,"25","Fmod"
0,3.42459641732467,0.477,0.068,0,"25","Slc22a8"
0,5.27651578730358,0.425,0.019,0,"25","Tbx18"
0,4.40907298191606,0.422,0.025,0,"25","Zic4"
0,3.45631102313389,0.436,0.04,0,"25","Il34"
0,6.99419105099923,0.393,0.005,0,"25","Cyp1b1"
0,7.13946199206218,0.389,0.004,0,"25","Gpr182"
0,3.87973939988369,0.425,0.045,0,"25","Dcdc2a"
0,5.21769022837979,0.416,0.04,0,"25","Ccn2"
0,3.80588795637709,0.418,0.048,0,"25","Nid1"
0,3.73592710087853,0.4,0.033,0,"25","Ifitm1"
0,4.03700249336439,0.391,0.028,0,"25","Clmp"
0,4.88713178843725,0.391,0.029,0,"25","Edn3"
0,5.77386699010792,0.368,0.009,0,"25","Asgr1"
0,4.2017441298983,0.398,0.045,0,"25","Slc13a3"
0,4.36577660688825,0.38,0.033,0,"25","Col4a5"
0,5.17802540894251,0.357,0.015,0,"25","Fibin"
0,4.02648615450161,0.377,0.035,0,"25","Mxra8"
0,7.91289084852511,0.342,0.003,0,"25","Lama1"
0,6.69022250916928,0.342,0.008,0,"25","Clec3b"
0,7.23007550133044,0.333,0.002,0,"25","Col13a1"
0,5.54849879214242,0.346,0.017,0,"25","Enpp1"
0,3.85419173540706,0.351,0.027,0,"25","Mrc2"
0,6.47084068929223,0.328,0.005,0,"25","Osr1"
0,4.32368932526731,0.348,0.025,0,"25","Lamc3"
0,3.40281130339265,0.353,0.039,0,"25","Vstm4"
0,3.35612055707168,0.339,0.028,0,"25","Fhl2"
0,3.74701095112919,0.33,0.019,0,"25","Col6a1"
0,5.28801656158863,0.324,0.014,0,"25","Lepr"
0,4.91066674818123,0.323,0.015,0,"25","Fgl2"
0,4.93242459387635,0.321,0.015,0,"25","Crabp2"
0,5.28131713291965,0.315,0.009,0,"25","Thbs2"
0,4.35821934510091,0.315,0.017,0,"25","Fbln5"
0,6.5561098672734,0.299,0.003,0,"25","Wnt6"
0,3.8003225168973,0.312,0.022,0,"25","Cd248"
0,4.87141563785102,0.294,0.008,0,"25","Mpzl2"
0,3.72441097400794,0.301,0.022,0,"25","Gstm2"
0,7.1306652573548,0.281,0.003,0,"25","Fam180a"
0,5.18308638590119,0.281,0.008,0,"25","Gxylt2"
0,5.16373340120103,0.272,0.007,0,"25","Medag"
0,4.11344080448424,0.285,0.02,0,"25","Crispld2"
0,3.69960464640887,0.265,0.014,0,"25","Col6a2"
0,5.46054333296011,0.259,0.009,0,"25","Serpind1"
0,3.88327725215142,0.272,0.023,0,"25","4930594M22Rik"
0,4.08194325527167,0.256,0.012,0,"25","Twist1"
0,4.39527267586028,0.254,0.012,0,"25","Tmem45a"
0,4.32889199106988,0.258,0.017,0,"25","Emilin1"
0,4.49032979595885,0.256,0.017,0,"25","Col5a2"
0,4.76359149411218,0.25,0.015,0,"25","Col12a1"
3.56193972616839e-296,3.90051765759033,0.458,0.07,8.71749128582452e-292,"25","Wnt4"
1.93094613319268e-295,3.69774022865089,0.258,0.022,4.72579756637577e-291,"25","Ctsk"
3.13091717085282e-287,3.69110301568749,0.371,0.047,7.6626066839452e-283,"25","Fbln1"
1.53682716327506e-286,3.60254148038346,0.609,0.13,3.76123079939937e-282,"25","Cp"
5.7834491290751e-284,2.69990411650314,0.299,0.03,1.41544133984984e-279,"25","Bmp4"
4.14218428718016e-282,3.60973921487419,0.295,0.03,1.01375818244447e-277,"25","Slc16a11"
2.21432903032948e-276,3.16336645750215,0.317,0.035,5.41934886882837e-272,"25","Ddr2"
4.80823715243554e-276,1.53913771089455,0.618,0.117,1.17676796068707e-271,"25","Cxcl12"
8.49976773347761e-267,3.41308018341465,0.413,0.061,2.08023315509131e-262,"25","Tgfbr3"
1.1438632705948e-253,5.83171877830953,0.96,0.706,2.79949096845372e-249,"25","Ptgds"
6.00748820839415e-252,3.01653503839604,0.279,0.029,1.47027266412238e-247,"25","Gpc3"
1.82235529190285e-243,2.70696496996707,0.508,0.095,4.46003234140303e-239,"25","Anxa2"
1.92236599509718e-241,3.22020302044616,0.25,0.025,4.70479853640085e-237,"25","Lamb1"
2.128175452567e-240,2.97219582034149,0.641,0.17,5.20849660261248e-236,"25","Ifitm2"
4.28074284841132e-239,2.87716198636629,0.544,0.115,1.04766900472019e-234,"25","S100a11"
1.13390057543003e-238,2.87465139074563,0.616,0.151,2.77510826830746e-234,"25","Lgals1"
1.01652088935251e-237,3.15507409313631,0.476,0.089,2.48783322460132e-233,"25","Zic2"
6.24890549738629e-230,3.50211055390656,0.402,0.065,1.52935713143032e-225,"25","Tfpi"
6.54016438673084e-230,3.13399822076368,0.384,0.059,1.60063983200851e-225,"25","Pard6g"
1.01833427772127e-220,3.56429625079417,0.267,0.031,2.49227131129504e-216,"25","Pdgfrl"
4.74869635164745e-219,3.1879582759368,0.51,0.112,1.1621959451022e-214,"25","Vamp5"
1.95636020660394e-218,3.80828406387842,0.649,0.183,4.78799596964249e-214,"25","Itih5"
2.62056332180008e-214,3.2744190918008,0.686,0.224,6.41356667377352e-210,"25","Slc7a11"
7.64425339890834e-213,3.07992491598528,0.259,0.03,1.87085457684883e-208,"25","Slc16a12"
7.09143697193137e-211,2.61044500573432,0.341,0.05,1.73555828451048e-206,"25","Rbms3"
8.73065198876039e-210,2.4682407381616,0.422,0.075,2.13673976772922e-205,"25","Gpx8"
2.12115798719879e-206,2.88550970488834,0.36,0.057,5.19132205787032e-202,"25","Chst15"
1.92851623661671e-202,3.05799382668743,0.557,0.142,4.71985063749574e-198,"25","Isyna1"
3.99998794762887e-196,2.97646052120039,0.652,0.21,9.78957050302691e-192,"25","Rbp1"
1.66470927494196e-195,2.42837862279778,0.27,0.034,4.07420947949296e-191,"25","Kcnj13"
1.21408261451422e-194,3.05613212199262,0.299,0.042,2.9713457907621e-190,"25","Zfhx4"
1.18885494509366e-189,2.66750598988851,0.369,0.064,2.90960359262222e-185,"25","Ndnf"
3.87612213182438e-188,3.25143590711406,0.459,0.101,9.486421305427e-184,"25","Flrt2"
5.61293871266491e-188,2.09540705183895,0.609,0.16,1.37371062053761e-183,"25","Ifitm3"
5.51492315958556e-185,2.5717125617938,0.337,0.055,1.34972229407697e-180,"25","1500009L16Rik"
1.15356031675349e-179,3.00588103710737,0.335,0.056,2.8232235192225e-175,"25","Zkscan2"
1.53951008667521e-176,3.06564413191613,0.294,0.044,3.76779698612891e-172,"25","Plekhh2"
1.78315279586507e-171,2.84837705601485,0.551,0.162,4.36408815260016e-167,"25","Pcca"
1.82821206620534e-170,2.9456491693429,0.524,0.146,4.47436621083096e-166,"25","Tmem64"
5.56094597469677e-170,3.3853856068252,0.342,0.062,1.36098591784729e-165,"25","Sned1"
2.29595122869773e-167,1.62205417709565,0.261,0.036,5.61911103711481e-163,"25","Kl"
2.00356192286241e-160,1.09392330465775,0.314,0.052,4.90351745001347e-156,"25","Tpm2"
7.81116189630435e-155,2.29998165476671,0.474,0.117,1.91170376250153e-150,"25","Akap12"
8.30548243877702e-151,2.64982050799237,0.351,0.07,2.03268377206629e-146,"25","Trp53i11"
1.05201740265549e-148,2.80289279039803,0.357,0.073,2.57470739125904e-144,"25","Fkbp7"
1.92613458353175e-148,0.673721099892232,0.582,0.162,4.71402177973561e-144,"25","Itm2a"
1.96648824960569e-145,1.06385401221969,0.636,0.195,4.81278334208496e-141,"25","Pltp"
9.33427582199545e-140,2.28095543850847,0.768,0.425,2.28447066467517e-135,"25","Timp3"
1.38847495415395e-139,2.54981609156589,0.523,0.156,3.39815360279638e-135,"25","Prelp"
8.25957834242216e-138,2.16078828825926,0.56,0.18,2.0214492035244e-133,"25","Plat"
7.23932169329361e-137,2.44087260260167,0.314,0.061,1.77175159121668e-132,"25","Msx1"
1.20665322275888e-134,2.13250017789275,0.274,0.047,2.95316309738008e-130,"25","Npy1r"
1.59679877013429e-134,2.64244845926691,0.395,0.095,3.90800531002667e-130,"25","Fstl1"
2.95540929483696e-134,1.94427742605353,0.93,0.743,7.23306870818399e-130,"25","Ptn"
8.78996211630846e-134,1.8941563246995,0.816,0.614,2.15125532834533e-129,"25","Laptm4a"
6.7100136346927e-133,1.97351396233786,0.35,0.072,1.64220873695469e-128,"25","Uaca"
9.50737936307047e-133,2.51249150487721,0.557,0.19,2.32683602531787e-128,"25","Serpinh1"
1.91896913230214e-131,2.41737614096996,0.371,0.084,4.69648505439626e-127,"25","Cnn2"
1.03025315797476e-130,2.3212052284481,0.411,0.104,2.52144157882743e-126,"25","Twsg1"
7.75102665352408e-130,1.23521149205506,0.616,0.221,1.89698626318348e-125,"25","Cald1"
8.78984602397835e-130,2.64336852981477,0.265,0.046,2.15122691590846e-125,"25","Lama4"
8.40684376754857e-129,1.63275297788081,0.474,0.127,2.05749094366984e-124,"25","Vwa1"
4.2845657762565e-128,2.72268797285386,0.256,0.044,1.04860462808102e-123,"25","Plscr2"
9.61474694206111e-127,2.37424876380611,0.355,0.078,2.35311316660004e-122,"25","Tns2"
2.0073424692401e-126,1.99401516599548,0.638,0.237,4.91276995921823e-122,"25","Cfh"
6.3183499500749e-126,2.66603898411355,0.458,0.132,1.54635296678133e-121,"25","Lamc1"
9.64900015472936e-125,2.3417046265952,0.562,0.195,2.36149629786846e-120,"25","Gsn"
1.4545511127589e-123,1.56349376277878,0.398,0.097,3.55986839336613e-119,"25","Pdgfrb"
2.28404439223027e-118,2.48946746400817,0.317,0.069,5.58997024554436e-114,"25","Tnfsf13"
6.48869852515223e-117,2.22277562749864,0.315,0.068,1.58804407704576e-112,"25","Kank2"
4.52046703043908e-115,2.2005347486504,0.413,0.114,1.10633910102966e-110,"25","Arhgap20"
9.31105333325855e-115,1.90171057250397,0.517,0.173,2.2787871927817e-110,"25","S100a10"
1.52124167667161e-114,1.46224367560526,0.937,0.682,3.7230868794861e-110,"25","Atp1a2"
8.18153813598994e-114,1.45464476888899,0.494,0.142,2.00234964340218e-109,"25","Ahnak"
6.10368998983264e-112,2.0084162040425,0.305,0.066,1.49381708811164e-107,"25","Slc19a1"
8.8553030940651e-111,2.04056715916421,0.575,0.224,2.16724687924149e-106,"25","Pam"
9.15742083571277e-111,1.4565129948216,0.49,0.153,2.24118717533234e-106,"25","Pde1a"
2.37483740442106e-110,0.646347387679797,0.573,0.171,5.81217706358011e-106,"25","Pdgfra"
3.80400972474783e-109,2.31899354063847,0.407,0.116,9.30993340034784e-105,"25","Afap1"
4.93456087432988e-107,2.12390517411743,0.303,0.067,1.20768442838349e-102,"25","Snhg18"
3.23445456007924e-105,2.3832191241789,0.25,0.049,7.91600409033794e-101,"25","Adgra2"
1.16012065242328e-104,0.526926776209805,0.317,0.071,2.83927928474072e-100,"25","Myl9"
1.31424649727798e-103,2.00554717045351,0.548,0.216,3.21648687743814e-99,"25","Slc41a1"
1.70095887069008e-103,2.50030611268154,0.283,0.062,4.16292674012689e-99,"25","Lrrk1"
2.23120080357152e-103,2.2045623267239,0.256,0.051,5.46064084666095e-99,"25","Fam43a"
6.9477849838656e-103,2.338766736595,0.366,0.098,1.70040089695127e-98,"25","Lama2"
1.50831947016146e-102,1.11760422507943,0.33,0.074,3.69146107127317e-98,"25","Cdh5"
7.13506651632711e-102,2.06468572778629,0.259,0.053,1.7462361792059e-97,"25","Dse"
2.85261788796106e-99,1.43847051444374,0.396,0.108,6.98149701899589e-95,"25","Apcdd1"
3.28164396954988e-96,1.91308690109677,0.53,0.202,8.03149545107638e-92,"25","Phlda1"
4.56609707381228e-95,1.53907254822836,0.477,0.162,1.11750659784482e-90,"25","Itpr1"
5.17042906130512e-95,2.15487044346683,0.373,0.107,1.26541080846382e-90,"25","Efemp2"
1.27921505078938e-93,1.91924654073905,0.263,0.057,3.13075091530192e-89,"25","Sulf1"
2.16822051170872e-91,2.95534639557787,0.254,0.057,5.30650288035593e-87,"25","Ecm1"
8.05284701398763e-88,2.22522471093624,0.308,0.08,1.97085377820333e-83,"25","Gm14964"
3.13709219897534e-85,1.96365765232913,0.339,0.095,7.67771944777225e-81,"25","Selenbp1"
7.62964333043113e-85,1.71665160913117,0.571,0.25,1.86727890868971e-80,"25","Gjb6"
7.72177380881384e-85,1.47819468346478,0.519,0.193,1.8898269219691e-80,"25","Gng11"
1.40171827327738e-84,1.73816449744774,0.542,0.229,3.43056530201905e-80,"25","Fcgrt"
2.56159552120703e-84,2.75359268410769,0.357,0.112,6.26924887860208e-80,"25","Ppp1r1a"
1.38336294465556e-82,1.81805511359327,0.342,0.099,3.38564247075002e-78,"25","Ptpn13"
6.64088118011515e-82,1.79650438823512,0.422,0.146,1.62528926002138e-77,"25","Txndc5"
3.48678883955556e-81,2.23249812801356,0.301,0.082,8.53356700592828e-77,"25","Clcn2"
8.37391147425313e-81,1.78849464069949,0.294,0.078,2.04943109420871e-76,"25","Adcy5"
8.55397332063017e-81,1.87621962578756,0.35,0.105,2.09349943049103e-76,"25","Copz2"
8.71741246423859e-81,1.96810818807287,0.42,0.141,2.13349952649775e-76,"25","Lamb2"
7.85724553041093e-80,1.28207122170328,0.306,0.079,1.92298227111277e-75,"25","Cgnl1"
1.37092992229623e-79,1.95961846271049,0.333,0.097,3.35521389182778e-75,"25","Syn3"
3.551085231732e-79,2.09670490253927,0.31,0.087,8.69092599614089e-75,"25","Frmd6"
4.36032164394777e-79,2.09947921888514,0.359,0.112,1.06714511913978e-74,"25","Rell1"
4.85277617355855e-78,1.51734460525255,0.297,0.079,1.18766844071672e-73,"25","Cox6b2"
1.04061266486876e-77,1.74364031802726,0.589,0.298,2.5467954359998e-73,"25","Anxa5"
7.10164114992222e-77,0.986684111630697,0.357,0.101,1.73805565503196e-72,"25","Itga1"
8.77583476696125e-77,1.76953464080209,0.323,0.093,2.1477978008661e-72,"25","Phldb2"
5.42351214386571e-76,1.84052953271617,0.422,0.148,1.32735036208969e-71,"25","Lhfp"
7.8066746557844e-76,1.68375284227448,0.467,0.179,1.91060555525668e-71,"25","Rbms1"
5.79585480608736e-74,1.55015010227416,0.425,0.151,1.41847750524182e-69,"25","Cdkn1c"
7.72448834892532e-74,0.282266488440374,0.387,0.116,1.89049127851598e-69,"25","Jcad"
1.11567448749873e-73,1.3536700211881,0.456,0.164,2.7305017407044e-69,"25","Fzd2"
1.41329066995265e-73,1.47474037662838,0.299,0.083,3.45888758564211e-69,"25","Igfbp4"
2.76497395241055e-73,1.83032647707797,0.431,0.16,6.76699725112959e-69,"25","Notch2"
1.94454488024137e-72,1.85765178009814,0.335,0.105,4.75907913990272e-68,"25","Ggact"
4.44687411124871e-72,2.23169531865623,0.288,0.081,1.08832796998701e-67,"25","Cthrc1"
4.58748485603466e-72,1.73166221611639,0.609,0.36,1.12274104366592e-67,"25","Atp1b3"
