"","ASC","OPC","MG","EC","NEUR","OLG","MAC","PC","NFOLG","VSMC","DC","EPC","NSC","ARP","NRP","Tcells","NEUT","EPIC","VLMC","ABC"
"0",3.57431028631354,0.948989631768111,0.90218437562843,1.15479276975384,5.48496784163613,1.68078949293192,0.30013495685779,0.455879506121509,0.0975660043617587,0.552088542189544,0.0887665153138216,0.140469547738061,0.0107186045366771,0.0277767622593048,0.0309599087892547,0.00451809497549702,0.144017517807109,63.4231345827372,0.0630838823094813,0.0317871923051988
"1",18.4430325842469,0.0888416239994488,0.0861257257010649,0.113323780888273,0.573283822672224,0.194997540712903,0.0211235768539484,0.0387840713099873,0.00944465955714945,0.0483598029325995,0.0100112949781856,0.00939321948599087,0.0974296814441924,0.0341805645708368,0.00250104707804821,0.000267579681116669,0.0047479122710886,3.67060919241622,0.00493715668649421,0.00187335910467716
"10",3.35439744774989,1.22802397853796,1.12194010392706,20.4564152586997,2.34910837823112,1.44638315945963,0.281847028226761,1.5310784035586,0.0789246979898265,0.986791303636039,0.238438942159289,0.0701806124080024,0.0138752443583252,0.0314314810630455,0.0143096662236202,0.00385756172352739,0.0442708090996265,24.5245412260302,0.0433091315616323,0.033743654455943
"11",0.328342091695909,0.111198954611254,0.0975070608658746,0.105510710101993,0.471245649542081,26.5589638145214,0.041864903437048,0.0758485886710712,0.586343531268842,0.0477735626105872,0.0108681296192717,0.0142327805788336,0.00388280326733865,0.005519877937038,0.0023687292362156,0,0.00474369176829068,5.04522486653751,0.00769102344119498,0.0094702590392926
"12",1.00270083239295,0.379470162955157,0.381599448172593,0.496916051343434,0.918698701983112,0.434163737573463,31.6025096464198,0.515584856744854,0.029707993270603,0.0923905564358671,1.18109289073143,0.0245190701818589,0.00245400247296676,0.0163267258570839,0.0970374111051907,0,0.0289590057821401,12.7769202172311,0.0933168493525345,0.00784515072991256
"13",0.451363664735737,0.162395735790613,0.103187335834613,0.278786349548252,13.9333461347119,0.348846852845052,0.032965950209288,0.174141394052384,0.0367460519561317,0.0644588679336069,0.0404658645114919,0.0218563250993428,0.00428064429712707,0.0224829483208815,0.000159595727164745,0.00337766117145495,0.00199082470721632,7.03849093977219,0.0120832197213511,0.00598059043337633
"14",2.62766578798102,0.863735535221442,0.585028152118191,1.8457942943656,8.12061572336741,1.17260349044193,0.28692997749325,0.596031635569318,0.0717568310535189,0.466392865794538,0.209376251601867,0.058487774181284,0.0186590516667496,0.0288653081399334,0.0154744691249169,0,0.0221002429781822,27.3818287388892,0.0461370682085906,0.0718281344939446
"15",1.06886330067001,0.169490188620385,0.192301015457218,0.262397865266906,1.14430113107076,0.447091059952719,0.0610653725621852,109.440683725967,0.0197624645212058,0.948772603100762,0.0201487605132738,0.0149013426609788,0.00149156378978318,0.00992536407130948,0.014477278078993,0,0.0117853778579043,7.1288849711611,1.01664761256213,0.00497604522116446
"16",16.7808897397917,0.108226791312027,0.13447157786613,0.19070286462818,0.863915491852785,0.385728600839155,0.0269119497255203,0.0647472341907146,0.0220565040598305,0.103800695049682,0.010394648037349,0.0225999473164984,0.0570649571150596,0.0351632577077353,0.00190174476039273,0.00290071491019677,0.00191202242045259,3.02745345250156,0.00957040988418033,0.000984489660741909
"17",3.34646187140567,1.08241725314322,1.19569770810066,0.754657467051774,2.0403873433856,17.9627561851365,0.280538500808797,0.587251337074439,0.244253935214025,0.498306068665861,0.0907081410805799,0.0493272858923417,0.012132911058709,0.0268052891189896,0.0197712756025766,0.00441134952004517,0.0312744964508281,23.367228928978,0.044420100288902,0.0347070581984657
"18",6.5246663753203,0.876186547684786,0.796076972881051,2.94148677858409,1.78955121414915,2.51869595591594,0.178156931962517,0.381646659862981,0.0267857226329699,0.169677201490075,0.813417116610346,0.0574636246669354,0.0195505780078359,0.175212931543341,0.0215032851740214,0,0.00630187912335065,95.7702991876688,0.0431379001328282,3.49251050841146
"19",1.07335065735436,0.208423559255817,0.167196036390504,0.217286107921548,18.1173100151746,0.430094878602842,0.0264808327547867,0.175986685471886,0.0262583577251033,0.0866510099362153,0.018295223783835,0.0255939893952487,0,0.000561480579369351,0.00425168635896043,0.00975528810282706,0.00150187900788186,6.01180061743638,0.0177007056399671,0.0152562050535958
"2",0.346252361033735,0.0885566205439092,12.1770523065451,0.1098290021247,0.56585084971567,0.250870703362954,0.0270146215055305,0.0563830052566164,0.00968041061290691,0.0539685119580275,0.101984698291357,0.0128061340584628,0.00140940546309246,0.00341052754151334,0.0178824955858366,0.000669196335271838,0.013601910128543,4.3878233683858,0.00645083369996256,0.00284520776748352
"20",0.797182830901762,0.254172732841313,0.154586245992513,42.0318635111906,1.45731314299265,0.250611285500509,0.0710606313376907,23.4709444939469,0.0597718258061633,1.42565553106942,0.0213116318349293,0.030075723649465,0.00641749047097756,0.0120672245491045,0.0290022126063494,0,0.233670096448787,4.33904891349321,0.23827344744286,0.00071507188474643
"21",1.30679425302268,0.529075183456914,0.266911035020189,0.384148243511499,1.20629796539977,3.33979358371058,0.0697276625099166,0.186224876980696,8.62896120382888,0.220011535971854,0.0204261241228804,0.032319752800176,0.00661954667244058,0.0356069659025518,0.00665268237080124,0.000936474092631522,0.00221685098180179,10.0315640789858,0.00275744503459563,0.0015460805013423
"22",1.25833284091597,0.475895072732213,0.428832830307619,0.398873535826296,0.964230391936074,0.744719763248454,0.201012799819302,3.13410057618608,0.0441097241246063,91.5026351200884,0.0654619700869841,0.0547647435076478,0.0214741026043071,0.0297085500491864,0.0114984657886286,0,0.00683405049267922,10.6102627702548,0.00432248370032345,0.00133964771819814
"23",1.08459883176141,0.497652257622953,0.558861450822262,0.379942456870376,1.15536691503895,0.757231240575595,2.91960225098265,0.402829684102045,0.0285777786577156,0.177663376702374,59.614370104909,0.0267778889929392,0.00504677304431498,2.07681531012547,0.0670883255572472,0.00795405426584259,34.8546522419988,11.9613063616615,0.0868466952666268,0.0130480052149207
"24",6.14290402386734,0.612075601132106,0.48462194253031,1.37728783970858,1.5210052376566,0.799635086015075,0.250843046793881,0.759967298168604,0.0523789269948376,2.89113708004871,0.100764010047359,11.5548749582617,0.00648098884733714,0.182773105097904,0.0307710702526859,0,0.168550827701693,45.5641001219997,0.0222020746350894,0.0131706342626775
"25",3.66087167830672,3.40465574254791,0.960511984081718,0.55454611243164,1.95764302891156,0.941343889988413,0.122550246752965,32.6088437314089,0.0617282223182301,0.479261720143584,0.115689301452456,0.0472401780109733,0,0.00781412976595399,0.0191893968615902,0.00353622476555905,0.00629840713028838,26.6083899647954,8.32374567661726,0.0268784050186411
"26",2.08903297614482,1.0797650532173,2.03086142893352,1.11629007198416,2.68411551048948,1.19082420075041,0.486921648924408,36.3110977933541,0.0191516898924622,1.02434017554482,0.115226680662925,0.130028285818264,0.0236234051248615,0.0217365469469336,0.0153536846228373,0,0.097270620360439,27.6480262769671,0.449424261310983,0.0414261510611878
"27",10.4636750054448,0.0598912807546609,5.37930790596611,0.0766290438444272,0.393145778588335,0.277890793125547,0.0146680658643419,0.0518585313170103,0.00369783061368809,0.0427493808518222,0.0612091955333974,0.00844089453646686,0.0638872468418952,0.0227279118181709,0.010519068520416,0,0.00463430661454333,2.27441469545523,0.00527537740058089,0.00697545927343311
"28",0.989713522444268,8.05830272029546,0.913156390215324,0.419489297480327,1.07331818643014,0.348627954446576,0.762809566276001,0.193757718351384,0.0180269680577408,0.108863866362099,2.20294566347581,0.00496541451976972,0.0370654485053515,0.106892934313848,5.02027265450148,0,14.363708865977,6.54488400771518,0.0275208394870415,0.00613118717257545
"29",0.419115266901208,10.7823325116912,5.95410048173279,0.0835616198835316,0.580138524817979,0.206813393925887,0.0383964043868267,0.0264943598572854,0.0811218275277078,0.0340373564959266,0.0324729373455288,0.00229727680807171,0.0028979711304116,0.00839356019108769,0.00924357331742985,0,0.00287098922804842,2.33845276725577,0.0144217703289342,0.00206616266072163
"3",8.37013139717962,0.341947504695626,0.327099463600353,0.54070797420435,2.24601721785812,0.697320953233785,0.0939226546563453,0.195450390139769,0.0364540116918152,0.195989589735398,0.038571140710252,0.0480302327597196,0.0409239948410287,0.0382619567672949,0.0104333233959723,0.00125255225746801,0.0446597312088311,16.9493359713404,0.0244231126964323,0.0141210765866105
"30",0.729887385459569,0.383045834815717,0.208790965073439,0.174667995461645,1.1468187012346,0.761791921903349,0.186017300239489,0.0608500084337986,0.00922495022416396,0.141309032733116,0.141430559579019,0.00829044410250968,0,0.575820371389041,0.0646292606930421,4.2033223365301,0.368272648600111,12.7879608943036,0.0314296664523401,0.0229372528511005
"31",0.689123592320017,0.318210235579707,5.37156381396791,0.203198407639937,6.95460586078254,0.308318583402368,1.90081288907584,0.265610955159121,0.00629110290954458,0.052773162104201,0.12803483246719,0.0249969636369696,0,0.0198845792434056,0.0115236654662348,0,0,3.77490410591278,0.00226298665810956,0.00564101378043256
"32",0.220111052958523,0.0589849116750382,7.09474031445134,0.14366890852079,0.489026132441982,0.382622728483745,0.0492319810949193,0.0524196147371407,0.0100773943889068,0.0116953592814371,0.0776785552275058,0,0,0.0089986322079044,0.00470845261413289,0,0.0326370757180157,3.05372314096946,0,0
"33",0.173650933701436,9.73676404864321,0.142681347264968,0.222258661354193,7.28374802034792,0.293685816285126,0.00899227204140761,0.140803935745531,0.0995257486232101,0.0172291214167402,0,0.0082914133294419,0,0,0.0149897146992215,0.010091530178721,0.00990600194751998,1.61128786734151,0.0105241666438643,0
"4",0.332383815543559,18.6254117786832,0.0963233993610954,0.111175463343169,0.842008085997069,0.207821876680366,0.0241177869587579,0.056576632606185,0.0112926873265358,0.0558481911257124,0.0131141636445951,0.0123352451858916,0.00360311796543626,0.016240487235094,0.00735508089909945,0.000459220170665093,0.00367441700595213,3.38829879541539,0.0077986967224192,0.00547354595944128
"5",1.04911694660509,0.240534446274623,0.255364056956679,0.35930618903204,1.33595963928989,0.655619676548134,0.0492131299365559,0.137382570531756,0.0281291498662026,0.145117322580275,0.0285493610562073,0.0536762580417559,0.00554611232181055,0.0092562150560201,0.0106742434139251,0,0.0226948150518618,14.4527896447929,0.0164939185724345,0.00538790441398988
"6",0.895754903554295,0.146044393952505,0.157611042038352,58.5864520702008,0.602213919514995,0.311536126996798,0.104261946830181,0.115708794896308,0.0170144083222419,0.0605448906083945,0.0286944662599154,0.0132529164628644,0.00159171262176049,0.00824265006576114,0.0192212249118412,0.00191301179730082,0.0251316422674532,4.49654631411677,0.00932150129843913,0.00420711747573098
"7",1.70364164581239,0.440942608414117,7.9777708784209,0.59745321737781,2.05127956473332,0.975951105428615,0.139780936420487,0.356762001739762,0.0346494652916811,0.275080109335266,0.172257876120569,0.0569748971773335,0.00826503140115011,0.00997186546078788,0.021474278646526,0,0.342460138223401,19.7956080381503,0.0280768165127127,0.0176956591946963
"8",2.65619687086241,15.5447080857762,0.421883043964032,0.631625324962663,2.18759371720972,0.938574203967739,0.156667158083533,0.235773617547345,0.0450302617400394,0.198132688252282,0.0331311392898142,0.0452685381541363,0.0192204759653281,0.0429129788169881,0.0258247216793514,0.00215329780331268,0.0103304253387176,19.6154348404454,0.0188731308124057,0.0227602500482125
"9",1.5399950679001,0.871725286475512,0.715630574040263,0.930628049109284,1.34526386019868,0.927941174971793,0.180385061126029,0.573166545497163,0.0622262938771441,0.333319008209635,0.100196795400281,0.0367014685452622,0.00335390188835965,0.00779511946217003,0.0263040768994664,0.00802278470857234,0.00836920069700878,1075.00942052276,0.020873240509534,0.024507835610484
