"","GSM3351254","GSM3351255","GSM3351256","GSM3351257","GSM3351258","GSM3351259","GSM3351260","GSM3351261"
"Col23a1",2.74387434719998,2.69154026292068,2.39018758493907,2.80061713283167,2.11724731585225,1.75437561377473,2.42827916785787,2.24375173847304
"Col25a1",5.65836188074975,4.88972262361921,5.12062594409594,5.14456884358078,5.67986755848277,5.83816960423388,5.08713569225932,5.39299617921806
"Col26a1",1.61388540571404,1.07917180291289,1.47502911556338,0.631345191337088,-0.039907979412243,0.880590522683288,1.11746047053336,0.747829623270168
"Col27a1",2.95600605965215,2.45785214921703,3.15959676084781,1.98447108070719,1.74358909522709,1.93388705859571,2.65545971761207,2.49451570372607
"Col3a1",2.2412695541257,1.95750833682421,1.61045836024934,0.221433128841339,2.41376590881476,1.1533495968153,1.82643195572646,0.525567216390228
"Col4a1",5.40842414690961,4.85402476547736,5.51951796729112,4.61360977767575,5.20202738162766,4.74475000426118,5.94682700747821,4.80082827405114
"Col4a2",5.33447568305106,4.71501248432102,5.43991816998341,4.92042759458939,4.92951450408211,4.75502248127177,5.60070600262355,5.19002867286341
"Col4a3bp",6.53834635872801,6.89193931525961,6.80134289924392,7.41366018574628,6.74279729119787,7.11578383735232,6.81741774748036,7.43005147057893
"Col4a5",2.64245406169425,1.92729056698352,1.67368590614701,1.10504131214213,2.18162722929429,0.776866983622644,2.38667764777368,0.798428795334491
"Col5a1",0.886051461963296,-0.591277954349633,0.497651492792109,0.631345191337088,0.647734251076763,0.104057188488658,-0.644504632731278,0.747829623270168
"Col5a2",2.57064965745802,1.8326433663365,1.73425839534056,0.950189260978354,1.46188645831924,1.1533495968153,2.20712535703056,1.33253205992265
"Col5a3",1.98922255820309,1.33075443980023,0.865766079981319,0.221433128841339,1.90483649235739,1.1533495968153,2.29969300016715,1.22565686891433
"Col6a1",5.77077415350864,4.89753693943187,5.36527643040717,5.55384564704198,4.68494487890257,4.78540820978793,4.62408268231232,5.42756484086695
"Col6a2",3.16548866817961,2.59872449392963,2.27257907665678,2.20600186575452,3.01802559726018,1.85967079397279,2.00200717963449,2.26189562773599
"Col6a4",0.886051461963296,1.58417577258826,1.06757189190512,1.17664990177979,2.61367771355549,1.51748302095539,2.25415147850065,1.77296775665084
"Col6a5",0.627561297593448,0.840610422608824,-1.13819445438223,-0.457905153100637,2.04985972527875,-0.826487582334926,1.21576598271153,0.26271481111358
"Col7a1",1.46340827350646,0.0925776971501578,0.631068154463157,0.28761678047438,1.11149511867616,0.543951402752123,1.39430979080414,0.798428795334491
"Col8a1",-0.345469797897994,1.46302241139658,2.23114466723331,0.525614397742465,4.2471965828162,1.11132238083981,1.21576598271153,0.747829623270168
"Col8a2",1.98922255820309,1.86488729765484,-0.458140923014427,-0.973926976197056,2.41376590881476,0.47933286222699,2.65545971761207,0.640974427481825
"Col9a1",0.76258791876059,0.554630645809112,0.497651492792109,-0.0786140894865855,1.23798629438812,-0.179175619513602,0.898138871338236,0.464206239017755
"Col9a2",2.71085348725124,2.76171981464389,3.34581936873029,2.63253563091237,3.05286422141944,2.81021755434613,2.50804757654768,2.53983250457869
"Col9a3",4.6018117227564,4.21847888678397,4.85341167667793,3.32658394323722,5.87744055438649,4.11233242177065,4.97229754956162,3.26175905193928
"Colec12",3.51066397339232,3.20118781790836,2.56711822561681,2.88854509049044,3.30488312767645,2.50406447365683,2.96908710202667,2.53983250457869
"Colgalt2",1.87462783910476,1.46302241139658,1.61045836024934,1.51730303286501,1.23798629438812,1.61093418130657,0.77455875105779,1.89424313937823
"Commd10",5.19219070554532,5.17976693344612,5.01472325500143,5.05951788815503,5.38404792747937,5.11810043031245,4.95104786555565,4.87047649050176
"Commd3",7.19730038003087,6.72850845154058,7.07310355007982,7.00897466096052,7.18889516341024,6.81803590070466,6.94112395218623,6.85558505934749
"Commd4",7.02498782760484,6.71641026301827,7.03146963932965,6.77810773041721,7.19085159168521,6.83991583942151,6.92668210196689,6.68369997290351
"Commd5",4.90890779613261,4.77986459823062,4.62454314394432,4.72528548977546,4.69600745906958,4.73440385888007,4.72768146205438,4.4789119288573
"Commd8",6.74002349328218,6.62875723589845,6.5716539358419,7.016312583988,6.67172938839381,6.69449527581704,6.4187143911517,6.89317435180797
"Commd9",5.79066315866801,5.38824786776144,5.5908655659102,5.33657140341895,5.77683300874319,5.50850270556561,5.34780751151281,5.23434991811974
"Comtd1",4.82652798408545,4.48021814467226,5.4262138391359,4.54084823841372,4.96652940303074,4.92841972233745,4.32696039551378,4.62974525700835
"Copa",6.28431479359278,6.31246481354466,6.21577967647605,6.08497973124168,6.22163204948735,6.34943914128795,6.02686557180674,6.13938529742143
"Copb1",7.15955870087521,6.94474740038835,7.05985179844591,7.52373746585805,6.88974721851959,7.09504289546585,7.04171526396878,7.36701514825157
"Copb2",6.94737634314848,6.93053582823743,7.1459809022173,7.47219627720467,6.79002446877817,6.83669523124432,6.78375841242356,7.25711554602615
"Copg2",5.80637927498284,6.04686934293719,6.26793210611608,5.9962297064187,6.08524301861195,6.09560216397225,5.91791296139633,5.95791562242367
"Coprs",5.15584768679356,4.74996267088496,5.73122476508018,5.19286056577943,5.33535361468385,5.43799498140486,4.85516779094993,5.16614304684734
"Cops2",7.26568788473054,7.35405908198875,7.26880111656726,7.8285469171231,7.35339071893582,7.31118053938209,7.07319899224294,7.66847165722572
"Copz1",6.36877197057942,6.42352372735116,6.21312190342884,5.95609310610875,6.40134267647211,6.30701500751821,6.2019788545726,5.9269799124838
"Copz2",2.71085348725124,3.1099671891928,2.69453179042898,2.02383647208731,3.30488312767645,2.4031709477605,3.02438934838513,2.08974927514886
"Coq10b",5.49340356856069,5.12423977956436,5.4262138391359,5.40711870630098,5.10576540086529,5.34131497356306,5.41142373078436,5.69293644199859
"Coq2",6.04697110087638,5.98219951366097,6.21045922511999,6.34698587171234,6.09363293074042,6.21078605494689,5.85065643358871,6.05605801882507
"Coq3",4.64615335481573,4.6837207189253,5.17626636539005,5.0476301325936,4.99368037666354,5.06954115130894,4.41236370290187,5.17095191335452
"Coq5",5.68411023806164,5.91256739634891,5.90596276856072,6.31362278622955,6.02071348051433,6.07661602818128,5.89584067243363,6.28400708785869
"Coq6",4.42985028622207,4.03935748585172,4.14493279645384,4.13629076054802,4.34882374197391,4.37462968831211,3.96652952958259,4.13452581205056
"Coro1a",5.62772954861811,5.34031760768891,5.67439172536895,5.22910026171974,5.04649587807639,5.29981760456801,4.65944867687238,5.44949935208081
"Coro1c",5.64093741181955,5.95998226187977,6.00762068300416,6.04008761871602,5.89674674062492,6.19829327268135,5.6931951713616,6.13570029814335
"Coro2a",4.08798066589337,4.13500532140573,4.77628926398392,5.16891675548601,4.59325090632287,4.69226095604413,4.46328237556363,5.47499919913397
"Coro2b",6.36612332768571,6.60985566363956,6.23424824341504,5.89504102427173,6.77966233502837,6.3873532814621,6.568088300381,5.82083150509249
"Coro6",1.20342095656726,1.62240014607775,2.94572339855787,1.14128985051816,1.46188645831924,2.15686474321668,1.76281441669369,1.8469491718059
"Cort",1.61388540571404,1.46302241139658,3.30646416756308,3.51794733516492,2.18162722929429,2.64329432682672,0.898138871338236,3.71458122004945
"Cotl1",6.39499434233648,6.04158954264584,6.04097429065096,5.91611605864251,6.3070867166705,6.27048406122547,5.69745491663708,6.02053207606055
"Cox11",5.03432201029793,4.56607459912485,4.72497399901997,5.05477453400579,5.00261832712874,4.92539094948391,4.66815635466587,4.81932401895548
"Cox14",8.56366391479634,8.05399495141259,8.28387366488775,8.404996914639,8.44319284789844,8.24869168860516,8.32440144969953,8.21553228551658
"Cox16",5.86758567153684,5.64421900325417,5.5660849798629,5.71434531941826,6.20236566139063,5.90734443888939,5.97867733412382,5.69126378128724
"Cox17",8.7113146471477,8.44076149670238,8.41859284213136,8.45558039695315,9.10696149320731,8.45389687568342,8.65905582470202,8.28648928573663
"Cox20",7.31046124628668,6.92576735654243,6.94761545976567,7.05720356930657,7.7037153026014,7.20278434389114,7.35652904490087,6.88001908768275
"Cox4i2",3.7242797209648,3.68030482400407,2.05237130155804,1.59776830103993,3.21545490964945,2.47121109064648,3.07764974470683,1.87078994388063
"Cox5a",9.55868711825095,9.0986914378203,9.45467044118261,9.39877529618033,9.56324667050065,9.43314508515251,9.3465469614396,9.13460741632563
"Cox5b",10.0169167540249,9.68786731612177,9.81734544958522,9.69098465960103,10.1298542433181,9.92086130513401,9.81023980340227,9.5257149209611
"Cox6a1",10.1473958718301,9.60722008554596,9.84700653710259,9.94447772134255,10.2601804089732,9.77831941750016,9.92071226587756,9.82948493613068
"Cox6a2",3.39069057511505,4.32082136992573,5.06275325912419,4.50999110197717,4.54512163970418,4.50207277470871,5.55917761029033,4.41143114543401
"Cox6b2",3.60354273323225,3.13662404956956,2.39018758493907,2.39800037860283,4.4826103460263,2.74299705871053,3.42455694314482,2.747244413177
"Cox6c",10.5614114484795,10.1834076272056,10.3085218564573,10.1893910926626,10.7191516502777,10.3816014647347,10.3588388309483,10.0265782210488
"Cox7a1",2.53336124195096,2.01610892737313,2.09918399820497,1.43208339626205,2.90815834382391,2.55198299341793,2.25415147850065,1.43203305472211
"Cox7b2",1.68362025580242,0.473307678763169,0.865766079981319,1.40252026093166,2.11724731585225,0.977354363672057,0.898138871338236,1.64055431815906
"Cox7c",10.407625523828,9.9011130641521,10.1026172672831,9.7381600120583,10.5499871330638,10.1454675606194,10.3586707372033,9.66644632281535
"Cp",5.23926634115169,5.67636978213997,5.39372154628537,5.02112706995426,5.16269576580078,5.08319460304094,6.07676992120919,5.39505272110096
"Cpa2",2.19426031455683,2.43655580288655,2.05237130155804,2.02383647208731,1.90483649235739,2.43759209426905,2.50804757654768,2.08974927514886
"Cpd",5.62772954861811,6.29482135441964,6.00454994948275,6.22667495227808,5.80775871686246,5.89501139783496,5.97867733412382,6.11339042678192
"Cpe",10.9178521376807,10.2477713832425,9.93512067000965,10.248419204589,10.3824873040761,10.0439598770566,10.033257908222,10.2216254924299
"Cpeb1",4.02220829027042,4.29146686132884,4.56742223992407,4.40581961117789,4.40383589592591,4.75160644288415,4.12672471968445,4.82848372456831
"Cpeb2",5.2217924929107,5.8373734344892,5.5908655659102,5.53011942359765,5.6055481002864,5.78569204828336,5.73523700505123,5.64535292937797
"Cpeb3",5.53644483114437,6.22821743299562,6.35730375310971,6.6852526105005,5.80775871686246,6.73743762238306,6.10269614677856,6.78362731033241
"Cpeb4",6.70481852264861,7.1261241167613,6.80311129566704,7.08770935173342,6.81307068172273,7.18895948191262,6.91575504326025,7.09641908554918
"Cped1",1.81372585915496,1.5045476421573,0.753184452085856,1.31001243902374,1.35427556899982,0.880590522683288,1.82643195572646,1.39962261126834
"Cplx1",7.43574041346316,7.7068554818798,8.13245591771928,7.98974991965469,7.65494331998928,8.32364868404514,7.577153866396,7.59254612864955
"Cplx2",9.8676126334657,10.1658218333462,10.2073213805376,10.2043258861452,10.3682944469908,10.5177241532664,10.4889402138132,10.1804868293721
"Cplx3",1.46340827350646,1.46302241139658,1.24458190985564,3.84907945974976,2.18162722929429,2.61349477373622,-0.644504632731278,4.6642598877321
"Cpm",4.38868418203786,5.14736329833334,4.83969260141766,4.51690550531936,5.32826115092934,4.88230661433817,5.52123239315965,4.88518253511875
"Cpn1",1.38184298418977,1.02312690890859,0.497651492792109,0.0791958624271715,1.90483649235739,0.605799321846811,1.55317104792709,0.525567216390228
"Cpne2",5.12484643702482,4.89753693943187,5.12062594409594,4.99907465818129,5.20976664879231,5.17020492754754,4.4226922232613,4.87637690914993
"Cpne3",5.43899169207586,5.87149813624098,5.64708348046008,5.67160933963276,5.43115221501186,5.47782027425261,6.03362006999845,5.8541021482101
"Cpne4",4.46987426411486,4.80501061077478,5.81423973352643,6.42072927226122,4.97563662029121,6.19829327268135,4.12672471968445,6.71037077133661
"Cpne5",8.017249563338,8.44376659420908,8.08090825594376,8.73077267275467,8.52145826635662,8.52590143792512,8.68342002153573,8.4875565242167
"Cpne6",6.86535108835817,6.09693527730273,7.04796939945699,7.17006501430004,6.44461883633128,7.00466377839691,5.83140385237214,6.89825806624204
"Cpne7",4.6018117227564,3.13662404956956,4.18888021812233,4.21067246443685,4.41726730628384,4.22007304014701,2.54633658275078,4.26169075919215
"Cpne9",2.09538090509199,1.8326433663365,3.70484285703435,3.3882133127168,3.5440543903757,2.79702168643395,2.61999458956519,4.27067911823075
"Cpox",6.68157234233399,7.0623808990275,7.24297624874654,6.80236364394006,6.71315623005263,6.64656170228066,7.2733680537534,6.83830720420652
"Cpped1",5.80637927498284,6.18895778937744,5.87266739304708,6.44268153316733,5.91105870277103,6.25970270138847,6.37683208930577,6.29726303079705
"Cpq",5.21002456288501,4.85402476547736,4.47282552283214,4.12728239402741,5.55783416331337,4.44822381139555,4.92221913859155,4.09964211997068
"Cpsf1",5.02763332700923,5.00271293217822,4.90042640744788,4.73421304639693,5.03782647681001,4.9672258460917,4.71932677031477,4.81625781463167
"Cpsf4",3.9103070757436,3.97434233179498,3.67425058914687,3.4254361926146,3.41610111774325,3.86922113383182,3.50452581664735,3.85864791364433
"Cpsf6",6.68370117758457,6.42217003098807,6.4139501306316,6.6376732667958,6.33212092124268,6.56132889293198,6.25784939869725,6.47886786701319
"Cpsf7",5.90090640134995,5.88531819980062,5.85572704634521,6.33920486225847,5.69096899043978,5.73815417255209,5.62327104520676,6.45442336102629
"Cpt1a",4.08798066589337,4.19330526782267,3.86240319344019,3.53847918223967,4.32051049231974,3.94296002773383,4.34878984508049,3.72769581677451
"Cpt2",2.74387434719998,3.05512872359263,3.22437881975912,2.30519274064892,3.74915676628203,2.99490996618902,3.22656104875463,2.43179028011858
"Cpxm1",2.41533931146238,2.3929961567789,2.27257907665678,2.06215620762756,2.24325651405717,2.11494130301685,2.50804757654768,1.94003581589882
"Cpxm2",-0.0913691281143125,1.33075443980023,1.67368590614701,0.950189260978354,-0.368251744263869,1.34687426462494,0.490241306357301,0.894595513957219
"Cr1l",5.33447568305106,5.12756591736415,5.02081518185292,4.94113764900361,5.20202738162766,4.99638220188637,5.28125618730045,4.98685959408336
"Crabp1",4.24615280485718,4.59519691851079,4.81185675879123,4.08137699335709,4.92951450408211,4.09086575050881,5.30935992205047,4.2751523846856
"Cradd",4.11347236991365,4.05341586849162,4.16707384178589,3.91860693788659,4.03706807305563,4.1334843557832,4.22442181809949,3.79776956395838
"Cramp1l",4.04887813353264,4.29146686132884,4.35239306409644,4.12728239402741,4.10504189248074,4.40538912496927,4.41236370290187,4.2840575215377
"Crat",4.69762472007222,4.56116320871745,4.4092288296974,4.25683563694581,4.70698585651677,4.59649535089225,4.35958194325804,4.20655186581659
"Crb2",1.75013921408665,1.58417577258826,0.497651492792109,0.350896966052601,1.56202478798207,0.47933286222699,2.42827916785787,1.52511211452224
"Crbn",6.77038894533614,6.87916980263377,6.75458686682833,7.36179813604005,6.97849711780946,6.90517064283277,6.67779540415266,7.12271876927619
"Crcp",5.8935680171889,5.75804378544952,5.61924833832703,6.17077880059273,6.20236566139063,5.93169866615694,5.79608820387146,6.19474082283696
"Creb1",5.80637927498284,6.30953918042566,6.11687377718856,6.35279421181925,5.80265024967241,6.24155276819033,6.11548661016395,6.47886786701319
"Creb3l1",0.312422839134434,0.631613116681626,-0.209692381051457,0.908732254149855,1.65566131003917,1.1533495968153,0.77455875105779,0.584424502577009
"Creb3l2",3.56710557101379,4.23707496757697,3.77860037849497,3.93934295748916,3.89068548779247,4.05805469334193,4.24784626119628,3.56916136413612
"Creb5",3.0112966304553,3.28698203638175,3.57837764454012,2.63253563091237,3.49422643083445,3.0626386336735,3.58029383486153,2.78537445223914
"Crebbp",6.72769606865832,6.603897773758,6.60650228876178,7.06548032540492,7.01208025368913,6.76311161784754,6.86742409426173,7.25993936075692
"Crebl2",4.71438169563602,5.26378675915259,4.81185675879123,5.0689580650754,4.92011046411712,5.48812042585807,5.01388038769062,5.24350969714897
"Crebrf",6.51223103979186,7.16548967299158,6.89220318262,7.42840377815917,7.01208025368913,7.27297025109981,7.1972018030028,7.54240026073103
"Crebzf",5.33447568305106,4.96973519193664,5.34113609340271,5.29895796165462,5.00261832712874,5.0913250785875,4.862773698038,5.37226789677574
"Creg2",6.06993961341152,6.72521899426869,6.75275794120237,7.23177845268893,6.21010311893973,6.69093269032116,5.93965264111187,7.12395925571968
"Creld1",6.35012853513358,6.20950608308701,6.4505152859886,6.38716157932143,6.15103463580468,6.08614032848736,6.05701484402913,6.11837807618029
"Creld2",5.76676323672048,5.31136110158765,5.19793527313651,5.69160858491404,5.64032569807347,5.18800584103419,5.53081267133958,5.44949935208081
"Crem",5.36663309597999,4.94355431566476,4.85341167667793,5.22910026171974,5.37719141626776,5.13130403380046,4.96524904109931,5.34060613446792
"Crh",4.22291906212759,3.98171262523836,6.27814011644085,4.78664844901986,5.00261832712874,5.42518669194379,3.24995106362703,4.33636400036627
"Crhbp",1.81372585915496,2.8449000828754,5.27131170502242,5.19501769885641,3.51935552035512,5.00214342533676,3.22656104875463,5.05086955923136
"Crhr1",1.87462783910476,1.8326433663365,3.09176843682041,2.38294113774141,2.11724731585225,2.53618633925448,0.77455875105779,2.72125275208697
"Crhr2",0.999777075803482,1.18512465928286,0.753184452085856,-0.0786140894865855,2.35913833667613,0.722067708188564,-1.03883921850023,0.26271481111358
"Crim1",5.82578668151368,6.2799518338924,6.31330986503982,6.16418764022044,6.4314408241291,6.3829441646419,6.07349613663179,6.18169556516541
"Crip1",6.50743158936551,7.3297182228531,6.92667895422612,5.85467584051648,6.90412844093558,6.64287860771541,7.23138762523926,5.77892201564679
"Crip2",8.20829080831948,8.06053533533395,7.58062965160517,7.86862623907535,8.26709054781898,7.81360749701489,8.11664500041431,7.77417140275189
"Crispld1",3.41139184847156,3.92166827781158,3.99208800471568,4.32932744854453,3.87129747045026,3.79814760900646,4.54118940233066,4.07419846307172
"Crispld2",2.2412695541257,2.87687423992419,2.81160013036051,1.69851708493678,2.46640025475749,2.52021480450133,3.66972948763248,2.85873821603669
"Crk",6.91693454170189,7.14512085935769,6.95399680947474,7.20259246265347,6.69672796393461,7.04079804498223,6.90474459032145,7.23547199612833
"Crkl",2.09538090509199,2.8122011967203,2.31285663160369,2.60684186179061,2.41376590881476,2.87444494124419,2.94062015848065,2.82252261962
"Crlf1",1.75013921408665,0.473307678763169,1.54433228828394,0.950189260978354,0.819424589120158,1.1941870920774,1.11746047053336,1.06960168534198
"Crlf2",4.73094627068808,4.49574533516688,4.6561961437814,4.34495377531992,4.37659201519264,4.20016181471744,4.54118940233066,4.31479962717863
"Crlf3",4.45997188427865,4.74563992127577,4.68716955450154,4.74897062801742,4.2769706925837,4.38789268816013,4.94389451043244,4.9977270946868
"Crmp1",6.51223103979186,6.71419965074259,6.92505579845784,6.97485657220221,6.4181413294738,6.98879262436733,6.52559618258534,7.01451496168462
"Crnkl1",5.69259190625832,5.72329119202797,5.61119579247248,6.19145433974054,5.84302029682128,5.9995104264697,5.96106958718352,6.14183674486351
"Crocc",5.37192366173813,5.31428304611155,4.54223212320036,4.06259788284661,4.97563662029121,4.42267591190141,4.95104786555565,3.60513794272904
"Crot",6.55472239158827,6.32845059803822,5.72750476218075,6.02197523980368,6.46092386164865,5.88257201667641,6.40315066378937,6.03906210131682
"Crtac1",4.90890779613261,5.37990446766054,6.36928989978396,6.54262248106399,5.11403715014009,6.01098514925897,5.60070600262355,6.37329561215869
"Crtap",3.23681509930835,3.47628406779233,3.2660052185179,2.76621160692004,3.6615781507731,3.18924421175236,3.68697004344538,2.58376909385616
"Crtc1",4.96599733489468,4.89363507227092,4.75452011607777,4.67362516219616,5.16269576580078,4.91015096619676,4.96524904109931,4.76946513608573
"Crtc2",3.43180027575432,3.47628406779233,2.893560638344,2.98145309960856,3.51935552035512,3.32414667713181,3.2956232930141,3.16865875300316
"Crtc3",4.38868418203786,4.26754548642234,4.07639480814093,3.98991539814564,4.44376071234988,4.30642166525309,4.04884946938791,4.01123797480532
"Cry1",5.41868545928247,5.37711257715829,4.958706424697,5.46189022348502,4.50794081002684,4.89784199627693,4.48315708128846,5.25487823979775
"Cry2",5.52223994383533,5.7877803978518,5.49346965488361,5.59526705632626,5.97603236742435,6.0038241498369,5.94682700747821,5.53404724523376
"Cryab",8.84048471223603,9.49870313265208,8.8522090206315,8.17872861692636,9.20072112366858,8.79841001838011,9.13435646577652,8.11991905965142
"Cryba4",1.20342095656726,1.2353191267089,1.7923898533707,0.990488168694309,-1.40076516002733,0.543951402752123,1.30779813477215,1.02779986732509
"Crybb1",4.42985028622207,3.51743470358412,4.26270702217578,2.94089743081379,3.33350169690349,2.21755056016456,4.32696039551378,3.3321418758988
"Crybg3",3.75699814481551,4.34959049351976,3.79290994274013,3.81020574359019,3.61571096810576,3.59203300490382,3.96652952958259,3.67450659161989
"Crygn",3.18965808815508,3.28698203638175,0.970194716004565,1.24487162394038,3.63882683200824,2.13605530001453,3.58029383486153,2.44772915590786
"Cryl1",3.67376729243698,3.54754525956555,3.43975212498034,3.48306459580728,3.08688135095184,3.57667115460027,3.44496855136068,4.1781714741491
"Crym",9.22768267009817,8.96237892717044,8.56803734231583,9.1332893913139,8.59790881000794,8.88728624248176,8.90633532294217,8.99277432692787
"Cryz",4.16314303769506,3.87493596894584,3.82111018937743,3.89226063337098,3.77024522668783,4.43975801375596,3.27296790478889,3.43166887749493
"Cs",7.44706369677236,7.4777996037848,7.43654587882754,7.80931443848165,7.28909464979749,7.6290617415811,7.30999446505203,7.68495487648727
"Csad",4.83421449168208,5.09054970586326,4.8871492353365,4.69816648704623,5.10576540086529,4.88230661433817,5.21148576468042,4.78523192985836
"Csdc2",5.19815985297684,5.17012203238504,5.11494203300619,4.79235868330936,5.22512173499995,5.46952687570043,4.93670550981326,5.16854948374565
"Cse1l",5.1680640336522,5.08371624331367,5.29663868725712,5.035643607934,4.96652940303074,5.38826655921216,5.06092575184905,4.80082827405114
"Csf1",3.8660003663149,4.15470156983518,4.28312461737633,3.87083159700115,4.15399973814392,4.22992654100372,4.58782789817033,4.1781714741491
"Csf1r",6.46102237000881,6.04335162387878,6.68532311014152,5.41824062438223,5.21746462046496,5.26430069870318,6.26073086342537,5.69293644199859
"Csf2ra",5.48854096746514,4.75427250691548,5.33625917244823,4.98667608041774,5.30677212423645,4.85709670593594,5.0409510047818,5.22744171581988
"Csf3r",2.57064965745802,1.92729056698352,3.02059315944599,1.43208339626205,1.23798629438812,1.1533495968153,2.34384079714,1.8469491718059
"Csgalnact1",4.64615335481573,4.79249239033104,5.21928352963285,5.73672927771333,4.36277468628289,5.26669588940616,4.39148214838079,5.46328601868338
"Csgalnact2",4.26901830452673,4.43260798442556,3.88928953707487,4.51690550531936,4.13786435261757,4.24943391623438,4.35958194325804,4.30608280902295
"Csk",4.07506389004774,3.93691526850964,4.39053126115868,3.47598568272487,3.74915676628203,4.1439451542514,3.92353837653819,3.82243002162514
"Csl",1.75013921408665,1.33075443980023,1.54433228828394,1.62362273162278,1.11149511867616,2.19760424851587,2.20712535703056,0.584424502577009
"Csmd1",4.87949288307335,4.88972262361921,4.75452011607777,5.13785656336835,4.88186905678379,4.80860688981903,4.862773698038,5.34273867400668
"Csmd2",4.16314303769506,4.24934050909471,4.64834776224755,4.52035031957027,4.40383589592591,4.33409303249025,3.9380115732931,4.8526290466449
"Csnk1a1",8.96517286276808,9.04780995929439,9.14808230709899,9.6040668359461,9.04179264974976,9.11470561391209,9.16313214103416,9.66282360477365
"Csnk1d",6.12737522057008,5.93552108568481,6.04993847740291,6.04607489667983,5.98056326632082,6.01383962611165,5.73937458285919,5.75510192057245
"Csnk1e",6.54304422376353,6.66583329860022,6.82938037511309,7.03389331999998,6.5274612220146,6.81803590070466,6.82911247360506,7.01785528482643
"Csnk1g1",5.05420398682035,5.58737953979032,5.20864888858438,5.79761750509904,5.42451646241901,5.58726876356646,5.53081267133958,5.85708904869065
"Csnk2a2",5.70940710034711,5.77298870611519,5.72750476218075,5.91480785018706,5.29953739292416,5.6343995183877,5.52603048451593,5.72107891712531
"Csnk2b",7.35789173245721,7.02630603479837,7.28027317968373,6.98611155329652,7.34463023169785,7.0896416359103,7.18360108466577,6.97930926877364
"Cspg4",4.67211856974895,5.19252731251348,4.60845234913719,4.43896089249571,4.54512163970418,4.916266291639,4.87786626368426,4.27961182404887
"Cspg5",8.00623458053435,7.99739822532954,7.7751652191997,7.76607825272679,7.60886129950704,7.72406557694396,7.84246322654233,7.82730156089553
"Cspp1",6.7090051509923,6.26190371682611,6.49714231946565,6.56197309989519,6.88974721851959,6.31744978871976,6.86553248470207,6.59970376825076
"Csrnp1",3.18965808815508,3.22622545252199,4.36202254764556,3.66836268828978,3.6615781507731,3.30563016244608,4.17640009815693,3.8764215095937
"Csrnp2",3.80472522664808,3.97434233179498,3.84876975968186,3.49010894411505,3.94733360048104,4.23971319944611,3.81794436040342,3.89397880195128
"Csrnp3",6.85216180156221,7.08308676155385,6.99170328239985,7.53186702887101,6.89215406629381,7.28187826021606,6.98534489926061,7.41948228472532
"Csrp1",6.48319187846763,7.16143885162472,6.90213775651366,6.03648328867964,6.6745284952059,6.4790291302411,7.33754917578619,6.21932253191764
"Csrp2",4.77952854495165,4.6837207189253,4.5757221443705,3.55200652260071,4.73942852580072,4.38789268816013,4.66815635466587,3.94540395482139
"Csrp2bp",3.8956888423794,3.79351884494948,3.94160418352985,3.55872292385063,3.74915676628203,4.06357528585492,3.68697004344538,3.79153801802789
"Cst3",12.4950552172693,12.2903896503353,12.0299151463024,11.7737086758015,12.0270578887632,11.7175842070645,12.3102717445639,11.9035842139602
"Cst6",4.33551763957194,4.01800966549686,3.57837764454012,3.82699432902348,4.21679502787587,3.77814042931489,4.32696039551378,3.96768409898153
"Cstad",2.2867952428859,2.30172089630765,2.46358349619165,2.23982892843573,2.78922941671203,2.36790843486822,2.8516854920175,3.02731790085295
"Cstb",7.19730038003087,7.13606666298065,7.36532014270637,7.1078847973618,7.85449665148846,7.18389923111367,7.60463064886557,7.0344418665851
"Cstf2t",6.16747902890822,6.20479007927327,6.18355861132554,6.37864618420087,5.99854589209738,6.43391927444537,6.09948073391891,6.43656327036078
"Cstf3",6.68370117758457,6.13379008225959,6.60447552226631,6.82133932898392,6.657651808032,6.29180804085958,6.49410991667856,6.6582402147991
"Ctage5",6.90785744506062,6.79067340521096,7.10355899490727,7.48327080709883,7.16520871372733,7.07399941617832,7.29320543310951,7.38988242648726
"Ctbp2",4.73915777887995,3.7681699552845,4.27295193921771,3.84907945974976,4.03706807305563,4.08544880017389,4.67681179066664,4.18294047946961
"Ctbs",3.85092383613468,4.14816598610902,3.86240319344019,4.12728239402741,3.8115193091943,3.81788112159439,4.28228488069445,4.16858590775105
"Ctc1",4.50881778370175,4.56607459912485,4.29322606826331,3.61780363798415,4.18573901248307,4.37462968831211,3.96652952958259,3.79776956395838
"Ctcf",6.85782912407886,7.30422496651784,7.38788458713802,7.7983602557576,7.23702714240552,7.5001348683815,7.57484033692882,7.9248301328104
"Ctdnep1",4.94485261109172,5.23014493115146,4.85341167667793,4.95138224700547,5.08907824891512,4.93445825884751,5.10006423656968,4.81318507972702
"Ctdsp1",3.21342926133014,2.9981231402577,3.04471052250455,2.25644960498028,2.61367771355549,2.88695429062646,2.99700319381835,2.1688044324739
"Ctdsp2",5.35599340254951,5.2546892397768,4.92011583269765,4.84275853141615,5.07219582159515,4.95539629127756,5.16302417129646,5.05347598370987
"Ctdspl",4.93773493658962,5.50793299597156,5.3604805697413,5.64345226103305,5.29953739292416,5.3114648905465,5.54506485034992,5.70127077938696
"Ctdspl2",5.61885664791382,5.68542563821222,5.74232756535502,6.25589927309504,5.77683300874319,6.00525919610657,5.99952682998484,6.41240058766211
