Pathway,Overlap_Count,Pathway_Size,Query_Size,P_Value,Odds_Ratio,Fold_Enrichment,Overlap_Genes
complement_regulation,3,14,884,0.021742468663248492,5.912939375774529,4.848093083387201,S100A9;CD59;SERPING1
