"ensembl_id","symbol","mean_fpkm","median_fpkm","max_fpkm","min_fpkm","sd_fpkm","cv","detected_samples","ctrl_mean","mor_mean","log2fc_mor_vs_ctrl"
"ENSMUSG00000025147","Mob2",21.1825,21.795,23.8,17.66,2.08978980487786,0.0986564288860076,8,20.105,22.26,0.146892309945937
"ENSMUSG00000025150","Cbr2",2.70625,2.555,5.6,0.59,1.57557189163627,0.582197465731646,8,2.9325,2.48,-0.241701256778934
"ENSMUSG00000025151","Maged1",234.11,235.13,265.5,210.95,18.7905500565729,0.0802637651384943,8,221.4675,246.7525,0.155969032926543
"ENSMUSG00000025153","Fasn",21.87125,22.055,26.54,15.71,3.15817957283713,0.144398677388678,8,21.5575,22.185,0.0413927803279612
"ENSMUSG00000025154","Arhgap19",1.125,1.16,1.99,0.51,0.47599519805501,0.423106842715565,8,1.41,0.84,-0.74654028234212
"ENSMUSG00000025155","Dus1l",23.74625,23.97,27.08,20.67,2.48279184732487,0.10455511279991,8,23.1075,24.385,0.077629518569988
"ENSMUSG00000025156","Gps1",108.59125,109.415,119.51,96.26,8.10388520137982,0.0746274234929594,8,104.63,112.5525,0.105300564397861
"ENSMUSG00000025157","Zdhhc16",24.29,23.56,30.54,20.57,3.1370686954544,0.129150625584784,8,24.135,24.445,0.0184118205429352
"ENSMUSG00000025158","Rfng",40.20625,39.39,48.22,35.97,3.98377759526952,0.0990835403766709,8,38.0225,42.39,0.156866664064607
"ENSMUSG00000025159","Mms19",11.1575,11.42,14.35,8.04,2.22660375588345,0.199561170144159,8,12.005,10.31,-0.219571315533444
"ENSMUSG00000025161","Slc16a3",2.95625,2.23,7.61,1.73,1.95171673515542,0.660200164111769,8,3.92,1.9925,-0.975918036519259
"ENSMUSG00000025162","Csnk1d",31.9925,30.52,40.31,28.52,3.92127074884077,0.122568437878902,8,29.7225,34.2625,0.205068523522662
"ENSMUSG00000025169","Ogfod3",6.80125,6.84,9.4,5.04,1.40222718253091,0.206171980522832,8,7.7375,5.865,-0.399676876116874
"ENSMUSG00000025170","Rab40b",39.06875,33.885,75.77,26.63,15.8291462070087,0.405161317088688,8,43.61,34.5275,-0.33690441033295
"ENSMUSG00000025171","Ubtd1",6.85375,7.04,9.2,4.51,1.50103714144587,0.21900961392608,8,7.09,6.6175,-0.0994848108513768
"ENSMUSG00000025173","Wdr45b",40.06375,37.665,57.66,34.31,7.40276577175238,0.184774659679944,8,42.3875,37.74,-0.167540265064318
"ENSMUSG00000025175","Fn3k",34.12875,34.83,39.27,25.28,4.6997885590737,0.137707608953557,8,34.275,33.9825,-0.0123643121432541
"ENSMUSG00000025178","Pi4k2a",6.53875,6.28,7.9,5.48,0.945869781131178,0.144656055229391,8,6.495,6.5825,0.0193031383956229
"ENSMUSG00000025184","R3hcc1l",5.66375,5.385,7.71,3.93,1.29709496843634,0.229016988468124,8,4.81,6.5175,0.438203218482415
"ENSMUSG00000025188","Hps1",6.41875,6.035,9.27,4.56,1.45877088673993,0.227267129384994,8,7.2075,5.63,-0.356307932750772
"ENSMUSG00000025189","Cnnm1",10.44,10.49,12.71,8.23,1.33332023803093,0.127712666478058,8,9.745,11.135,0.192348988656413
"ENSMUSG00000025190","Got1",209.88625,208.055,231.46,182.26,16.7574503153501,0.0798406294616734,8,202.655,217.1175,0.0994497691688336
"ENSMUSG00000025192","Entpd7",1.59625,1.525,1.91,1.27,0.228906562347422,0.143402701548894,8,1.5175,1.675,0.142375240531892
"ENSMUSG00000025193","Cutc",5.8675,6.135,6.98,4.47,0.828833086763726,0.141258301962288,8,6.2425,5.4925,-0.184629399070601
"ENSMUSG00000025195","Dnmbp",2.82375,2.995,3.72,1.5,0.732567646803254,0.259430773546969,8,2.7675,2.88,0.0574651386294747
"ENSMUSG00000025198","Erlin1",11.43,11.16,15.99,8.92,2.15945098842937,0.188928345444389,8,11.995,10.865,-0.142732475197416
"ENSMUSG00000025199","Chuk",8.3225,8.335,13.68,4.01,2.75333434221128,0.330830200325777,8,9.785,6.86,-0.512300416300212
"ENSMUSG00000025200","Cwf19l1",6.68,6.435,8.48,4.93,1.20083304418225,0.179765425775785,8,5.8025,7.5575,0.381176727526536
"ENSMUSG00000025202","Scd3",1.51,1.45,2.05,1.12,0.325137333621173,0.215322737497465,8,1.53,1.49,-0.0381940252163456
"ENSMUSG00000025203","Scd2",222.39625,217.73,263.39,190.5,26.9396855096184,0.121133721947283,8,238.8875,205.905,-0.21435153467492
"ENSMUSG00000025204","Ndufb8",409.07625,419.555,545.77,296.67,77.5072597406204,0.189468979782181,8,412.86,405.2925,-0.0266891059854787
"ENSMUSG00000025207","Sema4g",1.27125,1.22,1.96,0.82,0.375554352163001,0.295421319302262,8,1.5025,1.04,-0.530354799274586
"ENSMUSG00000025208","MRPL43",32.37,32.71,40.04,27.66,3.78361505139501,0.11688647054047,8,31.5575,33.1825,0.072437426723112
"ENSMUSG00000025209","Twnk",5.59875,5.325,6.62,4.86,0.610700709957715,0.109078045984856,8,5.1875,6.01,0.212287505627535
"ENSMUSG00000025212","Sfxn3",42.27125,43.21,46.99,36.78,3.59927150367166,0.0851470326444489,8,40.755,43.7875,0.103539565234349
"ENSMUSG00000025213","Kazald1",2.5575,2.24,4.78,0.96,1.43554618774279,0.561308382304121,8,3.495,1.62,-1.10882109398306
"ENSMUSG00000025217","Btrc",50.26125,50.77,57.71,42.3,5.40435918627599,0.107525363700186,8,47.0525,53.47,0.184454618347879
"ENSMUSG00000025218","Poll",6.62,6.61,7.41,5.91,0.570713838726805,0.0862105496566171,8,6.6975,6.5425,-0.0337755542806834
"ENSMUSG00000025220","Oga",14.62875,14.16,18.27,13.04,1.74194011296108,0.119076483839089,8,15.265,13.9925,-0.125565247512052
"ENSMUSG00000025221","Kcnip2",27.40625,20.285,87.56,9.35,24.7402367106703,0.902722434140765,8,38.6225,16.19,-1.25428681179286
"ENSMUSG00000025223","LDB1",8.2675,8.25,9.18,7.49,0.653512487584263,0.0790459616068053,8,8.4125,8.1225,-0.0506046390008548
"ENSMUSG00000025224","GBF1",19.825,20.41,21.51,16.65,1.6071269840486,0.0810656738486052,8,18.945,20.705,0.128155590013103
"ENSMUSG00000025225","Nfkb2",1.1375,1.1,1.75,0.43,0.383992187420526,0.337575549380682,8,1.3875,0.8875,-0.644083495790168
"ENSMUSG00000025226","Fbxl15",23.72625,23.525,32.89,14.86,6.10566233098425,0.257337857056393,8,23.1875,24.265,0.0655268156333386
"ENSMUSG00000025227","Mfsd13a",17.4275,16.59,25.9,13.96,3.76376236535427,0.21596685499092,8,19.2675,15.5875,-0.305762154443784
"ENSMUSG00000025228","ACTR1A",94.74375,92.845,103.62,89.47,5.47945757873376,0.0578345017875455,8,91.64,97.8475,0.0945565331368665
"ENSMUSG00000025231","Sufu",4.46875,4.37,6.05,3.12,0.868503433663744,0.194350418721957,8,4.76,4.1775,-0.188279493032925
"ENSMUSG00000025232","Hexa",45.41625,46.07,49.82,40.93,3.7173067727667,0.0818497073793344,8,45.445,45.3875,-0.00182650812040633
"ENSMUSG00000025234","ARIH1",3.80875,3.65,4.92,3.02,0.731504076738957,0.192058832094245,8,4.0175,3.6,-0.158259482373255
"ENSMUSG00000025235","Bbs4",28.6,28.58,31.5,26.3,1.43225097561246,0.0500787054409953,8,28.7925,28.4075,-0.0194205090064636
"ENSMUSG00000025236","Adpgk",9.34875,9.215,11.76,7.23,1.44955596649457,0.155053452760483,8,8.3475,10.35,0.310181239172111
"ENSMUSG00000025237","Parp6",79.5325,80.59,91.91,68.33,6.91356998952061,0.0869276080787176,8,81.1075,77.9575,-0.0571467818093082
"ENSMUSG00000025239","Limd1",3.18,3.21,4.37,2.32,0.710512893217689,0.223431727426946,8,3.72,2.64,-0.49460608895868
"ENSMUSG00000025240","Sacm1l",18.05875,18.035,19.47,15.81,1.23813728179529,0.0685616270115755,8,17.7975,18.32,0.041742590370927
"ENSMUSG00000025241","Fyco1",7.56375,7.405,9.36,6.3,1.07969489738008,0.142745978830616,8,8.185,6.9425,-0.237495603430037
"ENSMUSG00000025245","Lztfl1",22.02875,22.145,29.78,14.62,4.7570952646697,0.215949396342039,8,22.0325,22.025,-0.00049116367236007
"ENSMUSG00000025246","Tbl1x",15.8875,15.18,23.25,11.78,3.53111779145682,0.222257610791932,8,16.6675,15.1075,-0.141763847729335
"ENSMUSG00000025255","Zfhx4",1.9575,1.99,2.66,0.88,0.52700637025155,0.269224199362222,8,1.78,2.135,0.262224130585935
"ENSMUSG00000025260","Hsd17b10",47.20625,44.105,58.52,40.11,6.8502490830626,0.145113180628891,8,51.885,42.5275,-0.286915348457586
"ENSMUSG00000025261","Huwe1",19.1675,18.46,23.78,15.75,3.21101118919615,0.167523734926107,8,18.8375,19.4975,0.0496790470417478
"ENSMUSG00000025262","Fam120c",11.31,12.105,12.87,8.82,1.68639937652469,0.149106929843032,8,10.6775,11.9425,0.161516668101479
"ENSMUSG00000025264","Tsr2",46.1025,47.145,49.61,41.19,3.19321043107761,0.0692632814072471,8,45.205,47,0.0561771839807627
"ENSMUSG00000025265","Fgd1",1.83875,1.855,2.58,1.04,0.421034016270827,0.228978390901877,8,1.775,1.9025,0.100022988212156
"ENSMUSG00000025266","Gnl3l",56.3775,56.69,66.2,47.24,6.12189221448028,0.108587507684454,8,52.4125,60.3425,0.203259926473796
"ENSMUSG00000025268","MAGED2",31.5825,31.275,35.91,27.67,2.66962677969358,0.0845286718813768,8,30.8875,32.2775,0.063503724472927
"ENSMUSG00000025269","Apex2",5.93,6.595,7.56,4.03,1.3088490036233,0.220716526749292,8,5.635,6.225,0.143633965159543
"ENSMUSG00000025272","TRO",37.775,36.685,44.19,30.98,4.80967774388264,0.127324361188157,8,36.0725,39.4775,0.130127768962107
"ENSMUSG00000025277","Abhd6",38.83125,38.595,44.99,33.02,4.69981287621418,0.12103171739808,8,34.9625,42.7,0.288420244038076
"ENSMUSG00000025278","Flnb",3.12875,2.885,4.5,1.93,1.07864250002359,0.344751897730273,8,3.735,2.5225,-0.566068368411235
"ENSMUSG00000025280","POLR3A",6.495,6.305,8.41,5.07,1.17758833456955,0.181306902936035,8,6.385,6.605,0.0488644167154313
"ENSMUSG00000025283","Sat1",58.71,57.935,75.5,43.74,12.0662847874327,0.205523501744722,8,66.1975,51.2225,-0.369992694407919
"ENSMUSG00000025287","Acot9",16.05625,16.475,20.04,11.58,2.74911381825385,0.171217676496931,8,14.975,17.1375,0.194588507032589
"ENSMUSG00000025289","Prdx4",23.62875,23.865,26.76,19.94,2.38727841155692,0.10103278470325,8,22.965,24.2925,0.0810707524676391
"ENSMUSG00000025290","RPS24",238.1675,250.15,303.55,140.75,58.6974162853139,0.246454349503244,8,203.3375,272.9975,0.425009624094409
"ENSMUSG00000025314","Ptprj",5.1525,5.34,6.87,3.52,1.01771101707986,0.197517907244999,8,4.49,5.815,0.372990547140022
"ENSMUSG00000025316","Banp",23.07375,22.57,30.8,12.5,7.14514807904137,0.309665662453713,8,17.0675,29.08,0.768740601463661
"ENSMUSG00000025318","Jph3",130.15375,127.565,174.83,102.33,27.2676003121968,0.209502994052778,8,122.28,138.0275,0.17476592854978
"ENSMUSG00000025321","Itgb8",5.63375,5.53,7.34,4.35,0.92662116623477,0.164476798976662,8,5.8825,5.385,-0.1274604167921
"ENSMUSG00000025323","Sp4",6.14875,6.305,7.46,4.29,1.09362356412067,0.177861120409949,8,6.2475,6.05,-0.0463363167366146
"ENSMUSG00000025324","Atp10a",1.26375,1.205,2.44,0.62,0.557082643266303,0.440817126224572,8,1.5675,0.96,-0.706777193069852
"ENSMUSG00000025326","Ube3a",40.08625,38.735,60.84,26.21,9.79285007033193,0.24429449176044,8,38.675,41.4975,0.10162059568201
"ENSMUSG00000025332","Kdm5c",8.88375,9.06,10.95,6.16,1.57159552684525,0.176906770997073,8,8.625,9.1425,0.0840547977989797
"ENSMUSG00000025337","Sbds",50.58375,50.205,54.65,47.3,2.59000241312629,0.0512022618553644,8,50.55,50.6175,0.00192512426590874
"ENSMUSG00000025340","Rabgef1",17.94875,18.815,21.73,11.67,3.6343065265015,0.202482430615029,8,15.0125,20.885,0.476275877578586
"ENSMUSG00000025348","Itga7",2.15125,2.015,3.01,1.26,0.61968742120524,0.288059231240088,8,2.39,1.9125,-0.321400229043132
"ENSMUSG00000025350","Rdh5",5.27125,5.735,7.45,2.73,1.88494363310949,0.357589496440026,8,6.7625,3.78,-0.839002161371443
"ENSMUSG00000025351","Cd63",95.08,93.005,140.02,68.98,21.8330673193537,0.229628389980581,8,109.1125,81.0475,-0.42897221873718
"ENSMUSG00000025352","Gdf11",2.3625,2.39,3.04,1.84,0.425130232147414,0.179949304612662,8,2.48,2.245,-0.14356380749183
"ENSMUSG00000025353","Ormdl2",9.21625,9.04,11.81,7.13,1.59488412028676,0.173051308318107,8,10.415,8.0175,-0.377397067803356
"ENSMUSG00000025354","Dnajc14",23.93375,24.365,26.99,19.32,2.51290348572551,0.104994139477746,8,23.4025,24.465,0.0640539499280701
"ENSMUSG00000025357","Dgka",3.51875,3.675,4.56,2.25,0.724281663837646,0.20583493110839,8,3.8125,3.225,-0.241369261264232
"ENSMUSG00000025358","Cdk2",1.4125,1.49,1.81,0.66,0.39802189458801,0.281785412097706,8,1.61,1.215,-0.405813265262983
"ENSMUSG00000025359","Pmel",0.67625,0.675,1.25,0.14,0.375268951172737,0.55492636032937,8,0.8725,0.48,-0.860770809146718
"ENSMUSG00000025362","RPS26",148.43,145.49,193.85,111.95,29.9284107735204,0.201633165623664,8,140.03,156.83,0.163464512250468
"ENSMUSG00000025364","Pa2g4",29.96,29.235,35.22,26.16,3.55330027680505,0.118601477863987,8,27.8475,32.0725,0.203782173566297
"ENSMUSG00000025366","Esyt1",1.395,1.235,2.57,0.58,0.663734025904094,0.475795000648096,8,1.89,0.9,-1.06955035213622
"ENSMUSG00000025369","Smarcc2",44.03,46.535,52.31,32.2,6.83854621141908,0.155315607799661,8,39.1725,48.8875,0.319617107923029
"ENSMUSG00000025370","Cdh9",8.32375,8.3,11.93,4.09,2.54344500628577,0.305564800274608,8,9.0425,7.605,-0.249743291128332
"ENSMUSG00000025371","Chmp6",26.14125,26.67,29.5,21.46,2.37708968218342,0.090932517847594,8,25.145,27.1375,0.110012054973758
"ENSMUSG00000025372","Baiap2",144.69875,143.745,174.28,111.05,19.924597459637,0.137697094547375,8,138.5025,150.895,0.123632129133218
"ENSMUSG00000025373","Rnf41",53.03,53.1,63.75,42.49,7.07252026205248,0.133368287046058,8,46.9875,59.0725,0.330203377866171
"ENSMUSG00000025374","Nabp2",66.195,66.315,74.44,58.81,5.12844448708796,0.0774748015271238,8,62.2425,70.1475,0.172489068266561
"ENSMUSG00000025375","Aatk",32.73875,31.015,43.71,28.42,5.00166383030973,0.152775039679576,8,33.15,32.3275,-0.0362458200347134
"ENSMUSG00000025377","Tepsin",8.91625,8.86,10.2,7.82,0.784764523371729,0.0880150874382985,8,8.565,9.2675,0.113714196933116
"ENSMUSG00000025381","Cnpy2",56.96625,55.89,66.98,48.99,6.13192334659945,0.107641337574431,8,56.375,57.5575,0.029947876112531
"ENSMUSG00000025384","Faap100",5.1725,5.13,6.44,4.18,0.874720363479503,0.169109785109619,8,4.7425,5.6025,0.240376282746406
"ENSMUSG00000025393","Atp5f1b",1218.40875,1224.04,1329.47,1103.79,79.2684885035842,0.0650590276075941,8,1258.8375,1177.98,-0.0957769377400429
"ENSMUSG00000025395","Prim1",3.82125,3.625,4.82,3.28,0.56128519616018,0.146885232884574,8,3.5925,4.05,0.172888398965117
"ENSMUSG00000025400","Tac3",16.09625,19.025,22.13,4.94,6.21533802666551,0.386135778623313,8,11.515,20.6775,0.844491843619119
"ENSMUSG00000025402","Nab2",12.125,11.37,16.99,8.69,3.29074025540932,0.271401258178089,8,11.065,13.185,0.252873157579022
"ENSMUSG00000025403","Shmt2",13.69125,13.475,16.08,12.04,1.13233560774685,0.0827050567148252,8,13.6725,13.71,0.00395122042400336
"ENSMUSG00000025404","R3hdm2",29.46625,29.695,38.27,18.28,5.98026740324258,0.202953121053496,8,28.125,30.8075,0.131424051108496
"ENSMUSG00000025408","Ddit3",33.8325,33.06,38.28,30.63,2.71073922442885,0.0801223446221489,8,32.8525,34.8125,0.0835997895658042
"ENSMUSG00000025409","Mbd6",5.35875,5.11,7.71,3.22,1.81174294534296,0.338090589287234,8,6.4725,4.245,-0.608441567770364
"ENSMUSG00000025410","Dctn2",120.4525,114.18,144.99,106.62,13.9223456049208,0.115583699839528,8,111.135,129.77,0.223641798519383
"ENSMUSG00000025413","Ttc4",25.9325,25.725,30.47,23,2.4517967172784,0.0945453279582917,8,27.1725,24.6925,-0.138069064217126
"ENSMUSG00000025417","Pip4k2c",39.58625,42.51,47.55,24.75,7.69754309132837,0.194449918629028,8,33.9625,45.21,0.412688689395039
"ENSMUSG00000025420","Katnal2",3.715,3.91,5.17,2.12,0.999914282040501,0.269155930562719,8,3.58,3.85,0.104870604476461
"ENSMUSG00000025421","Hdhd2",63.0325,63.755,67.75,54.3,4.77190213646508,0.0757054239712066,8,62.4825,63.5825,0.0251771648593898
"ENSMUSG00000025422","Agap2",4.8825,4.865,5.61,4.1,0.477396211607448,0.0977770018653247,8,4.745,5.02,0.0812626244739162
"ENSMUSG00000025423","Pias2",14.7125,14.745,18.01,9.02,2.72635680507366,0.18530887375182,8,14.4125,15.0125,0.0588396376492567
"ENSMUSG00000025425","St8sia5",31.685,33.71,47.65,10.15,11.8833424831328,0.375046314758807,8,22.1525,41.2175,0.89575735797464
"ENSMUSG00000025427","Rnf165",8.63125,8.61,11.98,5.48,2.44913650964113,0.283752238626054,8,6.5775,10.685,0.699891352540629
"ENSMUSG00000025428","Atp5f1a",432.21,426.08,525.58,382.22,44.6349309077863,0.103271397949576,8,425.8425,438.5775,0.0425117610238365
"ENSMUSG00000025429","Pstpip2",4.9025,5.125,6.06,3.66,0.946523714894214,0.1930696001824,8,5.5775,4.2275,-0.399731270041566
"ENSMUSG00000025436","ATP23",7.1825,7.06,8.98,5.82,1.06120887939853,0.147749234862309,8,6.6725,7.6925,0.205196472801531
"ENSMUSG00000025437","Usp33",35.2525,35.075,41.9,31.5,3.24877009695318,0.0921571547252869,8,33.27,37.235,0.162432873889936
"ENSMUSG00000025439","Clns1a",71.99875,72.785,76.82,67.08,3.6045345944875,0.0500638496430493,8,71.07,72.9275,0.0372217221193295
"ENSMUSG00000025451","PAIP1",15.1825,14.63,19.32,10.42,3.52459420156623,0.232148473674706,8,14.4675,15.8975,0.135975295402087
"ENSMUSG00000025453","Nnt",1.28,1.305,1.94,0.44,0.496271814921736,0.387712355407607,8,1.3075,1.2525,-0.0619519282140957
"ENSMUSG00000025464","Paox",2.83,2.98,3.49,1.89,0.633764264421041,0.223944969760085,8,2.97,2.69,-0.142806214194997
"ENSMUSG00000025465","Echs1",40.445,40.495,46.05,33.78,4.29017149174382,0.10607421168856,8,41.53,39.36,-0.0774217359191877
"ENSMUSG00000025466","Fuom",32.74375,32.43,39.55,23.92,5.30700059893937,0.162076750492518,8,33.865,31.6225,-0.0988405465272699
"ENSMUSG00000025468","Caly",297.37875,301.3,338.23,250.59,35.9008855591136,0.120724448398258,8,281.3,313.4575,0.15615977030219
"ENSMUSG00000025470","Znf511",15.05375,15.6,16.72,11,1.80436722188932,0.119861643901972,8,14.9425,15.165,0.0213225387199415
"ENSMUSG00000025473","Adam8",0.86625,0.715,1.44,0.44,0.396986415744562,0.458281576617099,8,0.715,1.0175,0.508414487701632
"ENSMUSG00000025474","Tubgcp2",16.71375,16.87,19.59,14.25,2.03936921270139,0.12201745345607,8,14.9675,18.46,0.302551047828948
"ENSMUSG00000025475","Adgra1",14.17125,13.81,20.87,7.55,4.63752839806476,0.327249071046292,8,10.57,17.7725,0.749615948428871
"ENSMUSG00000025477","INPP5A",3.05375,3.07,4.43,1.93,0.870532472521437,0.285069986908371,8,3.735,2.3725,-0.65447840528023
"ENSMUSG00000025478","Dpysl4",23.14875,23.4,28.83,15.39,4.93888777965242,0.213354404866458,8,19.465,26.8325,0.463078783143347
"ENSMUSG00000025481","Urah",0.5825,0.505,1.36,0.1,0.424962183191466,0.729548812345864,7,0.3275,0.8375,1.35191741324202
"ENSMUSG00000025484","Bet1l",18.9525,19.105,23.56,14.71,2.79291834057905,0.147364112416782,8,17.29,20.615,0.25374313473414
"ENSMUSG00000025485","Ric8a",23.3325,23.04,28.26,20.33,2.56337807255527,0.109862983930366,8,21.9375,24.7275,0.172709842503389
"ENSMUSG00000025486","Sirt3",92.63375,92.49,111.86,80.72,10.1340204086462,0.109398792650046,8,93.3525,91.915,-0.0223880966873676
"ENSMUSG00000025487","Psmd13",62.54375,62.41,66.85,59.19,2.54494421774399,0.0406906240470709,8,62.28,62.8075,0.0121677062452213
"ENSMUSG00000025491","Ifitm1",11.51375,7.09,31.31,4.67,9.36535551533264,0.813406189584856,8,17.795,5.2325,-1.76570500026026
"ENSMUSG00000025492","Ifitm3",23.53375,17.365,46.45,12.45,14.2539227056975,0.605680042734267,8,34.32,12.7475,-1.42876408052288
"ENSMUSG00000025494","Sigirr",0.775,0.745,1.38,0.39,0.286506045810057,0.369685220400073,8,0.6975,0.8525,0.289131037618275
"ENSMUSG00000025495","Ptdss2",28.9425,28.32,32.59,24.81,2.89115770188049,0.0998931571868528,8,27.655,30.23,0.128436193414412
"ENSMUSG00000025498","Irf7",0.84375,0.885,1.48,0.14,0.477820573018785,0.56630586431856,8,1.1025,0.585,-0.913114059857366
"ENSMUSG00000025499","HRAS",18.67375,19.42,22.88,12.08,3.5883499490912,0.192160115086215,8,19.8375,17.51,-0.180041472821472
"ENSMUSG00000025503","Taldo1",105.84125,108.795,115.57,88.35,9.73751572527614,0.0920011406259482,8,98.825,112.8575,0.191552526425994
"ENSMUSG00000025505","Tmem80",15.05,15.305,17.99,12.31,1.74113263628675,0.115689876165233,8,15.4175,14.6825,-0.0704665244573801
"ENSMUSG00000025508","Rplp2",176.33625,166.66,245.63,128.55,41.5595063690951,0.235683283324303,8,157.4475,195.225,0.310265189261737
"ENSMUSG00000025509","Pnpla2",14.32,14.325,21.07,9.24,3.84601092042131,0.268576181593667,8,16.34,12.3,-0.409720669935609
"ENSMUSG00000025510","Cd151",10.885,10.35,15.99,6.86,3.33130605018512,0.306045571904926,8,13.61,8.16,-0.73795521818269
"ENSMUSG00000025511","Tspan4",16.05,16.42,21.76,10.63,4.41066888351415,0.274808030125492,8,18.3325,13.7675,-0.413110838675983
"ENSMUSG00000025512","Chid1",35.99875,35.475,38.57,33.56,1.88654966615171,0.0524059770450839,8,36.675,35.3225,-0.0542080043278719
"ENSMUSG00000025521","Tmem192",26.2925,27.005,30.47,20.51,3.8386334994184,0.145997280571205,8,28.67,23.915,-0.261616108410055
"ENSMUSG00000025525","Apool",3.98125,3.55,6.09,2.22,1.36462907048033,0.342763973747021,8,4.995,2.9675,-0.751039363839289
"ENSMUSG00000025529","Znf711",3.635,3.51,4.96,2.05,1.11487347136025,0.306705219081225,8,3.085,4.185,0.439834249684974
"ENSMUSG00000025531","Chm",9.5775,9.425,10.61,9.16,0.492276054958713,0.0513992226529588,8,9.4925,9.6625,0.0256057415219015
"ENSMUSG00000025532","Crcp",25.63875,25.36,29.5,23.82,1.77662149276975,0.0692943880949638,8,25.28,25.9975,0.0403748574272362
"ENSMUSG00000025533","Asl",16.52625,16.65,19.65,13.96,1.87420792793725,0.113407937550095,8,15.6325,17.42,0.15618663739274
"ENSMUSG00000025534","Gusb",10.4725,10.855,12.94,8.16,1.58785344771757,0.151621241128438,8,11.4675,9.4775,-0.274946037577035
"ENSMUSG00000025537","Phkg1",8.59125,8.325,12.15,5.8,1.94315970595758,0.226178926926533,8,9.0675,8.115,-0.16009507248104
"ENSMUSG00000025538","Sumf2",9.06375,8.605,10.87,8.25,1.01795225119565,0.112310274576819,8,8.555,9.5725,0.162109977162701
"ENSMUSG00000025544","Tm9sf2",68.775,66.9,79.92,57.82,7.56325893476389,0.109971049578537,8,63.3875,74.1625,0.226488201672922
"ENSMUSG00000025545","Clybl",18.345,18.065,24.81,14.49,3.38899057875013,0.184736471995101,8,19.8325,16.8575,-0.234463114217575
"ENSMUSG00000025551","Fgf14",13.715,14.925,16,9.14,2.50175367064214,0.182410037961512,8,14.5075,12.9225,-0.16690153017199
"ENSMUSG00000025555","Farp1",9.30375,9.725,11.09,6.27,1.718154637145,0.184673345387075,8,8.775,9.8325,0.164141475150678
"ENSMUSG00000025558","Dock9",15.04875,15.555,21.45,7.19,4.65068178565558,0.309041068903104,8,12.095,18.0025,0.57374735864942
"ENSMUSG00000025571","Tnrc6c",3.9925,3.935,5.04,2.98,0.605752188841043,0.151722526948289,8,3.7875,4.1975,0.148247239740887
"ENSMUSG00000025572","Tmc6",1.68125,1.43,3.54,0.54,0.997846788984017,0.593514818726553,8,1.485,1.8775,0.338147000103175
"ENSMUSG00000025574","Tk1",0.57375,0.495,1.3,0.1,0.369514643050274,0.644034236253201,7,0.6425,0.505,-0.346802763526392
"ENSMUSG00000025575","Cant1",18.735,18.435,24.38,16.36,2.58154438826285,0.137792601455183,8,19.115,18.355,-0.0585289608341939
"ENSMUSG00000025576","Rbfox3",130.385,131.3,155.83,103.09,17.5516185659817,0.134613786601079,8,129.7275,131.0425,0.0145503356177085
"ENSMUSG00000025577","Cbx2",0.75875,0.785,1.09,0.43,0.207738675125402,0.273790675618322,8,0.7425,0.775,0.061723910134709
"ENSMUSG00000025578","Cbx8",2.775,2.84,3.33,2.09,0.463896540189728,0.167169924392695,8,2.475,3.075,0.313044188747562
"ENSMUSG00000025579","Gaa",146.9375,135.705,266.38,109.03,50.4035383536853,0.343027058128016,8,156.775,137.1,-0.193465627863811
"ENSMUSG00000025580","Eif4a3",48.51625,47.99,53.97,43.13,3.63628514322751,0.0749498393471778,8,47.725,49.3075,0.0470609390386926
"ENSMUSG00000025582","Nptx1",72.7,74.915,99,26.07,22.0256999240173,0.302966986575204,8,65.0025,80.3975,0.306651185572053
"ENSMUSG00000025583","Rptor",9.33375,9.83,12.39,6.41,1.95041341771431,0.208963537454325,8,8.78,9.8875,0.171366446742419
"ENSMUSG00000025584","Pde8a",0.9325,0.85,1.31,0.64,0.233406451128865,0.25030182426688,8,1.115,0.75,-0.571452214314916
"ENSMUSG00000025586","Cpeb1",15.25625,16.965,18.34,7.9,3.78936458111006,0.248381127807296,8,13.24,17.2725,0.383548352070296
"ENSMUSG00000025588","Nat1",2.255,1.805,4.13,1.31,0.992039745747547,0.439928933812659,8,2.6,1.91,-0.444738620965535
"ENSMUSG00000025591","Tma16",1.66,1.735,1.89,1.27,0.237847490151628,0.14328162057327,8,1.8,1.52,-0.243778028181779
"ENSMUSG00000025597","KLHL4",6.175,5.925,8.29,5.15,1.0070182293711,0.163079875201798,8,6.4,5.95,-0.105165190801562
"ENSMUSG00000025602","ZNF202",1.32875,1.29,2.14,0.52,0.552667233901714,0.415930185438731,8,1.3225,1.335,0.0135618129786534
"ENSMUSG00000025607","Copg2",15.22625,15.035,20.12,11.37,3.04762641833186,0.200156073776003,8,17.745,12.7075,-0.481700116295436
"ENSMUSG00000025608","Podxl",2.09875,1.855,4.37,1.02,1.00613031675112,0.479395028827217,8,2.665,1.5325,-0.797848613821953
"ENSMUSG00000025609","Mkln1",13.0175,14.07,14.45,9.38,1.85618464290906,0.142591483995318,8,12.48,13.555,0.119198011801395
"ENSMUSG00000025613","Cct8",122.70625,121.505,148.18,110,11.331911876895,0.0923499159732696,8,116.4475,128.965,0.147298714344582
"ENSMUSG00000025616","Usp16",6.65,6.63,8.7,4.98,1.11798287745641,0.168117725933295,8,7.26,6.04,-0.265380866287167
