Pathway,Overlap_Count,Pathway_Size,Query_Size,P_Value,Odds_Ratio,Fold_Enrichment,Overlap_Genes
gabaergic,1,24,509,0.4615537166100938,1.6661450485530973,1.6371971185330714,GABRB3
glutamatergic,1,31,509,0.5505680529492194,1.27694867169236,1.2675074466062488,GRIK4
cholinergic,1,23,509,0.4474757857365857,1.7419691008219285,1.7083796019475526,CHRM5
