"SYMBOL","ENSEMBL","ENTREZID"
"Ring1","ENSMUSG00000024325","19763"
"Rnd3","ENSMUSG00000017144","74194"
"Rnf149","ENSMUSG00000048234","67702"
"Rnf157","ENSMUSG00000052949","217340"
"Rnf17","ENSMUSG00000000365","30054"
"Rnf6","ENSMUSG00000029634","74132"
"Rpap2","ENSMUSG00000033773","231571"
"Rpia","ENSMUSG00000053604","19895"
"Rpl11","ENSMUSG00000059291","67025"
"Rpl28","ENSMUSG00000030432","19943"
"Rpl29","ENSMUSG00000048758","19944"
"Rpl3-ps1","ENSMUSG00000084349","100043000"
"Rpl34-ps1","ENSMUSG00000068396","619547"
"Rpl4","ENSMUSG00000032399","67891"
"Rpl7l1","ENSMUSG00000063888","66229"
"Rpp25l","ENSMUSG00000036114","69961"
"Rps15a-ps7","ENSMUSG00000081087","100043843"
"Rps18","ENSMUSG00000008668","20084"
"Rps18-ps1","ENSMUSG00000083914","100039979"
"Rps18-ps6","ENSMUSG00000069117","100039740"
"Rps19-ps3","ENSMUSG00000080059","277692"
"Rps28","ENSMUSG00000067288","54127"
"Rrn3","ENSMUSG00000022682","106298"
"Rrs1","ENSMUSG00000061024","59014"
"Rsad2","ENSMUSG00000020641","58185"
"Rsph9","ENSMUSG00000023966","75564"
"Rsrp1","ENSMUSG00000037266","27981"
"Ruvbl1","ENSMUSG00000030079","56505"
"Sall3","ENSMUSG00000024565","20689"
"Sanbr","ENSMUSG00000042208","71675"
"Sbds","ENSMUSG00000025337","66711"
"Scfd1","ENSMUSG00000020952","76983"
"Scg2","ENSMUSG00000050711","20254"
"Scg5","ENSMUSG00000023236","20394"
"Scp2","ENSMUSG00000028603","20280"
"Scyl1","ENSMUSG00000024941","78891"
"Sdk2","ENSMUSG00000041592","237979"
"Sec24c","ENSMUSG00000039367","218811"
"Sema3b","ENSMUSG00000057969","20347"
"Sertad3","ENSMUSG00000055200","170742"
"Sfn","ENSMUSG00000047281","55948"
"Sfrp1","ENSMUSG00000031548","20377"
"Sft2d2","ENSMUSG00000040848","108735"
"Sgk1","ENSMUSG00000019970","20393"
"Sgms1os1","ENSMUSG00000097787","67188"
"Sgsm1","ENSMUSG00000042216","52850"
"Sh3rf1","ENSMUSG00000031642","59009"
"Shld2","ENSMUSG00000041471","75698"
"Siah2","ENSMUSG00000036432","20439"
"Sik1","ENSMUSG00000024042","17691"
"Silc1","ENSMUSG00000094002","636791"
"Sla","ENSMUSG00000022372","20491"
"Slc11a2","ENSMUSG00000023030","18174"
"Slc15a2","ENSMUSG00000022899","57738"
"Slc16a1","ENSMUSG00000032902","20501"
"Slc17a5","ENSMUSG00000049624","235504"
"Slc22a7","ENSMUSG00000067144","108114"
"Slc25a17","ENSMUSG00000022404","20524"
"Slc25a25","ENSMUSG00000026819","227731"
"Slc25a26","ENSMUSG00000045100","67582"
"Slc25a28","ENSMUSG00000040414","246696"
"Slc25a34","ENSMUSG00000040740","384071"
"Slc2a13","ENSMUSG00000036298","239606"
"Slc2a4","ENSMUSG00000018566","20528"
"Slc30a1","ENSMUSG00000037434","22782"
"Slc35b1","ENSMUSG00000020873","110172"
"Slc38a11","ENSMUSG00000061171","320106"
"Slc45a4","ENSMUSG00000079020","106068"
"Slc4a5","ENSMUSG00000068323","232156"
"Slc7a4","ENSMUSG00000022756","224022"
"Slc9a6","ENSMUSG00000060681","236794"
"Slco3a1","ENSMUSG00000025790","108116"
"Slit2","ENSMUSG00000031558","20563"
"Slx4ip","ENSMUSG00000027281","74243"
"Smad7","ENSMUSG00000025880","17131"
"Smco3","ENSMUSG00000043298","654818"
"Smtn","ENSMUSG00000020439","29856"
"Snhg12","ENSMUSG00000086290","100039864"
"Snrnp70","ENSMUSG00000063511","20637"
"Snrpd1","ENSMUSG00000002477","20641"
"Snrpd3","ENSMUSG00000020180","67332"
"Snta1","ENSMUSG00000027488","20648"
"Snx33","ENSMUSG00000032733","235406"
"Sox21","ENSMUSG00000061517","223227"
"Specc1l","ENSMUSG00000033444","74392"
"Spen","ENSMUSG00000040761","56381"
"Sppl2b","ENSMUSG00000035206","73218"
"Spring1","ENSMUSG00000032840","76792"
"Sprn","ENSMUSG00000045733","212518"
"Spry4","ENSMUSG00000024427","24066"
"Sptlc1","ENSMUSG00000021468","268656"
"Srbd1","ENSMUSG00000024135","78586"
"Srek1","ENSMUSG00000032621","218543"
"Sri","ENSMUSG00000003161","109552"
"Srl","ENSMUSG00000022519","106393"
"Srrt","ENSMUSG00000037364","83701"
"Srsf1","ENSMUSG00000018379","110809"
"Srsf10","ENSMUSG00000028676","14105"
"Srsf7","ENSMUSG00000024097","225027"
"Srxn1","ENSMUSG00000032802","76650"
"Ssr1","ENSMUSG00000021427","107513"
"Stab1","ENSMUSG00000042286","192187"
"Stk10","ENSMUSG00000020272","20868"
"Stk4","ENSMUSG00000018209","58231"
"Stk40","ENSMUSG00000042608","74178"
"Supv3l1","ENSMUSG00000020079","338359"
"Susd6","ENSMUSG00000021133","217684"
"Swap70","ENSMUSG00000031015","20947"
"Sytl1","ENSMUSG00000028860","269589"
"Szrd1","ENSMUSG00000040842","213491"
"Szt2","ENSMUSG00000033253","230676"
"Tab1","ENSMUSG00000022414","66513"
"Taf6","ENSMUSG00000036980","21343"
"Tafa2","ENSMUSG00000044071","268354"
"Tap2","ENSMUSG00000024339","21355"
"Tardbp","ENSMUSG00000041459","230908"
"Tbcc","ENSMUSG00000036430","72726"
"Tbl1xr1","ENSMUSG00000027630","81004"
"Tbx1","ENSMUSG00000009097","21380"
"Tbx3","ENSMUSG00000018604","21386"
"Tceanc2","ENSMUSG00000028619","66526"
"Tcerg1","ENSMUSG00000024498","56070"
"Tdp1","ENSMUSG00000021177","104884"
"Tecpr1","ENSMUSG00000066621","70381"
"Tex261","ENSMUSG00000014748","21766"
"Tfdp1","ENSMUSG00000038482","21781"
"Tfrc","ENSMUSG00000022797","22042"
"Tgs1","ENSMUSG00000028233","116940"
"Thap3","ENSMUSG00000039759","69876"
"Tiparp","ENSMUSG00000034640","99929"
"Tjap1","ENSMUSG00000012296","74094"
"Tma7","ENSMUSG00000091537","66167"
"Tma7-ps","ENSMUSG00000091537","115487184"
"Tmed5","ENSMUSG00000063406","73130"
"Tmem170b","ENSMUSG00000087370","621976"
"Tmem175","ENSMUSG00000013495","72392"
"Tmem183a","ENSMUSG00000042305","57439"
"Tmem252","ENSMUSG00000048572","226040"
"Tmem267","ENSMUSG00000074634","633640"
"Tmpo","ENSMUSG00000019961","21917"
"Tnfrsf1b","ENSMUSG00000028599","21938"
"Tnfrsf25","ENSMUSG00000024793","85030"
"Tnfrsf8","ENSMUSG00000028602","21941"
"Top2b","ENSMUSG00000017485","21974"
"Tpgs2","ENSMUSG00000024269","66648"
"Tpra1","ENSMUSG00000002871","24100"
"Tra2a","ENSMUSG00000029817","101214"
"Tra2b","ENSMUSG00000022858","20462"
"Traf2","ENSMUSG00000026942","22030"
"Trdmt1","ENSMUSG00000026723","13434"
"Trib1","ENSMUSG00000032501","211770"
"Trib2","ENSMUSG00000020601","217410"
"Trim35","ENSMUSG00000022043","66854"
"Trip11","ENSMUSG00000021188","109181"
"Trmt1l","ENSMUSG00000053286","98685"
"Trmt44","ENSMUSG00000029097","78890"
"Tstd2","ENSMUSG00000035495","272027"
"Ttc39c","ENSMUSG00000024424","72747"
"Tti2","ENSMUSG00000031577","234138"
"Ttll1","ENSMUSG00000022442","319953"
"Tulp3","ENSMUSG00000001521","22158"
"Tut1","ENSMUSG00000071645","70044"
"Tyw3","ENSMUSG00000047583","209584"
"U2surp","ENSMUSG00000032407","67958"
"Ubap1","ENSMUSG00000028437","67123"
"Ubiad1","ENSMUSG00000047719","71707"
"Ubox5","ENSMUSG00000027300","140629"
"Ubxn8","ENSMUSG00000052906","108159"
"Uck2","ENSMUSG00000026558","80914"
"Ulk1","ENSMUSG00000029512","22241"
"Unc5c","ENSMUSG00000059921","22253"
"Upk1b","ENSMUSG00000049436","22268"
"Usp10","ENSMUSG00000031826","22224"
"Usp19","ENSMUSG00000006676","71472"
"Usp22","ENSMUSG00000042506","216825"
"Usp33","ENSMUSG00000025437","170822"
"Utp14b","ENSMUSG00000079470","195434"
"Utp3","ENSMUSG00000070697","65961"
"Uvrag","ENSMUSG00000035354","78610"
"Vegfa","ENSMUSG00000023951","22339"
"Vgll4","ENSMUSG00000030315","232334"
"Vps37a","ENSMUSG00000031600","52348"
"Vps39","ENSMUSG00000027291","269338"
"Vps4b","ENSMUSG00000009907","20479"
"Vps52","ENSMUSG00000024319","224705"
"Vrk2","ENSMUSG00000064090","69922"
"Vti1a","ENSMUSG00000024983","53611"
"Washc1","ENSMUSG00000024101","68767"
"Wdfy1","ENSMUSG00000073643","69368"
"Wdr35","ENSMUSG00000066643","74682"
"Wtip","ENSMUSG00000036459","101543"
"Ybx3","ENSMUSG00000030189","56449"
"Zar1","ENSMUSG00000063935","317755"
"Zbtb11","ENSMUSG00000022601","271377"
"Zbtb2","ENSMUSG00000075327","381990"
"Zbtb21","ENSMUSG00000046962","114565"
"Zbtb25","ENSMUSG00000056459","109929"
"Zc3h14","ENSMUSG00000021012","75553"
"Zc3h4","ENSMUSG00000059273","330474"
"Zc3h6","ENSMUSG00000042851","78751"
"Zcwpw2","ENSMUSG00000032443","100039681"
"Zdhhc14","ENSMUSG00000034265","224454"
"Zfand5","ENSMUSG00000024750","22682"
"Zfas1","ENSMUSG00000074578","68949"
"Zfp1006","ENSMUSG00000071302","72139"
"Zfp146","ENSMUSG00000037029","26465"
"Zfp169","ENSMUSG00000050954","67911"
"Zfp175","ENSMUSG00000056592","210104"
"Zfp207","ENSMUSG00000017421","22680"
"Zfp213","ENSMUSG00000071256","449521"
"Zfp235","ENSMUSG00000047603","56525"
"Zfp251","ENSMUSG00000022526","71591"
"Zfp263","ENSMUSG00000022529","74120"
"Zfp27","ENSMUSG00000062040","22689"
"Zfp346","ENSMUSG00000021481","26919"
"Zfp35","ENSMUSG00000063281","22694"
"Zfp36l1","ENSMUSG00000021127","12192"
"Zfp39","ENSMUSG00000037001","22698"
"Zfp414","ENSMUSG00000073423","328801"
"Zfp472","ENSMUSG00000053600","224691"
"Zfp612","ENSMUSG00000044676","234725"
"Zfp628","ENSMUSG00000074406","232816"
"Zfp764l1","ENSMUSG00000078580","101604"
"Zfp784","ENSMUSG00000043290","654801"
"Zfp790","ENSMUSG00000011427","233056"
"Zfp867","ENSMUSG00000054519","237775"
"Zfp874b","ENSMUSG00000059839","408067"
"Zfp882","ENSMUSG00000089857","382019"
"Zfp932","ENSMUSG00000066613","69504"
"Zfp948","ENSMUSG00000067931","381066"
"Zfp955a","ENSMUSG00000094441","77652"
"Zfp961","ENSMUSG00000052446","234413"
"Zfp982","ENSMUSG00000078496","195531"
"Zfp984","ENSMUSG00000078495","100041677"
"Zfp992","ENSMUSG00000070605","433791"
"Zhx2","ENSMUSG00000071757","387609"
