Pathway,Overlap_Count,Pathway_Size,Query_Size,P_Value,Odds_Ratio,Fold_Enrichment,Overlap_Genes
complement_regulation,3,14,934,0.02512053514483682,5.5809303698336725,4.588559192413582,CD59;S100A9;SERPING1
