"gene_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","entrez"
"Insl6",0.891917643587067,2.53042746403225,3.32117670547806,0.00622093086629894,0.99996385589442,-4.27875948204131,"27356"
"Arrdc2",0.93749224002162,5.04605679241012,3.32117217142234,0.00622098268761893,0.99996385589442,-3.96609480114731,"70807"
"Trnp1",0.600192841938968,6.30008104858866,3.30109463595624,0.0064548016512111,0.99996385589442,-3.92249170274743,"69539"
"Arvcf",0.473026209559876,4.58090741622092,3.2379776639237,0.00724945361896152,0.99996385589442,-4.02040935111023,"11877"
"Zfand4",0.655677824928677,2.96690759088863,3.19288707827165,0.00787709951628594,0.99996385589442,-4.23774056753473,"67492"
"Tsc22d3",0.642267760333255,7.45299227322171,3.15383644108615,0.00846484347706187,0.99996385589442,-3.9840710444204,"14605"
"Wnt7a",-0.635614350166688,3.86775442633424,-3.08896835889404,0.00954044365553853,0.99996385589442,-4.13971160968716,"22421"
"Gm9946",-1.2125835278919,0.861786460350882,-3.08659900016864,0.00958223303867548,0.99996385589442,-4.44807895413704,"330403"
"Ccr5",-1.26740744624019,2.16507168070251,-3.08146068848876,0.00967349249519846,0.99996385589442,-4.35452134531331,"12774"
"Cd180",-1.24435132098671,0.744006659172033,-3.05475158983755,0.0101621101072181,0.99996385589442,-4.45555547093996,"17079"
"Camk1g",0.567633478956796,5.42454148163034,3.03160542674441,0.0106055319767312,0.99996385589442,-4.01501431958627,"215303"
"Malat1",0.751200450198944,13.5794942443144,3.01324658839964,0.0109709911665433,0.99996385589442,-4.17470204215625,"72289"
"Arhgef3",0.453130262628588,5.49439772069944,3.00297465552084,0.011180943651185,0.99996385589442,-4.01958139850503,"71704"
"Fzd2",0.644368389559639,5.84036358416523,2.99039614448525,0.0114435260735544,0.99996385589442,-4.01416705896036,"57265"
"Sgk1",0.809176739051361,7.6202387687253,2.97400860024918,0.0117948980960439,0.99996385589442,-4.0379589168273,"20393"
"Pnma1",-0.763700341860818,1.93826089989,-2.96776616484103,0.0119315635331726,0.99996385589442,-4.37918678089824,"70481"
"Mpp7",0.66749431472511,5.00752846170051,2.93747073289181,0.0126176202542385,0.99996385589442,-4.06561609003899,"75739"
"Casp8ap2",0.554163789332472,6.35993854430289,2.91665293812351,0.0131117325478122,0.99996385589442,-4.03270889587309,"26885"
"Dlx6os2",1.41323477048727,0.149160363132936,2.89587692803665,0.0136240779996959,0.99996385589442,-4.4883152358098,"13397"
"Bloc1s1",0.688517831862039,5.67130856310903,2.89502818004895,0.0136454272109532,0.99996385589442,-4.04639709590929,"14533"
"Angptl4",1.06641029038396,2.86993571440719,2.85988832214975,0.0145591665596548,0.99996385589442,-4.30736026999979,"57875"
"Arid5b",0.554545179959454,6.27561170026391,2.84532928746413,0.0149553356985684,0.99996385589442,-4.05368525540854,"71371"
"Mat2a",0.401672191792303,8.5112374026665,2.84446808920922,0.0149791025434885,0.99996385589442,-4.09357896774968,"232087"
"Cx3cr1",-0.96181353118688,5.75438243828919,-2.84276178455317,0.0150263029678368,0.99996385589442,-4.06747244090687,"13051"
"Gpx4",0.509901657710316,6.70872261258898,2.8297852910645,0.0153901278404503,0.99996385589442,-4.06211814213135,"625249"
"Egflam",-0.797556494594741,1.59504233153732,-2.82051506327355,0.0156553792215897,0.99996385589442,-4.42076543844369,"268780"
"Pcolce2",0.652303455800333,4.45252995385881,2.8125593062541,0.0158866312110542,0.99996385589442,-4.14208902055984,"76477"
"Pnpla2",0.772312621706868,4.81228033185857,2.81192730281064,0.0159051463609549,0.99996385589442,-4.11450553367687,"66853"
"Sult1a1",0.480646787717949,5.48495359318413,2.81083956237298,0.0159370628675074,0.99996385589442,-4.07596144723395,"20887"
"Angptl1",0.843866655067989,1.88464105292953,2.80859129060745,0.0160032330636135,0.99996385589442,-4.4009387412929,"72713"
"Arid4b",0.522879108419474,8.10504660779922,2.80606698253735,0.0160778519808223,0.99996385589442,-4.0956165972998,"94246"
"Gbp4",-0.96849820770802,1.25830214209217,-2.80573845387399,0.0160875886592357,0.99996385589442,-4.44432350079221,"17472"
"Arc",0.596679723332254,5.09336084884217,2.8033870285332,0.016157449167292,0.99996385589442,-4.09678627068774,"11838"
"Aarsd1",0.720956364214535,1.78018003891825,2.79268271098498,0.0164792901338076,0.99996385589442,-4.40876661429998,"69684"
"Zbtb16",0.950805164720048,5.72411982546925,2.79067205576891,0.0165404478964964,0.99996385589442,-4.07861870661762,"235320"
"Bin2",-0.99156592124566,2.3045453614103,-2.78391997346918,0.0167474738514937,0.99996385589442,-4.37107261640574,"668218"
"Mrps18b",0.634017829967319,2.45803768116338,2.78034154809572,0.0168582298690448,0.99996385589442,-4.3524028815877,"66973"
"Gcc2",0.556132189513631,8.17879461947733,2.7714268064154,0.0171373121825602,0.99996385589442,-4.10701682852735,"70297"
"Mxd4",0.529826041129532,7.25474169890127,2.75263699379474,0.0177405905653776,0.99996385589442,-4.09456846798081,"17122"
"Ak8",0.841779284146058,1.28009952865961,2.74744052655257,0.0179111049046065,0.99996385589442,-4.44652220964369,"68870"
"Gpr17",-0.510393508133344,5.06464363133602,-2.74523845453053,0.0179838500542134,0.99996385589442,-4.11515262342308,"574402"
"Rlbp1",-0.658101789684278,3.7489440115881,-2.74319128690474,0.0180517396424308,0.99996385589442,-4.2273560175542,"19771"
"Setdb2",0.617245058956967,3.39536400355618,2.74145763223239,0.018109430161052,0.99996385589442,-4.26425819853617,"239122"
"Lpin1",0.45277126378485,4.78187865720036,2.74061903836873,0.0181374011895587,0.99996385589442,-4.13277729137504,"14245"
"Sema3b",1.38239463167693,0.800170564212626,2.72318858763448,0.0187285390094042,0.99996385589442,-4.47743406172691,"20347"
"Plin4",1.2891289859511,3.46611657926931,2.71608263409752,0.0189749486646482,0.99996385589442,-4.27672747708929,"57435"
"Cab39l",0.706859855252236,5.43939830796992,2.69124357359565,0.0198616489346316,0.99996385589442,-4.1148368373703,"69008"
"Gbp3",-0.619832683286583,3.09206081245758,-2.68635691857535,0.0200408352681587,0.99996385589442,-4.3054559794732,"55932"
"Slc2a5",-1.00098958847612,1.93083424461744,-2.68015949646356,0.0202703751986181,0.99996385589442,-4.41268565723143,"56485"
"Cep290",0.595257855295073,6.76010868341942,2.64648116295752,0.0215636820530094,0.99996385589442,-4.11869404367341,"216274"
"2810029C07Rik",-0.493978339640151,3.38616039261047,-2.62500582467054,0.0224303260068762,0.99996385589442,-4.2860746503091,"100504687"
"Zfp703",-0.435667305040464,3.82373995941231,-2.61238021369599,0.0229556830826475,0.99996385589442,-4.24609409885218,"353310"
"Mcc",0.54010869538588,2.94375580012238,2.58347137765127,0.0242043888085682,0.99996385589442,-4.33653255164798,"328949"
"Gpd1",0.495262151302247,5.48975491258738,2.57311039006931,0.0246679060257305,0.99996385589442,-4.14758730203043,"14555"
"Tmprss6",1.47119952475047,1.39808609847299,2.56002973590463,0.0252654921472859,0.99996385589442,-4.46329616263858,"71753"
"Ceacam10",1.53936114166491,-0.114556370626103,2.54387442561682,0.0260230704706297,0.99996385589442,-4.5135438510162,"26366"
"Lrriq1",0.712009637083663,3.6214951577321,2.5368687367441,0.0263584365515255,0.99996385589442,-4.28518137865805,"74978"
"Brwd3",0.399911842888001,4.82150991798341,2.53534668612715,0.0264318530458603,0.99996385589442,-4.18768240112712,"382236"
"Lao1",1.03345420534559,0.618136348515895,2.53407434162024,0.0264933777912374,0.99996385589442,-4.49577060574839,"100470"
"Znfx1",0.437765048857824,5.26351430020003,2.53312090947272,0.0265395728414614,0.99996385589442,-4.16731049564908,"98999"
"Sycp3",0.618068773424645,1.86688297333386,2.52520275967476,0.0269262617448322,0.99996385589442,-4.43079762283275,"20962"
"Emilin2",0.700114218589638,2.97667840313059,2.52512725801015,0.0269299752098454,0.99996385589442,-4.34611049942616,"246707"
"Gpr34",-0.767324035496395,4.19216685036032,-2.52110366236735,0.0271285943201629,0.99996385589442,-4.2392076326128,"23890"
"Aif1",-0.778969424427549,3.93580944739085,-2.50695199572437,0.0278385619208669,0.99996385589442,-4.26431641596046,"11629"
"Trem2",-0.808919228691082,4.6486484241783,-2.50673908964627,0.0278493799136906,0.99996385589442,-4.20975995505849,"83433"
"Ikzf2",0.592912318427122,3.76084211411076,2.50467966980268,0.0279542325636515,0.99996385589442,-4.27712778219201,"22779"
"Nme2",0.804376258882916,3.4337652956181,2.50153474652322,0.0281150932681363,0.99996385589442,-4.30856871958907,"18103"
"1700016P03Rik",0.893486948032104,2.34690746933141,2.50026740837331,0.0281801708497655,0.99996385589442,-4.40141808955635,"118567915"
"Gna15",-0.933318613784141,1.5716657958486,-2.49319395976089,0.0285460889862032,0.99996385589442,-4.4547040947477,"14676"
"Col23a1",-0.596240991341543,2.3605773913818,-2.49219626356782,0.0285980711479695,0.99996385589442,-4.39993397317353,"237759"
"Polr3e",0.644907931473227,6.70293203873515,2.47713832553396,0.0293938770923558,0.99996385589442,-4.17084585099236,"26939"
"Ift74",0.395225118300649,6.824079335521,2.47471927661422,0.0295237109316555,0.99996385589442,-4.17273976226981,"67694"
"Nek5",1.86813349047017,0.78968684512362,2.47406269529374,0.0295590465028074,0.99996385589442,-4.49583665239902,"330721"
"Klf9",0.528890935063075,9.22238139692403,2.47169425049102,0.0296868515802071,0.99996385589442,-4.21289652506706,"16601"
"Zfp948",0.453182518119924,5.16655299133945,2.4684114074391,0.0298648858204575,0.99996385589442,-4.19074186230117,"381066"
"Ptpn6",-0.812109009109975,2.5343824388289,-2.45963723532844,0.0303458208946322,0.99996385589442,-4.39259557212036,"15170"
"Cacng3",-0.33674819925981,6.27284947995317,-2.45814094846748,0.0304285820889607,0.99996385589442,-4.17493253301864,"54376"
"Tead1",0.432818268314149,4.29848903914127,2.45653865594787,0.0305174490889569,0.99996385589442,-4.24346326594128,"21676"
"Sorbs1",0.350094019621126,5.4759804009726,2.44162221947412,0.0313569053662389,0.99996385589442,-4.18802143838941,"20411"
"Hrc",-0.865437401217856,0.615651183983419,-2.43816539607487,0.031554613168081,0.99996385589442,-4.50073497371648,"15464"
"mt-Rnr1",0.750970690190552,11.7265191194399,2.41845799753923,0.0327049872931271,0.99996385589442,-4.27097954053243,"17724"
"Mrpl23",0.435020294295904,5.74104094697454,2.41560727362879,0.0328747116905211,0.99996385589442,-4.19061576888822,"19935"
"Ccdc88a",0.427512379503453,8.55660935430856,2.41174507595389,0.0331060141440458,0.99996385589442,-4.21848555305362,"108686"
"Tle3",0.418862648546357,3.87892468226907,2.41113244403118,0.0331428480660534,0.99996385589442,-4.28684845948065,"21887"
"Fcgr1",-0.627613451530285,2.04039641682126,-2.40979605572098,0.0332233345225925,0.99996385589442,-4.43398704158877,"14129"
"Mfap1b",0.379374437472903,6.1298832441558,2.38738715406853,0.0346013830187537,0.99996385589442,-4.19623022330824,"100034361"
"Cd48",-0.949777670640426,0.4862362663437,-2.38230636127622,0.0349214080774895,0.99996385589442,-4.50859206695727,"12506"
"Map3k6",0.625609413039088,2.4819166012707,2.38171562159565,0.0349588016704549,0.99996385589442,-4.4071779394631,"53608"
"Cyth4",-0.567791622071636,3.41292906596124,-2.3731714174871,0.0355039781430365,0.99996385589442,-4.3357637601084,"72318"
"Mpeg1",-0.840729601591868,3.59310668848482,-2.37068541308879,0.0356641328450854,0.99996385589442,-4.32471238434247,"17476"
"0610043K17Rik",0.769944470034017,1.38639627501764,2.36696532793737,0.0359050895284461,0.99996385589442,-4.47450439571194,"68400"
"Hexb",-0.665079394317938,7.41915358716208,-2.36116207221679,0.0362841072985828,0.99996385589442,-4.21653632269123,"15212"
"Sec24a",0.373293269184351,4.50186956992388,2.35863903465995,0.0364500874897586,0.99996385589442,-4.25579002818308,"77371"
"Cry1",-0.476826162917647,5.03958489988556,-2.35422217615309,0.0367424134404843,0.99996385589442,-4.23094546290541,"12952"
"C030005K06Rik",-0.620910772812314,2.26603473175265,-2.34642471975464,0.0372639898602797,0.99996385589442,-4.42662294001859,"102635912"
"Sfmbt2",0.628461963061663,1.85019582664078,2.34404577721498,0.0374245297433398,0.99996385589442,-4.45220945801467,"353282"
"Eps8",-0.393980350325485,5.16237320989483,-2.33907647083014,0.0377620223652112,0.99996385589442,-4.23037342981459,"13860"
"Mfap1a",0.375023073859473,5.82958559425787,2.33513567296316,0.0380317386144763,0.99996385589442,-4.21485220192515,"67532"
"Gm26901",-0.789205217537766,0.618047050294462,-2.33190339883401,0.0382543411149183,0.99996385589442,-4.50798227582779,"102632124"
"Bmpr1b",-0.592875477359823,3.82919467764295,-2.32634285465526,0.0386402161774001,0.99996385589442,-4.31290295216638,"12167"
"Rad50",0.619196333769554,6.3896549480773,2.31862716201926,0.0391818351987172,0.99996385589442,-4.21886818959239,"19360"
"Plin5",0.881112242879779,1.16272833984076,2.31859791540458,0.0391839020020906,0.99996385589442,-4.48954932312579,"66968"
"Scly",0.403305725860361,3.44605802378598,2.31699750842363,0.0392971591628746,0.99996385589442,-4.3432685268316,"50880"
"Pdzd2",0.506970399656495,6.39050828121418,2.31563896721501,0.0393935461030169,0.99996385589442,-4.21966031366262,"68070"
"Prim2",-0.545849141715805,3.12342162464758,-2.30887346258905,0.0398769325175892,0.99996385589442,-4.37082805207843,"19076"
"Stmnd1",1.16290933352823,0.673868468172432,2.29892251615434,0.0405982458399455,0.99996385589442,-4.50960043374208,"380842"
"Gm20878",0.728044161914412,1.6490121498371,2.2971449123262,0.0407284062117038,0.99996385589442,-4.46828539850619,"100041579"
"Cir1",0.350052078885677,6.41814747033001,2.29693486328422,0.0407438128443527,0.99996385589442,-4.22572618989778,"66935"
"Ubxn7",0.360458316658276,5.26000313420612,2.29453983880403,0.0409198771630171,0.99996385589442,-4.24009593399023,"224111"
"Gtf3c3",0.341670351360048,5.47736780585574,2.29401604032099,0.0409584797604056,0.99996385589442,-4.23411653232533,"98488"
"Ddx18",0.390881065244947,5.955550963403,2.2937391390232,0.0409789007393129,0.99996385589442,-4.2270032995202,"66942"
"Ippk",0.386470190878184,4.65251390052517,2.29369761743941,0.0409819637216097,0.99996385589442,-4.26575492361069,"75678"
"Xdh",0.638877070652913,3.30267862425715,2.28877891409844,0.0413463616531414,0.99996385589442,-4.36237231200976,"22436"
"Man1a",-0.42418118081588,6.62638030426042,-2.2871302804565,0.0414691907548817,0.99996385589442,-4.23109137087472,"17155"
"Llph",0.37756427218287,6.34519322253526,2.28061062119212,0.0419583529370168,0.99996385589442,-4.23066942090339,"66225"
"Fdft1",0.339432408945088,6.73537814401973,2.27747668052348,0.0421954454292837,0.99996385589442,-4.23425554593832,"14137"
"Tpr",0.457429216913651,8.837348098568,2.26969475931048,0.0427897159004839,0.99996385589442,-4.26460320528277,"108989"
"Spsb1",0.480338774430078,4.19591320810927,2.26776384596673,0.0429384031469325,0.99996385589442,-4.30014443213551,"74646"
"Tek",-0.513666752101439,3.83978542400132,-2.26330554792158,0.0432835929937767,0.99996385589442,-4.32626405395031,"21687"
"P2ry13",-1.01332368940926,2.83052896951953,-2.25928257165959,0.0435973473477858,0.99996385589442,-4.40719684463497,"74191"
"Chrna7",0.683508729712245,1.10213390777344,2.25472909418463,0.0439550912696558,0.99996385589442,-4.49669779363282,"11441"
"Aff1",0.503920764720485,4.51502872744606,2.25161537144418,0.0442013293309684,0.99996385589442,-4.28589508100792,"17355"
"Swt1",0.325458274439069,5.4412518176979,2.24825369670879,0.0444686507203177,0.99996385589442,-4.24934541241638,"66875"
"Sfxn1",0.434661184840451,7.55491616632059,2.24581892132384,0.0446632253759431,0.99996385589442,-4.25414880047901,"14057"
"Abca4",1.32649194576649,0.663461605085536,2.24576741685869,0.0446673500882429,0.99996385589442,-4.51451031914312,"11304"
"Col6a4",0.729930880822163,1.54312153428125,2.24229027686034,0.0449466554569513,0.99996385589442,-4.47980160361446,"68553"
"Golgb1",0.475071471581547,8.66572406704694,2.24073473154938,0.0450721439120639,0.99996385589442,-4.27060017600942,"224139"
"Gm266",-0.812398363832324,2.01322116645053,-2.2282803599157,0.046088944728433,0.99996385589442,-4.458512998819,"212539"
"Tet2",0.344298170147735,5.70750189839577,2.22564171410346,0.0463071511572115,0.99996385589442,-4.25137979307623,"214133"
"Rapgef2",0.37883751435078,7.29752384444865,2.22305851532107,0.0465217230268073,0.99996385589442,-4.25797205181911,"76089"
"Irak1bp1",0.334570935078902,7.00993221024528,2.22178049292874,0.0466282301401517,0.99996385589442,-4.25488845833952,"65099"
"Tfrc",-0.496152451160679,6.60840605426639,-2.21961980590783,0.0468088232511454,0.99996385589442,-4.25271541360128,"22042"
"Ppp2r3a",0.416709354258621,6.67614162501881,2.21474898522455,0.04721837237258,0.99996385589442,-4.25383285656916,"235542"
"Etnppl",0.592932268530179,4.67044615668917,2.20567469387597,0.0479904448765182,0.99996385589442,-4.29145260562413,"71760"
"1700086O06Rik",0.379042052122038,3.95255270809645,2.2050849943941,0.0480410307878551,0.99996385589442,-4.33145766000015,"73516"
"Fam13a",0.412382869759024,4.19797293248516,2.19933845128574,0.0485366379584834,0.99996385589442,-4.31749312351042,"58909"
"Itgam",-0.586624708654271,4.28484231707617,-2.19649101077638,0.0487840057734493,0.99996385589442,-4.31393508415782,"16409"
"Traf3ip2",0.898968652116621,1.28827731032612,2.19320823571004,0.0490706752131875,0.99996385589442,-4.49580346502296,"103213"
"Olfml3",-0.754311209308858,4.09596974894635,-2.19261175330535,0.0491229342729188,0.99996385589442,-4.32865191044874,"99543"
"Unc93b1",-0.634051774539905,3.90255894564562,-2.18491491122493,0.0498020160917501,0.99996385589442,-4.3414504921691,"54445"
"Bbx",0.387417399214201,6.66807887128766,2.18404313301348,0.0498794897731439,0.99996385589442,-4.26360007305847,"70508"
"Tle2",0.49239890854225,2.37331442671185,2.18214715897107,0.0500483762293373,0.99996385589442,-4.44215625467541,"21886"
"Procr",-0.856939126211199,1.32100013661138,-2.17358061743056,0.0508182192862816,0.99996385589442,-4.49616613917349,"19124"
"Kin",0.328026755921699,5.8477696043236,2.16360414161047,0.0517288771383314,0.99996385589442,-4.26962078947769,"16588"
"Gabrr2",1.06420003315283,0.677805313923462,2.16242684461091,0.0518373527388083,0.99996385589442,-4.51920107616478,"14409"
"Rb1",-0.320815269765177,4.75546628553415,-2.16075834270504,0.0519914557430813,0.99996385589442,-4.29877013634595,"19645"
"Map4k1",0.578052892708865,1.33383360541684,2.16009802748039,0.0520525619137608,0.99996385589442,-4.49560607547359,"26411"
"Pla2g4a",-0.589482335633363,3.42176188187849,-2.15921943410285,0.052133972883107,0.99996385589442,-4.37884624981247,"18783"
"Shroom3",0.777749330425165,0.600599070049526,2.15786200434712,0.0522599894715612,0.99996385589442,-4.52092633333353,"27428"
"Dcaf4",0.399842441537813,5.22494830867986,2.15392910562285,0.0526267241425652,0.99996385589442,-4.28471475245499,"73828"
"Stk39",0.425375317320234,6.57337863814936,2.15002749391353,0.0529929397984425,0.99996385589442,-4.2738789896747,"53416"
"Gm11627",0.586142943422324,4.45396518935926,2.14614994639581,0.0533592771833884,0.99996385589442,-4.31865688558822,"100040792"
"Timp3",0.379948349357234,7.83287535135194,2.14174398526336,0.0537784347596204,0.99996385589442,-4.28963783815532,"21859"
"Dnah12",1.40381271262075,2.16868972673824,2.13908896477117,0.0540325143260878,0.99996385589442,-4.46553832570223,"110083"
"Samsn1",-0.634860954492625,2.60247391493205,-2.13903304074092,0.0540378782745221,0.99996385589442,-4.4359211402189,"67742"
"Phactr4",0.490203282270103,4.46318231573207,2.1331789567565,0.0546021549347335,0.99996385589442,-4.32135507249286,"100169"
"Styk1",1.06829377478676,0.435038797758612,2.13052286188369,0.0548600022582063,0.99996385589442,-4.52733777115083,"243659"
"Hmgb1",0.323842978347171,9.16299305207374,2.12721969489114,0.0551822648300626,0.99996385589442,-4.31066578347146,"15289"
"Sox18",-0.45253082814217,4.27612023161303,-2.12630030407712,0.0552722785773173,0.99996385589442,-4.33257435018636,"20672"
"Tex15",0.86196428955587,1.24948809189709,2.11599499108911,0.0562907240401698,0.99996385589442,-4.5040763334292,"104271"
"Car9",0.949357606384305,1.28404576337569,2.11402791688398,0.0564871187922614,0.99996385589442,-4.50295864872347,"230099"
"Map7d2",0.481118948515029,8.97316276806473,2.110083816721,0.0568828430522477,0.99996385589442,-4.31317395434347,"78283"
"Ddi2",0.349121053506099,5.60589785943213,2.1073290446116,0.0571607811285959,0.99996385589442,-4.29071753571133,"68817"
"Pcdhb17",-0.353712458138153,3.72965916042407,-2.10556792498995,0.0573391339870679,0.99996385589442,-4.36939752633613,"93888"
"Dgka",0.549377275900812,2.49198453323186,2.10555620094541,0.0573403230582532,0.99996385589442,-4.4463324454899,"13139"
"Ly86",-0.762731492695882,4.66803241823027,-2.10158769009736,0.057744148365094,0.99996385589442,-4.32184938318504,"17084"
"Ada",0.890979260980464,2.37649567105098,2.10113158955187,0.0577907305905834,0.99996385589442,-4.45660101267249,"11486"
"Spef2",0.987277671054553,3.43668855321762,2.09661760115424,0.0582536559278004,0.99996385589442,-4.39498898044851,"320277"
"Rsph3b",0.452570580670861,2.624274530523,2.09456556222936,0.0584652476672095,0.99996385589442,-4.44031841600042,"100037282"
"Prrg4",0.870863127121602,1.39795265520061,2.09434515594087,0.058488017216769,0.99996385589442,-4.5007269508002,"228413"
"Bod1l",0.451747829903612,8.7903235759201,2.09303992561193,0.0586230273690278,0.99996385589442,-4.31585388115408,"665775"
"Rbm15",0.423203221923622,3.36387756183193,2.09289609752507,0.0586379224892945,0.99996385589442,-4.39552569189405,"229700"
"Fosl2",0.413789225910504,4.23958873343474,2.09129835196981,0.05880362696364,0.99996385589442,-4.34285142256331,"14284"
"Rrp8",0.326658807253136,5.18704251384298,2.08910693841181,0.0590316155309292,0.99996385589442,-4.30552949546991,"101867"
"Spag17",1.29558022059766,1.90909477025185,2.08645409091056,0.059308718734243,0.99996385589442,-4.48389220041373,"74362"
"Tacr1",0.577834372200756,4.07545467446873,2.08614054526845,0.059341550560075,0.99996385589442,-4.35420374542575,"21336"
"Ktn1",0.355514156974561,8.84636758639705,2.0859938170477,0.0593569205356835,0.99996385589442,-4.31860676962902,"16709"
"Lpcat2",-0.474721934578878,3.93577232181561,-2.07869550857613,0.0601261502166196,0.99996385589442,-4.3641661769095,"270084"
"Tmem44",-0.313264236722027,4.6838681046568,-2.07546775265391,0.0604693181425884,0.99996385589442,-4.32636977746258,"224090"
"Vstm5",0.445062267636207,4.65695405709262,2.07416505092991,0.0606083369649091,0.99996385589442,-4.32854152440772,"69137"
"Eif4e3",0.331893747908292,5.2939154009314,2.07328859382086,0.0607020369692665,0.99996385589442,-4.30768444355748,"66892"
"Mfsd8",-0.342386966797232,5.20286436887058,-2.07234088535312,0.060803506769085,0.99996385589442,-4.31069213232397,"72175"
"Gpr160",-0.971850924144475,0.661386546525163,-2.07093792359368,0.060954011211387,0.99996385589442,-4.52545339341969,"71862"
"Ribc2",1.31977382683955,0.228743321074735,2.06830229418201,0.061237694067829,0.99996385589442,-4.53486156713109,"67747"
"Ifitm7",0.589567544073044,2.29235513916933,2.06426909975448,0.0616741928420493,0.99996385589442,-4.46318864555246,"74482"
"Pcp4l1",0.411324199259509,9.91098946145013,2.06358689620604,0.0617483123086203,0.99996385589442,-4.33820278079912,"66425"
"Prpf40a",0.332568793093605,7.67626856559507,2.06144512540801,0.0619815508029091,0.99996385589442,-4.3126757029703,"56194"
"Tfdp2",0.357720738318394,6.1211396998773,2.06137268091639,0.0619894543696398,0.99996385589442,-4.30128058476158,"211586"
"Bsdc1",0.323794836414621,5.65479232450561,2.0584160958233,0.0623128170309139,0.99996385589442,-4.3055049365118,"100383"
"Rbfox1",0.373223402452513,9.60107474601842,2.05537964443829,0.0626465539484397,0.99996385589442,-4.33677520812325,"268859"
"Rab31",0.484793601307974,5.8935078517607,2.05537086875166,0.0626475208998694,0.99996385589442,-4.30424051932741,"106572"
"Col6a1",-0.476570276264112,5.1334524717793,-2.05104617010634,0.0631257378678039,0.99996385589442,-4.31963067589076,"12833"
"Ndp",-0.620556040881798,2.8612582996356,-2.050009694353,0.0632408543790954,0.99996385589442,-4.43502250816047,"17986"
"E2f8",-0.777434425399771,0.326608753957147,-2.04966048814344,0.0632796831719151,0.99996385589442,-4.53377727076752,"108961"
"AW047730",-0.532882209874993,5.28541271298519,-2.04266352680271,0.0640623886749554,0.99996385589442,-4.31853683485199,"99870"
"Mtus2",0.311535964440626,5.18290127392988,2.04255673504502,0.0640744044319756,0.99996385589442,-4.31989998553139,"77521"
"Arrb2",-0.317026419738546,5.08839425645355,-2.03889405879503,0.0644877871284088,0.99996385589442,-4.32383517494211,"216869"
"Efcab10",0.59624434200911,3.62582721734459,2.03875233873221,0.0645038319967549,0.99996385589442,-4.39212153471364,"75040"
"Tmem51",-0.526536320455457,2.18664567455191,-2.03661565045957,0.0647461888775329,0.99996385589442,-4.47220643878231,"214359"
"Lzts2",0.392060720994011,5.06060372292591,2.03444613044646,0.0649931375031982,0.99996385589442,-4.32599841013216,"226154"
"Akap9",0.458046386201914,9.87259442719242,2.03382939554813,0.0650634981851777,0.99996385589442,-4.34603948800193,"100986"
