"gene","effect_size","pval","adj_pval","significant"
"AC061958.1",0.1058627129747,0.0105192495323445,0.347743786193208,FALSE
"SH3KBP1",-0.106029993625093,0.0103975847424744,0.347743786193208,FALSE
"BBS9",-0.105873761057603,0.0105111752718407,0.347743786193208,FALSE
"KCTD8",-0.105107679901141,0.0110842922751484,0.348768919383731,FALSE
"PTPRE",-0.105426617480606,0.0108424003648978,0.348768919383731,FALSE
"CACNA1A",-0.105373777320464,0.0108821487617443,0.348768919383731,FALSE
"PIP4K2A",0.105008342928143,0.0111606054202794,0.348768919383731,FALSE
"PTPN13",0.10557282636401,0.0107330881816761,0.348768919383731,FALSE
"MT-ND5",-0.105232066443705,0.010989389270343,0.348768919383731,FALSE
"SASH1",-0.105078385221083,0.0111067488420532,0.348768919383731,FALSE
"ABCA8",-0.104400402638079,0.0116378894184468,0.35599111663298,FALSE
"HIP1",-0.10457425439868,0.0114995858296953,0.35599111663298,FALSE
"RPL21",0.104374390636091,0.0116587090697301,0.35599111663298,FALSE
"PDE8B",0.10364670258169,0.0122546920427375,0.37135430432538,FALSE
"CTNNA2",-0.1033016581637,0.0125466048732017,0.373049542425843,FALSE
"MT-CO2",-0.103245897301675,0.0125943529006527,0.373049542425843,FALSE
"DMD",0.103202783600101,0.0126313813727899,0.373049542425843,FALSE
"STMN4",-0.103142075325334,0.0126836844424787,0.373049542425843,FALSE
"FHIT",-0.102821917151637,0.0129626996044797,0.37460508767531,FALSE
"SLC8A3",-0.102759723001376,0.013017526796717,0.37460508767531,FALSE
"TUBA1A",0.102859256421406,0.0129298814314092,0.37460508767531,FALSE
"RBFOX1",-0.101560054940543,0.0141159835742826,0.378319198934375,FALSE
"MT-ND3",-0.101213158849193,0.0144484978948508,0.378319198934375,FALSE
"AK5",-0.10137264694356,0.0142947735644573,0.378319198934375,FALSE
"RASAL2",-0.101190238451979,0.0144707093592399,0.378319198934375,FALSE
"GPR158",-0.102333664843265,0.0133986644970194,0.378319198934375,FALSE
"PPP3CA",-0.101299588857745,0.014365011399912,0.378319198934375,FALSE
"TFDP2",-0.101290583191754,0.0143736904611505,0.378319198934375,FALSE
"LINC00844",0.101553785614139,0.0141219325515697,0.378319198934375,FALSE
"RFX3",-0.10235240078691,0.0133816988508316,0.378319198934375,FALSE
"NBEA",-0.101555561190061,0.014120247479238,0.378319198934375,FALSE
"DNER",-0.1020648663212,0.0136441663103018,0.378319198934375,FALSE
"RPS27A",0.102190519312416,0.0135289133320842,0.378319198934375,FALSE
"GRAMD2B",-0.101202713901653,0.0144586160464684,0.378319198934375,FALSE
"RPL37A",0.101756369924195,0.013930815291641,0.378319198934375,FALSE
"PRKCA",-0.100998401944969,0.0146577960412642,0.38072197509777,FALSE
"LAMA2",0.100895931606241,0.0147586002552889,0.380867103362295,FALSE
"GABRB1",-0.100556429237311,0.0150969613712317,0.387101573621326,FALSE
"AL392086.3",-0.100096599845735,0.0155661302241618,0.3944410796474,FALSE
"AC004158.1",-0.100082784385742,0.0155804226460723,0.3944410796474,FALSE
"MIR4300HG",-0.0994176879816171,0.0162822820752205,0.409617159125043,FALSE
"DSCAM",-0.0988572443989674,0.0168951200484382,0.412507638311026,FALSE
"MDGA2",-0.0990309002765897,0.0167030998388422,0.412507638311026,FALSE
"CSGALNACT1",-0.0988413307029904,0.0169128131707521,0.412507638311026,FALSE
"ADARB2",0.0990060325757122,0.0167304792441886,0.412507638311026,FALSE
"SLC1A3",-0.0989596644235673,0.0167816359506357,0.412507638311026,FALSE
"FIGN",0.0986283049114241,0.0171512295154303,0.414150573878026,FALSE
"NFASC",0.0985963477535933,0.0171872488159381,0.414150573878026,FALSE
"GRM3",-0.0980393840116118,0.0178257517080171,0.426006508793809,FALSE
"CRADD",-0.0979823677051601,0.01789227336934,0.426006508793809,FALSE
"GLCE",-0.0976942277719001,0.0182317872300785,0.431521591244461,FALSE
"KLHL32",0.0974201892453552,0.018559905402991,0.434149833988094,FALSE
"HSPA12A",0.0974854116326616,0.0184813467684278,0.434149833988094,FALSE
"MT-CO3",-0.0971374363571475,0.0189038626279998,0.439624712279065,FALSE
"CDK18",0.0966746152256935,0.0194789009919215,0.450379213686047,FALSE
"MT-ND4",-0.0964018181310321,0.0198249515280783,0.45574601213973,FALSE
"KAT6B",-0.0958816594898206,0.0204996851302268,0.46856423154804,FALSE
"RPS12",0.0957306747091295,0.0206992510935581,0.470437524853592,FALSE
"LRRC8B",0.0949371243179061,0.0217762189075196,0.492117941412873,FALSE
"CA2",-0.09468269963034,0.0221316835801059,0.497341204047323,FALSE
"ITPR2",0.0938479289260259,0.0233336442153749,0.519231066229257,FALSE
"FAM49B",-0.0938263867361562,0.0233653979803165,0.519231066229257,FALSE
"SEM1",-0.0934908200221528,0.0238648969563028,0.526130916100436,FALSE
"SLX4IP",-0.0934415859736445,0.0239389566825698,0.526130916100436,FALSE
"APBB2",0.0932959120987624,0.0241592533976952,0.528071112517928,FALSE
"TLN2",-0.0927498722723837,0.0250007211734701,0.543493938553698,FALSE
"MAPK10",-0.0922786775194273,0.0257471307823829,0.556694719619089,FALSE
"TMEM144",0.0919137147076033,0.0263384325874245,0.557427144707397,FALSE
"DNAJC6",0.0919904398360572,0.026213159845545,0.557427144707397,FALSE
"UMAD1",-0.0921120470063347,0.0260156609947572,0.557427144707397,FALSE
"OLIG1",-0.092067389106414,0.0260880386841603,0.557427144707397,FALSE
"ZNF536",0.0916761851311972,0.0267295436007694,0.562727233700409,FALSE
"NEGR1",-0.0915130534926176,0.0270010488476348,0.565466991573503,FALSE
"AC104596.1",0.0911347297030943,0.027639883328048,0.575830902667667,FALSE
"FTL",0.0907921028218758,0.0282296468545943,0.585070401131487,FALSE
"RASGRP3",-0.0904296546255723,0.0288653003584585,0.595160832133166,FALSE
"SLC7A14-AS1",0.0896857847483188,0.0302085648474285,0.595242657092188,FALSE
"PTPRZ1",-0.0900711841792179,0.0295060598058062,0.595242657092188,FALSE
"KCNMA1",-0.0897952387094669,0.0300076059520217,0.595242657092188,FALSE
"RHOBTB1",-0.0900231075940426,0.0295929194244317,0.595242657092188,FALSE
"LINC00862",0.0897970028082821,0.0300043764756604,0.595242657092188,FALSE
"LGR5",-0.0901839135339909,0.0293032520056969,0.595242657092188,FALSE
"EPB41L4A",-0.0897180302926667,0.0301492417937976,0.595242657092188,FALSE
"C11orf49",-0.0900880416237848,0.0294756555525205,0.595242657092188,FALSE
"CDH12",0.0899778089194761,0.0296749613373526,0.595242657092188,FALSE
"AL589740.1",-0.0888297034327505,0.0318206094867542,0.601577228851117,FALSE
"MAML3",-0.0892906350654269,0.0309437173314844,0.601577228851117,FALSE
"LDB3",0.088792177420262,0.0318929290305783,0.601577228851117,FALSE
"ZNF704",-0.0889511516839364,0.03158751939813,0.601577228851117,FALSE
"JAM3",0.0887403871219977,0.0319929698821489,0.601577228851117,FALSE
"FARS2",-0.0891534282756181,0.0312025495795442,0.601577228851117,FALSE
"FTCDNL1",-0.0888986844382418,0.0316880371146514,0.601577228851117,FALSE
"DYNC2H1",-0.0893701029075248,0.0307946506214221,0.601577228851117,FALSE
"FAM135B",-0.0890346313357869,0.0314281512580255,0.601577228851117,FALSE
"PDK1",0.0887191928023297,0.032033987436322,0.601577228851117,FALSE
"NEAT1",0.0883170660600695,0.0328208101491178,0.610619723704517,FALSE
"SHMT1",0.0883411858900158,0.0327731537997442,0.610619723704517,FALSE
"MAPK8",-0.0881487711221949,0.0331549842107426,0.6111517826865,FALSE
"PPFIBP1",-0.0881930582033802,0.0330667646687421,0.6111517826865,FALSE
"LHFPL2",-0.088036404932221,0.0333797212150966,0.611787454889099,FALSE
"MITF",-0.0879788371733821,0.0334953631551782,0.611787454889099,FALSE
"CDK6",-0.0876552365358568,0.0341518085269195,0.620941973216719,FALSE
"GLCCI1",-0.0873441598090657,0.0347931829227515,0.629740867380117,FALSE
"CENPP",-0.087176690051185,0.0351427098939474,0.633201980071124,FALSE
"HFM1",0.0870174877294596,0.0354777563901092,0.636372311930209,FALSE
"DPH6-DT",-0.0868533755759984,0.0358259847872771,0.639749728344235,FALSE
"GALNT13",-0.0867156918731895,0.0361203794655121,0.641181200113469,FALSE
"TRAK1",-0.0865918054485276,0.0363870331064394,0.641181200113469,FALSE
"MYO10",-0.0866180760616382,0.0363303484052236,0.641181200113469,FALSE
"GMDS-DT",-0.0865121527046917,0.036559362577694,0.641392325924455,FALSE
"MAP3K5",-0.086368951072433,0.0368709297828184,0.642877334476534,FALSE
"FOXO3",-0.0863257132329775,0.0369654467324007,0.642877334476534,FALSE
"MED12L",-0.0862146118817321,0.0372092585063983,0.644316164612958,FALSE
"CNKSR3",-0.0858490589776302,0.0380211487062102,0.655537046658796,FALSE
"KCNH8",0.0852905894216147,0.0392905724880398,0.659329903942207,FALSE
"SMYD3",-0.0851842184096895,0.0395363942982796,0.659329903942207,FALSE
"MAP7",0.084800486772009,0.0404340697515005,0.659329903942207,FALSE
"CADM2",-0.0848597726578755,0.040294261841156,0.659329903942207,FALSE
"DAB1",-0.0848035219716776,0.0404269021706989,0.659329903942207,FALSE
"NLGN4X",-0.084848211177734,0.0403214938879252,0.659329903942207,FALSE
"KLF12",-0.0856490756781155,0.0384716513216408,0.659329903942207,FALSE
"TCF7L2",-0.0853317751851249,0.0391957419415352,0.659329903942207,FALSE
"TMEFF1",-0.0851850116188023,0.0395345563838533,0.659329903942207,FALSE
"AL139294.1",0.0850448834434279,0.0398603692870651,0.659329903942207,FALSE
"PPFIA2",-0.0847950038480119,0.0404470203297229,0.659329903942207,FALSE
"ETV5",-0.0847519694387475,0.0405487890924457,0.659329903942207,FALSE
"KCNK1",-0.0853185163725763,0.0392262492263412,0.659329903942207,FALSE
"GREB1",-0.0855804169690254,0.0386273614773304,0.659329903942207,FALSE
"AC008691.1",-0.0844270662849054,0.0413241559442979,0.669217100312517,FALSE
"FAXDC2",-0.0841719506958251,0.0419417457760073,0.676479770580763,FALSE
"AHCYL2",-0.0838819162133037,0.0426533389235784,0.682453422777254,FALSE
"RASAL1",0.0839301247552482,0.0425343577117694,0.682453422777254,FALSE
"GPM6A",-0.083325689833665,0.0440466105562921,0.688228289942064,FALSE
"DCC",-0.0836263565906411,0.0432887839240927,0.688228289942064,FALSE
"MEIS2",0.0833330162234807,0.0440280122213248,0.688228289942064,FALSE
"CNP",0.0833373232234827,0.0440170818233036,0.688228289942064,FALSE
"XKR6",-0.0833997139912508,0.0438590019573077,0.688228289942064,FALSE
"ABCA1",-0.0833898959266571,0.0438838462189808,0.688228289942064,FALSE
"LRRN1",-0.0831549473849267,0.0444819291068368,0.692325744853491,FALSE
"RPL13A",0.0830174959517113,0.0448350024035997,0.69511631633488,FALSE
"MT-CYB",-0.0827406615918371,0.045553287846419,0.703525681025776,FALSE
"CORO2B",-0.082645949473833,0.0458012475399703,0.704634577538004,FALSE
"RPL13",0.0824985510246745,0.0461894031867786,0.707883573743734,FALSE
"MAPRE2",-0.0819880813840324,0.0475551346422934,0.726032589958678,FALSE
"TSPAN5",-0.0818910084843013,0.0478186526091291,0.727279887591316,FALSE
"CAMK2N1",-0.081607549906714,0.0485951741567488,0.736290517526498,FALSE
"SRGAP1",-0.0814099124437465,0.0491428354125971,0.738162636966821,FALSE
"ANKH",-0.0813634420936119,0.0492723560175353,0.738162636966821,FALSE
"USP31",-0.0814282543566897,0.0490917921483905,0.738162636966821,FALSE
"NKAIN2",-0.081119200153738,0.0499578168114252,0.745639056886944,FALSE
"LINC01470",-0.0809812573953288,0.0503484713376693,0.747019966287175,FALSE
"PGBD5",-0.0808650165808556,0.0506796504477643,0.747019966287175,FALSE
"KIF19",0.0808238556842397,0.0507973577075279,0.747019966287175,FALSE
"GSTO2",0.0809222725095732,0.0505162964955024,0.747019966287175,FALSE
"RNF125",-0.0802700581748308,0.0524034362009009,0.767815915031515,FALSE
"CLCA4",-0.0801108419163671,0.0528729644886563,0.77186809472491,FALSE
"OLMALINC",-0.0799885663550186,0.0532359370005486,0.774340901826162,FALSE
"TERF2IP",0.0798182342977556,0.0537450316215991,0.778913501762306,FALSE
"FAM126A",0.0795656240693645,0.0545075212598394,0.778956389506226,FALSE
"ZNF462",-0.0797288077188518,0.0540139361172818,0.778956389506226,FALSE
"RHOU",0.0796221405596837,0.0543361504064299,0.778956389506226,FALSE
"MICU1",-0.0795592269135434,0.0545269472654359,0.778956389506226,FALSE
"ELL2",0.079372373692608,0.055096910420359,0.784297657229309,FALSE
"PLEKHH1",0.0792482937423208,0.0554781320587333,0.786837297600497,FALSE
"RPLP1",0.0791865213336824,0.0556687388052352,0.786837297600497,FALSE
"CX3CR1",-0.07903966231565,0.056124082509584,0.790480035346253,FALSE
"BACH2",-0.0787044555504508,0.0571750347883424,0.799650836200593,FALSE
"ATP8A2",-0.0787273719665761,0.0571026688427238,0.799650836200593,FALSE
"KCNQ3",-0.0785836376757934,0.0575578183237989,0.802199558519845,FALSE
"MAG",0.0783001165633356,0.0584644618840333,0.811106273097297,FALSE
"TTLL11",-0.078257293155227,0.0586024282312797,0.811106273097297,FALSE
"FAM171B",-0.0780753070418903,0.0591917616397636,0.816018315202446,FALSE
"RPS6",0.0780219951591323,0.059365332430978,0.816018315202446,FALSE
"LINC01792",0.0778855173986649,0.0598115968373238,0.816540571158004,FALSE
"SLC13A3",0.0779272184231929,0.05967494569514,0.816540571158004,FALSE
"HDAC9",-0.0778020197830533,0.060085992448886,0.817496495903211,FALSE
"SOX5",-0.0776199102143539,0.0606880753309662,0.819946718635486,FALSE
"SLC8A1",-0.0776843610575298,0.0604744216396332,0.819946718635486,FALSE
"RPL9",0.0775618606604688,0.0608810438586848,0.819946718635486,FALSE
"NTM",0.0773502740873411,0.0615887086381581,0.826694075679974,FALSE
"ULK4",-0.0772121127201926,0.0620544629774587,0.830160039832223,FALSE
"EVI2A",-0.0770637734320976,0.0625577685355154,0.834103580473539,FALSE
"CELF2",-0.0769112808016169,0.0630786804777654,0.838254890069972,FALSE
"CACNB4",-0.0768237288808403,0.0633793728833147,0.839461892494235,FALSE
"MACROD2",-0.07666530871486,0.0639264687811364,0.841137747120216,FALSE
"HIVEP3",-0.0766805405830519,0.0638736974059422,0.841137747120216,FALSE
"TMTC4",0.0762790219017306,0.0652768544586593,0.853292215145873,FALSE
"SLC6A15",0.0763361294587426,0.0650757477183017,0.853292215145873,FALSE
"XIST",-0.0759646541431973,0.0663931103394265,0.856235569191854,FALSE
"COMMD10",-0.0757878527549809,0.067027773719628,0.856235569191854,FALSE
"SGIP1",0.075819385867785,0.0669142148730447,0.856235569191854,FALSE
"WDPCP",-0.0761306511916943,0.0658017449707697,0.856235569191854,FALSE
"RPS27",0.0756769148773415,0.0674285510738585,0.856235569191854,FALSE
"RPS18",0.0757107703796313,0.0673060351883439,0.856235569191854,FALSE
"AHR",0.0759711065650629,0.0663700420497174,0.856235569191854,FALSE
"RAB11FIP4",-0.0758432788768262,0.0668282755232179,0.856235569191854,FALSE
"MVP",0.0758519919631404,0.0667969585606094,0.856235569191854,FALSE
"CREB5",0.0755420766766273,0.0679183241321393,0.859725621925814,FALSE
"FAM155A",-0.0753416950455708,0.0686515723176704,0.860834762604017,FALSE
"ADAMTS19",-0.0753708024264364,0.068544658729989,0.860834762604017,FALSE
"GALNT7",-0.0753889375475503,0.0684781162939616,0.860834762604017,FALSE
"CRPPA",-0.075231761642809,0.0690566028846667,0.863207536058333,FALSE
"CCDC146",0.0751512722997914,0.0693543950391906,0.864229221672157,FALSE
"EPHB2",-0.0750519998514387,0.0697231320514598,0.86612586399329,FALSE
"LRRC4C",-0.0747005206281239,0.071041622042896,0.877458441949014,FALSE
"RANBP17",-0.0746339857317504,0.0712934984083574,0.877458441949014,FALSE
"FAM114A1",0.0746501209531715,0.0712323493314526,0.877458441949014,FALSE
"RALGAPA2",-0.0744861145474303,0.0718559052577332,0.88166754917464,FALSE
"RGS7",-0.0743155380200472,0.0725091775648126,0.886962416694955,FALSE
"MAST4",-0.0742262413479916,0.0728530992110916,0.888452429403556,FALSE
"GREB1L",0.0740987817892808,0.0733463148849707,0.888863923193876,FALSE
"SLC2A3",0.0739654349134513,0.0738652320091685,0.888863923193876,FALSE
"AC096719.1",0.0739695165353898,0.0738493040343346,0.888863923193876,FALSE
"NAMPT",0.0741129808766189,0.0732912354730065,0.888863923193876,FALSE
"ITM2A",0.0739314604863753,0.0739979216058902,0.888863923193876,FALSE
"CEP128",-0.0738163267031221,0.0744490346255689,0.891605205096634,FALSE
"RPL17",0.0737245115111547,0.0748103898955031,0.893258386811977,FALSE
"MAL",0.0734894752738233,0.0757419482411586,0.896354417055132,FALSE
"AC093879.1",0.0735351463356059,0.0755601952428244,0.896354417055132,FALSE
"IFT80",-0.0735367820445139,0.075553692368393,0.896354417055132,FALSE
"SLC24A2",0.0733203404695157,0.0764181481142424,0.897985373432915,FALSE
"CNTN1",-0.0732308916351006,0.0767777494285142,0.897985373432915,FALSE
"KCNK10",0.0733746771697466,0.0762003756427982,0.897985373432915,FALSE
"AC098829.1",0.0732471710506591,0.0767122005960054,0.897985373432915,FALSE
"CHST11",-0.0729230715028973,0.0780257997017824,0.903741029284759,FALSE
"BCAS1",0.0727765925232325,0.078625469547774,0.903741029284759,FALSE
"GPC6",-0.0730002325280671,0.077711411012252,0.903741029284759,FALSE
"TMEM132B",-0.0727843090693717,0.078593785496667,0.903741029284759,FALSE
"THRB",-0.0728104742686585,0.0784864288195543,0.903741029284759,FALSE
"CYP7B1",-0.0728041875475646,0.0785122125451018,0.903741029284759,FALSE
"SOX6",-0.0726523327669874,0.0791371114522536,0.90701560403729,FALSE
"LRP2",-0.0725503262104446,0.0795591463769262,0.908623049365924,FALSE
"CLVS1",0.0725087529867851,0.0797316725818598,0.908623049365924,FALSE
"LINC01608",-0.0723950657285703,0.0802050207227956,0.908836817988831,FALSE
"TNS3",-0.0722864775802498,0.0806592675965088,0.908836817988831,FALSE
"SH3TC2",0.0723819281966698,0.080259866996041,0.908836817988831,FALSE
"SLC22A23",0.0723015075435045,0.080596269824882,0.908836817988831,FALSE
"AC246817.1",-0.0722319864572347,0.0808880013671363,0.908853947945352,FALSE
"IFT88",-0.072083212856647,0.081515181226156,0.913335363878499,FALSE
"SLC1A2",-0.0715762996933125,0.0836818425192015,0.915007288705508,FALSE
"TMEM132C",-0.071868688945116,0.0824264838416148,0.915007288705508,FALSE
"CPED1",-0.0717014235358037,0.0831427473191143,0.915007288705508,FALSE
"FGFR2",0.071396198977168,0.0844627707258443,0.915007288705508,FALSE
"ST3GAL6",-0.0712035551876301,0.0853046027400212,0.915007288705508,FALSE
