"gene","effect_size","pval","adj_pval","significant"
"DLC1",-0.0371059315963703,0.369878374159288,0.99993454411609,FALSE
"UST",-0.0457025963328218,0.269398830653891,0.99993454411609,FALSE
"AC004852.2",-0.0301771068836718,0.465843020726629,0.99993454411609,FALSE
"DYSF",-0.0458120776715579,0.268253390736591,0.99993454411609,FALSE
"PBX3",-0.0235765767143447,0.568846534340347,0.99993454411609,FALSE
"MERTK",-0.0494484681258151,0.232098475786259,0.99993454411609,FALSE
"PRKCB",-0.0389018821627215,0.347165182950244,0.99993454411609,FALSE
"MIR646HG",-0.0566551882134601,0.170959216915698,0.99993454411609,FALSE
"AL050309.1",-0.0151098005443214,0.715004558275982,0.99993454411609,FALSE
"FLRT2",-0.0479665735681186,0.24639126980872,0.99993454411609,FALSE
"CHSY3",-0.0408624252011973,0.323407107652483,0.99993454411609,FALSE
"C1orf21",-0.0303225771028565,0.463695793395686,0.99993454411609,FALSE
"UNC79",-0.0645564271372913,0.118743494820866,0.99993454411609,FALSE
"RFX4",-0.012493020550491,0.762723654450789,0.99993454411609,FALSE
"CSF1R",-0.0413177687753953,0.318044532416663,0.99993454411609,FALSE
"L3MBTL4",0.0269890628133702,0.51426109167323,0.99993454411609,FALSE
"CCSER1",-0.0252232236867925,0.542163966267941,0.99993454411609,FALSE
"LTBP1",0.0463966796276142,0.26219369875097,0.99993454411609,FALSE
"SCD",-0.0640394449206845,0.121724422320748,0.99993454411609,FALSE
"KALRN",0.0125252040777186,0.762130818262793,0.99993454411609,FALSE
"RAB31",-0.0289592396363024,0.484034467721522,0.99993454411609,FALSE
"RASSF8",-0.0524224933510491,0.205212169861604,0.99993454411609,FALSE
"SORCS3",-0.0247239631206997,0.550187753505124,0.99993454411609,FALSE
"AC077690.1",0.0543702597930059,0.18887628241069,0.99993454411609,FALSE
"SAT1",-0.0482761189144406,0.243355888578032,0.99993454411609,FALSE
"BACH1",-0.0216403058635305,0.601002642792706,0.99993454411609,FALSE
"TMEM117",-0.0424587824967595,0.304864198532003,0.99993454411609,FALSE
"LINC02328",0.016709812002734,0.686353187079698,0.99993454411609,FALSE
"CMSS1",-0.0205243811917263,0.619900202607794,0.99993454411609,FALSE
"AC078881.1",-0.00245645575039345,0.952663252617745,0.99993454411609,FALSE
"C5orf64",-0.0225773144846862,0.585338905328891,0.99993454411609,FALSE
"AL008633.1",-0.0199301990637357,0.630066823132176,0.99993454411609,FALSE
"MARCH1",0.0220387396261591,0.594318985753243,0.99993454411609,FALSE
"SMOC1",-0.014192522936457,0.731616342932486,0.99993454411609,FALSE
"TPD52L1",-0.0101852207917831,0.805577076294463,0.99993454411609,FALSE
"TMEM108",-1.12526138377893e-05,0.999783030899721,0.99993454411609,FALSE
"PDE3B",-0.043865123374891,0.289124716024342,0.99993454411609,FALSE
"UTRN",-0.0596149377799911,0.149682623107086,0.99993454411609,FALSE
"STARD13",-0.0424908138428031,0.304499498677477,0.99993454411609,FALSE
"C3",-0.0418269642786136,0.312117144719961,0.99993454411609,FALSE
"GNA14",-0.0148811538652039,0.719133067092953,0.99993454411609,FALSE
"TOX",-0.0487562654698946,0.238699764452552,0.99993454411609,FALSE
"COL11A1",-0.0282085789783296,0.495436280156884,0.99993454411609,FALSE
"PALD1",-0.0450286160743349,0.276524193726462,0.99993454411609,FALSE
"COLGALT2",-0.0124218507981752,0.764035129685938,0.99993454411609,FALSE
"SCN1A",-0.0305468675403753,0.460395961698228,0.99993454411609,FALSE
"EPHB1",-0.0424342949568822,0.305143202182704,0.99993454411609,FALSE
"SLC2A13",-0.0279819903414985,0.498905910818401,0.99993454411609,FALSE
"PRR5L",-0.041944641779466,0.310757720780297,0.99993454411609,FALSE
"KCNQ1OT1",-0.00593880620515407,0.885881828018641,0.99993454411609,FALSE
"RTN1",-0.0425301471222375,0.30405205744522,0.99993454411609,FALSE
"RORB",0.0387536958524722,0.349004979870913,0.99993454411609,FALSE
"TAFA2",-0.031396584672291,0.448014538181622,0.99993454411609,FALSE
"SPANXA2-OT1",0.0202345073780696,0.624851108474078,0.99993454411609,FALSE
"ZNF98",-0.0200485012054697,0.628036964221512,0.99993454411609,FALSE
"SEZ6L",-0.0437372651004779,0.290532633796304,0.99993454411609,FALSE
"AC104123.1",0.020606556555895,0.618499802814126,0.99993454411609,FALSE
"UBA6-AS1",-0.0363697143493904,0.379450184782154,0.99993454411609,FALSE
"CPB2-AS1",0.00242329215545969,0.953301591286864,0.99993454411609,FALSE
"SORCS1",-0.0235997493032756,0.568466729759186,0.99993454411609,FALSE
"EFEMP1",-0.0240491488754089,0.561125037158047,0.99993454411609,FALSE
"AF165147.1",0.0332968662845065,0.42102086409692,0.99993454411609,FALSE
"PTCHD1-AS",-0.0102595821191241,0.804186355541673,0.99993454411609,FALSE
"MIR181A1HG",-0.00404794623730433,0.922073170026703,0.99993454411609,FALSE
"MEF2C-AS1",-0.061232449056134,0.138942070694815,0.99993454411609,FALSE
"CACHD1",-0.0255419697527365,0.537071992471664,0.99993454411609,FALSE
"SYK",-0.0354982485031514,0.39097531117012,0.99993454411609,FALSE
"FAM189A2",-0.0141311225066898,0.732732904377831,0.99993454411609,FALSE
"LPGAT1",0.0357226357868833,0.387987653778938,0.99993454411609,FALSE
"SFXN5",-0.0224272488739706,0.587834726595115,0.99993454411609,FALSE
"CDK14",-0.0237947360829386,0.565275658835025,0.99993454411609,FALSE
"LINC01374",-0.0573571648338256,0.165718777999579,0.99993454411609,FALSE
"RNASET2",-0.0232817658078497,0.573689111393087,0.99993454411609,FALSE
"MYT1L",-0.00861763339345601,0.835030991439478,0.99993454411609,FALSE
"NINJ2",-0.0472396654043844,0.253623308834177,0.99993454411609,FALSE
"AL034405.1",-0.0514349213923124,0.213876937011215,0.99993454411609,FALSE
"LRRK1",-0.0472633880273974,0.253384982873659,0.99993454411609,FALSE
"PDGFRA",-0.0499975130904656,0.226955376995686,0.99993454411609,FALSE
"LPAR6",-0.043613163175815,0.291903592838766,0.99993454411609,FALSE
"SPON1",-0.0470604882887979,0.255428427575698,0.99993454411609,FALSE
"KCNH1",-0.00606188019260038,0.883533575432668,0.99993454411609,FALSE
"DPH6",-0.0195297139188955,0.636959136339408,0.99993454411609,FALSE
"AC026341.1",-0.0321888357319853,0.436642843673132,0.99993454411609,FALSE
"JAZF1",0.0250589314711271,0.544797908393744,0.99993454411609,FALSE
"LINC00499",-0.0223533551867355,0.589065497612677,0.99993454411609,FALSE
"AQP4",-0.0141462536844346,0.732457692603829,0.99993454411609,FALSE
"DDAH1",-0.0378577568660087,0.36025998293498,0.99993454411609,FALSE
"NCAM2",0.00835680389604807,0.839955532938625,0.99993454411609,FALSE
"ITGA2",4.5680197313439e-05,0.999119210028559,0.99993454411609,FALSE
"MAPK4",-0.0214697827366055,0.603873474799254,0.99993454411609,FALSE
"CACNA1C",-0.0169768173854692,0.681614179329276,0.99993454411609,FALSE
"TANC2",-0.0559750787368119,0.176153839874136,0.99993454411609,FALSE
"FLI1",-0.0326101925772755,0.430663207287559,0.99993454411609,FALSE
"MEG8",0.00239665632130156,0.953814304189958,0.99993454411609,FALSE
"CRB1",-0.0491979844869799,0.234472123994332,0.99993454411609,FALSE
"RIMS1",-0.055954980895024,0.176309116269,0.99993454411609,FALSE
"IQCA1",-0.0453006302292691,0.273633128619875,0.99993454411609,FALSE
"LYN",-0.0206284943150113,0.61812618218527,0.99993454411609,FALSE
"BNC2",-0.0484699138346476,0.241468977103898,0.99993454411609,FALSE
"ADGRL3",-0.0172304597942304,0.677123948520059,0.99993454411609,FALSE
"IKZF1",-0.0272382354443614,0.510384786119939,0.99993454411609,FALSE
"ATP13A4",-0.0493772448628096,0.232771663747366,0.99993454411609,FALSE
"DENND3",0.00874436937785055,0.832640497363348,0.99993454411609,FALSE
"GMDS",-0.0194278012942599,0.638718099755932,0.99993454411609,FALSE
"SUMF1",-0.0237144756500014,0.566588124133691,0.99993454411609,FALSE
"TGFBR2",-0.0317248894420058,0.443281876409794,0.99993454411609,FALSE
"LPCAT2",-0.0355586757982938,0.390169366174753,0.99993454411609,FALSE
"ZFP36L1",-0.0432871448312577,0.295525811805908,0.99993454411609,FALSE
"SYT1",-0.0141534645685634,0.732326550326497,0.99993454411609,FALSE
"SUPT3H",-0.019072277042911,0.644870157405474,0.99993454411609,FALSE
"PXK",0.0515087994393572,0.213219751357974,0.99993454411609,FALSE
"RUNX1T1",0.0608523632554035,0.141410957209207,0.99993454411609,FALSE
"STON2",-0.027525971940047,0.505927635882462,0.99993454411609,FALSE
"AC068587.4",-0.0618511656852841,0.134994307798283,0.99993454411609,FALSE
"RNF150",-0.051017297731801,0.217619414781338,0.99993454411609,FALSE
"CDH8",-0.0634041723604663,0.125467173237042,0.99993454411609,FALSE
"DOCK10",-0.042807007706572,0.300914950707192,0.99993454411609,FALSE
"IGSF21",-0.0441266040149877,0.286259742217846,0.99993454411609,FALSE
"ELP4",-0.0589649519682311,0.154172849829313,0.99993454411609,FALSE
"PTPRN2",-0.0224907629284799,0.586777789793397,0.99993454411609,FALSE
"AC002460.2",-0.000927894385778538,0.982110152779448,0.99993454411609,FALSE
"EHBP1",-0.0288720288507031,0.485351767675055,0.99993454411609,FALSE
"MTHFD1L",-0.0106770221913807,0.796390925747976,0.99993454411609,FALSE
"PHYHIPL",-0.0080006868458449,0.846689224360845,0.99993454411609,FALSE
"GABRA2",-0.00566028274368887,0.891199727760664,0.99993454411609,FALSE
"MGAT4A",-0.00370468194290481,0.928662881655959,0.99993454411609,FALSE
"PPM1L",-0.0605508532811329,0.14339331459642,0.99993454411609,FALSE
"GLI3",-0.0114893452639558,0.781280054929382,0.99993454411609,FALSE
"GRIA3",0.0266959913646682,0.51883983325321,0.99993454411609,FALSE
"NTNG1",-0.0350913876116182,0.396428068315923,0.99993454411609,FALSE
"SNCA",-0.0399482313165309,0.334350424459561,0.99993454411609,FALSE
"CADPS",-0.0102764118364168,0.803871688543278,0.99993454411609,FALSE
"FNDC3B",0.0191299792377664,0.643869999125426,0.99993454411609,FALSE
"BLNK",-0.0526444837581924,0.203300093975614,0.99993454411609,FALSE
"SLC24A3",-0.0504195946457635,0.223057218856233,0.99993454411609,FALSE
"ADAMTSL3",-0.0205853166510439,0.618861632322839,0.99993454411609,FALSE
"GREM1",-0.0021163631562459,0.959210782650731,0.99993454411609,FALSE
"KIAA1324L",0.00850441270000497,0.837167850635967,0.99993454411609,FALSE
"ENOX1",-0.0173525741299725,0.674966231915181,0.99993454411609,FALSE
"ASTN1",-0.0593221282135646,0.151692902240965,0.99993454411609,FALSE
"AQP4-AS1",-0.0380642180961407,0.357646371564098,0.99993454411609,FALSE
"GNAI1",0.047693924447278,0.249086742980633,0.99993454411609,FALSE
"SP100",-0.0188106352208861,0.649413268176454,0.99993454411609,FALSE
"LINC01572",0.000657302265422106,0.987326652460661,0.99993454411609,FALSE
"SLC12A2",-0.031055046662097,0.452968286706596,0.99993454411609,FALSE
"SAMSN1",-0.0347888636155993,0.400512102537815,0.99993454411609,FALSE
"GPR137C",0.0307610253130598,0.457257501628418,0.99993454411609,FALSE
"ADK",-0.00669440310599795,0.871481612693187,0.99993454411609,FALSE
"RYBP",0.0161928845943994,0.69556298645542,0.99993454411609,FALSE
"KCNQ5",-0.00335354135384997,0.93540885796175,0.99993454411609,FALSE
"LINC02712",-0.0648194229755634,0.117249178045704,0.99993454411609,FALSE
"NOL4",-0.0286775818488911,0.488295822220417,0.99993454411609,FALSE
"EPS8",-0.0101912921578041,0.805463505241868,0.99993454411609,FALSE
"GTDC1",0.0192816285243644,0.641244522745807,0.99993454411609,FALSE
"GUCY1A2",-0.0252044272176888,0.542464990288597,0.99993454411609,FALSE
"DOCK7",-0.0142413074125424,0.730729606384252,0.99993454411609,FALSE
"MMD2",-0.0583560997744426,0.158471084669197,0.99993454411609,FALSE
"LIMS1",-0.0196633156717119,0.63465633008756,0.99993454411609,FALSE
"MIR3681HG",-0.0134439888613322,0.745266467709579,0.99993454411609,FALSE
"MCTP1",-0.0243739223005973,0.555848041298601,0.99993454411609,FALSE
"LINC00461",0.0334046908563138,0.419518374326919,0.99993454411609,FALSE
"KCTD16",-0.0277503181858658,0.502466689618661,0.99993454411609,FALSE
"TTN-AS1",-0.0526150286920421,0.203553051018743,0.99993454411609,FALSE
"CDHR3",-0.00504835211509231,0.902900303117729,0.99993454411609,FALSE
"PCNX2",-0.0453264678395355,0.273359595563496,0.99993454411609,FALSE
"TRHDE",-0.0458758762478326,0.267587448202722,0.99993454411609,FALSE
"SPIDR",-0.03885488482902,0.347748005682944,0.99993454411609,FALSE
"SKAP2",-0.0053293052764118,0.897525491103168,0.99993454411609,FALSE
"SEMA3C",-0.0385005267660065,0.352162481109583,0.99993454411609,FALSE
"SH3TC2-DT",0.0220999943560764,0.593294469118619,0.99993454411609,FALSE
"SGO1-AS1",-0.0436128553846972,0.29190699841487,0.99993454411609,FALSE
"DLG2",-0.0162237795016543,0.69501126945433,0.99993454411609,FALSE
"STXBP6",-0.0121993762220772,0.768139114586272,0.99993454411609,FALSE
"RAPGEF4",-0.0341859377693443,0.408726552270324,0.99993454411609,FALSE
"LRRC63",0.0259624905910354,0.530391146396607,0.99993454411609,FALSE
"MTERF1",0.0507687980732986,0.219868533797592,0.99993454411609,FALSE
"TSBP1-AS1",0.0374714820185049,0.365181975895633,0.99993454411609,FALSE
"FMNL3",0.0191266687454359,0.643927362827334,0.99993454411609,FALSE
"LINC01322",-0.0115014359584792,0.781055750333603,0.99993454411609,FALSE
"SORBS2",-0.0253346401401696,0.540381352559917,0.99993454411609,FALSE
"FOXO1",-0.00351998252161179,0.932210646957101,0.99993454411609,FALSE
"LMO3",-0.0430885986588625,0.297746439488599,0.99993454411609,FALSE
"SRCIN1",0.00267465383948695,0.948464113830783,0.99993454411609,FALSE
"CDH10",-0.056985057160108,0.168481404580224,0.99993454411609,FALSE
"FAM13C",0.0285064036726505,0.490895520661608,0.99993454411609,FALSE
"CACNA1D",-0.0477165630489185,0.24886215076391,0.99993454411609,FALSE
"EYA4",0.0112907088429843,0.784967717736865,0.99993454411609,FALSE
"PDGFD",0.0402029287460504,0.331277859983278,0.99993454411609,FALSE
"ARHGEF4",-0.0402487871454625,0.330726589094319,0.99993454411609,FALSE
"RBM47",0.000430375660859855,0.991701791334954,0.99993454411609,FALSE
"ZFPM2-AS1",-0.0173460728430291,0.675081040213066,0.99993454411609,FALSE
"FBXW7",-0.0237935277554414,0.5652954072708,0.99993454411609,FALSE
"DNAH7",-0.0304804605674122,0.461371590910105,0.99993454411609,FALSE
"PACS1",-0.0325703411610667,0.431226711420644,0.99993454411609,FALSE
"FAR2",0.0456293882550973,0.270166634389073,0.99993454411609,FALSE
"INPP4B",0.0113567221539457,0.783741647969703,0.99993454411609,FALSE
"SCLT1",-0.0270086480415076,0.513955856621106,0.99993454411609,FALSE
"HS2ST1",-0.0120001741459059,0.771819319329021,0.99993454411609,FALSE
"AC063944.1",0.0264734699938204,0.522330361887739,0.99993454411609,FALSE
"FA2H",-0.00297541932540634,0.942678366646452,0.99993454411609,FALSE
"XACT",-0.0386981311334718,0.349696433204706,0.99993454411609,FALSE
"TRIM9",-0.000775034750417401,0.985056915129743,0.99993454411609,FALSE
"NCALD",-0.0547237530188627,0.186017304840608,0.99993454411609,FALSE
"CDH13",-0.0571964390381476,0.166907838966926,0.99993454411609,FALSE
"AC064829.1",-0.00490764002526611,0.905593903761223,0.99993454411609,FALSE
"CCDC91",0.0156582327335929,0.705136035577302,0.99993454411609,FALSE
"ETNPPL",-0.0215283319183817,0.602887079037261,0.99993454411609,FALSE
"CLU",-0.0458825289813373,0.267518071101325,0.99993454411609,FALSE
"SORCS2",-9.04873240015841e-05,0.998255255343007,0.99993454411609,FALSE
"RGS20",-0.0192640028018506,0.641549444121939,0.99993454411609,FALSE
"SIPA1L2",9.38346103738427e-05,0.998190714256769,0.99993454411609,FALSE
"LY86",-0.042064635499961,0.309375568869519,0.99993454411609,FALSE
"MGST1",-0.0135221412180412,0.743837465792105,0.99993454411609,FALSE
"MPPED2",-0.0434234011679052,0.294008294233077,0.99993454411609,FALSE
"BX284613.2",-0.0242166815530175,0.558399900207113,0.99993454411609,FALSE
"TSPAN7",-0.0232359566716637,0.574443324454761,0.99993454411609,FALSE
"PRICKLE2",-0.021036249901265,0.61119977721814,0.99993454411609,FALSE
"AC113414.1",-0.00168644196612685,0.967491594366297,0.99993454411609,FALSE
"CNTN2",0.0276262451705201,0.504379191310749,0.99993454411609,FALSE
"SH3RF1",0.0342843155543538,0.407379416717027,0.99993454411609,FALSE
"PAM",-0.0078375322462206,0.849778031597879,0.99993454411609,FALSE
"SLC4A7",-0.0395826338535585,0.33879284584933,0.99993454411609,FALSE
"NRIP1",-0.0568820006209922,0.169252602200159,0.99993454411609,FALSE
"TNIK",-0.0426241901476408,0.302984028893724,0.99993454411609,FALSE
"OSBPL6",-0.041828822675457,0.312095645896246,0.99993454411609,FALSE
"CMIP",-0.034392336464756,0.405903286521281,0.99993454411609,FALSE
"FARP1",-0.0369041511884984,0.37248674495533,0.99993454411609,FALSE
"RANBP3L",-0.0231408629674005,0.576010467458767,0.99993454411609,FALSE
"STPG2",-0.0506446108401131,0.220998756995417,0.99993454411609,FALSE
"TMEM163",0.00229679461047916,0.955736709696551,0.99993454411609,FALSE
"LPP",0.0123625219471886,0.76512892537896,0.99993454411609,FALSE
"RNLS",-0.0121847103798901,0.768409885041916,0.99993454411609,FALSE
"ZCCHC7",-0.0281369837009918,0.496531186019153,0.99993454411609,FALSE
"SLC39A11",-0.0539860850582148,0.19202000330692,0.99993454411609,FALSE
"VLDLR-AS1",-0.0138218773608853,0.738365058558185,0.99993454411609,FALSE
"KCNN3",-0.0073701865195447,0.858638330531921,0.99993454411609,FALSE
"RUNX2",0.0331437966316216,0.423159240126967,0.99993454411609,FALSE
"ZNRF3",-0.0181868728941069,0.660296665610865,0.99993454411609,FALSE
"EIF1B-AS1",-0.0221092774354147,0.593139275483983,0.99993454411609,FALSE
"HECW1",-0.0216020512416963,0.601646139772141,0.99993454411609,FALSE
"KANK1",0.0107640995026576,0.79476734174634,0.99993454411609,FALSE
"RHBDF2",-0.0208417404231611,0.614499556910313,0.99993454411609,FALSE
"IL1RAP",0.00439270413226206,0.915460166198516,0.99993454411609,FALSE
"FSTL5",-0.0467083708268414,0.259001804703404,0.99993454411609,FALSE
"ACSBG1",-0.0512004524092306,0.215972342152106,0.99993454411609,FALSE
"LRCH1",-0.0407011038068458,0.32532104363581,0.99993454411609,FALSE
"MYO1E",-0.0112503219235805,0.785718090139676,0.99993454411609,FALSE
"LINC01278",-0.0329714313252146,0.425574770114505,0.99993454411609,FALSE
"LINC01748",-0.0339405372332978,0.412098480658736,0.99993454411609,FALSE
"CAMK2D",-0.00327620437014157,0.936895266452578,0.99993454411609,FALSE
"CHRM5",-0.0656884397640456,0.112416298692307,0.99993454411609,FALSE
"TAFA1",-0.0367472367900461,0.374523000757434,0.99993454411609,FALSE
"PDZRN3",-0.0284318759733972,0.492029699129422,0.99993454411609,FALSE
"EPB41",-0.0182902835549883,0.658487301556838,0.99993454411609,FALSE
"NCK2",-0.0317093709783798,0.443504936824565,0.99993454411609,FALSE
"OSBP2",-0.00611528955709871,0.882514841438741,0.99993454411609,FALSE
"POT1-AS1",-0.0654111896631571,0.113940810770617,0.99993454411609,FALSE
"KHDRBS2",-0.0557838093148555,0.177635729188398,0.99993454411609,FALSE
"PRKCE",-0.0450238811227744,0.276574702217985,0.99993454411609,FALSE
"ARHGAP25",-0.0225629231726952,0.585578041413728,0.99993454411609,FALSE
"DCLK1",-0.0268992716805575,0.515661688950607,0.99993454411609,FALSE
"CDH4",0.0360417519784474,0.383762743286514,0.99993454411609,FALSE
"AGPAT4",0.0610478775544453,0.140136796042605,0.99993454411609,FALSE
"ZSWIM5",-0.0166101057747317,0.688126025859917,0.99993454411609,FALSE
"KIAA0825",-0.0496591985571283,0.230114791206963,0.99993454411609,FALSE
"MGAT5",0.0389324474527287,0.346786470843064,0.99993454411609,FALSE
"LINC02232",-0.0346982373670007,0.401740449033265,0.99993454411609,FALSE
"KCTD1",-0.0122507743196417,0.767190392504398,0.99993454411609,FALSE
"PPP1R16B",0.0227168686700123,0.583022331859315,0.99993454411609,FALSE
"PARP8",0.0321312996168956,0.437463056039403,0.99993454411609,FALSE
"THSD7A",-0.0648443642307845,0.117108234106348,0.99993454411609,FALSE
"PCSK5",-0.012065933023752,0.770603869471944,0.99993454411609,FALSE
"AC119674.1",-0.0305054024835867,0.461005017178797,0.99993454411609,FALSE
"FAM184A",0.0098736744017981,0.811410320492346,0.99993454411609,FALSE
"CDH2",-0.0653252990365796,0.114416384947936,0.99993454411609,FALSE
"CLDND1",0.0233731923014849,0.572185247302205,0.99993454411609,FALSE
"SPRED1",-0.0382840629655399,0.354876492186505,0.99993454411609,FALSE
"ADAM12",0.061225185333675,0.138988939784848,0.99993454411609,FALSE
"NPL",-0.0442406012064467,0.285016728725505,0.99993454411609,FALSE
"PCA3",0.0637368075849157,0.123496396451162,0.99993454411609,FALSE
"GALNT18",-0.0182488332972275,0.659212312442693,0.99993454411609,FALSE
"SCMH1",0.0265187791491506,0.521618653349513,0.99993454411609,FALSE
"AC008050.1",-0.0196267522169752,0.635286200423684,0.99993454411609,FALSE
"CRYAB",0.0584322629219154,0.157928493299239,0.99993454411609,FALSE
"SRGAP3",-0.024131745407955,0.559780692971929,0.99993454411609,FALSE
"TBL1X",-0.0231911940433266,0.575180760582081,0.99993454411609,FALSE
"TMEM232",-0.058841450264656,0.155037478193738,0.99993454411609,FALSE
"NR2F1-AS1",-0.0368298491810325,0.373450094983536,0.99993454411609,FALSE
"EML4",-0.0288678025133996,0.485415654851902,0.99993454411609,FALSE
"PALLD",-0.0328252434421089,0.427629743418843,0.99993454411609,FALSE
"CCDC200",-0.0090900789670781,0.826127649407903,0.99993454411609,FALSE
"ABHD2",0.00891714993111798,0.829384006377991,0.99993454411609,FALSE
"NR6A1",-0.000242938597166034,0.995315766854822,0.99993454411609,FALSE
"A2M",-0.0576927213588385,0.163256865774987,0.99993454411609,FALSE
"GRIK4",0.0543628563113865,0.188936504659435,0.99993454411609,FALSE
"REV3L",-0.0336711843638229,0.415818451614601,0.99993454411609,FALSE
"AL160272.1",0.0652386847797968,0.114897546503369,0.99993454411609,FALSE
"RPS6KA3",-0.00111265590545,0.978548729147672,0.99993454411609,FALSE
"RIN3",-0.0179994851801912,0.663580425931221,0.99993454411609,FALSE
"ASPH",0.0184527320082024,0.6556489972933,0.99993454411609,FALSE
"WDFY4",-0.0260535695698056,0.528949747607713,0.99993454411609,FALSE
"MYO1F",-0.0287301306294828,0.487499251048842,0.99993454411609,FALSE
"KIAA1217",-0.038151099698762,0.356550106636476,0.99993454411609,FALSE
"AFF3",-0.0511814751893421,0.216142582387114,0.99993454411609,FALSE
"ASTN2",0.000395700958571551,0.992370343919603,0.99993454411609,FALSE
"CSF2RA",-0.0452936455832469,0.273707104552433,0.99993454411609,FALSE
"AC091826.2",-0.0102857991266915,0.803696187191183,0.99993454411609,FALSE
"GRIN2B",-0.0190151760748348,0.64586052754979,0.99993454411609,FALSE
"LINC02073",0.0113745233609814,0.783411116679485,0.99993454411609,FALSE
"IFI16",0.0292121549897939,0.480225226245148,0.99993454411609,FALSE
"LANCL1",-0.061670811291376,0.136136013897856,0.99993454411609,FALSE
"SH3D19",0.00245877372075668,0.952618637049972,0.99993454411609,FALSE
"DHFR",-0.0645934603703436,0.118532176865352,0.99993454411609,FALSE
"AC093865.1",-0.00767040065414274,0.852944522542501,0.99993454411609,FALSE
"PTPRK",-0.00208585651658694,0.959798243602901,0.99993454411609,FALSE
"AGMO",-0.0381617402395845,0.356415990871892,0.99993454411609,FALSE
"APOE",-0.00485183774176858,0.906662409278399,0.99993454411609,FALSE
"AL133346.1",-0.0101301877846842,0.806606711249795,0.99993454411609,FALSE
"CPM",0.00385828727670029,0.925713458052035,0.99993454411609,FALSE
"STOX2",-0.0196629991179427,0.634661782153382,0.99993454411609,FALSE
"ITPKB",-0.0595686843068067,0.149998816807718,0.99993454411609,FALSE
"HLCS",-0.0154087050338209,0.709620020896667,0.99993454411609,FALSE
"LINC01098",0.00358413126723125,0.930978301147935,0.99993454411609,FALSE
"OTUD7A",0.0184044132381193,0.656492707180685,0.99993454411609,FALSE
"DISP1",-0.0316646709473587,0.444147807612448,0.99993454411609,FALSE
"AC008945.2",0.00178268285491323,0.965637540007591,0.99993454411609,FALSE
"USP53",-0.0549169605438415,0.184468267570723,0.99993454411609,FALSE
"PACRG-AS3",-0.00457338939564907,0.911996642022795,0.99993454411609,FALSE
"PTN",-0.0543083404026467,0.189380390220266,0.99993454411609,FALSE
"AC073529.1",-0.00895983882194072,0.828579874262469,0.99993454411609,FALSE
"STK33",-0.0455002362557255,0.271524831966999,0.99993454411609,FALSE
"TMEM98",0.0502893053543025,0.224255366760745,0.99993454411609,FALSE
"PRRX1",-0.0348202979529213,0.400086569819783,0.99993454411609,FALSE
"BRINP1",-0.0434462342957571,0.293754508658131,0.99993454411609,FALSE
"TRIM59",-0.0490003173197593,0.236357370532782,0.99993454411609,FALSE
"ASIC2",-0.00853120675151583,0.836662046707426,0.99993454411609,FALSE
"AP002370.2",0.0065561328509349,0.874113738851539,0.99993454411609,FALSE
"PDLIM5",-0.00888848228307006,0.829924120251734,0.99993454411609,FALSE
"SLC44A5",-0.0171881087853717,0.677872896074093,0.99993454411609,FALSE
"AC007262.2",-0.0545715865928939,0.187244048398457,0.99993454411609,FALSE
"CNTN4",-0.0360975690940616,0.383026661964632,0.99993454411609,FALSE
"CD22",0.0268329279759483,0.516697814270894,0.99993454411609,FALSE
"ANO3",-0.0159325138360406,0.700219030330312,0.99993454411609,FALSE
"EGFR",-0.028962423512314,0.483986412681757,0.99993454411609,FALSE
"ATP10B",-0.0129337282492933,0.754617842664831,0.99993454411609,FALSE
"KIAA1328",-0.0154982759629561,0.708009274127148,0.99993454411609,FALSE
"DUBR",0.0295439469837952,0.475252878643811,0.99993454411609,FALSE
"TBC1D1",-0.0292119441905452,0.4802283943431,0.99993454411609,FALSE
"CSRNP3",0.0117235221128376,0.776938902494236,0.99993454411609,FALSE
"TEAD1",-0.00247711491735699,0.952265616688144,0.99993454411609,FALSE
"ARHGAP31",-0.0563696531903094,0.173125964836669,0.99993454411609,FALSE
"LRRC8C",-0.0182358894803363,0.659438779789862,0.99993454411609,FALSE
"AC109927.1",0.038833399420079,0.348014657396962,0.99993454411609,FALSE
"CAMK4",-0.0300334200859628,0.467969334614295,0.99993454411609,FALSE
"EFNA5",-0.0208485307996356,0.614384228669693,0.99993454411609,FALSE
"ELF1",-0.0128236832962299,0.756639377286519,0.99993454411609,FALSE
"SMAP2",-0.0367408355781265,0.374606214227205,0.99993454411609,FALSE
"UBE3D",-0.0541239010813468,0.190887851658393,0.99993454411609,FALSE
"LRFN5",-0.0328964780389268,0.426627672721045,0.99993454411609,FALSE
"RCSD1",-0.0382248694083593,0.355620950708242,0.99993454411609,FALSE
"PAG1",0.00158261607235631,0.969491968540347,0.99993454411609,FALSE
"RAPGEF1",-0.0662078079748883,0.109603778620506,0.99993454411609,FALSE
"ZRANB2-AS2",-0.041589367576875,0.314873816012039,0.99993454411609,FALSE
"LARGE1",-0.0277555106280806,0.502386735315514,0.99993454411609,FALSE
"USP6NL",-0.0485591053739553,0.240604020709387,0.99993454411609,FALSE
"LGR4",-0.0646187552816192,0.118388009355413,0.99993454411609,FALSE
"ALOX5",-0.0090843181671521,0.826236080897923,0.99993454411609,FALSE
"HSPA1A",-0.0542728914104873,0.189669439095345,0.99993454411609,FALSE
"AC120193.1",-0.0280342574658933,0.498104428176973,0.99993454411609,FALSE
