"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","significant"
2.57570783480177e-10,0.676053789236487,0.269,0.225,6.30378735489385e-06,"10","Gpd2",TRUE
3.19552378729028e-10,0.617655756617218,0.257,0.205,7.82072491701422e-06,"10","Rasgrp3",TRUE
1.48050370130918e-09,0.881049447628632,0.28,0.243,3.62338475858409e-05,"10","Snrk",TRUE
3.77583897494817e-09,0.509050143951052,0.374,0.344,9.24098830728814e-05,"10","Arl2bp",TRUE
3.92225098239997e-09,0.7805847104414,0.264,0.229,9.5993170543257e-05,"10","Cpd",TRUE
4.54183836480316e-09,0.539263895283992,0.404,0.396,0.000111156952140193,"10","Map4",TRUE
4.80445657804712e-09,0.620138675860571,0.302,0.261,0.000117584270291125,"10","Sorbs1",TRUE
5.74998487958973e-09,0.728118556816693,0.254,0.213,0.000140725129943079,"10","Slc38a3",TRUE
1.41323023895286e-08,0.69887707469039,0.286,0.253,0.000345873968681322,"10","Arid5b",TRUE
1.69499218999217e-08,0.251400568369069,0.646,0.67,0.000414832388578685,"10","Ptms",TRUE
1.96776973721093e-08,0.303188280158649,0.372,0.316,0.000481591965485004,"10","Arpc1b",TRUE
2.79507116172314e-08,0.498328618859791,0.313,0.28,0.000684065716120121,"10","Plcb1",TRUE
2.80049022425153e-08,0.528295758636122,0.419,0.41,0.000685391977483319,"10","Arhgef12",TRUE
9.19033880175521e-08,0.501921983290005,0.351,0.328,0.00224924351834157,"10","Sh3bgrl",TRUE
9.59371670582361e-08,0.442046981141952,0.467,0.483,0.00234796622658327,"10","Anp32a",TRUE
1.65102615463277e-07,0.27533489878665,0.53,0.556,0.00404072141084824,"10","Pomp",TRUE
4.52455958621884e-07,0.643924458551763,0.311,0.283,0.011073407131312,"10","Mast4",TRUE
7.08177816381754e-07,0.716663947434182,0.297,0.276,0.017331943878127,"10","Ccser2",TRUE
1.54238675441059e-06,0.270168105514449,0.191,0.251,0.0377483734274448,"10","Ppp6r3",TRUE
2.25509091578269e-06,0.254374351675027,0.202,0.265,0.0551910950728655,"10","Zscan26",FALSE
3.28364973005064e-06,0.498126316833173,0.266,0.234,0.0803640434932593,"10","Sept11",FALSE
3.46615265948826e-06,0.773783131485683,0.286,0.267,0.0848306201883156,"10","Fut8",FALSE
3.65461664061576e-06,0.442152216145821,0.481,0.5,0.0894430876624301,"10","Rdx",FALSE
4.36230519437191e-06,0.765158394058474,0.304,0.285,0.106763057327058,"10","Jam2",FALSE
4.68067428695114e-06,0.58906717209089,0.374,0.377,0.114554822498842,"10","Sri",FALSE
1.20049201863173e-05,0.449432721869326,0.326,0.302,0.293808416639929,"10","Limch1",FALSE
1.52394359531207e-05,0.346549809937045,0.416,0.401,0.372969955516677,"10","Mcl1",FALSE
1.86635998597607e-05,0.255652296943276,0.218,0.279,0.456772942967784,"10","Sap30l",FALSE
3.75723945841697e-05,0.255617786059183,0.208,0.263,0.91954678505297,"10","Ubn1",FALSE
3.95236199638187e-05,0.286776877664201,0.532,0.556,0.967301074994499,"10","Atrx",FALSE
4.01311328973735e-05,0.520697027342165,0.328,0.314,0.98216934653032,"10","Klf13",FALSE
6.37781135954643e-05,0.297085853874482,0.205,0.259,1,"10","Mbd2",FALSE
8.03034722190718e-05,0.303901522455023,0.223,0.279,1,"10","BC005624",FALSE
9.05847307660355e-05,0.271038166650478,0.251,0.314,1,"10","Polr2e",FALSE
0.000107777188411277,0.260053617194375,0.213,0.268,1,"10","Cep350",FALSE
0.000115196758506557,0.830503975785327,0.267,0.253,1,"10","Cnot6l",FALSE
0.000120830599198388,0.289728620088983,0.213,0.271,1,"10","Rasa1",FALSE
0.000121424634230045,0.276360999678439,0.223,0.28,1,"10","Pdcd6ip",FALSE
0.000128682664732789,0.682623630265878,0.319,0.315,1,"10","Sypl",FALSE
0.000151281770123138,0.452694859580709,0.422,0.437,1,"10","Itgb1",FALSE
0.000175281719889297,0.627959810562377,0.36,0.366,1,"10","Mier1",FALSE
0.000179123712629165,0.319657113824578,0.214,0.27,1,"10","Acbd3",FALSE
0.000189219371436832,0.345447124676361,0.21,0.263,1,"10","Ddx46",FALSE
0.00020700775661651,0.270894553733029,0.206,0.256,1,"10","Snapc5",FALSE
0.000237092621315512,0.265689316994627,0.311,0.275,1,"10","Ucp2",FALSE
0.000245879229550013,0.659855194293065,0.281,0.269,1,"10","Agfg1",FALSE
0.000246103252796722,0.522995739201579,0.286,0.268,1,"10","Plk2",FALSE
0.000456606907576209,0.26307744477358,0.24,0.296,1,"10","Baz2b",FALSE
0.000460764618874932,0.342370672665549,0.278,0.26,1,"10","Chd3",FALSE
0.000467067455434813,0.258508522632883,0.209,0.258,1,"10","Lrp6",FALSE
0.000585736843615625,0.331785508406183,0.242,0.298,1,"10","Msl1",FALSE
0.000687782920825491,0.488837695180543,0.344,0.346,1,"10","Spop",FALSE
0.000775928203723835,0.339563327248878,0.212,0.262,1,"10","Smad4",FALSE
0.00118581274521805,0.457545207162681,0.376,0.394,1,"10","Ralbp1",FALSE
0.00120371677565565,0.526161499833791,0.325,0.319,1,"10","Klf6",FALSE
0.00127318095726653,0.299162884777633,0.489,0.532,1,"10","Snx3",FALSE
0.00142057954257091,0.383814244519853,0.338,0.33,1,"10","Osbpl1a",FALSE
0.00166939367051209,0.431050853098028,0.255,0.239,1,"10","Utp14b",FALSE
0.00174387658243041,0.326724470842033,0.507,0.538,1,"10","Sh3glb1",FALSE
0.00190229665975648,0.255834192213914,0.21,0.254,1,"10","Sar1a",FALSE
0.00222185143400683,0.282512549783177,0.479,0.514,1,"10","Cbx3",FALSE
0.00231378499342451,0.306830921448405,0.204,0.252,1,"10","Paip1",FALSE
0.00249939177905393,0.354696703122715,0.387,0.391,1,"10","Aldh2",FALSE
0.00273270009864306,0.270092099059893,0.227,0.277,1,"10","Zbtb38",FALSE
0.00283995825706218,0.320117109174516,0.459,0.483,1,"10","Akr1a1",FALSE
0.00306614295719909,0.365641313970806,0.3,0.29,1,"10","Hprt",FALSE
0.00327159390891208,0.283544785890978,0.294,0.36,1,"10","Hectd1",FALSE
0.00328870303327349,0.280345860978957,0.274,0.33,1,"10","Stag1",FALSE
0.00354931802458005,0.304643950677276,0.22,0.265,1,"10","Exoc5",FALSE
0.00373448196691256,0.490823005947594,0.27,0.26,1,"10","Rtl8a",FALSE
0.00421790538315089,0.283170090880739,0.226,0.27,1,"10","Arfgef1",FALSE
0.0043770230318825,0.612352863915781,0.299,0.295,1,"10","Ifnar2",FALSE
0.00521712816994852,0.298088209888624,0.243,0.289,1,"10","Rp9",FALSE
0.00549535876477086,0.415229150465039,0.407,0.435,1,"10","Rock1",FALSE
0.00580137021826142,0.456018016523708,0.328,0.332,1,"10","Nfe2l1",FALSE
0.0059618671048924,0.553579343418131,0.335,0.345,1,"10","Adam10",FALSE
0.00676071641569772,0.34520319559223,0.223,0.268,1,"10","Ctnnd1",FALSE
0.0067628250886225,0.408088571034172,0.221,0.265,1,"10","Cdc26",FALSE
0.00680951736178501,0.312881335547629,0.218,0.258,1,"10","Tmem245",FALSE
0.00713898650159631,0.321699374400976,0.251,0.302,1,"10","Cdkn1b",FALSE
0.00803015248414836,0.269865845620757,0.284,0.345,1,"10","Ddx50",FALSE
0.00994337892393387,0.261039653453478,0.265,0.316,1,"10","Supt16",FALSE
0,3.06187916724148,0.886,0.165,0,"14","Pdgfra",TRUE
0,2.74343331762448,0.81,0.193,0,"14","Tnr",TRUE
0,3.27512026019811,0.715,0.146,0,"14","Cspg4",TRUE
0,2.76654613465318,0.683,0.149,0,"14","Gpr17",TRUE
0,2.59814528618974,0.72,0.2,0,"14","Opcml",TRUE
0,2.82457321942186,0.682,0.168,0,"14","Vcan",TRUE
0,2.79113409386091,0.654,0.144,0,"14","Matn4",TRUE
0,3.24269684552366,0.626,0.116,0,"14","Pcdh15",TRUE
0,1.7926221273019,0.8,0.326,0,"14","Olig1",TRUE
0,1.8981780814727,0.621,0.148,0,"14","Lhfpl3",TRUE
0,2.46576422866232,0.785,0.33,0,"14","Epn2",TRUE
0,1.96034602883925,0.984,0.532,0,"14","Ptprz1",TRUE
0,3.05775820012214,0.606,0.159,0,"14","Brinp3",TRUE
0,2.26348511425967,0.606,0.159,0,"14","Gjc3",TRUE
0,2.97035904218576,0.671,0.231,0,"14","Csmd3",TRUE
0,2.6554596317896,0.659,0.233,0,"14","Xylt1",TRUE
0,1.49551464759977,0.952,0.536,0,"14","Cspg5",TRUE
0,1.81739420063762,0.725,0.311,0,"14","Cntn1",TRUE
0,1.93816502228462,0.552,0.146,0,"14","C1ql1",TRUE
0,1.55400783442181,0.944,0.551,0,"14","Nrxn1",TRUE
0,2.66097055076773,0.602,0.218,0,"14","Sox6",TRUE
0,2.32824355661206,0.56,0.186,0,"14","Dpp6",TRUE
0,2.38296196889121,0.508,0.135,0,"14","Cacng4",TRUE
0,2.39247447456475,0.532,0.166,0,"14","Sulf2",TRUE
0,2.12628276942805,0.726,0.361,0,"14","Kcnq1ot1",TRUE
0,2.53319369135002,0.623,0.26,0,"14","Lrp1b",TRUE
0,2.95035896065949,0.489,0.126,0,"14","Lrrtm3",TRUE
0,2.7793139820971,0.43,0.112,0,"14","Armh4",TRUE
0,2.46254615377913,0.404,0.105,0,"14","Neu4",TRUE
0,3.72189189563371,0.333,0.069,0,"14","Gm47591",TRUE
0,4.07564535670819,0.278,0.044,0,"14","Gm38039",TRUE
0,1.23574980000661,0.999,0.984,0,"14","Malat1",TRUE
1.45143434029077e-298,2.87805286878161,0.457,0.15,3.55224040442763e-294,"14","Il1rapl1",TRUE
1.32899043900866e-294,2.85642061978064,0.435,0.135,3.25257120042978e-290,"14","Csmd1",TRUE
3.2662201454749e-293,1.71375243322105,0.695,0.308,7.99374718403526e-289,"14","Ncald",TRUE
2.63401170631719e-273,1.86443204257354,0.752,0.485,6.44648025004069e-269,"14","Lrp1",TRUE
3.58840951525076e-273,2.10796826838696,0.584,0.248,8.78227344762472e-269,"14","Nav1",TRUE
1.0424447545559e-272,2.61084495712242,0.51,0.195,2.55127929230011e-268,"14","Pde10a",TRUE
1.03338268700814e-270,3.58674237022255,0.278,0.061,2.52910078818372e-266,"14","Myt1",TRUE
4.2028052238871e-265,2.37901997712218,0.433,0.137,1.02859455049413e-260,"14","Qpct",TRUE
5.97246338921759e-265,2.70967669801211,0.376,0.108,1.46170068987711e-260,"14","Dscam",TRUE
6.39694433819291e-262,3.26046551736594,0.308,0.075,1.56558815732933e-257,"14","Sntg1",TRUE
3.72745161323589e-261,1.80964610069518,0.549,0.202,9.12256507823351e-257,"14","Olig2",TRUE
6.38641850127454e-255,2.49615518922278,0.561,0.259,1.56301206400193e-250,"14","Rev3l",TRUE
2.74734682117361e-249,1.64208174590699,0.635,0.283,6.72385661014028e-245,"14","Anks1b",TRUE
5.97715966319363e-241,2.14114957859691,0.408,0.127,1.46285005597001e-236,"14","Nxph1",TRUE
4.13337710642422e-229,4.06039516254536,0.262,0.063,1.01160271302626e-224,"14","Aass",TRUE
7.47405168379514e-219,1.02085074689627,0.894,0.552,1.82919940909202e-214,"14","Gria2",TRUE
1.14968092249398e-215,1.65223641091376,0.665,0.372,2.81372908971176e-211,"14","Nrxn2",TRUE
1.71715754577562e-213,1.65512754321704,0.632,0.332,4.20257137753124e-209,"14","Pcdh9",TRUE
8.23790235768712e-209,2.78952993008787,0.309,0.089,2.01614422302034e-204,"14","Megf11",TRUE
1.38339644825061e-207,2.88955817138502,0.381,0.137,3.38572446744854e-203,"14","Grid2",TRUE
2.63202727269306e-199,2.42889389571212,0.287,0.08,6.44162354718899e-195,"14","Adarb2",TRUE
2.09087806050745e-196,1.33475793096997,0.724,0.425,5.11721496528595e-192,"14","Ncam1",TRUE
2.90037270638152e-192,1.20911415482329,0.785,0.47,7.09837216159812e-188,"14","Lsamp",TRUE
5.72180496404899e-192,2.56520014474717,0.322,0.101,1.40035454690135e-187,"14","Igsf9b",TRUE
1.1224975637528e-188,2.14524554529058,0.465,0.204,2.74720053752859e-184,"14","Spon1",TRUE
5.41498007265708e-187,1.71151071436614,0.56,0.281,1.32526222298209e-182,"14","Dnm3",TRUE
3.88032306129719e-184,1.79086025297341,0.515,0.242,9.49670266021874e-180,"14","Epha5",TRUE
1.06844416239855e-180,1.24941986640594,0.813,0.578,2.6149102430542e-176,"14","Serpine2",TRUE
2.8451605460313e-178,1.66724305014817,0.598,0.335,6.963245920357e-174,"14","Pcdh17",TRUE
3.0093934818037e-175,2.58197587632167,0.344,0.122,7.36518960736638e-171,"14","Mmp16",TRUE
1.65926815307872e-174,2.56493776617117,0.303,0.096,4.06089287784485e-170,"14","Sema3d",TRUE
2.84702097878514e-173,2.49988361996863,0.371,0.143,6.96779914347875e-169,"14","Pcdh11x",TRUE
2.73353615523509e-172,2.35917997335425,0.401,0.165,6.69005638632236e-168,"14","Zfp462",TRUE
4.82526590209739e-171,1.8315957600819,0.4,0.149,1.18093557687932e-166,"14","Sox10",TRUE
9.73862882184856e-171,1.05180324544566,0.772,0.413,2.38343201785922e-166,"14","Bcan",TRUE
1.04571083047329e-165,2.85056736041809,0.264,0.079,2.55927268650032e-161,"14","Khdrbs2",TRUE
2.33052067254117e-165,3.23902600744654,0.289,0.095,5.70371629397727e-161,"14","4430402I18Rik",TRUE
4.53082336505156e-164,0.934084548640807,0.888,0.698,1.10887371036272e-159,"14","Tcf4",TRUE
2.39816384426109e-157,1.73037967008868,0.579,0.337,5.8692661924446e-153,"14","Peg3",TRUE
3.30189882826647e-155,1.49084844950556,0.478,0.223,8.08106719229936e-151,"14","Gria3",TRUE
1.20610336484402e-154,2.7043361743424,0.26,0.079,2.95181737511925e-150,"14","Emid1",TRUE
2.36705041938441e-153,1.99548253955102,0.384,0.159,5.79311919640141e-149,"14","Sez6l",TRUE
4.6041003898542e-152,2.24153634970814,0.404,0.18,1.12680752941292e-147,"14","Lrrc4c",TRUE
1.26247711144089e-151,1.39043684732084,0.505,0.242,3.08978648254044e-147,"14","Ank3",TRUE
2.58409615743897e-149,1.64934736782155,0.641,0.414,6.32431693571614e-145,"14","Fosb",TRUE
1.82438057150878e-148,1.54190914810602,0.651,0.466,4.46498901071058e-144,"14","Ankrd11",TRUE
1.95997065865615e-148,1.85243592968909,0.521,0.296,4.79683218999506e-144,"14","Adgrl3",TRUE
3.67976043652313e-148,2.4077827448548,0.339,0.132,9.0058456923467e-144,"14","Unc5c",TRUE
1.30907785803904e-146,2.08389028008672,0.344,0.132,3.20383714976475e-142,"14","Sema5a",TRUE
2.68814288417819e-142,1.83031970474864,0.566,0.37,6.57896089473771e-138,"14","Acp1",TRUE
9.24955325185068e-138,1.6251552826061,0.391,0.166,2.26373566285793e-133,"14","Bcas1",TRUE
2.82249365704682e-136,2.15366997794934,0.331,0.131,6.90777097625638e-132,"14","Tmem132b",TRUE
3.05901879651614e-136,2.50699997119193,0.294,0.108,7.48664260259361e-132,"14","Gfra1",TRUE
8.49564611388539e-136,1.54760472216225,0.427,0.194,2.07922442991231e-131,"14","Edil3",TRUE
2.19111105697474e-135,2.55478720558967,0.298,0.112,5.36252520083997e-131,"14","Unc13c",TRUE
3.52713112650885e-135,2.20117016151293,0.321,0.125,8.63230071901775e-131,"14","Gria4",TRUE
1.11744980031939e-134,2.59889113344706,0.252,0.082,2.73484664130169e-130,"14","Susd5",TRUE
5.74852468307947e-134,0.957436172250345,0.769,0.563,1.40689393093687e-129,"14","Pcsk1n",TRUE
2.15150609386631e-131,2.73681931674688,0.273,0.097,5.2655960141284e-127,"14","Csmd2",TRUE
5.00277357402105e-129,2.37970472187288,0.326,0.134,1.22437880450591e-124,"14","Mmp15",TRUE
7.87761300205875e-127,1.26777895220421,0.621,0.388,1.92796700612386e-122,"14","Pcdh10",TRUE
8.41183949994089e-127,2.90321807796421,0.3,0.119,2.05871359921553e-122,"14","Gm4258",TRUE
1.77491238139223e-126,1.7107308955072,0.478,0.261,4.34392056221934e-122,"14","Sdc3",TRUE
7.24564977910045e-125,2.48004525932491,0.32,0.134,1.77330032693705e-120,"14","Nova1",TRUE
1.52028461487867e-122,1.79108980896452,0.342,0.144,3.72074456645405e-118,"14","Brinp1",TRUE
5.71187212011265e-122,1.90940313010395,0.371,0.17,1.39792358267637e-117,"14","Grin3a",TRUE
2.41209863441331e-120,2.00833091735904,0.368,0.171,5.90337019786312e-116,"14","Rap1gap",TRUE
1.72865599106421e-119,1.86217160224219,0.423,0.22,4.23071267253054e-115,"14","Cttnbp2",TRUE
2.28291025946905e-117,1.85922345559943,0.444,0.244,5.58719456902455e-113,"14","Nav3",TRUE
2.17311356853604e-114,1.82935949077233,0.317,0.129,5.31847814763511e-110,"14","Olfm2",TRUE
8.99348920218832e-114,1.35480508025273,0.602,0.419,2.20106654734357e-109,"14","Slc38a2",TRUE
4.85847652522007e-112,1.88814411963108,0.312,0.13,1.18906354478236e-107,"14","Tenm1",TRUE
1.5829219288887e-111,1.94961005064996,0.338,0.15,3.8740431287622e-107,"14","Sox11",TRUE
2.39270880015661e-111,1.85221306693787,0.379,0.184,5.85591551750329e-107,"14","Ppfibp1",TRUE
8.0440646241067e-110,2.23796559479618,0.277,0.109,1.96870437610387e-105,"14","Slitrk1",TRUE
1.61258827220608e-109,1.71199165116272,0.515,0.343,3.94664853739716e-105,"14","Zeb1",TRUE
2.19795943972273e-109,2.36254933108241,0.269,0.105,5.3792859327774e-105,"14","Cobl",TRUE
1.9912543471693e-104,1.88687722178826,0.446,0.267,4.87339588926214e-100,"14","Pid1",TRUE
2.57238953421148e-104,1.05572916545592,0.651,0.484,6.29566614602919e-100,"14","Slc22a17",TRUE
2.71502131775199e-104,0.34594258570009,1,0.999,6.64474317306622e-100,"14","mt-Co3",TRUE
3.9791138114268e-104,1.0781307719942,0.688,0.443,9.73848314208596e-100,"14","Dclk1",TRUE
5.89721843706212e-101,2.12756958355292,0.368,0.191,1.44328524028658e-96,"14","Ugdh",TRUE
2.47590172667663e-99,1.62155758881504,0.43,0.245,6.05952188586838e-95,"14","Nlgn3",TRUE
5.91861501487575e-99,1.76686090847053,0.442,0.262,1.44852183874069e-94,"14","Arhgap31",TRUE
1.61563034002116e-98,1.74901590753244,0.393,0.21,3.9540936941678e-94,"14","Sox2ot",TRUE
3.61270045387512e-98,1.19550001869119,0.421,0.221,8.84172309081397e-94,"14","Nrxn3",TRUE
7.73076778271442e-98,1.34650968635628,0.515,0.331,1.89202810714153e-93,"14","Phactr3",TRUE
6.30362831924497e-97,2.62170570092277,0.296,0.133,1.54274999485201e-92,"14","Gm26802",TRUE
1.43991856444557e-96,1.99369689001317,0.453,0.297,3.52405669462408e-92,"14","Pcmtd2",TRUE
1.50068126184464e-96,1.83321124440437,0.37,0.188,3.67276732023857e-92,"14","Pou3f1",TRUE
2.05926095887641e-96,2.01410532643705,0.335,0.163,5.03983527075412e-92,"14","1700025G04Rik",TRUE
1.2980966461078e-94,1.94935030424731,0.338,0.164,3.17696173168424e-90,"14","Lrrtm2",TRUE
6.17673448696894e-94,1.93207330941398,0.443,0.284,1.51169399834078e-89,"14","Usp24",TRUE
1.63197996452632e-93,1.89465695702189,0.284,0.122,3.99410776518172e-89,"14","Slc35f1",TRUE
2.06701654170631e-92,0.376171569041984,0.999,0.99,5.05881628417203e-88,"14","mt-Cytb",TRUE
4.68789608004399e-92,2.02411340365905,0.268,0.113,1.14731568662997e-87,"14","Scn3a",TRUE
1.05027438570602e-89,1.77650120034331,0.369,0.2,2.57044153157691e-85,"14","Rims2",TRUE
1.75415159439368e-89,1.55938354566953,0.446,0.268,4.2931106121191e-85,"14","Mfsd2a",TRUE
5.41778215879263e-89,1.38770390608551,0.529,0.373,1.32594800554291e-84,"14","Fry",TRUE
1.9662799608868e-88,2.27401854641263,0.32,0.161,4.81227357627436e-84,"14","Nckap5",TRUE
5.23648524793733e-88,0.926933212423965,0.605,0.39,1.28157739958018e-83,"14","Ntm",TRUE
1.25180902388105e-87,0.707661164527225,0.78,0.578,3.06367740504649e-83,"14","Syt11",TRUE
7.91964954089904e-87,2.17769588902094,0.26,0.111,1.93825502863963e-82,"14","Elfn2",TRUE
6.31637044831038e-86,1.50790314030427,0.428,0.253,1.54586850351948e-81,"14","Abhd2",TRUE
7.33677807472209e-85,1.66089979540911,0.393,0.226,1.79560306600748e-80,"14","Nlgn1",TRUE
2.35811693818504e-84,1.73113548284933,0.459,0.316,5.77125539451408e-80,"14","Fchsd2",TRUE
3.41320683115422e-84,2.05626574085682,0.349,0.192,8.35348239856684e-80,"14","Ankrd28",TRUE
1.98810560407705e-83,1.07957953175145,0.545,0.379,4.86568965541816e-79,"14","Dlgap1",TRUE
5.01942612923771e-83,1.88530827847845,0.329,0.169,1.22845435086964e-78,"14","Phldb1",TRUE
7.73358942923044e-83,2.12681194179556,0.273,0.123,1.89271867690986e-78,"14","Traf4",TRUE
3.24837524026766e-82,1.3535367192872,0.385,0.212,7.95007356303108e-78,"14","Chl1",TRUE
1.71985180913735e-79,1.77674955333333,0.321,0.163,4.20916531768276e-75,"14","Lrrn1",TRUE
6.08403003609081e-79,1.54944543851433,0.314,0.151,1.48900551103287e-74,"14","Rlbp1",TRUE
2.2706674040843e-78,1.23513863080606,0.519,0.377,5.55723140475592e-74,"14","Ptprs",TRUE
2.10008402250169e-77,0.55389982948201,0.921,0.748,5.13974563667063e-73,"14","Qk",TRUE
2.79569206522681e-77,1.73230265063455,0.375,0.22,6.84217676043609e-73,"14","Slitrk2",TRUE
4.26640400545881e-77,0.298692982415652,1,0.999,1.04415971629599e-72,"14","mt-Atp6",TRUE
5.45141678682141e-77,2.13022536632521,0.298,0.151,1.33417974440667e-72,"14","Mir9-3hg",TRUE
8.96569832975256e-77,0.504500844017191,0.933,0.726,2.19426500922364e-72,"14","Ptn",TRUE
1.0970432574176e-76,0.439015958615383,0.771,0.63,2.68490366820382e-72,"14","Rtn1",TRUE
3.04536193558024e-76,1.5966062256708,0.407,0.253,7.45321880113907e-72,"14","Ptpre",TRUE
3.76608873594382e-75,1.53515322886332,0.287,0.135,9.21712557234892e-71,"14","Vxn",TRUE
1.98329044398524e-74,1.93466158319697,0.323,0.175,4.85390503260947e-70,"14","Slc24a5",TRUE
7.2300504412676e-74,1.3733557911316,0.302,0.143,1.76948254499583e-69,"14","Cdo1",TRUE
2.78512442314476e-73,0.976817113607718,0.644,0.537,6.81631351320447e-69,"14","Dst",TRUE
3.48939981237896e-73,0.900088371212874,0.591,0.449,8.53995710081626e-69,"14","Map2",TRUE
6.29296096371512e-72,1.37913436864585,0.529,0.425,1.54013926625964e-67,"14","Nktr",TRUE
1.72559370264558e-70,1.38733474184596,0.492,0.36,4.22321802785479e-66,"14","Mir99ahg",TRUE
4.90862794745875e-70,1.4928216789394,0.351,0.2,1.20133760386105e-65,"14","Ntrk3",TRUE
5.77488454152364e-70,0.894274436224999,0.647,0.553,1.4133452426925e-65,"14","Spag9",TRUE
2.11920235417776e-69,2.11525255612963,0.265,0.13,5.18653584161465e-65,"14","Chadl",TRUE
2.74082695586398e-69,0.607585660103476,0.665,0.423,6.70789989178149e-65,"14","Gpr37l1",TRUE
1.15278463812274e-68,1.17374348052351,0.381,0.209,2.8213251233416e-64,"14","Pllp",TRUE
8.09933519497888e-68,2.06129371776852,0.263,0.13,1.98223129561913e-63,"14","Srgap1",TRUE
1.47457814907777e-67,2.12199316188276,0.28,0.145,3.60888256205294e-63,"14","Calcrl",TRUE
1.63763211540674e-67,1.5945700091794,0.414,0.277,4.00794083924646e-63,"14","Hip1",TRUE
8.64365468827589e-67,1.90880183818135,0.384,0.254,2.11544804840864e-62,"14","4632427E13Rik",TRUE
1.62695740044234e-66,1.65757597016389,0.255,0.121,3.98181554184259e-62,"14","Vstm2b",TRUE
1.78179306803935e-66,1.60443915043701,0.384,0.244,4.3607603547195e-62,"14","Mdga2",TRUE
1.13901859744327e-64,0.693790410195139,0.75,0.651,2.78763411538266e-60,"14","Srrm2",TRUE
4.41119325388614e-64,0.861263998149884,0.612,0.484,1.07959543695609e-59,"14","Pnisr",TRUE
5.44303754338977e-63,0.862747016390069,0.51,0.366,1.33212900836921e-58,"14","Tpm1",TRUE
6.65680652636503e-63,1.67124977316822,0.302,0.164,1.62918682926258e-58,"14","Slc1a1",TRUE
1.9250081390747e-62,0.533774427351793,0.676,0.467,4.71126491957143e-58,"14","Fabp7",TRUE
3.19835558133915e-62,1.02761430785304,0.487,0.352,7.82765544976944e-58,"14","Tspyl4",TRUE
8.42475375448904e-62,0.872628810086158,0.432,0.275,2.06187423387365e-57,"14","Ptprd",TRUE
1.47546359176825e-61,1.25515151864048,0.302,0.161,3.61104959449362e-57,"14","Pcsk2",TRUE
9.33607868740085e-60,0.789381709402675,0.542,0.392,2.28491189795448e-55,"14","Nap1l5",TRUE
4.06415410839053e-59,0.756873175890659,0.637,0.485,9.94661076487499e-55,"14","Ccdc88a",TRUE
4.23920776838997e-59,1.7642385629599,0.335,0.206,1.03750370923576e-54,"14","C130071C03Rik",TRUE
5.26869043879147e-59,1.23344448291908,0.428,0.293,1.28945929798982e-54,"14","Ncan",TRUE
4.20560623684382e-58,1.22202235147783,0.527,0.445,1.02928007040516e-53,"14","Tra2a",TRUE
1.94915038713994e-57,1.84149764720879,0.281,0.155,4.77035065748629e-53,"14","Serinc5",TRUE
8.95530901170177e-57,0.993179250238758,0.593,0.524,2.19172232752389e-52,"14","Mycbp2",TRUE
4.12503886326407e-56,1.36277194736711,0.41,0.276,1.00956201139525e-51,"14","Nr4a1",TRUE
6.4843519643979e-56,0.494055663757392,0.815,0.685,1.58698029976674e-51,"14","Son",TRUE
1.05657059467716e-55,0.957274439291419,0.498,0.361,2.58585087341288e-51,"14","Mtss2",TRUE
7.71044808498418e-53,1.9440945901409,0.287,0.168,1.88705506431903e-48,"14","Chst11",TRUE
2.52543556559455e-52,1.31505798457944,0.471,0.375,6.18075100323611e-48,"14","Gm26917",TRUE
4.30110295893583e-51,1.62509175369569,0.326,0.206,1.05265193816996e-46,"14","Kank1",TRUE
6.17378544574771e-51,0.857668389541136,0.616,0.57,1.51097224999229e-46,"14","Fus",TRUE
7.20856104440066e-51,1.16124035949464,0.423,0.303,1.76422323000662e-46,"14","Pcdh7",TRUE
2.3134845503194e-50,1.71203381194322,0.319,0.204,5.66202208845171e-46,"14","March1",TRUE
5.24134886772829e-50,0.84402941001035,0.526,0.396,1.28276772188782e-45,"14","Cadm2",TRUE
6.07556190029181e-50,0.369848175122615,0.664,0.443,1.48693301947742e-45,"14","Luzp2",TRUE
2.72208587576661e-49,0.928405414766896,0.44,0.321,6.6620329723512e-45,"14","Dner",TRUE
1.07445981050726e-48,0.945308760239612,0.485,0.371,2.62963294023546e-44,"14","Alcam",TRUE
5.61376104580865e-48,0.262997080102735,0.993,0.972,1.37391187835121e-43,"14","mt-Nd1",TRUE
1.4973402344933e-46,1.55482692387318,0.264,0.151,3.66459048989891e-42,"14","Cit",TRUE
2.26063372367627e-46,1.75697668822114,0.311,0.201,5.5326749753253e-42,"14","Cdh10",TRUE
4.25479584222215e-46,1.61725419905987,0.287,0.175,1.04131873442545e-41,"14","Nlgn2",TRUE
1.92689520279067e-45,0.989390620738099,0.333,0.208,4.71588331930989e-41,"14","Ptprn",TRUE
2.35434232881806e-45,0.548518131008357,0.709,0.575,5.76201741554932e-41,"14","Zbtb20",TRUE
2.42988712213669e-45,1.36621020019299,0.456,0.39,5.94690574271734e-41,"14","Zcchc7",TRUE
7.43887941176508e-45,0.660695555885538,0.673,0.596,1.82059134723539e-40,"14","Aplp2",TRUE
8.11980560390058e-45,0.707085840300512,0.469,0.358,1.98724122349863e-40,"14","Ahi1",TRUE
1.09637457568113e-44,0.77934071187597,0.483,0.344,2.68326713652199e-40,"14","Scrg1",TRUE
