"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","significant"
1.19206573609073e-195,1.86813568976067,0.546,0.194,2.91746168250844e-191,"16","Tubb4a",TRUE
1.89965900212984e-193,2.28235438209729,0.418,0.121,4.64922544181257e-189,"16","Gpr37",TRUE
8.88819130748872e-190,1.84833110178262,0.735,0.349,2.17529594059479e-185,"16","Trf",TRUE
2.79577605777926e-188,2.18343913273474,0.414,0.119,6.84238232380897e-184,"16","Efnb3",TRUE
9.08091498556834e-185,2.32949727816675,0.992,0.972,2.222463133568e-180,"16","Fth1",TRUE
1.62507655526698e-181,1.8220742091733,0.369,0.096,3.9772123613604e-177,"16","Tmem151a",TRUE
1.07754152997459e-180,2.25292301608023,0.308,0.071,2.63717514045981e-176,"16","Lgi3",TRUE
2.38788509360391e-178,2.70489301634149,0.309,0.073,5.84410997808621e-174,"16","Shtn1",TRUE
3.0047821399454e-178,2.39546149341451,0.489,0.177,7.35390380930236e-174,"16","Ppp1r16b",TRUE
5.9442517642406e-178,2.35735906110219,0.353,0.093,1.45479617678024e-173,"16","Slain1",TRUE
7.34385840660391e-168,1.74838026434055,0.731,0.446,1.79733590643224e-163,"16","Gatm",TRUE
1.12408860153857e-160,3.03940056528936,0.288,0.069,2.75109444340551e-156,"16","Prr18",TRUE
6.01042068692903e-159,2.42222723264508,0.335,0.09,1.47099035891901e-154,"16","Zfp536",TRUE
3.82289626765315e-157,1.88090664042347,0.399,0.122,9.35615632545432e-153,"16","Srcin1",TRUE
1.1502531506027e-156,1.43159989361846,0.766,0.485,2.81512956078504e-152,"16","Aplp1",TRUE
2.76487877648155e-152,1.7736680250692,0.504,0.194,6.76676431756094e-148,"16","Edil3",TRUE
1.51888127986483e-140,1.44568429915569,0.774,0.529,3.71731004434119e-136,"16","Stmn1",TRUE
4.0777836133329e-136,2.15921934772614,0.473,0.195,9.97996761527093e-132,"16","Gsn",TRUE
2.3000418709503e-133,1.73926204690639,0.431,0.159,5.62912247496378e-129,"16","Tppp",TRUE
1.1853747309423e-132,2.20750154327463,0.457,0.189,2.90108611650817e-128,"16","Abca2",TRUE
9.35509443358853e-132,1.39502622852915,0.754,0.454,2.28956581167646e-127,"16","Car2",TRUE
1.69969854769338e-129,1.95870811558638,0.377,0.129,4.15984222562479e-125,"16","Epb41l3",TRUE
2.47518022582184e-129,2.26707532704177,0.435,0.169,6.05775608467638e-125,"16","Phldb1",TRUE
1.5336850005391e-124,2.1964767136306,0.374,0.129,3.75354067031941e-120,"16","Fgfr2",TRUE
3.77592405441944e-123,1.42620467682517,0.421,0.147,9.24119653078614e-119,"16","Ndrg1",TRUE
1.2586369987133e-122,1.59598135449311,0.602,0.326,3.08038819065094e-118,"16","Mapt",TRUE
1.36760536807252e-122,1.81608429411644,0.612,0.334,3.3470773778207e-118,"16","Pcdh9",TRUE
1.16865683802949e-120,2.13522060766001,0.31,0.095,2.86017074539337e-116,"16","Ypel2",TRUE
9.48528739240201e-118,1.96300296731599,0.409,0.157,2.32142923641647e-113,"16","Aatk",TRUE
3.18001685910119e-115,1.95246344856842,0.43,0.18,7.78277326096426e-111,"16","Desi1",TRUE
4.68044953040583e-114,1.32855078817249,0.717,0.477,1.14549321807152e-109,"16","Zeb2",TRUE
7.62105898567932e-114,2.8029048739696,0.272,0.079,1.86517797615516e-109,"16","Fbxo32",TRUE
2.68565238545209e-113,1.75542508529842,0.531,0.272,6.57286564815545e-109,"16","Slc12a2",TRUE
1.44462471540509e-112,2.00604605550598,0.421,0.175,3.53557452848241e-108,"16","Josd2",TRUE
1.88219576242007e-110,2.37523690990127,0.319,0.107,4.60648590894687e-106,"16","Arhgef10",TRUE
4.39815094495225e-110,2.62352456114325,0.262,0.075,1.07640346226761e-105,"16","Pak7",TRUE
1.79893313992059e-109,0.827430805990744,0.925,0.749,4.40270896664166e-105,"16","Qk",TRUE
4.40245339070792e-103,2.39114657871845,0.31,0.106,1.07745644284186e-98,"16","Ttyh2",TRUE
5.15638635958941e-98,1.05668692284612,0.773,0.634,1.26197399764591e-93,"16","Rtn4",TRUE
5.77235440250518e-96,2.1086329753907,0.297,0.102,1.41272601646912e-91,"16","Arhgap23",TRUE
4.31997319842688e-94,1.62244778493995,0.45,0.206,1.05727024058299e-89,"16","Evi2a",TRUE
9.72417955124771e-93,1.56697459483105,0.608,0.396,2.37989570337236e-88,"16","Tulp4",TRUE
8.64653461739722e-92,0.728478897274258,0.932,0.811,2.11615288226179e-87,"16","Ptma",TRUE
1.54028341405511e-91,2.20771896461729,0.325,0.123,3.76968962755847e-87,"16","Cpox",TRUE
5.15499626957417e-90,2.210216759375,0.349,0.141,1.26163378701558e-85,"16","Gamt",TRUE
7.22980264759868e-90,1.78337700520938,0.595,0.391,1.7694218999733e-85,"16","Cdc37l1",TRUE
1.49642226272266e-89,1.64225292399134,0.401,0.174,3.66234384578743e-85,"16","Klhl2",TRUE
2.11390591646681e-89,1.14347234618769,0.995,0.984,5.17357333996086e-85,"16","Malat1",TRUE
8.08915584869303e-89,2.03442704615229,0.408,0.187,1.97974000240913e-84,"16","Plekha1",TRUE
8.16456534718406e-88,1.30869555882132,0.449,0.208,1.99819572306983e-83,"16","Kif21a",TRUE
1.97081068971402e-87,2.22415284163779,0.272,0.092,4.82336208200608e-83,"16","Pde8a",TRUE
2.60584662558749e-86,1.07233284010718,0.65,0.389,6.37754903146282e-82,"16","Bin1",TRUE
5.25862913857737e-86,1.79676188843163,0.37,0.157,1.28699689537543e-81,"16","Agpat4",TRUE
3.07748590708323e-85,1.91684948424164,0.329,0.129,7.53183900899549e-81,"16","Dixdc1",TRUE
3.91206230170976e-85,1.45890856603785,0.369,0.154,9.57438127720448e-81,"16","Sez6l2",TRUE
2.37195725040252e-84,1.31988061299085,0.583,0.352,5.80512817463512e-80,"16","Csrp1",TRUE
6.40136945732804e-83,1.11679842875662,0.65,0.415,1.56667116098647e-78,"16","Fez1",TRUE
2.31211369126767e-80,1.10342515512107,0.619,0.393,5.6586670480085e-76,"16","Tmod2",TRUE
9.31714161398268e-80,2.04865408157307,0.289,0.106,2.28027723860612e-75,"16","Creb5",TRUE
1.19638271195275e-79,1.89724745632565,0.253,0.085,2.92802704923315e-75,"16","Kcna1",TRUE
1.64246204589761e-77,1.23924612621179,0.694,0.473,4.0197616111298e-73,"16","Ank2",TRUE
6.7068648633089e-77,2.37527949568732,0.466,0.252,1.64143810664622e-72,"16","Plekhb1",TRUE
2.21590935116846e-74,2.48227161035082,0.33,0.143,5.42321654604968e-70,"16","Kif13b",TRUE
2.47257395520066e-72,0.766357859724089,0.839,0.713,6.05137749795809e-68,"16","Sept7",TRUE
4.45365178121401e-72,0.929396347897909,0.732,0.561,1.08998673693432e-67,"16","Kif1b",TRUE
7.02743885968481e-71,1.04498543586414,0.684,0.554,1.71989538651926e-66,"16","Ywhaq",TRUE
1.44790859311697e-70,1.8435298750571,0.364,0.171,3.54361149079447e-66,"16","Plcl1",TRUE
3.74031757720721e-69,1.46009778473419,0.443,0.228,9.15405323845693e-65,"16","Clmn",TRUE
1.21433139269653e-66,1.2602168468479,0.418,0.213,2.9719546504855e-62,"16","Elavl3",TRUE
3.74048374251245e-66,1.5584453058898,0.418,0.225,9.15445991142497e-62,"16","Dnajb2",TRUE
2.83749454277884e-65,1.56345477293565,0.39,0.197,6.94448414399693e-61,"16","Mapk8ip1",TRUE
2.01026397183051e-64,1.13720428150551,0.46,0.252,4.91992004465799e-60,"16","Map1a",TRUE
2.13864311246063e-64,1.54532913686341,0.257,0.098,5.23411515343615e-60,"16","Dusp26",TRUE
2.42809143932035e-64,1.63652047113332,0.297,0.123,5.94251098859262e-60,"16","Il1rap",TRUE
2.36236426257376e-63,0.689254446650305,0.78,0.634,5.78165029622303e-59,"16","App",TRUE
2.86217211317279e-63,1.7074595581905,0.425,0.232,7.00488002977908e-59,"16","Pde4b",TRUE
2.32857496022689e-62,1.28568280455695,0.431,0.234,5.6989543576593e-58,"16","Pak1",TRUE
2.93736301466514e-62,1.78680444427113,0.302,0.133,7.18890224209145e-58,"16","Dip2a",TRUE
4.72478451553458e-62,1.42076443503659,0.381,0.194,1.15634376233193e-57,"16","Slc44a1",TRUE
4.74831247066079e-61,1.72533464682911,0.35,0.166,1.16210199406952e-56,"16","1500004A13Rik",TRUE
2.23742257345838e-58,1.5486934729892,0.376,0.193,5.47586800628204e-54,"16","Jam3",TRUE
3.44115471448232e-58,1.46895365928321,0.494,0.32,8.42188204822403e-54,"16","Erbin",TRUE
7.3240454463263e-58,1.74533335883238,0.344,0.167,1.7924868825339e-53,"16","Tspan15",TRUE
2.19040794028637e-57,0.571195724883748,0.868,0.718,5.36080439305687e-53,"16","Scd2",TRUE
3.44870309025436e-57,1.33146017221498,0.499,0.335,8.44035594308853e-53,"16","Secisbp2l",TRUE
4.86473242176644e-57,1.92755921881499,0.451,0.281,1.19059461290312e-52,"16","Mast4",TRUE
1.76202580689584e-56,1.72417244447284,0.353,0.181,4.31238195979687e-52,"16","Otud7b",TRUE
2.40157969867953e-54,0.691102136192507,0.756,0.579,5.87762615454828e-50,"16","Syt11",TRUE
2.74858435030396e-54,1.04893532097342,0.41,0.21,6.72688533893392e-50,"16","Pllp",TRUE
2.87331790230816e-54,1.07716173410668,0.606,0.463,7.03215823410899e-50,"16","Sirt2",TRUE
1.63307627729553e-53,1.42539213404188,0.473,0.293,3.99679088105308e-49,"16","Dock10",TRUE
5.25436445205282e-52,1.18782947804611,0.549,0.406,1.28595315599541e-47,"16","Arpc1a",TRUE
1.3130106992783e-51,1.73067252362801,0.289,0.135,3.21346238541372e-47,"16","Pacs2",TRUE
2.55925233153868e-51,1.28593113192859,0.496,0.338,6.26351415620775e-47,"16","Foxn3",TRUE
5.98608182551723e-51,0.869285215752376,0.441,0.242,1.46503366597709e-46,"16","Clic4",TRUE
4.04294271705745e-49,1.22902450164313,0.506,0.338,9.89469800572641e-45,"16","Cdc42bpa",TRUE
8.0333168298217e-49,1.30247059004726,0.447,0.286,1.96607396093056e-44,"16","Vmp1",TRUE
9.72003353621972e-49,0.360260448043263,0.565,0.332,2.37888100765441e-44,"16","Olig1",TRUE
3.67137560871408e-48,1.36821247685621,0.327,0.168,8.98532466476684e-44,"16","Endod1",TRUE
1.59728103557906e-46,1.10396465906271,0.57,0.449,3.90918560647618e-42,"16","Mbnl2",TRUE
3.90882552107334e-46,1.29757049605943,0.34,0.178,9.5664595802749e-42,"16","Il33",TRUE
1.89803631331384e-45,1.53938897489543,0.401,0.248,4.64525407320429e-41,"16","Cers2",TRUE
2.08608841057628e-45,1.03181043075985,0.341,0.179,5.10549277604438e-41,"16","Gnai1",TRUE
4.90253094515858e-45,1.59318607271271,0.28,0.133,1.19984542351811e-40,"16","Prox1",TRUE
1.35613984397037e-44,1.44851444540914,0.295,0.146,3.31901665413307e-40,"16","Carhsp1",TRUE
9.2003896759914e-44,0.933324629252307,0.636,0.521,2.25170336930214e-39,"16","Wnk1",TRUE
1.52565880322687e-43,0.271241329219394,1,0.997,3.73389735501744e-39,"16","mt-Co1",TRUE
9.32785147564719e-43,0.908401816211111,0.488,0.315,2.28289837014989e-38,"16","Cmtm5",TRUE
1.71172897643006e-42,0.963832745755864,0.415,0.246,4.18928549691494e-38,"16","Schip1",TRUE
2.82737124324843e-42,1.55170877649598,0.351,0.193,6.91970838072621e-38,"16","Ankrd28",TRUE
1.09952786700348e-41,1.28402325900371,0.555,0.42,2.69098450170431e-37,"16","Slc38a2",TRUE
4.39403432916672e-41,1.96253041011901,0.255,0.121,1.07539596172026e-36,"16","Gm4258",TRUE
8.67487797466976e-41,1.46392503091449,0.318,0.17,2.12308963552068e-36,"16","Sema4d",TRUE
1.43035544752705e-39,0.951082191322396,0.462,0.284,3.50065192227771e-35,"16","Dnm3",TRUE
5.42430533752933e-39,0.396781137474806,0.841,0.636,1.32754448830693e-34,"16","Gpm6b",TRUE
6.14733230827734e-39,1.6810673342278,0.349,0.205,1.5044981091278e-34,"16","Exoc6b",TRUE
3.5357207124987e-38,1.06280570838068,0.561,0.437,8.65332287176932e-34,"16","Clasp2",TRUE
2.57217973431793e-37,1.27680236726742,0.332,0.188,6.2951526817697e-33,"16","Pcbp4",TRUE
8.76076286113679e-37,1.57286791121476,0.255,0.128,2.14410910263462e-32,"16","Gstp1",TRUE
1.83391112666658e-36,1.30028826788946,0.433,0.298,4.48831409140378e-32,"16","Fnbp1",TRUE
1.9826609147146e-36,1.10715469956103,0.542,0.458,4.85236432267251e-32,"16","Taldo1",TRUE
2.53023972470798e-36,0.814736355903116,0.276,0.137,6.1925087022503e-32,"16","Ppp2r2c",TRUE
3.16434808144885e-36,1.58542480542638,0.254,0.128,7.74442549453792e-32,"16","Mtmr2",TRUE
7.22339282566485e-36,1.10096082863404,0.401,0.254,1.76785316015322e-31,"16","Nudt4",TRUE
1.15617539865878e-35,1.55792488778081,0.424,0.275,2.8296236706775e-31,"16","Kif5a",TRUE
3.29908140102907e-35,0.734702616990876,0.307,0.163,8.07417182087855e-31,"16","Gas7",TRUE
5.26149871277416e-35,1.48401559733366,0.27,0.141,1.28769919496435e-30,"16","Litaf",TRUE
1.19179039062764e-34,1.68254505407464,0.299,0.166,2.91678780202209e-30,"16","Arrdc3",TRUE
3.73194891179995e-34,1.18879267167056,0.407,0.276,9.1335717667392e-30,"16","Slc48a1",TRUE
3.85062851908368e-34,1.09468652956954,0.297,0.162,9.4240282376054e-30,"16","Tmeff1",TRUE
4.38395121070664e-34,1.52303167699733,0.33,0.195,1.07292821930834e-29,"16","Ppp2r3a",TRUE
1.5633158513923e-33,1.44502475152007,0.266,0.14,3.82605921469753e-29,"16","Sbf1",TRUE
2.9588595747455e-33,0.969716312216131,0.554,0.473,7.24151292323214e-29,"16","Rnf7",TRUE
3.06379776914683e-33,0.966252896447844,0.35,0.2,7.49833866020995e-29,"16","Daam2",TRUE
5.63856187110792e-33,1.48393538814953,0.306,0.175,1.37998163233495e-28,"16","Tmbim1",TRUE
9.44513766198797e-33,1.30005092015832,0.446,0.31,2.31160299139494e-28,"16","Neat1",TRUE
1.42028386302735e-32,1.17571941578886,0.281,0.152,3.47600272637313e-28,"16","Chn2",TRUE
2.29544197721779e-32,1.35694988018202,0.289,0.159,5.61786469504283e-28,"16","March8",TRUE
2.58037507860178e-32,1.0306313920999,0.444,0.313,6.31520996737e-28,"16","Klf13",TRUE
3.83155585001912e-32,1.31659345602426,0.302,0.17,9.37734978733681e-28,"16","Sema6a",TRUE
1.39691400837915e-30,1.20839090742317,0.279,0.154,3.41880734410714e-26,"16","Mast3",TRUE
1.72962737818697e-30,1.12144017005226,0.411,0.277,4.2330900453748e-26,"16","Smad7",TRUE
2.08026116182009e-30,0.626715720625983,0.358,0.214,5.09123116743849e-26,"16","Sv2a",TRUE
3.08532462120647e-30,0.76325211602741,0.591,0.518,7.55102347794072e-26,"16","Dpysl2",TRUE
1.39157511021813e-29,1.39266485136072,0.284,0.16,3.40574092474784e-25,"16","Nrbp2",TRUE
2.36812110545986e-29,1.02495816990253,0.491,0.383,5.79573959350245e-25,"16","Atp8a1",TRUE
9.45086880522209e-29,1.22567789590447,0.291,0.169,2.31300563139005e-24,"16","Ddr1",TRUE
5.12556202229356e-28,0.736089266184006,0.626,0.538,1.25443004933613e-23,"16","Dst",TRUE
5.33723312482934e-28,1.19663582368843,0.423,0.306,1.30623443497073e-23,"16","Golga7",TRUE
6.36386351861811e-28,1.05167330244377,0.408,0.284,1.5574919575466e-23,"16","Phlpp1",TRUE
6.73622706833972e-28,1.35871644732009,0.371,0.255,1.64862421270546e-23,"16","Daam1",TRUE
1.74950379057383e-27,1.43043561862869,0.328,0.2,4.28173557705038e-23,"16","Pkp4",TRUE
2.07518203813758e-27,0.807119694351957,0.566,0.5,5.07880052013792e-23,"16","Sec11c",TRUE
1.41474530944604e-26,1.0766586755803,0.486,0.408,3.46244767033823e-22,"16","Rnf13",TRUE
2.08788470372851e-26,0.817708241503646,0.451,0.321,5.10988902390515e-22,"16","Shisa4",TRUE
2.14690762045827e-26,0.635457107754049,0.537,0.396,5.25434171030956e-22,"16","Myo6",TRUE
6.5092681895659e-26,0.446810294206953,0.6,0.429,1.59307829671436e-21,"16","Ncam1",TRUE
1.38906368945426e-25,1.08183813967723,0.315,0.194,3.39959447357036e-21,"16","Agap1",TRUE
2.43126599738804e-25,0.574991753084539,0.585,0.501,5.95028040200749e-21,"16","Fkbp1a",TRUE
6.82662475272719e-25,0.305827993473463,0.859,0.825,1.67074814198245e-20,"16","Hsp90aa1",TRUE
7.62342432715548e-25,1.21951366476175,0.292,0.177,1.86575686982803e-20,"16","Sccpdh",TRUE
3.6061227661399e-24,1.14492083237961,0.346,0.235,8.82562485785078e-20,"16","5031439G07Rik",TRUE
3.1464973965728e-23,1.12311193030703,0.346,0.233,7.70073772837226e-19,"16","Fbxl5",TRUE
3.77117018408908e-23,0.993626782507358,0.355,0.239,9.22956190853961e-19,"16","Abhd17b",TRUE
5.23339731691384e-23,0.43441095680022,0.279,0.152,1.28082165934149e-18,"16","Sox10",TRUE
1.55207995416409e-22,0.956472675927847,0.265,0.156,3.79856047982118e-18,"16","Serinc5",TRUE
8.19499278528539e-22,0.846500359634745,0.337,0.219,2.00564253427075e-17,"16","Scd1",TRUE
1.3115454074875e-21,1.17535593943162,0.287,0.184,3.2098762302849e-17,"16","Ube2d1",TRUE
1.60799232444703e-21,0.832027306219836,0.524,0.451,3.93540041485167e-17,"16","Rap1a",TRUE
6.09856837115544e-21,0.931369206467219,0.391,0.289,1.49256362315658e-16,"16","Cfl2",TRUE
4.30679712783245e-20,0.798870055597771,0.379,0.274,1.05404552906571e-15,"16","Trim2",TRUE
4.77133042329267e-19,1.02613256436897,0.263,0.164,1.16773540779665e-14,"16","Nipa1",TRUE
5.96581901785916e-19,0.836398456603881,0.526,0.455,1.46007454643085e-14,"16","Map4k4",TRUE
6.43074699490266e-19,0.513433471653301,0.475,0.365,1.57386101953248e-14,"16","Kif1a",TRUE
7.27937976639936e-19,1.03079589494762,0.315,0.215,1.78155540402858e-14,"16","Dpy19l1",TRUE
8.76635295128407e-19,0.730562051083581,0.45,0.36,2.14547722129726e-14,"16","Plaat3",TRUE
1.24802825377736e-18,0.997035614430556,0.306,0.205,3.05442434829471e-14,"16","Txndc16",TRUE
3.94107343900087e-18,0.519935421282485,0.577,0.513,9.64538313461073e-14,"16","Eid1",TRUE
9.65786441884578e-18,0.872654484226499,0.485,0.395,2.36366573786832e-13,"16","Map4",TRUE
1.01504305048483e-17,0.960490110995731,0.299,0.2,2.48421636175658e-13,"16","Arl2",TRUE
2.74602400846379e-17,1.20529779846601,0.27,0.177,6.72061915831427e-13,"16","Usp54",TRUE
5.10013510628895e-17,0.732861161240483,0.272,0.175,1.24820706591316e-12,"16","Lpgat1",TRUE
6.3757866479731e-17,0.308564277524436,0.584,0.46,1.56041002422494e-12,"16","Gnao1",TRUE
6.76679018891567e-17,1.10615363186791,0.28,0.188,1.65610423083522e-12,"16","Kmt5a",TRUE
8.19481382386141e-17,0.877963251618249,0.698,0.678,2.00559873525184e-12,"16","Gas5",TRUE
1.24325049733203e-16,0.641532804948245,0.3,0.196,3.04273126717041e-12,"16","Gng11",TRUE
2.56479172364963e-16,0.789393156924035,0.414,0.329,6.27707126446009e-12,"16","Osbpl1a",TRUE
2.71455886615694e-16,1.18734519130885,0.338,0.249,6.64361136903249e-12,"16","Fryl",TRUE
3.744110855317e-16,0.65432479939103,0.308,0.211,9.16333690730283e-12,"16","Apbb1",TRUE
4.85903183964986e-16,0.762514708468659,0.37,0.265,1.18919945243591e-11,"16","Lrp1b",TRUE
5.01643550346748e-16,0.563976717439568,0.586,0.572,1.22772242511863e-11,"16","Reep5",TRUE
6.71157350041465e-16,0.75335326722465,0.461,0.399,1.64259049849148e-11,"16","H2afj",TRUE
8.88118076544119e-16,0.965068536172439,0.348,0.259,2.17358018053408e-11,"16","Ptpn11",TRUE
1.0569005966016e-15,0.977414305050507,0.289,0.198,2.58665852012275e-11,"16","Ralgds",TRUE
1.35391246167439e-15,0.749900838752174,0.326,0.228,3.31356535870189e-11,"16","Tmem229a",TRUE
2.20293512647336e-15,0.986007456443859,0.307,0.218,5.39146342853089e-11,"16","Cdk19",TRUE
2.52190772243105e-15,0.806489417112397,0.34,0.252,6.17211695987775e-11,"16","Psat1",TRUE
5.7168909871348e-15,1.14597951601765,0.419,0.327,1.39915190019137e-10,"16","Cdh2",TRUE
7.27347537813918e-15,1.09467096306273,0.384,0.301,1.78011036404578e-10,"16","Dync1li2",TRUE
8.57958983280522e-15,0.496882553261469,0.559,0.493,2.09976881568075e-10,"16","Rhob",TRUE
1.17319836059649e-14,1.18585276847368,0.303,0.216,2.87128566772384e-10,"16","Magi2",TRUE
1.22912848649752e-14,0.321217889101151,0.911,0.895,3.00816905785404e-10,"16","Actb",TRUE
1.85527732057911e-14,0.366003248282078,0.812,0.789,4.54060571438532e-10,"16","Cd81",TRUE
2.29119019296662e-14,0.696343940438333,0.299,0.21,5.60745887826652e-10,"16","Kif5c",TRUE
2.64073279643735e-14,0.786913970798556,0.368,0.285,6.46292944600078e-10,"16","Gltp",TRUE
5.17518722510408e-14,0.892325895162932,0.28,0.196,1.26657532147197e-09,"16","Rhog",TRUE
5.66849756275717e-14,0.894742906807735,0.388,0.307,1.38730809350919e-09,"16","Hipk2",TRUE
9.03970754896197e-14,0.71502563610615,0.351,0.269,2.21237802553295e-09,"16","Ap2a1",TRUE
9.767800692994e-14,0.858579794072912,0.369,0.297,2.39057154160335e-09,"16","Gna12",TRUE
1.1353077675679e-13,0.320352357816331,0.589,0.524,2.77855223034568e-09,"16","Thra",TRUE
1.32697778389273e-13,0.911014576495676,0.289,0.203,3.24764542829907e-09,"16","Dlg1",TRUE
2.96235320357527e-13,0.945465288432957,0.251,0.169,7.25006323043011e-09,"16","Pim3",TRUE
3.27744096222271e-13,0.722134825987354,0.387,0.301,8.02120901094387e-09,"16","Limch1",TRUE
3.9268404631865e-13,0.748054906959258,0.352,0.273,9.61054934960264e-09,"16","Sept8",TRUE
6.09134093614274e-13,1.11711919632712,0.314,0.232,1.49079478071157e-08,"16","Trim35",TRUE
8.83078094937956e-13,1.13970753810079,0.404,0.333,2.16124532955115e-08,"16","Tmcc1",TRUE
1.42371542902937e-12,0.813338301444372,0.434,0.386,3.48440114100647e-08,"16","Add1",TRUE
3.11811655935909e-12,0.855169425589907,0.442,0.373,7.63127846737545e-08,"16","R3hdm1",TRUE
3.33339909292253e-12,1.07212017763848,0.257,0.183,8.1581609400186e-08,"16","Pcyt2",TRUE
3.34756320532969e-12,0.68105589997405,0.428,0.362,8.19282618872387e-08,"16","Dennd5a",TRUE
3.3508910440815e-12,0.366939664908781,0.623,0.584,8.20097074128507e-08,"16","Tsc22d4",TRUE
5.13804718183592e-12,0.309803802658899,0.664,0.578,1.25748566728252e-07,"16","Fos",TRUE
6.29501493371954e-12,1.00649196206612,0.307,0.23,1.54064195487852e-07,"16","Myo18a",TRUE
6.33780943959033e-12,0.566091456978909,0.414,0.34,1.55111548224534e-07,"16","Eps15",TRUE
7.60634008855133e-12,0.729258622670773,0.399,0.331,1.86157567327205e-07,"16","Map7d1",TRUE
1.06977274426223e-11,0.676019183726499,0.368,0.297,2.61816181430738e-07,"16","Pip4k2a",TRUE
1.2326134523119e-11,0.930903834510563,0.369,0.31,3.01669816318814e-07,"16","Tmcc3",TRUE
1.59561852039219e-11,0.443728358253021,0.761,0.718,3.90511676680784e-07,"16","Selenow",TRUE
2.82022156620693e-11,0.831481779732945,0.411,0.366,6.90221026113483e-07,"16","Atp1b3",TRUE
3.54835859050972e-11,0.450213719272828,0.368,0.292,8.6842528144135e-07,"16","Bpgm",TRUE
4.35276147386129e-11,0.602974752849476,0.532,0.512,1.06529484311281e-06,"16","Fis1",TRUE
2.2577738457129e-10,0.870227703144188,0.598,0.565,5.52567570999775e-06,"16","Kif5b",TRUE
2.61409657729906e-10,0.856927841761912,0.329,0.263,6.39773996328173e-06,"16","Sik3",TRUE
2.81502174423471e-10,0.590157512340934,0.334,0.255,6.88948421684004e-06,"16","Wscd1",TRUE
3.42173637366122e-10,0.513416213004642,0.269,0.191,8.37435760089846e-06,"16","Pou3f1",TRUE
4.71436608344071e-10,0.871171591062303,0.278,0.206,1.15379395526128e-05,"16","Ankib1",TRUE
6.22341736040785e-10,0.374127059588331,0.667,0.67,1.52311916478622e-05,"16","Lamp1",TRUE
7.37509251522833e-10,0.481793701127281,0.542,0.509,1.80498014217698e-05,"16","Luc7l2",TRUE
1.07756705639571e-09,0.560616615199542,0.31,0.237,2.63723761382286e-05,"16","Gprc5b",TRUE
1.6277927841321e-09,0.56494603339396,0.303,0.231,3.9838600598849e-05,"16","Phactr1",TRUE
1.63564687376465e-09,0.499512202396013,0.503,0.48,4.0030821588516e-05,"16","Bnip3l",TRUE
1.95376731924007e-09,0.615808130648003,0.363,0.292,4.78165013710814e-05,"16","4930402H24Rik",TRUE
2.03908954022917e-09,0.72172813222188,0.269,0.202,4.99046774075687e-05,"16","Retreg1",TRUE
3.89661632565121e-09,0.954818456379387,0.273,0.209,9.53657879539876e-05,"16","Gab1",TRUE
4.3730354651917e-09,0.311358029157008,0.613,0.598,0.000107025669975102,"16","Mrfap1",TRUE
5.81058664046965e-09,0.641711630114219,0.335,0.267,0.000142208297438854,"16","Stox2",TRUE
6.64117669766769e-09,0.497256442595032,0.299,0.223,0.000162536158498719,"16","Cttnbp2",TRUE
1.47123668847992e-08,0.817703476014495,0.359,0.307,0.000360070467138577,"16","Npc1",TRUE
2.35321504371655e-08,0.52277009582549,0.351,0.281,0.000575925849799188,"16","Nbea",TRUE
2.64138512085981e-08,0.6752691459637,0.324,0.264,0.000646452594479229,"16","Igsf8",TRUE
3.11117731454037e-08,0.451079105174218,0.449,0.408,0.000761429535960609,"16","Gde1",TRUE
3.34327299361811e-08,0.488361925333055,0.781,0.771,0.000818232632458097,"16","Rpsa",TRUE
5.13645248768554e-08,0.672642059939478,0.35,0.304,0.00125709538183616,"16","Degs1",TRUE
5.17838195313633e-08,1.07674883362545,0.352,0.302,0.00126735719921058,"16","Itch",TRUE
6.76366914506417e-08,0.622662786451389,0.342,0.289,0.001655340386563,"16","Sort1",TRUE
7.85731252501676e-08,0.852540100530301,0.323,0.263,0.0019229986673726,"16","Rab31",TRUE
9.99370498337067e-08,0.396633700800842,0.407,0.343,0.00244585935763014,"16","Sgk1",TRUE
1.98468547763323e-07,0.654393724186111,0.276,0.217,0.00485731923795956,"16","Glod4",TRUE
2.25796022948532e-07,0.305751641767259,0.416,0.347,0.00552613186564238,"16","Phyhipl",TRUE
2.46749941379441e-07,0.438258142369864,0.491,0.439,0.00603895806532043,"16","Hmgcs1",TRUE
2.50188499504038e-07,1.15126173875692,0.286,0.229,0.00612311333686182,"16","Akr1b3",TRUE
3.1662862127576e-07,0.757285258377996,0.293,0.231,0.00774916887710295,"16","Frmd4b",TRUE
3.1836068773443e-07,0.848815035099472,0.425,0.391,0.00779155947161245,"16","Zcchc7",TRUE
4.2528513135609e-07,0.562881647087084,0.317,0.255,0.0104084283048089,"16","Cyp51",TRUE
4.58474851875131e-07,0.431591369369057,0.362,0.3,0.011220713524792,"16","Arap2",TRUE
4.89331145637075e-07,0.408092886406496,0.541,0.518,0.0119758904583218,"16","Pea15a",TRUE
5.87918596486098e-07,0.473029311560526,0.386,0.335,0.0143887197304008,"16","Klc1",TRUE
5.90442117366567e-07,0.549312638899126,0.279,0.221,0.0144504803804293,"16","Amer2",TRUE
6.15498169598406e-07,0.682201048223169,0.36,0.315,0.0150637022027514,"16","Dip2b",TRUE
