Contrast,Method,TF,Activity_Score,P_value
DLPFC_OUD_vs_Control_full,DoRothEA,ATF7,-0.9510845084362818,0.34156147812037263
DLPFC_OUD_vs_Control_full,DoRothEA,TCF4,0.9452826442230048,0.3445145966496369
DLPFC_OUD_vs_Control_full,DoRothEA,HNF4G,-0.9441099948329341,0.34511344235440855
DLPFC_OUD_vs_Control_full,DoRothEA,AHR,0.9405647891092607,0.3469279331934635
DLPFC_OUD_vs_Control_full,DoRothEA,SIX2,-0.9059148460939092,0.3649809257153417
DLPFC_OUD_vs_Control_full,DoRothEA,PPARA,0.8771553882387364,0.380402243529102
DLPFC_OUD_vs_Control_full,DoRothEA,SP4,0.8598524738065284,0.3898703694840001
DLPFC_OUD_vs_Control_full,DoRothEA,MYCN,0.8326383082678209,0.4050487470405752
DLPFC_OUD_vs_Control_full,DoRothEA,ZBED1,0.8291941869376261,0.40699453381094736
DLPFC_OUD_vs_Control_full,DoRothEA,ATF2,0.8224841364451881,0.41080141156561856
DLPFC_OUD_vs_Control_full,DoRothEA,ZNF592,-0.8128595429466415,0.41629859245270323
DLPFC_OUD_vs_Control_full,DoRothEA,POU4F2,-0.8028797700439688,0.4220442298297437
DLPFC_OUD_vs_Control_full,DoRothEA,CUX1,0.8022592713474617,0.4224029968566833
DLPFC_OUD_vs_Control_full,DoRothEA,GRHL2,-0.7971849900494401,0.42534360207352784
DLPFC_OUD_vs_Control_full,DoRothEA,ESRRA,-0.7733485747106881,0.43931611559020833
DLPFC_OUD_vs_Control_full,DoRothEA,ONECUT1,-0.7712495945673192,0.44055900298377143
DLPFC_OUD_vs_Control_full,DoRothEA,POU5F1,-0.7636903772694027,0.4450517765508373
DLPFC_OUD_vs_Control_full,DoRothEA,TEAD4,0.7565973009863389,0.4492911588357228
DLPFC_OUD_vs_Control_full,DoRothEA,THAP11,0.7523180266842401,0.45185982965719484
DLPFC_OUD_vs_Control_full,DoRothEA,JUNB,0.7387789618573396,0.46004122874801906
DLPFC_OUD_vs_Control_full,DoRothEA,RUNX2,-0.727838712414585,0.4667123237486056
DLPFC_OUD_vs_Control_full,DoRothEA,NCOA1,0.7269732228583162,0.46724235937273345
DLPFC_OUD_vs_Control_full,DoRothEA,KLF4,0.7043450683995348,0.4812179060522189
DLPFC_OUD_vs_Control_full,DoRothEA,ZNF740,-0.6894423103831591,0.4905449653574823
DLPFC_OUD_vs_Control_full,DoRothEA,FOXA1,-0.6865176438106696,0.49238674208237976
DLPFC_OUD_vs_Control_full,DoRothEA,MEIS1,0.6772640731355656,0.4982384212835891
DLPFC_OUD_vs_Control_full,DoRothEA,MAFG,0.6688668859482859,0.5035803953581439
DLPFC_OUD_vs_Control_full,DoRothEA,HOXB13,0.6555946281795643,0.5120849827695422
DLPFC_OUD_vs_Control_full,DoRothEA,PBX2,-0.6524360902730526,0.5141198887104386
DLPFC_OUD_vs_Control_full,DoRothEA,MAFK,0.646843852522378,0.5177330076382456
DLPFC_OUD_vs_Control_full,DoRothEA,NR1H2,0.6459464322745286,0.5183140476048603
DLPFC_OUD_vs_Control_full,DoRothEA,TFAP2A,0.6428116622418768,0.5203463148639801
DLPFC_OUD_vs_Control_full,DoRothEA,ASCL1,-0.6407938346509807,0.5216566391409854
DLPFC_OUD_vs_Control_full,DoRothEA,MAFB,0.6387278435797241,0.5229999960343235
DLPFC_OUD_vs_Control_full,DoRothEA,TWIST1,0.626250627489661,0.531150564762596
DLPFC_OUD_vs_Control_full,DoRothEA,ZNF274,-0.6234532820511919,0.5329866934404512
DLPFC_OUD_vs_Control_full,DoRothEA,KLF9,0.621165607030937,0.5344906660568611
DLPFC_OUD_vs_Control_full,DoRothEA,NANOG,-0.6194215555478619,0.5356386844860284
DLPFC_OUD_vs_Control_full,DoRothEA,NR2C2,0.612536111344559,0.540183113578429
DLPFC_OUD_vs_Control_full,DoRothEA,YY1,-0.6019529958434945,0.5472054260899744
DLPFC_OUD_vs_Control_full,DoRothEA,TGIF2,-0.5930748908211922,0.5531310336011455
DLPFC_OUD_vs_Control_full,DoRothEA,HINFP,0.5929228021904623,0.5532328171286378
DLPFC_OUD_vs_Control_full,DoRothEA,HSF1,-0.5917762372270661,0.554000437573145
DLPFC_OUD_vs_Control_full,DoRothEA,ZFX,-0.5869406536696541,0.5572435650630561
DLPFC_OUD_vs_Control_full,DoRothEA,NEUROD1,-0.5802643941155513,0.56173633468323
DLPFC_OUD_vs_Control_full,DoRothEA,MYOD1,-0.5598127699538367,0.5756071524300589
DLPFC_OUD_vs_Control_full,DoRothEA,CREM,0.5590246302336843,0.5761449108213885
DLPFC_OUD_vs_Control_full,DoRothEA,NR5A2,0.547272279819139,0.5841916851171008
DLPFC_OUD_vs_Control_full,DoRothEA,FOXJ2,0.5387069884809694,0.5900890508576293
DLPFC_OUD_vs_Control_full,DoRothEA,TEAD1,0.5380551012048237,0.5905390083953497
DLPFC_OUD_vs_Control_full,DoRothEA,MBD1,0.5234380525471439,0.6006694494017023
DLPFC_OUD_vs_Control_full,DoRothEA,SP3,0.5203943391309938,0.6027887548095618
DLPFC_OUD_vs_Control_full,DoRothEA,MYBL2,0.5121373278999065,0.6085549015257188
DLPFC_OUD_vs_Control_full,DoRothEA,LEF1,-0.5060947713722319,0.6127901209247262
DLPFC_OUD_vs_Control_full,DoRothEA,SP1,0.4938144600152032,0.6214372200435896
DLPFC_OUD_vs_Control_full,DoRothEA,DUX4,0.4922304293977797,0.6225564552773946
DLPFC_OUD_vs_Control_full,DoRothEA,ATF6,0.48164267342899175,0.6300598062540064
DLPFC_OUD_vs_Control_full,DoRothEA,ZNF384,-0.4717463424823023,0.6371078545706043
DLPFC_OUD_vs_Control_full,DoRothEA,KLF13,-0.4489562688521746,0.6534632036445576
DLPFC_OUD_vs_Control_full,DoRothEA,STAT5A,0.4407933548534141,0.6593626047267598
DLPFC_OUD_vs_Control_full,DoRothEA,E2F2,0.4383186837864503,0.6611552837811583
DLPFC_OUD_vs_Control_full,DoRothEA,NFYB,-0.43635330254123694,0.6625804142636018
DLPFC_OUD_vs_Control_full,DoRothEA,PAX5,0.43280957074112164,0.6651531197486349
DLPFC_OUD_vs_Control_full,DoRothEA,EOMES,0.4275123917833966,0.6690061613639782
DLPFC_OUD_vs_Control_full,DoRothEA,KDM5B,0.4254717613437017,0.6704928028787444
DLPFC_OUD_vs_Control_full,DoRothEA,SOX13,-0.4115508941902101,0.6806686305312267
DLPFC_OUD_vs_Control_full,DoRothEA,NFE2L1,0.40749695283370435,0.6836430317204429
DLPFC_OUD_vs_Control_full,DoRothEA,LHX2,-0.3963704340554243,0.6918317739614832
DLPFC_OUD_vs_Control_full,DoRothEA,TP63,0.3883781618054819,0.6977362027228061
DLPFC_OUD_vs_Control_full,DoRothEA,SP2,-0.38497607046628496,0.7002551447513345
DLPFC_OUD_vs_Control_full,DoRothEA,SPIB,-0.3652115940534735,0.7149534643654447
DLPFC_OUD_vs_Control_full,DoRothEA,BCL11A,0.36499012318590807,0.7151187789752552
DLPFC_OUD_vs_Control_full,DoRothEA,CREB3,0.35991107514106957,0.7189136345240409
DLPFC_OUD_vs_Control_full,DoRothEA,FOS,0.34889393784663847,0.7271689364631588
DLPFC_OUD_vs_Control_full,DoRothEA,ELF3,0.3393406205068571,0.7343531453238029
DLPFC_OUD_vs_Control_full,DoRothEA,ELK1,0.33122216420368317,0.7404766796215787
DLPFC_OUD_vs_Control_full,DoRothEA,RUNX1,-0.3165927798843595,0.7515526150009381
DLPFC_OUD_vs_Control_full,DoRothEA,MBD2,-0.3136114180243855,0.7538161864281927
DLPFC_OUD_vs_Control_full,DoRothEA,SMAD5,0.31106839178187107,0.7557486296145038
DLPFC_OUD_vs_Control_full,DoRothEA,SNAPC4,-0.31007409307861217,0.7565046127207038
DLPFC_OUD_vs_Control_full,DoRothEA,SIX5,0.3085280684155438,0.7576805457275421
DLPFC_OUD_vs_Control_full,DoRothEA,HOXA9,0.2996377209855059,0.764453508237141
DLPFC_OUD_vs_Control_full,DoRothEA,THAP1,-0.2970283356590276,0.7664448761132068
DLPFC_OUD_vs_Control_full,DoRothEA,GFI1B,0.29671063165677475,0.7666874394932273
DLPFC_OUD_vs_Control_full,DoRothEA,TCF12,0.29371227791735477,0.768977771500535
DLPFC_OUD_vs_Control_full,DoRothEA,ZNF143,-0.2857758775950294,0.7750497848614317
DLPFC_OUD_vs_Control_full,DoRothEA,OTX2,0.2848971135609125,0.7757229674332975
DLPFC_OUD_vs_Control_full,DoRothEA,NFE2L2,0.27864720761131273,0.7805155805060695
DLPFC_OUD_vs_Control_full,DoRothEA,TCF7,0.27614536614882246,0.7824364176478539
DLPFC_OUD_vs_Control_full,DoRothEA,CTCFL,0.26594811816046926,0.7902791661220249
DLPFC_OUD_vs_Control_full,DoRothEA,IKZF1,-0.2623592938312803,0.7930444525547454
DLPFC_OUD_vs_Control_full,DoRothEA,KLF3,-0.2586261233757965,0.7959237252939138
DLPFC_OUD_vs_Control_full,DoRothEA,NRF1,0.24982931587812598,0.8027193476657053
DLPFC_OUD_vs_Control_full,DoRothEA,MEF2C,0.24964729201605085,0.8028601225183811
DLPFC_OUD_vs_Control_full,DoRothEA,CLOCK,-0.23937504760699369,0.810814776770589
DLPFC_OUD_vs_Control_full,DoRothEA,GLI2,-0.23674235638098304,0.8128566732136652
DLPFC_OUD_vs_Control_full,DoRothEA,XBP1,-0.2363664301211984,0.8131483431062373
DLPFC_OUD_vs_Control_full,DoRothEA,PAX6,-0.2232940841296899,0.8233066312237249
DLPFC_OUD_vs_Control_full,DoRothEA,PKNOX1,-0.21634921266619067,0.8287155511259447
DLPFC_OUD_vs_Control_full,DoRothEA,GABPA,0.1958817488153738,0.8447027228679058
DLPFC_OUD_vs_Control_full,DoRothEA,EBF1,0.18812866255439986,0.8507757927684781
DLPFC_OUD_vs_Control_full,DoRothEA,MAX,0.17572521220875803,0.8605098270341927
DLPFC_OUD_vs_Control_full,DoRothEA,NFE2,0.15895515467512308,0.8737042059014815
DLPFC_OUD_vs_Control_full,DoRothEA,TCF3,0.14077414109702047,0.8880483720173424
DLPFC_OUD_vs_Control_full,DoRothEA,ESR2,0.1357479344849902,0.8920205521846438
DLPFC_OUD_vs_Control_full,DoRothEA,ZKSCAN1,-0.1340884163469244,0.8933326593388777
DLPFC_OUD_vs_Control_full,DoRothEA,MNT,0.12979053403809426,0.8967321523074409
DLPFC_OUD_vs_Control_full,DoRothEA,NFYA,0.11973290141081926,0.9046947362787399
DLPFC_OUD_vs_Control_full,DoRothEA,SOX6,0.11479418273793732,0.9086082600776859
DLPFC_OUD_vs_Control_full,DoRothEA,TAL1,0.1074478238331182,0.9144337161444545
DLPFC_OUD_vs_Control_full,DoRothEA,NR2F6,-0.10019301432849273,0.9201910918669226
DLPFC_OUD_vs_Control_full,DoRothEA,SRF,-0.09469913319744483,0.9245538064932807
DLPFC_OUD_vs_Control_full,DoRothEA,BACH2,0.08620640673774616,0.9313023378297358
DLPFC_OUD_vs_Control_full,DoRothEA,ZEB1,-0.07971005153069724,0.9364678649283807
DLPFC_OUD_vs_Control_full,DoRothEA,SOX11,-0.0770479251583385,0.9385854194864457
DLPFC_OUD_vs_Control_full,DoRothEA,PBX3,0.07433857597115584,0.9407409827462857
DLPFC_OUD_vs_Control_full,DoRothEA,ELF5,-0.06973659088513597,0.94440331734895
DLPFC_OUD_vs_Control_full,DoRothEA,NCOA2,0.06756296520043925,0.9461335374926927
DLPFC_OUD_vs_Control_full,DoRothEA,MEF2B,0.06743473794769539,0.9462356152348504
DLPFC_OUD_vs_Control_full,DoRothEA,RFX2,0.06143470058092003,0.9510130174734585
DLPFC_OUD_vs_Control_full,DoRothEA,TEAD2,-0.059295192227385114,0.9527169904258039
DLPFC_OUD_vs_Control_full,DoRothEA,ZEB2,-0.05813493053176198,0.9536411508913475
DLPFC_OUD_vs_Control_full,DoRothEA,SMAD4,-0.05276081965748683,0.9579224793794275
DLPFC_OUD_vs_Control_full,DoRothEA,TP73,0.04376228668560686,0.9650938891319341
DLPFC_OUD_vs_Control_full,DoRothEA,NCOA3,0.04342785084183228,0.9653604768776098
DLPFC_OUD_vs_Control_full,DoRothEA,CEBPG,0.04104547688205481,0.9672596410802475
DLPFC_OUD_vs_Control_full,DoRothEA,ZNF24,0.0337381205220828,0.9730859804838833
DLPFC_OUD_vs_Control_full,DoRothEA,ELK4,0.03334430004495379,0.973400027057385
DLPFC_OUD_vs_Control_full,DoRothEA,TFDP1,0.02598317367044701,0.9792707593864444
DLPFC_OUD_vs_Control_full,DoRothEA,STAT2,0.023234223835687157,0.9814634392969274
DLPFC_OUD_vs_Control_full,DoRothEA,FOXP1,-0.01649393280500667,0.986840342351085
DLPFC_OUD_vs_Control_full,DoRothEA,MEIS2,0.0059606695675530124,0.9952441019425301
DLPFC_OUD_vs_Control_full,DoRothEA,NR4A1,0.0059021959916908655,0.9952907562852175
DLPFC_OUD_vs_Control_full,Enrichment,STAT1,10.702833010824769,4.716271557150567e-10
DLPFC_OUD_vs_Control_full,Enrichment,CEBPA,6.695918531467952,2.0141020362580086e-7
DLPFC_OUD_vs_Control_full,Enrichment,NPAS4,-5.892904036960693,1.279664031405233e-6
DLPFC_OUD_vs_Control_full,Enrichment,ERG,5.422340129131653,3.7814631349729016e-6
DLPFC_OUD_vs_Control_full,Enrichment,SPI1,4.673049994479821,1.7800149572926588e-4
DLPFC_OUD_vs_Control_full,Enrichment,STAT4,4.334444213409044,4.6297313041826125e-5
DLPFC_OUD_vs_Control_full,Enrichment,JUND,4.311828742805571,4.8772077720140714e-5
DLPFC_OUD_vs_Control_full,Enrichment,SP1,4.207728873331259,3.0480049648253795e-4
DLPFC_OUD_vs_Control_full,Enrichment,REL,4.194911204955302,6.383939977013726e-5
DLPFC_OUD_vs_Control_full,Enrichment,CREB1,-4.0071008603691425,9.837826059671699e-5
DLPFC_OUD_vs_Control_full,Enrichment,CREB1,-4.0071008603691425,9.837826059671699e-5
DLPFC_OUD_vs_Control_full,Enrichment,NR4A1,-4.0071008603691425,9.837826059671699e-5
DLPFC_OUD_vs_Control_full,Enrichment,CREB1,-4.0071008603691425,9.837826059671699e-5
DLPFC_OUD_vs_Control_full,Enrichment,NR4A1,-4.0071008603691425,9.837826059671699e-5
DLPFC_OUD_vs_Control_full,Enrichment,RELA,3.6772781767099993,2.1024313474029825e-4
DLPFC_OUD_vs_Control_full,Enrichment,STAT3,3.6772781767099993,2.1024313474029825e-4
DLPFC_OUD_vs_Control_full,Enrichment,TP53,3.6772781767099993,2.1024313474029825e-4
DLPFC_OUD_vs_Control_full,Enrichment,RELA,3.6772781767099993,2.1024313474029825e-4
DLPFC_OUD_vs_Control_full,Enrichment,STAT3,3.6772781767099993,2.1024313474029825e-4
DLPFC_OUD_vs_Control_full,Enrichment,TP53,3.6772781767099993,2.1024313474029825e-4
DLPFC_OUD_vs_Control_full,Enrichment,GATA2,3.616003262087619,2.4210108618880017e-4
DLPFC_OUD_vs_Control_full,Enrichment,CEBPB,3.496710117215993,3.1863236186628087e-4
DLPFC_OUD_vs_Control_full,Enrichment,STAT5B,3.442907380711675,3.60655549590993e-4
DLPFC_OUD_vs_Control_full,Enrichment,SMAD3,3.1138653262399303,7.693689829220352e-4
DLPFC_OUD_vs_Control_full,Enrichment,FOXM1,3.0527431840836146,8.856391693244515e-4
DLPFC_OUD_vs_Control_full,Enrichment,STAT5A,2.9643487571878566,0.001085553527226727
DLPFC_OUD_vs_Control_full,Enrichment,FOXP2,2.936759334345194,0.001156753082977453
DLPFC_OUD_vs_Control_full,Enrichment,FOSL2,2.9281457719965953,0.0011799245246480467
DLPFC_OUD_vs_Control_full,Enrichment,ETS2,2.921275713093865,0.0018927275059601408
DLPFC_OUD_vs_Control_full,Enrichment,E2F1,2.9181437295913017,0.0012915824707484275
DLPFC_OUD_vs_Control_full,Enrichment,RARA,2.8283231448055397,0.0014848304157462165
DLPFC_OUD_vs_Control_full,Enrichment,FOSL1,2.7970772221635727,0.0015955954082303892
DLPFC_OUD_vs_Control_full,Enrichment,ETS1,2.7555444715762505,0.0010468292195589806
DLPFC_OUD_vs_Control_full,Enrichment,SP3,2.6491562820707437,0.009438621876288435
DLPFC_OUD_vs_Control_full,Enrichment,TBP,2.4553696616103005,0.0035045344893916974
DLPFC_OUD_vs_Control_full,Enrichment,AR,2.4108238858935933,0.0038830779975949337
DLPFC_OUD_vs_Control_full,Enrichment,ELK1,-2.3704135365884134,0.00426173521752126
DLPFC_OUD_vs_Control_full,Enrichment,ELK1,-2.3704135365884134,0.00426173521752126
DLPFC_OUD_vs_Control_full,Enrichment,ESR1,2.2317922628392557,0.001067529623635566
DLPFC_OUD_vs_Control_full,Enrichment,POU2F1,2.1743367491906316,0.00669365386460259
DLPFC_OUD_vs_Control_full,Enrichment,HIF1A,2.1533240828819005,0.007025478630491451
DLPFC_OUD_vs_Control_full,Enrichment,HIF1A,2.1533240828819005,0.007025478630491451
DLPFC_OUD_vs_Control_full,Enrichment,MYBL2,2.117481127712798,0.008422361236459962
DLPFC_OUD_vs_Control_full,Enrichment,TCF7L2,2.022386763152752,0.00949758604582591
DLPFC_OUD_vs_Control_full,Enrichment,NFKB1,2.0136340067002307,0.00969094197682203
DLPFC_OUD_vs_Control_full,Enrichment,NFKB1,2.0136340067002307,0.00969094197682203
DLPFC_OUD_vs_Control_full,Enrichment,FOXO3,2.002800796337491,0.009935716787375313
DLPFC_OUD_vs_Control_full,Enrichment,RBPJ,1.9358206267256899,0.011592560558099449
DLPFC_OUD_vs_Control_full,Enrichment,GATA6,-1.8796520857944905,0.01319313219867732
DLPFC_OUD_vs_Control_full,Enrichment,RELB,1.879441967261516,0.004619527217387757
DLPFC_OUD_vs_Control_full,Enrichment,FOXA2,-1.830953495952123,0.014758645596946129
DLPFC_OUD_vs_Control_full,Enrichment,HHEX,-1.830953495952123,0.014758645596946129
DLPFC_OUD_vs_Control_full,Enrichment,FOXO4,1.8104731215190895,0.005965189356630916
DLPFC_OUD_vs_Control_full,Enrichment,REST,-1.7567127472347641,0.017510044619546496
DLPFC_OUD_vs_Control_full,Enrichment,CREB3,1.753226379564067,0.01765117498857197
DLPFC_OUD_vs_Control_full,Enrichment,STAT6,1.7018810349461668,0.019866390372178685
DLPFC_OUD_vs_Control_full,Enrichment,SMAD4,1.66303243545887,0.02172538915857674
DLPFC_OUD_vs_Control_full,Enrichment,PGR,1.6211196092226845,0.023926567030833863
DLPFC_OUD_vs_Control_full,Enrichment,NFIC,1.620903269093798,0.02393848881728143
DLPFC_OUD_vs_Control_full,Enrichment,PPARG,1.5962807466767648,0.03977236685286984
DLPFC_OUD_vs_Control_full,Enrichment,HSF1,1.54831471986637,0.028293409162877568
DLPFC_OUD_vs_Control_full,Enrichment,KLF4,1.54831471986637,0.028293409162877568
DLPFC_OUD_vs_Control_full,Enrichment,WT1,1.5047308962188732,0.03128016993543893
DLPFC_OUD_vs_Control_full,Enrichment,ESRRA,-1.5020133915039438,0.031476512545349875
DLPFC_OUD_vs_Control_full,Enrichment,TFAP4,-1.5012733648919911,0.03153019343449036
DLPFC_OUD_vs_Control_full,Enrichment,E2F5,1.4821279802196963,0.032951259533551436
DLPFC_OUD_vs_Control_full,Enrichment,SOX9,1.4821279802196963,0.032951259533551436
DLPFC_OUD_vs_Control_full,Enrichment,CREB3L1,1.4489528191083065,0.022385135033632892
DLPFC_OUD_vs_Control_full,Enrichment,CEBPD,1.421532653267472,0.037885004810669656
DLPFC_OUD_vs_Control_full,Enrichment,TFAP2A,1.3701716320624664,0.02383864270355887
DLPFC_OUD_vs_Control_full,Enrichment,TCF3,1.3657237089949248,0.04308005915808669
DLPFC_OUD_vs_Control_full,Enrichment,TFAP2C,1.3657237089949248,0.04308005915808669
DLPFC_OUD_vs_Control_full,Enrichment,TWIST1,1.3657237089949248,0.04308005915808669
DLPFC_OUD_vs_Control_full,Enrichment,KLF1,1.3411232077128643,0.08140947225702544
DLPFC_OUD_vs_Control_full,Enrichment,KLF5,1.3188190905869746,0.12733813985849302
DLPFC_OUD_vs_Control_full,Enrichment,ATF4,1.3140581891730612,0.04852234828846651
DLPFC_OUD_vs_Control_full,Enrichment,E2F4,1.2798725060885738,0.14166873386704862
DLPFC_OUD_vs_Control_full,Enrichment,SMAD1,1.2660143838321205,0.05419829396307982
DLPFC_OUD_vs_Control_full,Enrichment,GRHL2,-1.2395625185541586,0.16844820120258705
DLPFC_OUD_vs_Control_full,Enrichment,NFKB2,1.2211631136077163,0.06009479892667681
DLPFC_OUD_vs_Control_full,Enrichment,ZNF274,1.2211631136077163,0.06009479892667681
DLPFC_OUD_vs_Control_full,Enrichment,ONECUT1,-1.1581439032865135,0.06947940597353612
DLPFC_OUD_vs_Control_full,Enrichment,FOXO1,1.1501516186170995,0.07076986731937747
DLPFC_OUD_vs_Control_full,Enrichment,NCOA1,1.1396654966773685,0.0724994151791182
DLPFC_OUD_vs_Control_full,Enrichment,HNF4G,-1.13958801444417,0.07251235091272205
DLPFC_OUD_vs_Control_full,Enrichment,PROX1,-1.132766221369108,0.07366035009160236
DLPFC_OUD_vs_Control_full,Enrichment,AHR,1.126426482446151,0.07474351496213977
DLPFC_OUD_vs_Control_full,Enrichment,GATA3,1.0948310664328227,0.08038387417192584
DLPFC_OUD_vs_Control_full,Enrichment,ETV1,-1.0505886961841584,0.08900436453781344
DLPFC_OUD_vs_Control_full,Enrichment,MAFB,-1.0404649991971493,0.1826483173156478
DLPFC_OUD_vs_Control_full,Enrichment,ZEB2,-1.0404649991971493,0.1826483173156478
DLPFC_OUD_vs_Control_full,Enrichment,ASCL1,-1.0251902091789142,0.19031394601546614
DLPFC_OUD_vs_Control_full,Enrichment,BATF,1.0176394110970315,0.09601975398210359
DLPFC_OUD_vs_Control_full,Enrichment,FOS,-1.0032941331136136,0.09924436718828811
DLPFC_OUD_vs_Control_full,Enrichment,EGR1,-1.0032941331136136,0.09924436718828811
DLPFC_OUD_vs_Control_full,Enrichment,EGR1,-1.0032941331136136,0.09924436718828811
DLPFC_OUD_vs_Control_full,Enrichment,FOS,-1.0032941331136136,0.09924436718828811
DLPFC_OUD_vs_Control_full,Enrichment,ATF2,1.0024863740832746,0.09942912691858374
DLPFC_OUD_vs_Control_full,Enrichment,FOXP1,0.9975589170454251,0.30956361499784085
DLPFC_OUD_vs_Control_full,Enrichment,SOX6,-0.9780300295746374,0.10518891377494466
DLPFC_OUD_vs_Control_full,Enrichment,HBP1,0.9458494157703874,0.12656118939064867
DLPFC_OUD_vs_Control_full,Enrichment,HMBOX1,0.9166859164012249,0.12114739598827762
DLPFC_OUD_vs_Control_full,Enrichment,CUX1,0.9079766149910975,0.14295006874926067
DLPFC_OUD_vs_Control_full,Enrichment,PRDM1,0.889892663252211,0.15142099194538547
DLPFC_OUD_vs_Control_full,Enrichment,PRDM14,-0.8742088490974044,0.367625657817847
DLPFC_OUD_vs_Control_full,Enrichment,ARID2,0.8419849411984497,0.14388484682701178
DLPFC_OUD_vs_Control_full,Enrichment,E2F7,0.8419849411984497,0.14388484682701178
DLPFC_OUD_vs_Control_full,Enrichment,BHLHE40,0.8162037045682964,0.05927543104185001
DLPFC_OUD_vs_Control_full,Enrichment,IRF1,0.7972482110312624,0.15949673197744685
DLPFC_OUD_vs_Control_full,Enrichment,TCF4,0.7940832472820614,0.160663325768477
DLPFC_OUD_vs_Control_full,Enrichment,E2F3,0.788931418276942,0.040129916514969576
DLPFC_OUD_vs_Control_full,Enrichment,NFE2,-0.7648700057931682,0.07597738424765499
DLPFC_OUD_vs_Control_full,Enrichment,E2F2,0.7568934127891109,0.047590986038695486
DLPFC_OUD_vs_Control_full,Enrichment,MBD1,-0.7545187097339484,0.17598728455183477
DLPFC_OUD_vs_Control_full,Enrichment,TCF12,-0.7455766779699008,0.37895535973117467
DLPFC_OUD_vs_Control_full,Enrichment,MAFK,-0.7453934813504864,0.08612912594539131
DLPFC_OUD_vs_Control_full,Enrichment,MITF,0.736498220991442,0.18344326815230258
DLPFC_OUD_vs_Control_full,Enrichment,NFATC1,0.736498220991442,0.18344326815230258
DLPFC_OUD_vs_Control_full,Enrichment,PDX1,0.7346143759542494,0.24397003280085416
DLPFC_OUD_vs_Control_full,Enrichment,ELF3,0.7212283661079002,0.2537988557982373
DLPFC_OUD_vs_Control_full,Enrichment,TEAD1,-0.7179176171340605,0.4728188984695283
DLPFC_OUD_vs_Control_full,Enrichment,ZFX,-0.7087429948303963,0.10831895805589363
DLPFC_OUD_vs_Control_full,Enrichment,KLF13,-0.7032138489262987,0.20037685710652783
DLPFC_OUD_vs_Control_full,Enrichment,DUX4,0.6996653249095649,0.19968004923699556
DLPFC_OUD_vs_Control_full,Enrichment,ARNTL,0.694512845121949,0.20206316669132618
DLPFC_OUD_vs_Control_full,Enrichment,GATA4,0.694512845121949,0.20206316669132618
DLPFC_OUD_vs_Control_full,Enrichment,POU2F2,0.694512845121949,0.20206316669132618
DLPFC_OUD_vs_Control_full,Enrichment,KLF3,-0.6931965619427543,0.20267651967587053
DLPFC_OUD_vs_Control_full,Enrichment,STAT2,0.6653927813548713,0.21607634183204733
DLPFC_OUD_vs_Control_full,Enrichment,ELK4,-0.664639240478361,0.21645157960370554
DLPFC_OUD_vs_Control_full,Enrichment,ZNF592,-0.664639240478361,0.21645157960370554
DLPFC_OUD_vs_Control_full,Enrichment,ZNF217,0.6578205395575716,0.2198768266573755
DLPFC_OUD_vs_Control_full,Enrichment,TEAD4,0.6518625131093031,0.22291407283967776
DLPFC_OUD_vs_Control_full,Enrichment,CLOCK,-0.645176597592404,0.22637236202531544
DLPFC_OUD_vs_Control_full,Enrichment,PBX3,-0.645176597592404,0.22637236202531544
DLPFC_OUD_vs_Control_full,Enrichment,MEF2B,-0.638720017734766,0.2592075060814725
DLPFC_OUD_vs_Control_full,Enrichment,NR1H3,0.6247141561329403,0.23729350097505753
DLPFC_OUD_vs_Control_full,Enrichment,RUNX3,0.6247141561329403,0.23729350097505753
DLPFC_OUD_vs_Control_full,Enrichment,MAFF,0.6182152592425121,0.240871124847263
DLPFC_OUD_vs_Control_full,Enrichment,SOX10,-0.6138695808492194,0.24329345125180069
DLPFC_OUD_vs_Control_full,Enrichment,EPAS1,0.5946160337445983,0.254322021095183
DLPFC_OUD_vs_Control_full,Enrichment,FLI1,0.5946160337445983,0.254322021095183
DLPFC_OUD_vs_Control_full,Enrichment,ESR2,-0.5911355748943485,0.25636835994769813
DLPFC_OUD_vs_Control_full,Enrichment,KDM5B,-0.5698961220981839,0.26921786629667577
DLPFC_OUD_vs_Control_full,Enrichment,TGIF2,-0.5499883598238744,0.28184584719741057
DLPFC_OUD_vs_Control_full,Enrichment,SPIB,-0.546638719208933,0.2840280818079194
DLPFC_OUD_vs_Control_full,Enrichment,TCF7,-0.546638719208933,0.2840280818079194
DLPFC_OUD_vs_Control_full,Enrichment,ETV4,0.5417415527274116,0.28724894828996317
DLPFC_OUD_vs_Control_full,Enrichment,EHF,-0.5312745061468163,0.2942561130190665
DLPFC_OUD_vs_Control_full,Enrichment,ELF5,-0.5312745061468163,0.2942561130190665
DLPFC_OUD_vs_Control_full,Enrichment,HINFP,0.5183222926816761,0.3031640549567298
DLPFC_OUD_vs_Control_full,Enrichment,XBP1,0.5183222926816761,0.3031640549567298
DLPFC_OUD_vs_Control_full,Enrichment,BHLHE22,-0.5136369607092264,0.3064524087403486
DLPFC_OUD_vs_Control_full,Enrichment,CDX2,0.49658466730183765,0.3187244150188334
DLPFC_OUD_vs_Control_full,Enrichment,PPARA,0.4910022103262719,0.02370011495032666
DLPFC_OUD_vs_Control_full,Enrichment,THAP11,-0.4892692677685813,0.32413858523834305
DLPFC_OUD_vs_Control_full,Enrichment,IRF2,0.48453003455552024,0.4830549307625951
