gene,lfc,pval,adj_pval,stat,mean_oud,mean_ctrl,effect_size,significant,significant_strict
ATP2B2,-0.003888865052785959,4.263478459165526e-11,6.707097733349018e-11,-6.5978893747314284,0.05457547,0.05846433,-0.0593261,False,False
SLC6A11,0.0019612918582908173,2.220446049250313e-16,3.936961080231052e-16,8.186504153968775,0.0077361767,0.0057748817,0.07361243,False,False
SYN2,0.001921178259063636,3.24711449284365e-07,4.5182483666655616e-07,5.110051340349491,0.02362015,0.021699049,0.045946572,False,False
PPARG,0.004305970274315823,0.0,0.0,11.347379428381767,0.015249904,0.010943926,0.10203324,False,False
AC090004.2,-8.123628268853627e-05,3.998696065377061e-07,5.546041699552096e-07,-5.0705278157826275,7.162784e-05,0.000152865,-0.045620557,False,False
GRIP2,0.003227997648278447,0.0,0.0,46.08502084550516,0.005946992,0.0027190056,0.4144324,False,False
FGD5,0.0010331601672946863,0.0,0.0,10.060622338993696,0.0067626312,0.0057294993,0.09046672,False,False
RFTN1,0.013864334363334153,0.0,0.0,35.731627559805325,0.050230127,0.036365975,0.32128626,False,False
SATB1-AS1,-0.001249543948792474,0.00025389787592966506,0.00032111873009654096,-3.658882153988849,0.02227373,0.02352324,-0.032899007,False,False
ZNF385D,-0.0008157957146387922,0.054697492321815755,0.06141185515173924,-1.9213718917068874,0.03919735,0.040013157,-0.017276688,False,False
THRB,-0.06855663936096573,0.0,0.0,-46.767473471821965,0.12963982,0.19819528,-0.4205071,False,False
AC092422.1,-0.0013298644256077834,2.8212753022671677e-08,4.075024509774436e-08,-5.554150183170535,0.00402091,0.005350778,-0.049942557,False,False
RARB,-0.0067597908069085295,0.0,0.0,-17.60812986992745,0.026530173,0.033289865,-0.15832593,False,False
LRRC3B,-0.0005674684247440349,0.41850503399877903,0.4397601057780515,-0.8090324936919374,0.022713529,0.023281114,-0.007276046,False,False
NEK10,-0.0033213857756171482,0.0,0.0,-13.368205230130464,0.031234521,0.034556042,-0.12021042,False,False
SLC4A7,-0.0035273307067401655,0.0022292678339979055,0.002709806929495023,-3.0582085141463913,0.24866578,0.2521942,-0.027506694,False,False
EOMES,-7.80030184143569e-05,0.006396916505394978,0.007588275807111481,-2.7269666186725954,0.00013513982,0.00021314312,-0.024528211,False,False
RBMS3,-0.02758233482774217,0.0,0.0,-14.831173627894449,0.22539179,0.2529747,-0.1333585,False,False
RBMS3-AS3,0.0022324790621561425,4.641396644800011e-08,6.652742443573834e-08,5.466407616698301,0.018493349,0.016260944,0.04915096,False,False
RBMS3-AS2,-0.00015473466002223856,0.25973915321199437,0.27809331179014385,-1.1270363763220708,0.0030857306,0.003240473,-0.010135035,False,False
TGFBR2,-0.003382093119175497,0.0043564761326069235,0.0052110958524006264,-2.851415580739646,0.15669912,0.16008067,-0.025634708,False,False
CMTM8,-0.0006760556462546069,0.0050017838234384104,0.005961601696589286,-2.807196553029264,0.009736623,0.010412669,-0.025241697,False,False
CMTM7,0.0019480115736560002,1.2291137077014014e-06,1.6791170870237724e-06,4.852211797445563,0.034809444,0.032861553,0.04362722,False,False
STAC,-5.3091159319604103e-05,0.5362418055578906,0.5566523933126891,-0.6185155854709343,0.0027169534,0.002770047,-0.005562297,False,False
TRANK1,0.0056086247849267004,0.0,0.0,17.4880077262927,0.03544634,0.029837677,0.15724994,False,False
ITGA9,0.0009674886280971388,0.09402652754486929,0.10405001203784872,1.6746007489550188,0.042173244,0.041205782,0.015057074,False,False
CTDSPL,-0.010749753165598477,0.0,0.0,-13.770122744631054,0.073120594,0.08386995,-0.123811565,False,False
AC092053.5,-0.0007940057790678367,0.0,0.0,-20.4020887948562,0.00055907364,0.0013530772,-0.18349238,False,False
CX3CR1,-0.04595630551371392,0.0,0.0,-34.835727679868604,0.022495508,0.0684512,-0.31322494,False,False
MYRIP,0.009833708773665555,1.113380654338414e-08,1.6285431316505324e-08,5.714626475978289,0.24188994,0.23205656,0.05138186,False,False
TRAK1,-0.036112397314232804,0.0,0.0,-45.73494714591783,0.18862957,0.22474186,-0.4112315,False,False
GASK1A,0.012526692878697834,0.0,0.0,17.108204147946893,0.12713051,0.11460429,0.15382536,False,False
SLC6A20,-0.000646623871537273,9.474174920143241e-07,1.3008020485322528e-06,-4.9036245798161175,0.0010701099,0.0017167428,-0.04409505,False,False
CCR1,0.0005392809271890257,0.00019608617116029237,0.00024894562567959254,3.724623095833288,0.00479087,0.00425158,0.033492934,False,False
CCR2,-5.491810487743736e-05,6.462141510343855e-06,8.627692270152009e-06,-4.5117487914331775,6.610719e-05,0.00012102347,-0.040599264,False,False
LINC02009,-1.3016023912867582e-05,0.017009622593308737,0.019664303576079466,-2.3866777053456665,3.057797e-05,4.3594075e-05,-0.021499105,False,False
LTF,0.0003088231795329704,1.7754538728098623e-06,2.414488494301717e-06,4.778703397040494,0.0013442943,0.0010354744,0.042974032,False,False
ALS2CL,-0.00019416009297642227,0.0,0.0,-10.39940430784935,0.00016139803,0.000355558,-0.09355624,False,False
PTH1R,-0.00030938663282208405,0.07443140598891884,0.08282426482446459,-1.784035497331757,0.0031841642,0.0034935402,-0.01604159,False,False
CSPG5,-0.0015567639555566812,0.0006782198506776194,0.0008430094752922057,-3.3987107386481825,0.07155082,0.07310762,-0.030561129,False,False
SEMA3F,0.00021574079032475206,2.426947531830592e-13,4.047160975815329e-13,7.327407592099604,0.0015230231,0.0013072742,0.065909326,False,False
CISH,0.00014653530787496312,1.044348228562697e-06,1.4312675585601147e-06,4.884444522456932,0.0005508245,0.00040429152,0.043932483,False,False
SEMA3G,-0.00023228287543671444,8.85204065603773e-09,1.3017706847114307e-08,-5.753559596535034,0.00010471948,0.0003370011,-0.051745776,False,False
STAB1,9.662816729543838e-05,0.5083908192436388,0.5295737700454571,0.6613560117836652,0.005479267,0.005382647,0.005946512,False,False
MUSTN1,-0.0006207480383778159,0.0,0.0,-9.20828907203541,0.00467824,0.005298994,-0.08280965,False,False
PRKCD,-0.006735177691166885,0.0,0.0,-28.631741601612216,0.008972537,0.015707722,-0.2574545,False,False
CACNA1D,-0.02466524862829579,0.0,0.0,-26.411456930893273,0.16526201,0.18992794,-0.23748863,False,False
AC115282.2,-2.335816079844204e-05,0.00020041770124135105,0.0002542296421666187,-3.7191037626448904,0.00016571235,0.00018907114,-0.033494215,False,False
AC115282.1,0.0013215284728139674,0.0,0.0,34.74592390791146,0.0023239178,0.001002393,0.31249988,False,False
CACNA2D3,0.0010164177730242938,0.37777250802436724,0.39835413851427126,0.8820254218476197,0.045180168,0.044163607,0.00793195,False,False
CACNA2D3-AS1,0.00031547097276864037,0.0,0.0,12.420795297088484,0.00071857177,0.00040310173,0.11172531,False,False
LRTM1,0.0009534262580493768,0.0,0.0,14.097566149302848,0.0021734529,0.0012200343,0.12677635,False,False
WNT5A,0.0014907601253522469,0.0,0.0,8.451638822226135,0.006635841,0.0051450976,0.07599665,False,False
FAM107A,-0.0006981387165101412,0.024883449532594915,0.02849249946480334,-2.24335806652059,0.022251578,0.022949716,-0.02017186,False,False
PTPRG,-0.0063516851893574,0.00028240247744437674,0.0003567189188771075,-3.6315032176320123,0.08588419,0.09223596,-0.032653414,False,False
CADPS,0.027967627632595086,0.0,0.0,29.474897735563303,0.0777939,0.049826093,0.26502916,False,False
SYNPR,0.004733091395073901,0.0,0.0,11.561534284946745,0.03635686,0.031623524,0.10396384,False,False
SYNPR-AS1,8.911806789301945e-05,0.00030325342652703924,0.00038241289599878845,3.6130704278813917,0.0005252313,0.00043611228,0.032500464,False,False
PRICKLE2,0.030759363318185934,0.0,0.0,32.04373305486016,0.18818986,0.15743038,0.28812653,False,False
ADAMTS9,0.0009941276986346688,0.12531126177516594,0.1373023321130379,1.532913521428095,0.016688617,0.015694428,0.013784306,False,False
ADAMTS9-AS1,0.0003878612901138553,1.1220535611755622e-08,1.6404291830052077e-08,5.713304817847231,0.0013212141,0.0009333545,0.051378682,False,False
ADAMTS9-AS2,0.01563280912872721,0.0,0.0,18.959395330091834,0.050394405,0.03476164,0.17047568,False,False
TAFA1,-0.004770445912575812,8.152192254584634e-10,1.2320693583755115e-09,-6.144586379371765,0.070243716,0.07501444,-0.05525323,False,False
PDZRN3,-0.00357595057437643,6.330061345183324e-05,8.171335643524086e-05,-4.000914301641549,0.03112548,0.034701463,-0.03597509,False,False
CNTN3,0.026338675627416108,0.0,0.0,25.12948406762966,0.0954476,0.06910932,0.22595145,False,False
ROBO2,-0.02737920876841669,0.0,0.0,-16.06189516237404,0.050843447,0.07822243,-0.14442079,False,False
AC117461.1,0.0018147883828939272,0.0,0.0,21.654953291711603,0.0029162532,0.0011014808,0.19473264,False,False
AC117464.1,-0.004456456218662612,0.0,0.0,-28.54470789493434,0.006634992,0.011091482,-0.25667906,False,False
HTR1F,-5.937847970446925e-05,0.001322812672451379,0.0016264090235057938,-3.211388742663333,8.9244444e-05,0.00014862204,-0.028890379,False,False
MTRNR2L12,-0.1422417173987097,0.0,0.0,-32.53040487798982,0.47471997,0.6169616,-0.29249886,True,False
EPHA6,0.015002055818769622,0.0,0.0,10.815072248715673,0.068230994,0.05322913,0.09724357,False,False
COL8A1,-0.0005792917455340127,0.001481998271671836,0.001816174352539015,-3.1785787608629232,0.014052741,0.014632115,-0.02858592,False,False
ADGRG7,0.055288586072435975,0.0,0.0,53.8322256273646,0.057901673,0.002613489,0.48403564,False,False
ABI3BP,0.06901432028047418,0.0,0.0,83.32517928667023,0.110275276,0.041261174,0.7492281,False,False
LINC01215,0.0002625486416110374,0.0,0.0,16.943169758300403,0.0007520774,0.00048953155,0.15244101,False,False
TRAT1,-0.0002170903280466194,9.10235168150031e-06,1.2104191065824879e-05,-4.438490525326925,0.001804381,0.0020214687,-0.039916456,False,False
MORC1,-0.005103677678395827,0.0,0.0,-27.367722065527023,0.006430221,0.011533927,-0.24609238,False,False
CD96,0.002051837116977203,8.097103876281153e-09,1.1930899621239421e-08,5.768625570648535,0.020475717,0.018423777,0.051872864,False,False
PHLDB2,-0.0022024357120497664,0.0,0.0,-11.563063436522537,0.0040325653,0.006234982,-0.103974245,False,False
TMPRSS7,-0.0002344188985384825,0.0,0.0,-8.462105828008921,0.0005726672,0.0008070888,-0.076115444,False,False
GCSAM,-9.140540599598269e-05,0.0,0.0,-9.59889714681422,1.930356e-05,0.00011070889,-0.08639869,False,False
CCDC80,-0.0002501272627193453,0.016680429566821697,0.01932096088821046,-2.393856514284226,0.005198055,0.0054481835,-0.021526605,False,False
CD200R1,8.180317097491199e-05,0.05774418947909643,0.06471145627093362,1.8977322122271192,0.0021877184,0.0021059029,0.017070033,False,False
BOC,0.00044189647279578576,0.10051172071191439,0.11089928728787907,1.6424455169750385,0.014307611,0.013865693,0.01476938,False,False
SIDT1,0.0009514097921264449,4.1955222140899195e-07,5.816343180346469e-07,5.061365593948912,0.015693834,0.014742369,0.045514513,False,False
SIDT1-AS1,-7.689880483921818e-06,0.24587979279726735,0.2637251978519135,-1.1604455589516907,8.468115e-05,9.237108e-05,-0.010449885,False,False
GRAMD1C,-0.001761024048704279,7.651594012614282e-06,1.0188540629313293e-05,-4.475755930959616,0.027384209,0.029145187,-0.040243894,False,False
AC093010.2,0.0002890095810911268,2.220446049250313e-16,3.936961080231052e-16,8.20779060987987,0.0007476767,0.00045866848,0.07382109,False,False
TIGIT,0.0013668531060623372,0.0,0.0,24.136845831442088,0.0049037407,0.0035368982,0.21706368,False,False
GAP43,0.011875763134859352,0.0,0.0,35.30500503338107,0.04460436,0.032728434,0.31746003,False,False
AC092691.1,-0.15113819393379874,0.0,0.0,-39.28333049251541,0.67719895,0.8283324,-0.35320744,True,False
AC092691.3,-0.010259911701159068,0.0,0.0,-18.58586989249348,0.043649897,0.05391001,-0.16712183,False,False
ARHGAP31,-0.007422984892262534,0.0,0.0,-11.092333705443151,0.045533895,0.05295693,-0.099739306,False,False
PLA1A,0.00024569565786125504,1.557990852552038e-06,2.1235677226970076e-06,4.804938758047492,0.00097435847,0.00072866294,0.04321214,False,False
FSTL1,-0.0010430518399313486,4.985219240305483e-06,6.68857679826317e-06,-4.566520059115824,0.011020678,0.012063725,-0.041061625,False,False
STXBP5L,-0.0031367190439680684,0.004070819848570828,0.00487523335158183,-2.872917267179947,0.07412755,0.07726454,-0.025834432,False,False
HCLS1,-0.002282719531416037,5.89806503636936e-08,8.417790251716498e-08,-5.423700996878334,0.015210881,0.017493602,-0.04876859,False,False
SLC15A2,-0.014863211179630603,0.0,0.0,-37.55213125665909,0.040371027,0.05523419,-0.33765876,False,False
CD86,-0.009357375305726326,0.0,0.0,-14.900937081450648,0.016157148,0.02551454,-0.13398468,False,False
PARP15,-0.00011921384747020298,0.1914362732498318,0.20710739983753892,-1.3063814136357597,0.003349697,0.0034689214,-0.011748695,False,False
PARP14,0.007496775500976537,0.0,0.0,10.80437278608622,0.045110818,0.03761407,0.09714896,False,False
SEMA5B,0.00037335432916489646,0.0948086784915605,0.1048381995852125,1.6706302560931197,0.007237045,0.0068637133,0.015021296,False,False
MYLK,0.040192555630645034,0.0,0.0,33.59743719233477,0.20099464,0.16080162,0.3020986,False,False
KALRN,0.09229514438714077,0.0,0.0,73.83622163061789,0.29935986,0.20706533,0.6639019,False,False
ITGB5,0.0019664792760603887,0.002095723898434043,0.0025516118893271628,3.076679253034861,0.12519297,0.1232275,0.027650317,False,False
ALDH1L1,0.005798734460573434,0.0,0.0,10.446512353186197,0.02101712,0.015218414,0.09393141,False,False
MGLL,-0.029256169112956105,0.0,0.0,-31.19204139437361,0.19664666,0.22590232,-0.2804625,False,False
KBTBD12,-0.01587874622141014,0.0,0.0,-20.668939008597853,0.039164014,0.05504273,-0.18584758,False,False
GATA2,-2.9754897180024087e-05,0.4805816024638139,0.502525202994577,-0.7053792069366983,0.00028887764,0.0003186326,-0.00634395,False,False
GATA2-AS1,-0.00019209757382430533,0.0002938140767902997,0.0003708213001139668,-3.621263042411043,0.0009057339,0.0010978314,-0.032566797,False,False
EFCC1,0.0003702736323880005,0.0,0.0,18.79747463143006,0.0015794137,0.0012091417,0.16910252,False,False
CPNE4,-0.004819146779266259,0.0,0.0,-22.28646198534928,0.029151252,0.033970468,-0.20040163,False,False
TMEM108,0.058732276923528955,0.0,0.0,27.33198555564049,0.30647168,0.24774048,0.24575318,False,False
EPHB1,0.010268703906864754,0.0,0.0,9.956501150146915,0.16501261,0.15474373,0.08952667,False,False
SPSB4,0.00010770709879350525,0.46787997711547424,0.4897557331983331,0.7259451347537063,0.006320602,0.006212894,0.0065278495,False,False
PCOLCE2,0.00010835389457341315,0.3229230629666233,0.342684537990757,0.9884906641908597,0.0067435973,0.006635279,0.008885942,False,False
AC055758.2,-6.026268999417145e-05,2.0188509464169613e-07,2.823567757226519e-07,-5.199216146255261,0.00020037571,0.00026063848,-0.046789013,False,False
AC107021.1,0.014336568254728177,0.0,0.0,48.2973358435987,0.039164957,0.024828508,0.43427816,False,False
PLOD2,0.03069417998723261,0.0,0.0,35.6316916858073,0.18259603,0.1519021,0.3203848,False,False
PLSCR4,-0.0013860732926383743,0.00048454341996095884,0.0006064373216032025,-3.4896708807993213,0.01678256,0.018168624,-0.031378105,False,False
PLSCR1,0.007662082536525705,0.0,0.0,16.191162111753137,0.023398494,0.015736269,0.1455892,False,False
PLSCR5,0.00017045054010928975,0.0,0.0,8.970719161841952,0.0005905668,0.0004201169,0.080702335,False,False
AC092957.1,0.0016239928411182212,0.0005834643957809416,0.0007266057232639371,3.439678435104491,0.023561127,0.021937316,0.030925186,False,False
AC092958.3,-1.3981128522978496e-05,0.00030620694296157325,0.000385975138186857,-3.6105560302797843,3.5297147e-05,4.9278082e-05,-0.032547295,False,False
CP,0.003481135417023619,0.0,0.0,11.087617515084315,0.033556752,0.030075544,0.09969994,False,False
AC093001.1,0.00025885145279396844,0.0,0.0,18.899671853233755,0.0010682187,0.00080936926,0.17005886,False,False
TM4SF18,-0.0006529422137235719,0.0,0.0,-9.28365736556249,0.001149497,0.0018024434,-0.083486654,False,False
TM4SF1,0.0018169007441722247,0.0,0.0,17.59684091690142,0.002962591,0.0011456802,0.15823871,False,False
WWTR1,0.06850964032065851,0.0,0.0,50.706745884085485,0.30501983,0.23651052,0.45593274,False,False
MED12L,-0.019710559603710744,0.0,0.0,-16.152997098127553,0.08187441,0.10158472,-0.1452396,False,False
GPR171,0.0005304979417687111,0.0,0.0,10.133839492737579,0.0013507397,0.00082023477,0.09113726,False,False
P2RY14,0.0021745506524346414,3.364606657685343e-05,4.388617379589577e-05,4.1481128154210865,0.0193791,0.017204579,0.037298106,False,False
P2RY13,-0.013885726993893248,0.0,0.0,-32.477942188171454,0.0071407314,0.021026429,-0.29203278,False,False
P2RY12,-0.04937508051017156,0.0,0.0,-26.960528621163665,0.05423065,0.103606045,-0.24241947,False,False
SUCNR1,-0.001797329481050203,0.0,0.0,-20.32827400310352,0.0019838877,0.0037812116,-0.18280235,False,False
MBNL1-AS1,-0.0006102372068501667,1.879113531444432e-09,2.8116411941811947e-09,-6.010410088380788,0.009406949,0.010017162,-0.05404594,False,False
ARHGEF26-AS1,-0.0020625196145399962,3.511183590543254e-05,4.571853633519862e-05,-4.138330206297388,0.019862749,0.021925295,-0.03721117,False,False
ARHGEF26,0.0019199761120232467,0.002047549898597012,0.0024959974383547486,3.083608153544554,0.027760316,0.025840364,0.027726464,False,False
GPR149,0.002184175082011852,0.0,0.0,10.08787422721008,0.005759351,0.003575149,0.090710774,False,False
MME,0.0008602491794983408,0.00012856525892734894,0.00016440570195313162,3.8298591944079976,0.013284067,0.012423837,0.03443708,False,False
MME-AS1,4.776702794973467e-05,0.04969590494422693,0.05596385691917447,1.962678279449381,0.0001286668,8.090118e-05,0.017654162,False,False
LINC01487,-7.679821164953251e-05,0.0,0.0,-8.62082220876142,6.573274e-05,0.00014253179,-0.07760162,False,False
PLCH1,0.0175947242039914,0.0,0.0,35.1140360427162,0.0625437,0.04494891,0.31573656,False,False
LINC01322,0.027043970140764362,0.0,0.0,27.461524635007184,0.15549012,0.12844566,0.2469283,False,False
ZBBX,-0.0006476523011712354,3.60538725541204e-08,5.18263620806714e-08,-5.511090420769245,0.006337041,0.006984659,-0.049554728,False,False
SERPINI2,-0.0013179745376589872,6.798776430727571e-09,1.0037563628042674e-08,-5.798055389685471,0.010250671,0.011568673,-0.0521368,False,False
WDR49,-0.0009155897660213802,0.07048677403498349,0.07858057306018226,-1.808855885799789,0.02833922,0.02925479,-0.016264366,False,False
MECOM,-0.0013593101274691566,0.015808530133513576,0.01835355665655601,-2.4134897482234554,0.021078145,0.022437535,-0.021702643,False,False
AC074033.1,-0.0005602520348420106,0.0,0.0,-35.80398454990899,0.00049263804,0.0010528903,-0.32213703,False,False
TNFSF10,-0.0018625036163632583,0.0,0.0,-14.924157198417277,0.0043912996,0.0062537515,-0.13419805,False,False
KCNMB2,-0.00017555277142720498,0.9332241963476533,0.9366586112555905,-0.08378993711682128,0.08858616,0.08876163,-0.0007530428,False,False
KCNMB2-AS1,0.007566202075090554,1.3879396931759658e-06,1.8943671881382608e-06,4.82803565297291,0.15826428,0.15069756,0.043414712,False,False
GNB4,0.0004652762909808795,0.4913512279558305,0.5128927222920987,0.6881725718591797,0.06114708,0.060681477,0.006192148,False,False
AC068308.1,0.08823042026073831,0.0,0.0,68.83000463863756,0.22866105,0.14043066,0.6188921,False,False
LINC01995,0.0002710278506051983,1.5765166949677223e-14,2.697974948604202e-14,7.68736251386215,0.0011965557,0.00092552544,0.06914126,False,False
B3GNT5,-0.011073505551520306,0.0,0.0,-16.604865389337082,0.0421132,0.053186633,-0.14930451,False,False
KLHL6,0.0004261659966145532,0.0643001776814991,0.07184377394580904,1.8501839550270527,0.010845909,0.010419731,0.016637178,False,False
KLHL6-AS1,0.0003951264986625212,0.0,0.0,11.96993194214937,0.0011381665,0.0007430373,0.10766115,False,False
C3orf70,-0.006095410506370065,0.0,0.0,-12.64892472496132,0.062367715,0.06846267,-0.11372712,False,False
IGF2BP2,0.006127251062085779,0.0,0.0,25.11832371869507,0.023170399,0.017043022,0.22586614,False,False
ETV5,-0.06585469019210201,0.0,0.0,-25.234444571932368,0.14659359,0.21244793,-0.22689612,False,False
DGKG,-0.006955837845577319,1.263293492037576e-07,1.777617484105407e-07,-5.285795733857818,0.08319704,0.09015311,-0.047529377,False,False
AC112907.1,-0.0008331209227532449,0.0,0.0,-22.355157918618037,0.0026796807,0.0035128011,-0.20106061,False,False
LINC02043,-0.0017513984338892981,0.0,0.0,-24.4834740134326,0.0033961986,0.005147596,-0.22017442,False,False
ST6GAL1,-0.03633521480331567,0.0,0.0,-12.10179399477693,0.102084756,0.13841936,-0.10881227,False,False
RTP1,-3.248283617149741e-05,1.5132217701108175e-09,2.2698326551662262e-09,-6.045476162867398,3.4849545e-05,6.733214e-05,-0.054458164,False,False
MASP1,-0.0009525740056621591,0.0009522665317818202,0.0011770908921901362,-3.3047012158873263,0.012035682,0.012988294,-0.02971654,False,False
BCL6,0.18629956836032266,0.0,0.0,90.84691273413502,0.37224737,0.18594882,0.81685287,True,False
TP63,0.001438422702978859,0.0,0.0,18.269459060159363,0.006679291,0.0052408376,0.1642947,False,False
P3H2,-0.033060183655684056,0.0,0.0,-36.851719930499925,0.065494984,0.098554544,-0.33135104,False,False
IL1RAP,0.012656410823844338,0.0,0.0,14.22539202954393,0.046598583,0.033942126,0.12791005,False,False
CCDC50,0.008358066851035488,0.0,0.0,9.497900669405167,0.2636322,0.2552734,0.085409254,False,False
AC073365.1,-0.0005051751751198603,5.715050654941933e-10,8.681089602443443e-10,-6.200818322073721,0.0051338547,0.0056390506,-0.055763967,False,False
FGF12,-0.0686188749665904,0.0,0.0,-21.56621164741322,0.3515725,0.4201917,-0.19391492,False,False
FGF12-AS1,-0.0014601343311844179,0.0,0.0,-9.203561675191718,0.0075528068,0.009012935,-0.082758985,False,False
PLAAT1,-0.0029298774890126537,0.0,0.0,-9.410540904985037,0.017634492,0.020564415,-0.08461922,False,False
ATP13A4,0.019489330439333465,0.0,0.0,19.558575433634058,0.26581526,0.24632531,0.17586896,False,False
HES1,0.0007826675703196324,0.0005026933564131753,0.0006286286241098482,3.4798252090420947,0.008414252,0.0076315585,0.031291388,False,False
FAM43A,0.0043779295695052,0.0,0.0,44.048707316719025,0.009583272,0.0052053514,0.39610428,False,False
TFRC,0.010643922378322566,0.0,0.0,20.87822322044334,0.10206554,0.09142197,0.18772478,False,False
AC116565.1,-0.006858698346177741,0.0,0.0,-37.7932659411695,0.016815318,0.023674022,-0.33983845,False,False
SPON2,0.0005888601337679015,2.0990024074407643e-07,2.934299730811879e-07,5.19196515365802,0.0028818834,0.0022930074,0.046689086,False,False
FGFR3,0.0005769584852329537,0.33487634206444605,0.35486719399270156,0.9643590414207045,0.019984396,0.01940738,0.008672076,False,False
ZFYVE28,0.10365165011090327,0.0,0.0,53.551970099338874,0.37907925,0.27542785,0.48151585,True,False
STK32B,0.003847754994376289,2.220446049250313e-16,3.936961080231052e-16,8.245318134663687,0.045087885,0.04123986,0.07414484,False,False
C4orf50,0.0013355083493783444,0.0,0.0,9.912893923161572,0.0052788416,0.0039433497,0.089137614,False,False
TBC1D14,0.0017053575110904217,0.2256518247661088,0.24289755087848092,1.211669116547485,0.3229305,0.32122323,0.010907163,False,False
AFAP1,0.013392756024545488,0.0,0.0,23.68830422343952,0.06534406,0.051951423,0.2129961,False,False
SH3TC1,0.0018482631704773366,4.6092612637771424e-07,6.384018370882468e-07,5.043387029558632,0.012365473,0.010517213,0.045348972,False,False
AC006230.1,-0.007784973018953614,0.0,0.0,-16.24792239155134,0.011366798,0.019151723,-0.14609593,False,False
AC005699.1,-0.0024328973853534794,0.0,0.0,-11.233146738417892,0.013116045,0.015548921,-0.10100701,False,False
CD38,0.004058028040269618,2.4580337765200966e-13,4.0967229608668276e-13,7.325600719657825,0.049534135,0.04547611,0.065869555,False,False
PROM1,0.016858145124291023,0.0,0.0,47.018725358477894,0.031506814,0.014648689,0.4227818,False,False
LDB2,0.04303336766973519,0.0,0.0,33.949304579151324,0.14561896,0.10258587,0.30525687,False,False
KCNIP4,-0.022648002085453353,5.464119812170765e-07,7.547126812390559e-07,-5.010711371677579,0.4036288,0.42627674,-0.045053992,False,False
AC110296.1,-0.0017450635238989605,4.363021055553418e-11,6.856502444557492e-11,-6.594459641499018,0.0060503003,0.007795343,-0.059295855,False,False
AC096576.3,-0.0005434655438639668,3.353269171979534e-05,4.3757318468632455e-05,-4.14888626137521,0.003212332,0.0037557993,-0.037307806,False,False
AC096576.2,-0.0010211558325769578,9.642550603938815e-05,0.00012388715979364646,-3.9001188361476675,0.0074807615,0.008501957,-0.035070762,False,False
AC096719.1,0.1478596973081113,0.0,0.0,46.31139701019416,0.33558425,0.18772519,0.4164102,True,False
ADGRA3,0.02364972414487821,0.0,0.0,29.34832631903291,0.14234579,0.11869547,0.26389647,False,False
PPARGC1A,0.004559939767000783,0.0,0.0,16.157723632616847,0.028257882,0.023697952,0.14528759,False,False
SEL1L3,-0.0023121997462071204,1.9706236642491604e-10,3.0442178129492694e-10,-6.366556156824646,0.020787315,0.02309953,-0.05724707,False,False
PCDH7,0.03589329551336244,0.0,0.0,15.418694518514277,0.3148872,0.27899384,0.13863859,False,False
AC093689.1,-0.0004485301245266945,0.0,0.0,-16.30595638293641,8.0990976e-05,0.00052951823,-0.14666753,False,False
DTHD1,-0.0017708479828044215,9.444941903136161e-05,0.00012150439841084256,-3.9051324167618233,0.059980564,0.06175171,-0.035119794,False,False
C4orf19,-0.0012435497787970915,0.0014559267439211432,0.0017871441210161332,-3.1837227344577217,0.05537411,0.056617763,-0.028629703,False,False
TBC1D1,0.014396410985538044,0.0,0.0,20.773763112676356,0.15439323,0.1399962,0.18679872,False,False
LINC02513,0.00038527923706220004,0.0,0.0,23.865901141396527,0.00066505536,0.00027977495,0.21472362,False,False
TLR10,-0.003171475941607291,0.0,0.0,-15.613433574178373,0.0069942074,0.0101657035,-0.14039652,False,False
TLR1,-0.0059689185685758124,4.225508831723346e-13,7.007477332874537e-13,-7.2524687781348165,0.092234775,0.098204546,-0.06522094,False,False
TMEM156,-0.009101064595757605,0.0,0.0,-13.418844881093603,0.032170154,0.04127125,-0.12065824,False,False
RHOH,0.000549183371716366,0.04363443240494047,0.049248795039436195,2.0176996393057345,0.009538956,0.008989799,0.018142017,False,False
RBM47,0.00404345707736684,3.572715368616031e-05,4.6499549266152245e-05,4.134338683481573,0.054401074,0.05035741,0.03717635,False,False
AC080132.1,-8.513241433314577e-05,0.35565900978622356,0.3762260329191363,-0.9236874319733988,0.007152656,0.0072378134,-0.008308696,False,False
AC114757.1,0.0002758956444479342,0.05756656146186834,0.06453650388101831,1.8990815967558592,0.005475445,0.005199531,0.017077971,False,False
GABRG1,-0.0028400520061925612,0.0,0.0,-9.927800952758828,0.021363012,0.024202932,-0.08926511,False,False
GABRA2,0.00772935112599233,4.440892098500626e-16,7.836868409118752e-16,8.126099563654028,0.06868732,0.06095808,0.07306584,False,False
GABRA4,-0.00012679764955248943,0.6669092299121604,0.6830753464446846,-0.43039944867965074,0.025271535,0.025398282,-0.0038685496,False,False
GABRB1,-0.11185152055683271,0.0,0.0,-28.489477895781746,0.3721078,0.48395747,-0.25616062,True,False
CNGA1,-0.0012755876258537897,0.0,0.0,-27.147929306969985,0.0026734478,0.003949024,-0.24415089,False,False
TXK,-0.0013887830244904917,2.325251102774928e-12,3.7808961020730535e-12,-7.01736995383591,0.008212423,0.009601196,-0.06309967,False,False
LNX1,0.0025526001931733644,0.0,0.0,9.264186131066028,0.025120968,0.022568341,0.08330314,False,False
LNX1-AS1,-0.0009909884136416415,0.0,0.0,-9.252647952742,0.0019901437,0.0029811335,-0.08320335,False,False
