Analysis,Method,Total_Genes,Significant_Genes,Significant_Genes_Strict,Percent_Significant,Upregulated,Downregulated,Embedding_Dimensions,Cells_Analyzed,Mean_Abs_LFC,Max_Abs_LFC
LEMUR,pylemur,3000,58,4,1.9333333333333333,35,23,15,50000,0.010368251059697072,0.3498233345572924
