gene,lfc,pval,adj_pval,stat,mean_oud,mean_ctrl,effect_size,significant,significant_strict
FTL,0.13946818605970912,0.0,0.0,27.937873099114185,0.93593276,0.79646575,0.25120282,True,False
RPS27A,0.13758231355010306,0.0,0.0,67.21794773031193,0.3783826,0.24079984,0.60439754,True,False
LINC02649,0.1371634737421368,0.0,0.0,107.79425196729116,0.23591605,0.09875214,0.9692466,True,False
MTRNR2L8,-0.1363975121989811,0.0,0.0,-37.56981783322546,0.215815,0.35221246,-0.33781126,True,False
MCF2L,0.1360785021599921,0.0,0.0,61.19754201942104,0.39065146,0.25457138,0.5502689,True,False
MEF2A,0.13151511975518917,0.0,0.0,28.896710489030955,1.2755069,1.1439967,0.2598166,True,False
ELOVL5,0.1304633604862787,0.0,0.0,34.451822264614115,0.80673355,0.6762673,0.30978248,True,False
ANO2,0.1260222232124951,0.0,0.0,68.8778798244942,0.31450355,0.18848157,0.6193202,True,False
RORB,0.1254156018676308,0.0,0.0,52.81853584985291,0.38727245,0.26185802,0.4749174,True,False
FRMD4A,0.12270861278996467,0.0,0.0,32.73703342082086,0.974048,0.8513426,0.29434934,True,False
KHDRBS3,0.12196417827027789,0.0,0.0,46.668433974619326,0.6364002,0.51443475,0.41962704,True,False
MSI2,0.12124605234654534,0.0,0.0,42.82243725071709,0.9323928,0.811147,0.38504013,True,False
FAR2,0.1207268896072486,0.0,0.0,58.654726335767,0.34673086,0.22600438,0.5273969,True,False
TMEM132D,0.12047108474858556,0.0,0.0,72.79517412227494,0.21319494,0.092724316,0.6545419,True,False
SAMHD1,0.11868563793849694,0.0,0.0,88.99228567603268,0.22114262,0.10245692,0.80018383,True,False
RPS6,0.1182338975690228,0.0,0.0,66.40293155500572,0.3593703,0.24113615,0.597069,True,False
AMZ1,0.11525930468439305,0.0,0.0,65.84666241515653,0.29246646,0.17720725,0.59206563,True,False
PARP8,0.1142279985529285,0.0,0.0,61.264546087362966,0.34797168,0.23374513,0.55085844,True,False
DCC,-0.11408905210674218,0.0,0.0,-26.154671392031133,0.6542589,0.7683476,-0.23517056,True,False
TPST1,0.11399177898468668,0.0,0.0,50.0358270369575,0.5177459,0.40375546,0.4498958,True,False
PTPRE,-0.11351679939948851,0.0,0.0,-35.192380351343935,0.412382,0.5259001,-0.3164383,True,False
MT-ND3,-0.11187042274400101,0.0,0.0,-18.703062154834544,0.6009251,0.71279705,-0.16817187,True,False
GABRB1,-0.11185152055683271,0.0,0.0,-28.489477895781746,0.3721078,0.48395747,-0.25616062,True,False
SYNDIG1,-0.10976361603543523,0.0,0.0,-22.708848014334855,1.0660999,1.1758636,-0.20418812,True,False
AL392086.3,-0.10511182738486173,0.0,0.0,-33.487394841841876,0.34395573,0.44906726,-0.30110332,True,False
KCNQ3,-0.10427717846524512,0.0,0.0,-34.118305352381824,0.24930777,0.353585,-0.3067772,True,False
MT-CO3,-0.10376551873149877,0.0,0.0,-16.438754129763335,0.8180611,0.92182505,-0.14780766,True,False
ZFYVE28,0.10365165011090327,0.0,0.0,53.551970099338874,0.37907925,0.27542785,0.48151585,True,False
GPCPD1,0.10350060242092457,0.0,0.0,63.8567299483052,0.27964783,0.17614688,0.5741756,True,False
BAALC-AS1,0.10302054215028457,0.0,0.0,65.90883581668238,0.24760906,0.14458743,0.5926318,True,False
RUNX2,0.1028911238319247,0.0,0.0,57.85576590685292,0.34811383,0.24522336,0.5202119,True,False
GPC5,0.1017629939479254,0.0,0.0,25.403622662252186,0.42376837,0.3220078,0.22841275,True,False
FMNL3,0.0993223320151453,0.0,0.0,53.03740389325768,0.28368425,0.18436107,0.4768944,False,False
NAV3,-0.09891147914955123,0.0,0.0,-30.193806776633853,0.8531602,0.95207065,-0.27148676,False,False
MT-ND4,-0.09829366066934185,0.0,0.0,-16.9528338203038,0.7155264,0.8138192,-0.15243101,False,False
MIR4300HG,-0.09621940477676366,0.0,0.0,-57.23114454799008,0.20934924,0.3055685,-0.51459813,False,False
AC114485.1,-0.09508897755636296,0.0,0.0,-63.326273899613966,0.05058954,0.14567903,-0.5694074,False,False
RPL19,0.09507450605253297,0.0,0.0,52.326367569120855,0.32116738,0.22609323,0.47049528,False,False
MAML3,-0.09488663535678911,0.0,0.0,-29.526710612487253,0.6380361,0.73292243,-0.2654906,False,False
CACNA1E,-0.0948722871916959,0.0,0.0,-52.52043330342558,0.18696842,0.28184038,-0.47224045,False,False
AP000477.3,-0.09481920668543997,0.0,0.0,-40.39561229033533,0.12498867,0.21980679,-0.36321607,False,False
RPS27,0.09407942256285833,0.0,0.0,38.66650942892123,0.43268898,0.3386081,0.34767827,False,False
VEGFA,0.0933210516622191,0.0,0.0,60.250833263642555,0.11498856,0.021667445,0.54175144,False,False
KALRN,0.09229514438714077,0.0,0.0,73.83622163061789,0.29935986,0.20706533,0.6639019,False,False
PARD3,0.08981238231126272,0.0,0.0,37.41844858098823,0.29861537,0.20880169,0.33645564,False,False
CEMIP,0.0897040648683804,0.0,0.0,49.47936728547764,0.24524172,0.15553679,0.44490233,False,False
NAMPT,0.08899166966319577,0.0,0.0,65.44053093644442,0.2568577,0.16786644,0.5884125,False,False
AC068308.1,0.08823042026073831,0.0,0.0,68.83000463863756,0.22866105,0.14043066,0.6188921,False,False
ANKRD18A,-0.08792300896498795,0.0,0.0,-36.69808394249935,0.12454996,0.21247335,-0.32997498,False,False
INPP4B,0.08789956312362031,0.0,0.0,49.98722793024954,0.33882746,0.25092977,0.44945496,False,False
MT-CYB,-0.08756314633421901,0.0,0.0,-17.39185075966821,0.5670799,0.6546435,-0.15638055,False,False
RASAL2,-0.08695018122602466,0.0,0.0,-46.868676093475486,0.42196882,0.5089183,-0.42142025,False,False
DAB1,-0.08627524320530298,0.0,0.0,-38.297226014333006,0.37968233,0.46595705,-0.34435034,False,False
LRP2,-0.08579690547125272,0.0,0.0,-17.446822084521077,0.47761682,0.5634128,-0.15687236,False,False
TMEM132B,-0.08543138651717914,0.0,0.0,-38.05717236771268,0.25500566,0.3404374,-0.34219548,False,False
GRID2,0.08300391461173703,0.0,0.0,9.792743991148077,1.0439538,0.9609513,0.08805038,False,False
LRRN1,-0.08258604201416057,0.0,0.0,-60.000164630374144,0.12783161,0.21041791,-0.5394993,False,False
PSD2,0.0824777572111498,0.0,0.0,84.07101173870203,0.15585153,0.0733738,0.755935,False,False
XKR6,-0.08227085993834883,0.0,0.0,-60.52948019315854,0.17957498,0.26184553,-0.54425496,False,False
PDZRN4,-0.08187057858669262,0.0,0.0,-50.882291985786544,0.22195458,0.30382505,-0.45751223,False,False
PLPP4,-0.08171138692593996,0.0,0.0,-72.20734302622967,0.1173232,0.19903381,-0.64925456,False,False
FAP,-0.08165047581951454,0.0,0.0,-51.92066419565278,0.011470442,0.09312087,-0.4668493,False,False
ST8SIA1,0.08011142535082875,0.0,0.0,63.34843775967794,0.23552808,0.15541655,0.56960505,False,False
CHSY3,-0.07889794675262697,0.0,0.0,-37.98651582041137,0.28423563,0.36313358,-0.34155884,False,False
RPL23A,0.07834966660366612,0.0,0.0,46.44583914666103,0.30604345,0.22769296,0.4176263,False,False
ARHGAP24,0.07762761461840517,0.0,0.0,18.402694170926264,0.37964556,0.30201846,0.1654678,False,False
ELOVL7,0.07755770526444325,0.0,0.0,28.342447774403873,0.54693353,0.46937376,0.2548499,False,False
ANKDD1A,0.07727665513905947,0.0,0.0,87.16376206660863,0.1694744,0.09219805,0.7837419,False,False
ESYT2,0.07724405158942042,0.0,0.0,31.279736138959034,0.5762474,0.49900216,0.28125837,False,False
AC245123.1,-0.07661123615225793,0.0,0.0,-60.00082868875416,0.015310898,0.09192176,-0.53950125,False,False
PGK1,0.07602875865232106,0.0,0.0,75.96929677858584,0.20247383,0.12644485,0.6830896,False,False
LHFPL2,-0.07522229591277199,0.0,0.0,-43.02866796701993,0.22912128,0.30434173,-0.38688657,False,False
FGFR1,0.07373024567061905,0.0,0.0,52.8177369543267,0.15610844,0.08237809,0.4749167,False,False
IL6ST,0.07352266706470367,0.0,0.0,32.28363940796077,0.5836321,0.5101087,0.2902837,False,False
