"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","significant","direction"
996.880263150991,0.597168183486266,0.16653808754961,3.58577543595471,0.000336078073406383,0.0202277399500576,"SLC7A2",TRUE,"Up"
37.848173318255,0.599562098270025,0.188222322814011,3.18539315266273,0.00144557473685262,0.0485859199343333,"CDK11A",TRUE,"Up"
320.789566987451,-0.853886169659059,0.161189079996805,-5.29741946337793,1.17450679557639e-07,0.000119913847577821,"SEMA3G",TRUE,"Down"
67.8346344667868,0.891070541803211,0.25553343135967,3.48709966074461,0.000488289362752568,0.0250341154922161,"PLAUR",TRUE,"Up"
198.45887476145,-0.748716498767819,0.18531236437328,-4.04029435002868,5.33841581163656e-05,0.00592456957987007,"SLC38A5",TRUE,"Down"
202.065873195175,2.43260399002045,0.424434154711164,5.73140489053215,9.96021929159785e-09,2.11723615310781e-05,"SLC11A1",TRUE,"Up"
363.584246119888,0.675356878816195,0.210205686335452,3.21283829467126,0.0013143026476746,0.0458578779871716,"SERPINB1",TRUE,"Up"
66.1028320320076,-0.791016041820204,0.156864147617848,-5.04268217966081,4.59051354948376e-07,0.000243606004946578,"RIPOR3",TRUE,"Down"
83.7601058956376,-0.724818090315955,0.223163705280384,-3.24792102463655,0.00116251532675658,0.0423811986010438,"ZIC2",TRUE,"Down"
3184.60928039959,0.501545563568152,0.148790690583808,3.37081279480756,0.000749467688136446,0.0322597976541473,"SLC2A3",TRUE,"Up"
934.119381918963,1.63288664181068,0.276064605156808,5.91487141527319,3.32134950193935e-09,1.0198019126288e-05,"YBX3",TRUE,"Up"
137.81443670186,0.51007087172876,0.127872226155435,3.98891054816505,6.63774443208932e-05,0.00693203362337798,"CDH3",TRUE,"Up"
322.676922508851,1.19274306179536,0.293417388077999,4.06500470066994,4.80314939174929e-05,0.00561595202122092,"MTHFD2",TRUE,"Up"
22.4118417653115,1.06995324654936,0.317554608947265,3.36935196782811,0.000753451503198575,0.0323808380083817,"DAPP1",TRUE,"Up"
197.912139996425,-0.907805483848854,0.244222588587453,-3.71712333858824,0.000201504084428263,0.0146690935306498,"SLC12A1",TRUE,"Down"
376.606028092828,1.12686072709009,0.2679441616102,4.2055804475017,2.60412935081619e-05,0.00369038515284382,"IL4R",TRUE,"Up"
369.625344904236,1.36831046252555,0.278672102041595,4.9101092377066,9.10256718555484e-07,0.000393094778951168,"EDN1",TRUE,"Up"
16.1053780186925,-1.05273224658842,0.29748026949551,-3.53883048571163,0.000401903847976561,0.0223915543044038,"FGF20",TRUE,"Down"
498.991048019602,0.97142232439014,0.239586453849705,4.05457950055691,5.02245675569739e-05,0.0057401679619563,"ITPKC",TRUE,"Up"
108.117418334979,-0.961296894892123,0.188597524825086,-5.09708118271262,3.44930432556416e-07,0.000198579324443,"OAS1",TRUE,"Down"
175.529643333233,1.01056283949635,0.29400196372969,3.43726561100618,0.000587619057095526,0.0284176440280962,"ICAM1",TRUE,"Up"
449.176993838426,0.644867724587441,0.18785203062818,3.43284936782954,0.000597273827148949,0.0287837718295224,"IRAK3",TRUE,"Up"
129.040016632821,-0.666238371321182,0.205234238381965,-3.24623404249555,0.00116942657331545,0.0425209656934199,"NLRP1",TRUE,"Down"
147.997989097449,0.786026273616426,0.189078321073889,4.15714646265162,3.22247410088653e-05,0.00428124275499512,"ANGPT2",TRUE,"Up"
28.1543244048324,0.990228402110998,0.266405150008199,3.71700172493108,0.000201601067483709,0.0146690935306498,"TBX15",TRUE,"Up"
68.8834663011383,-0.918352305275752,0.288131741102482,-3.18726531746155,0.00143624959969841,0.0483426570500195,"BLNK",TRUE,"Down"
1650.29119343218,1.05838173242344,0.281374485654052,3.76147016302223,0.000168917573852547,0.0131119894265205,"FKBP5",TRUE,"Up"
2.79955202470162,1.61991688229915,0.494384128707096,3.27663609779612,0.00105051669579845,0.0399311944590021,"PGC",TRUE,"Up"
914.9055272873,1.7186877486687,0.362395679735924,4.74257240020384,2.11021375413128e-06,0.000654062857973954,"GADD45B",TRUE,"Up"
42.935057744939,-1.42195204789958,0.411063076739576,-3.45920645361305,0.000541769463019264,0.0269770005325104,"SUSD2",TRUE,"Down"
39.1890043398183,-0.501066626243204,0.132610633223189,-3.77848000619896,0.000157788518097766,0.0126199794723015,"CARD10",TRUE,"Down"
393.282442436252,0.974025826127146,0.266281936297944,3.65787420532087,0.000254315803280835,0.0169299940478219,"PYGL",TRUE,"Up"
24.1912572106309,-0.763937043537807,0.233450684379219,-3.27237011777983,0.00106649861339162,0.0402617796208523,"MYLK2",TRUE,"Down"
118.156365275236,0.980059396712591,0.274645330881746,3.56845460858962,0.000359093048660828,0.0208908995930385,"HCK",TRUE,"Up"
27.3352131169211,-1.12038430278944,0.237528013661006,-4.7168512274448,2.39522703425035e-06,0.000696733724889201,"LIPG",TRUE,"Down"
22.9178225193406,1.67481499726123,0.417052144258963,4.01584075352764,5.92342445550488e-05,0.00646987792108386,"TLR8",TRUE,"Up"
406.399524579093,1.14788064697308,0.24151943053046,4.75274657799557,2.0067180902333e-06,0.000654062857973954,"CRISPLD2",TRUE,"Up"
101.085966130374,-0.833407252012931,0.218445268423938,-3.81517648803238,0.000136085636573252,0.0115710476340469,"TJP1",TRUE,"Down"
2118.2425357957,1.08586813536152,0.260216174188865,4.17294635410864,3.00685758882754e-05,0.00407311287302256,"SLC39A14",TRUE,"Up"
59.4164051890577,1.10932955192813,0.324480476810162,3.41878674129644,0.000629010040174043,0.0297638072776875,"SLC1A5",TRUE,"Up"
