ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,fold_enrichment,ci_lower,ci_upper
FAN_EMBRYONIC_CTX_OLIG,FAN_EMBRYONIC_CTX_OLIG,731,-0.6100514700157348,-2.759474943123341,1e-10,2.4264705882352943e-9,1.2879256965944275e-9,4209,"tags=52%, list=22%, signal=42%",TSC22D4/UNC5B/APIP/LZTS2/MBNL2/IPO13/CLDND1/HSD3B7/SECISBP2L/PDE8A/UBE2H/FBN1/RTN4/PAPSS1/ENPP2/STK39/APLP1/UNC13B/NKX6-2/TECPR2/NINJ2/SPOCK3/RAB9A/CD164/NOL4L/NIPA1/TRIM2/GLTP/EDIL3/ANO10/CFL2/PLPP2/STIMATE/DCTN1/MTRR/SEC14L5/NACAD/GRIN2A/MEGF9/ATP9B/MTUS1/TPPP/VAMP3/USP12/HIPK2/PPP2R5B/SCAMP5/SH3GL3/SLC7A14/MBP/VWA1/CLCN3/NPC1/RAPGEF5/SEPTIN8/SHTN1/C4orf33/ATP1B1/TULP4/NGFR/PAIP2B/PFDN2/TYRO3/C5orf15/FDFT1/ACER3/CRYAB/S1PR5/PRKCSH/MAP1LC3B/LAMP1/CTNNA3/CANT1/RICTOR/LGI3/SEMA4D/RCAN1/PPP1R16B/DHCR24/CYP2J2/RGS3/SESN1/PLP1/PTPRD/ELOVL7/SLC31A2/MOG/GALC/DIXDC1/IGSF8/LAMP2/MPC1/ZNF189/GAREM1/SCARB1/BTBD3/ADCY5/UGT8/ERRFI1/PRR18/RCBTB1/SLC13A3/SYT9/LHPP/TIGAR/OSTF1/MYRF/TSPAN9/TPRN/ABCA2/ARPC5/TMCC2/GOLGA7/GNG7/PDE1A/PHYHIPL/RYBP/SNX29/CEP104/MFSD12/ATP10B/KIF1A/CD9/MAP4K4/DACT3/PKP4/TRIM62/ARHGEF2/MYLK/PM20D1/PPP2CB/UBL3/AOPEP/ZCCHC17/TSPAN19/KIAA0930/SSH2/ZEB2/EPB41L3/IKZF5/LDLR/MYO1E/CREB5/AGFG1/TOGARAM1/COBL/MPP2/FLNB/SAV1/COPS2/PLEKHH1/CDC42EP2/AMER2/HTATIP2/LIMD1/CCNYL1/ATP8A1/PPFIBP2/SIRT2/SUSD6/FECH/JPT2/CD200/SH3TC2/CPD/HID1/PACRG-AS3/GSN/PRRG1/ENDOD1/FA2H/KIF13B/CSRP1/KBTBD3/GLDN/ERBB3/SILC1/BACE2/FAM13C/HOOK3/MIGA1/AGPAT4/GAS6/SAMD12/MAP7D1/SYNGR2/TRIP12/CPOX/CNTN2/NCOR2/FAXDC2/WNK1/FRMD4B/BCAS1/SOX10/ADAMTS18/CCNY/ELAVL3/MTMR7/CDK17/MAL/CHADL/MGAT5/SGK2/BBX/ABHD6/TMEM230/TTL/EPS15/TUBB4A/SLC27A4/FAR1/SEPTIN10/ZFYVE28/MVB12B/SPSB1/ASPA/RAB21/TMEM184B/DNM2/C12orf76/UBE2Z/VMP1/SLC44A1/TSEN15/CDR2L/RNF220/LCOR/CSF1/SHISA2/TMCC3/PRDM2/CTTN/AGPS/NXPE3/DNAJB2/SLC24A2/BZW2/AGAP1/FUT8/RHOB/ZFAND5/BEST1/TOM1L2/GTDC1/TMEM144/ABHD17B/DNAJC6/PLAAT3/PLOD3/BIN1/GAB1/FMNL2/SLC45A3/AATK/FADS1/PTPDC1/ATL3/PREX1/PCSK7/PTK2/PLLP/SMURF1/SORT1/MAPK6/TPD52/ARHGAP23/SLC6A15/ERMP1/DNAJA4/TSC22D3/NEO1/SPATA13/UBE4B/TBC1D12/FRY/UBR1/SLCO3A1/TMEM64/KLHL32/TFEB/INF2/ACAN/TMC6/DNM3/PXK/CD22/FGFR2/GALNT15/FAM222A/SNX30/OSBPL1A/LRRC8D/KLF13/RAP1A/AMBRA1/ATF7/JAM3/NDRG1/TMTC2/GRB10/PICALM/TJP2/CLN8/QDPR/PHLDB1/DOCK9/BCAR1/CD47/PLEKHA1/RASSF2/RTKN/DIP2B/FRYL/SIK3/TECR/IGSF11/QKI/PHLDA3/STX6/PPP2R2A/RELT/GNAI1/ZNF536/ARHGEF10/MTMR10/COPA/REEP3/SERPINI1/ZNF146/ZNF365/BMP8A/ZNF488/CLDN11/PCSK6/ETV6/PTP4A2/FNIP1/RRBP1/RETREG1/CLIC4/KDM4C/LRRC8B/GPR155/NFASC/RNF130/SETD7/FAM107B/SYNJ2/ZNF160/FAM177A1/RASA3/CTNNA1/LMNA/RALGDS/TSPAN15/ADIPOR2/ACSL1/TMTC4/CDH19/NCOA7/CDK18/PRIMA1/KCNMB4/MAP7/ELL2/PHC2/C1orf198/PACS2/SLC22A23/GAS7/RAB40B/CLMN/ZDHHC11/PIP4K2A/CNDP1/STMN4/SLAIN1,-2.759474943123341,NA,NA
TRAVAGLINI_LUNG_OLR1_CLASSICAL_MONOCYTE_CELL,TRAVAGLINI_LUNG_OLR1_CLASSICAL_MONOCYTE_CELL,691,-0.5815748057702318,-2.6234715738363277,1e-10,2.4264705882352943e-9,1.2879256965944275e-9,4319,"tags=52%, list=23%, signal=42%",NBN/SFPQ/SEC61G/CD163/CTSB/TMED5/MT2A/G0S2/PPP4C/PELI1/ASPH/ITGA5/RNF145/RBP7/SLC16A3/NDUFV2/NINJ1/IFNAR1/SLC7A5/RTN4/DRAM1/FPR2/LCP2/ARHGDIA/HMGA1/PRELID1/PARP14/LACTB/TET2/ANGPTL4/MAPRE1/THBS1/PLEKHG2/ELOC/AIF1/CTNNB1/IRF7/PPP1R15B/GPR183/ATP6V1C1/ARPC1A/SURF4/ROCK1/MAP2K1/SNAI1/HIVEP3/OGFR/SMCO4/IRF2BP2/LIMS1/C9orf72/FCER1G/HIPK2/SOD2/STX11/CHST11/YWHAE/ATF5/FOSB/MAP1LC3B/CARD19/NEK6/ACTB/ANXA5/MAD2L2/AK4/S100A9/ATP2A2/N4BP1/RPS24/CCR1/SLC43A3/IRS2/TNIP1/ANXA2/ZBTB43/C15orf48/PIK3AP1/S100A11/ATP1A1/IVNS1ABP/SERPINB1/SMPDL3A/SLC66A2/SDCBP/UFM1/BRI3/MAPKAPK2/RAPGEF2/FOSL2/DOK3/EIF4G2/RGCC/PEA15/GPCPD1/MTF1/STARD4/ABL2/UBR4/ARPC5/CD274/TPP1/THBD/EHD4/PKM/LY96/RBM47/MAFB/ARL8B/UAP1/DMXL2/RYBP/DYSF/OSM/ITGAV/EMILIN2/GNB1/MAP4K4/SAR1A/SMIM3/LCP1/SLA/CD58/TYMP/SH3GLB1/CD83/CUX1/HNRNPC/CDV3/IFI30/TGFBI/SNHG15/TPT1/NCF2/VASP/FNDC3A/CYTOR/EIF4E/CLIC1/ZEB2/EPB41L3/MAP3K20/GNA13/AGFG1/KCTD20/DNAJB6/CDC42EP2/KPNA4/KDM6B/PLSCR1/SUSD6/WDR1/PDE4B/CPD/YWHAZ/IFITM3/DDX3X/SCO2/DDX21/MED13/GSTO1/ELL/ETF1/SLC36A4/PPIF/XBP1/FPR1/SNHG16/CD44/PLK3/RIPK2/NFKB1/TRIP12/PCNX1/ZYX/CEP170/EMP1/PSTPIP2/ICAM1/TRAF1/MAP3K8/NCOR2/BATF3/GBP1/PDXK/CCL3/UBE2E1/EIF4G1/FCGR1A/S100A6/TOM1/ALOX5AP/NUS1/CCL2/IPO7/LAP3/NUMB/FLNA/LRG1/ATP13A3/PNPLA8/CASP4/KLF10/NIBAN2/PIM3/IL1A/RAB7A/IL1RAP/RAB20/UBE2Z/ADAM8/GNA12/SLC44A1/CASP1/CHD1/ZNFX1/UBE2D1/SH3BP2/MXD1/RANBP2/GRAMD1A/RILPL2/GRB2/GCH1/ERGIC1/GCA/ETS2/SHOC2/ACTR3/SBNO2/SQOR/LMNB1/KANK1/FCGR2A/LILRB3/CLTC/CD14/FNDC3B/ZNF706/SOCS3/ZDHHC20/TNIP2/PPP1CB/ATF6/NFKBIA/GK5/NECTIN2/IL4R/B4GALT5/ATP1B3/LIMK2/FLOT1/LDHA/RAB1A/BAZ1A/MAP2K3/BACH1/ADM/MCL1/YWHAG/IRAK2/BCL3/YBX3/PURB/ENO1/PTPN1/ACSL4/UBE2D3/RUNX1/TPST1/HIPK3/CSNK1A1/GK/DPYD/RAB10/SLC6A6/AGO2/ARFGAP3/RARA/BCL2A1/FCAR/C5AR1/MSN/RAB8B/RGL1/NDRG1/FOS/KDM7A/TOP1/CDKN1A/TFRC/PICALM/USP32/FGR/CD93/CCNL1/RASSF4/ADAM9/ADGRE2/SERPINA1/LITAF/IQGAP1/SLC25A37/ADAM19/HIF1A/QKI/STX6/GBP2/PPP1R15A/HAMP/ATF3/HMOX1/FKBP5/STK40/MIDN/SNX9/MCUB/ETV6/CSRNP1/WDFY3/TLR2/SIGLEC9/PLAUR/MAT2A/PLIN3/ZMIZ1/CLIC4/TPM4/PFKFB3/DOT1L/PXN/FNIP2/HIVEP2/FAM107B/VEGFA/IL1B/MYO1G/DUSP1/CTNNA1/GADD45B/RALGDS/CD55/ACSL1/RIN2/GLIPR2/PGK1/BCAT1/PTPN2/AHR/ELL2/DICER1/NAMPT/PHC2/NEAT1/TMEM165/SRGN/STAT3/SLC2A3/SLC11A1/ERBIN,-2.6234715738363277,NA,NA
TRAVAGLINI_LUNG_EREG_DENDRITIC_CELL,TRAVAGLINI_LUNG_EREG_DENDRITIC_CELL,556,-0.5449863941547125,-2.4259792114224132,1e-10,2.4264705882352943e-9,1.2879256965944275e-9,3520,"tags=43%, list=19%, signal=36%",IRF2BP2/LIMS1/C9orf72/MT1A/MSR1/SLAMF8/SLC39A1/FCER1G/HIPK2/TMSB10/SOD2/PMP22/TM9SF3/NR4A2/CHST11/SHTN1/YWHAE/FOSB/GNAI2/MAP1LC3B/CARD19/ACTB/ANXA5/HNRNPAB/TNFRSF12A/N4BP1/SEMA4D/CHCHD7/SOAT1/CCR1/SLC43A3/IRS2/SLC31A2/ANXA2/C15orf48/S100A11/REL/HLA-DRB1/IVNS1ABP/SLC66A2/BRI3/SLC20A1/MALT1/RGCC/CDCP1/PEA15/STAB1/STARD4/ABL2/ARPC5/JDP2/TPP1/THBD/LY96/RBM47/MAFB/OSM/ITGAV/EMILIN2/GNB1/SMIM3/CD58/SYAP1/TYMP/C1orf162/CD83/CDV3/IFI30/TGFBI/SNHG15/TPT1/NCF2/VASP/CYTOR/CLIC1/ZEB2/EPB41L3/GNA13/AGFG1/SPINT2/KPNA4/GPAT3/KDM6B/PLSCR1/SUSD6/PDE4B/YWHAZ/IFITM3/DDX3X/SCO2/DDX21/GSN/GSTO1/SH3BP5/TPM3/ETF1/PPIF/FPR1/CD44/JUND/RIPK2/NFKB1/ZYX/SYNCRIP/CEP170/IER5/SDC3/EMP1/PSTPIP2/ICAM1/MAP3K8/NCOR2/PDXK/FCGR1A/S100A6/TOM1/CCL2/SEC14L1/ATP13A3/NIBAN2/PIM3/HRH2/RAB7A/IL1RAP/RAB20/GNA12/MT1X/MAP3K2/MXD1/RILPL2/GRB2/UBXN2B/CAB39/ERGIC1/ETS2/SHOC2/RHOB/ZFAND5/FCGR2A/LILRB3/CLTC/CD14/ZNF706/SOCS3/ZDHHC20/PTPRE/PPP1CB/PPARD/NFIL3/NECTIN2/KLHL2/ATP1B3/FLOT1/RAB1A/BAZ1A/MAP2K3/CEBPD/RGS2/BACH1/MCL1/EDEM1/BCL3/YBX3/ENO1/PTPN1/VSIG4/RUNX1/MT1M/GK/DPYD/SLC6A6/BCL2A1/FCAR/GLUL/C5AR1/CCDC88A/RAB8B/RGL1/FOS/TOP1/CDKN1A/TFRC/PICALM/USP32/FGR/CD93/NFE2L2/ADAM9/ADGRE2/RNF149/RASSF2/JMJD1C/LITAF/IQGAP1/RHOQ/SLC25A37/ADAM19/TBC1D14/HIF1A/QKI/STX6/SPRED1/CHSY1/REEP3/ATF3/HMOX1/FKBP5/MIDN/ETV6/CSRNP1/TLR2/PLAUR/MAT2A/PLIN3/ZMIZ1/TPM4/PFKFB3/RNF130/VEGFA/IL1B/DUSP1/CTNNA1/GADD45B/ACSL1/RIN2/GLIPR2/BCAT1/AHR/ELL2/NAMPT/PHC2/SGK1/NEAT1/SRGN/SH3PXD2B/SLC2A3/KLF9/SLC11A1,-2.4259792114224132,NA,NA
FAN_EMBRYONIC_CTX_ASTROCYTE_2,FAN_EMBRYONIC_CTX_ASTROCYTE_2,147,0.5672312059834328,2.3836718394173326,1e-10,2.4264705882352943e-9,1.2879256965944275e-9,2328,"tags=45%, list=12%, signal=40%",SESN3/ETNPPL/EDNRB/ATP1A2/FIBIN/LIX1/SLC15A2/FGFR3/MYBPC1/ID4/MARCKS/CSGALNACT1/GJA1/SPON1/GPC5/MFGE8/GJB6/GABRG1/SLC1A2/LAMA1/ACSL6/SSPN/FAT3/SLC4A4/SERPINE2/RORA/DDAH1/TMEM47/CPE/AQP4/LUZP2/ACKR3/CACHD1/SLC1A4/PCDH10/NR2F1/CAMK2G/SPOCK2/SLC7A11/NTSR2/AIFM3/TRIL/LAMA4/BBOX1/GRAMD2B/MGST1/EFEMP1/S1PR1/COL6A1/ITM2C/IQCA1/CTNNA2/VSIR/LIFR/GABBR1/FBLN1/BMPR1B/APOE/PBXIP1/CDO1/RIC3/WLS/ITPR2/EZR/GABBR2/HSD17B6,2.3836718394173326,NA,NA
FAN_OVARY_CL1_GPRC5A_TNFRS12A_HIGH_SELECTABLE_FOLLICLE_STROMAL_CELL,FAN_OVARY_CL1_GPRC5A_TNFRS12A_HIGH_SELECTABLE_FOLLICLE_STROMAL_CELL,369,-0.5419095531101937,-2.3486221923537602,1e-10,2.4264705882352943e-9,1.2879256965944275e-9,5069,"tags=54%, list=27%, signal=40%",ARF4/KLF4/TARDBP/TCP1/RPL4/C1R/MTDH/BST2/WTAP/EIF5/COLEC11/MLF1/RPL13A/TUBB4B/CAV1/EEF1A1/RB1CC1/APP/ATP6V0D1/AK6/COL6A2/TUBB6/CD63/EPS8/SERTAD1/TNFRSF1A/TIMP1/CCDC47/RSL1D1/GCLM/ATF1/SLC3A2/SELENOM/HNRNPM/EIF5B/FGFR1/STRAP/SFPQ/TMED5/NACA/EIF3J/UBE2N/CYCS/HSP90AB1/RTN4/EEF2/PNRC2/PPIL4/CACYBP/PSMD12/RNF10/MAPRE1/ELOC/EIF3A/QSOX1/LRRC59/FBL/EIF1AX/CCT6A/NOP16/HNRNPH3/SQSTM1/RPL8/GSPT1/RBM7/ATP1B1/CHMP2B/AEBP1/AHSA1/SMARCA5/MAP1LC3B/ANXA5/SERPING1/IGFBP5/DHX9/HNRNPAB/TNFRSF12A/TXNL1/GRPEL1/GADD45A/CTNNAL1/PLOD2/SLC38A2/ATP1A1/PPP2CA/MYC/ERRFI1/HSPE1/EIF4G2/PEA15/NAP1L1/SAFB2/LTBP4/SLC1A5/GLA/UAP1/MAP4K5/YBX1/CNN3/EWSR1/CCNI/PPP2CB/YTHDF2/HNRNPC/UBL3/TBC1D15/SNHG15/PDLIM3/DHX15/TPT1/CYTOR/EIF4E/UBC/TXNRD1/SAFB/RBM25/HNRNPK/DNAJB6/TMEM87A/BAG3/TOMM40/PLTP/HSP90AA1/KDM6B/AMD1/PLSCR1/WDR1/DDX21/WDR43/GSN/ETF1/FKBP4/ARID5B/XBP1/NOLC1/BTG3/EIF4A1/EIF3E/SYNCRIP/EMP1/SRP19/MTHFD2/TUBA1A/GPRC5A/DNAJA1/UBAP1/AKIRIN1/GTPBP4/IFI16/NAA50/PNPLA8/KIF5B/RAB7A/SPSB1/VAPA/ST13/CHD1/UBE2D1/UBA2/NAA15/EIF3H/HSPA9/GOLGA4/ZNF207/PPP4R2/HNRNPU/LDHA/HSPD1/MAP2K3/YWHAG/FUBP1/YBX3/CAVIN1/ENO1/ANKRD28/STIP1/UBE2D3/G3BP1/CSNK1A1/MORF4L2/RHOBTB3/RBBP6/LRRFIP2/TOP1/MAFF/RNF149/JMJD1C/LITAF/CRY1/PPP2R2A/PPP1R15A/HNRNPF/HSPH1/MAT2A/LMNA/CD55/SGK1/TMEM165/STAT3,-2.3486221923537602,NA,NA
TRAVAGLINI_LUNG_BRONCHIAL_VESSEL_2_CELL,TRAVAGLINI_LUNG_BRONCHIAL_VESSEL_2_CELL,258,-0.5473269670738906,-2.2978430159571253,1e-10,2.4264705882352943e-9,1.2879256965944275e-9,4264,"tags=50%, list=23%, signal=39%",MT2A/IDI1/SERTAD3/EIF3J/RBP7/CYCS/HSP90AB1/ENPP2/TM4SF1/DLC1/CD300LG/TSC22D1/STOM/ELOC/CTNNB1/IRF7/SMU1/TSC22D2/PLPP3/SNAI1/ITM2A/C11orf91/ADAMTS9/RBM7/VWA1/NR4A2/PFDN2/FOSB/BHLHE40/ACTB/CDC42EP1/RAP1B/TNFRSF12A/RCAN1/GTF2B/WSB1/RNF138/IVNS1ABP/SDCBP/SNX3/MYC/TUBA1B/FOSL2/EIF4G2/RGCC/RPIA/STARD4/ABL2/THBD/UAP1/NR4A1/UBE2J1/SAR1A/PER2/IFITM2/ITPRIP/SOS1/VASP/RAB5A/UBC/GNAI3/LDLR/FAM43A/BAG3/KDM6B/PLSCR1/CD200/IFITM3/DDX3X/DDX21/IRF2BPL/FAM13C/COL4A1/ZYX/EMP1/PLEKHF2/RGS1/DNAJA1/IFI16/CDK17/KLF10/RAB20/ETS2/STX12/JUNB/ELF1/ZFAND5/SOCS3/EGR1/UGCG/ATP1B3/TAP1/LDHA/RNF122/TPD52/IRF1/BTG2/CEBPD/ADM/MCL1/YBX3/UBE2D3/ARID5A/MAFF/CDKN1A/PICALM/CCNL1/NFE2L2/JMJD1C/APOLD1/HNRNPF/ATF3/MIDN/NNMT/ETV6/CSRNP1/PLAUR/MAT2A/CLIC4/TPM4/PFKFB3/ZFP36/LMNA/GADD45B/PIM1/PGK1/AHR/NAMPT/SRGN/SLC2A3,-2.2978430159571253,NA,NA
LAKE_ADULT_KIDNEY_C17_COLLECTING_SYSTEM_PCS_STRESSED_DISSOC_SUBSET,LAKE_ADULT_KIDNEY_C17_COLLECTING_SYSTEM_PCS_STRESSED_DISSOC_SUBSET,235,-0.5335035247159072,-2.222712219674649,1e-10,2.4264705882352943e-9,1.2879256965944275e-9,3692,"tags=48%, list=20%, signal=39%",TSC22D2/LRRFIP1/SQSTM1/TNFRSF10B/TRA2A/MTUS1/BRAF/NPC1/PDK4/UACA/FOSB/SLC19A2/SREBF2/IGFBP5/RAP1B/PRKCA/WSB1/GAREM1/ELF3/RAPGEF2/SIK2/TRPS1/MAP3K14/WWTR1/RALGAPA1/FER/SPTBN1/RBM47/NR4A1/ITGAV/NEDD4L/ESYT2/NLK/TANC2/SCIN/HNRNPC/FNDC3A/UBC/SSH2/LDLR/MYO1E/GLS/YWHAZ/AFF1/KIF13B/BACE2/ARIH1/SAMD12/EIF2AK3/DNAJA1/MCU/AHI1/ITGA2/TJP1/AFF4/RAB7A/VMP1/RANBP2/PWRN1/MAP4K3/ACTN4/ZFAND5/DYRK1A/EGR1/GAB1/AAK1/ATP1B3/ZFAND3/JUN/BTG2/BACH1/YBX3/ACSL4/UBE2D3/TPST1/NEK1/NDRG1/FOS/TOP1/IFRD1/TMTC2/CCNL1/NFE2L2/JMJD1C/IQGAP1/SIK3/HIF1A/CRY1/QKI/CAST/HSPA1A/KLF6/HSPH1/ATF3/ZNF292/TPM4/PFKFB3/DNAJB1/ZFP36/FNIP2/HIVEP2/NFKBIZ/DUSP1/LMNA/SH3RF1/NCOA7/ATXN1/NAMPT/ELOVL5/NEAT1/CLMN/STAT3,-2.222712219674649,NA,NA
AIZARANI_LIVER_C20_LSECS_3,AIZARANI_LIVER_C20_LSECS_3,280,-0.5138114084437232,-2.177603936767906,1e-10,2.4264705882352943e-9,1.2879256965944275e-9,2857,"tags=37%, list=15%, signal=32%",PVR/KLF7/WSB1/IVNS1ABP/SDCBP/FOSL2/SLC20A1/PEA15/STAB1/WWTR1/THBD/KDR/CHD7/RPGR/PRKD3/CD9/BDP1/ITPRIP/CDC42BPB/ZEB2/RBM25/KCTD20/FLNB/FAM43A/LIMCH1/PLTP/KDM6B/FOSL1/DDX21/WDR43/USP13/NOLC1/JUND/COL4A1/CEP170/EMP1/ICAM1/GPRC5A/SHANK3/IFI16/CDK17/SEC14L1/AFF4/TCERG1/TANC1/ETS2/CD59/NXPE3/STX12/AHCTF1/SBNO2/CD14/FNDC3B/SOCS3/SHROOM4/UGCG/GOLGA4/NFKBIA/IL4R/B4GALT5/SEMA6A/COL4A2/BAZ1A/ARHGAP23/ITPKC/SLC7A1/ADM/EEA1/YBX3/CAVIN1/PTPN1/RBBP6/PIEZO2/JAM3/NDRG1/TOP1/GRB10/CDKN1A/CD93/ADAM9/TNFRSF10D/ARHGEF7/JMJD1C/SLC25A37/HIF1A/BNIP3L/CHSY1/PPP1R15A/APOLD1/ARHGAP26/CEMIP2/HPCAL1/SNX9/RRBP1/PLAUR/PXN/ZNF160/LMNA/NCOA7/NAMPT/PHC2/SGK1/SLC2A3,-2.177603936767906,NA,NA
HAY_BONE_MARROW_IMMATURE_NEUTROPHIL,HAY_BONE_MARROW_IMMATURE_NEUTROPHIL,185,-0.5346106139889486,-2.167307747780343,1e-10,2.4264705882352943e-9,1.2879256965944275e-9,3523,"tags=42%, list=19%, signal=34%",VAMP3/IRF2BP2/C9orf72/USP12/USP3/SHTN1/BHLHE40/CARD19/SECTM1/CCR1/PLIN2/RNF141/C15orf48/PEA15/GPCPD1/C15orf39/RTN1/THBD/MAFB/EP300/IFI30/ZEB2/EPB41L3/GNA13/KDM6B/PLSCR1/SUSD6/DDX3X/RIPK2/CEP170/IER5/ICAM1/UBE2R2/MAP3K8/FAM91A1/RIOK3/FCGR1A/NUMB/KLF10/RAB20/VMP1/PCBP2/SERTAD2/MAP3K2/CPEB4/IER5L/SH3BP2/GRB2/FCGR2A/NFKBIA/RAB1A/MAPK6/MYO9B/CEBPD/BACH1/BCL3/UBE2D3/SLC6A6/BCL2A1/ARRDC3/GLUL/CDKN1A/PICALM/RHOQ/HIF1A/BNIP3L/RELT/HK2/HMOX1/PTP4A2/PFKFB3/VEGFA/IL1B/AHR/NAMPT/SGK1/NEAT1,-2.167307747780343,NA,NA
FAN_OVARY_CL9_PUTATIVE_APOPTOTIC_ENDOTHELIAL_CELL,FAN_OVARY_CL9_PUTATIVE_APOPTOTIC_ENDOTHELIAL_CELL,361,-0.4912243903094797,-2.1242875086047786,1e-10,2.4264705882352943e-9,1.2879256965944275e-9,5023,"tags=48%, list=27%, signal=36%",TCP1/SPAG9/WTAP/SAT1/CFL1/TUBB4B/CAV1/TCF4/TXN/AQP1/APP/RAB5C/SELE/ANXA1/LRRC8C/TUBB6/SERTAD1/TNFRSF1A/MYL12A/GNAS/POMP/GNG5/SLC3A2/HNRNPM/EIF5B/SFPQ/MT2A/EIF3J/PSMA7/PRRC2C/NDUFV2/TM4SF1/ARHGDIA/HMGA1/PARP14/PSMD12/TSC22D1/STOM/THBS1/ELOC/IRF7/PLPP3/NOP16/LRRFIP1/ITM2A/SQSTM1/SP100/NANS/MTUS1/PLS3/LIMS1/SOD2/ANKRD11/SYPL1/AHSA1/MAP1LC3B/ANXA5/TNFRSF12A/GRPEL1/GADD45A/PLIN2/ANXA2/HLA-DRB1/SLC38A2/ATP1A1/SDCBP/SNX3/DEPP1/HSPE1/ADAR/WWTR1/ABL2/SAFB2/SPTBN1/EHD4/UBE2J1/IFITM2/YTHDF2/TPT1/RAB5A/CYTOR/UBC/TXNRD1/DEK/DNAJB6/BAG3/PLSCR1/IFITM3/DDX3X/DDX21/WDR43/GSN/SH3BP5/TPM3/BACE2/FKBP4/HLX/EIF4A1/SYNCRIP/EMP1/ICAM1/MTHFD2/GBP1/FAM241A/DNAJA1/TAGLN2/XRN2/IFI16/MBNL1/LAP3/ARID4B/EIF2S1/PIM3/RAB7A/VMP1/HSPB1/UBE2B/ETS2/CD59/ELF1/ACTN4/ZFAND5/SOCS3/UGCG/NFKBIA/VGLL4/NECTIN2/TAP1/FLOT1/LDHA/HSPD1/BAZ1A/IRF1/MAP2K3/CEBPD/YBX3/ENO1/ANKRD28/UBE2D3/G3BP1/CSNK1A1/ARID5A/ARRDC3/MSN/ITPRID2/NDRG1/TOP1/MAFF/CDKN1A/PICALM/ANKRD12/SLC25A37/HIF1A/GBP2/PPP1R15A/CAST/HSPA1A/KLF6/HNRNPF/EFNA1/HMOX1/NNMT/FNIP1/MAT2A/CTNNA1/LMNA/CD55/NCOA7/PGK1/NAMPT/NEAT1/TMEM165/STAT3/SLC2A3,-2.1242875086047786,NA,NA
