baseMean,effect_size,lfcSE,stat,pvalue,padj,gene,significant,direction
224.83471490474415,1.323198852191343,0.2226530492847934,5.94287325703252,2.800689807686378e-09,6.693088502408906e-05,LINC01554,True,Up_in_OUD
2971.215180399218,-0.4635294568645587,0.0902697182703537,-5.134938556873623,2.822362163718965e-07,0.0022482936996185,RHOBTB1,True,Down_in_OUD
36.51930095179852,1.8831307744997945,0.3620421971311541,5.2014124028133875,1.9777968617720817e-07,0.0022482936996185,AL031587.4,True,Up_in_OUD
5288.644174922008,-0.8950804089523241,0.1785751860144556,-5.012344821972452,5.377073462391552e-07,0.0032125325401058,ZDHHC20,True,Down_in_OUD
3387.7459456866395,-1.0128276623686032,0.220086870564828,-4.60194494914347,4.185638482572358e-06,0.0200056776913028,GRIA4,True,Down_in_OUD
930.5153855078764,-0.6089349327949479,0.1394917488107919,-4.365383171307958,1.269001126835743e-05,0.0345767572358674,CROCC,True,Down_in_OUD
55.74265562012947,2.015881064294328,0.4623854714487576,4.359741360337554,1.302162587341229e-05,0.0345767572358674,AC005753.2,True,Up_in_OUD
1354.8051559537034,0.7306356391016658,0.1652485961882512,4.421433258466689,9.804835068753976e-06,0.0345767572358674,ADAMTS14,True,Up_in_OUD
140.89902946041298,-1.993507021412066,0.4554168609954444,-4.3773237052635325,1.2014547063051584e-05,0.0345767572358674,NPIPB2,True,Down_in_OUD
4.630963315707918,-2.8739472310707783,0.6645881262505203,-4.324403517837493,1.5294512194317503e-05,0.0365508252419799,AC243960.3,True,Down_in_OUD
