baseMean,effect_size,lfcSE,stat,pvalue,padj,gene,significant,direction
145.01193731008584,-1.935166502906784,0.3324093966285024,-5.8216359782076434,5.82743652627483e-09,0.0001381102456727,MCTP2,True,Down_in_OUD
164.87130027981294,-1.3632484530542333,0.2391603829171149,-5.700143294747483,1.1970676287625742e-08,0.0001418525140083,AC246817.2,True,Down_in_OUD
20.894735815028245,-2.583481931235913,0.4662010232320665,-5.541562121260944,2.9978518597475414e-08,0.00023683029692,FNDC1,True,Down_in_OUD
23.98598141296291,-1.8661544765849465,0.3511115437687848,-5.314990377570306,1.066629632037804e-07,0.0006319780569823,F2R,True,Down_in_OUD
225.29415589871013,2.1630548010080366,0.4184421439436306,5.169304364570475,2.349669581151413e-07,0.0011137433814657,CD14,True,Up_in_OUD
105.07638204821274,1.401012513324145,0.2825239284190322,4.958916298396501,7.088749877106819e-07,0.0028000562014571,FCER1G,True,Up_in_OUD
278.92682791195284,-1.888631503925199,0.3834579719778577,-4.925263371586015,8.424680472037868e-07,0.0028523561026756,SLC27A6,True,Down_in_OUD
32.82223535371385,-1.867971935579741,0.382592274350437,-4.882408926712316,1.0479764506446171e-06,0.0031046302350346,RAMP2,True,Down_in_OUD
359.34861804318786,-1.42996641805543,0.3003055731127607,-4.7617045638993085,1.919645740691596e-06,0.0049177904267365,ABCG2,True,Down_in_OUD
432.4964666622976,-4.521583870925436,0.9527191822868069,-4.745977571347208,2.075017057694762e-06,0.0049177904267365,AC009432.2,True,Down_in_OUD
204.2724592331432,-1.236020248855782,0.2626930606412153,-4.705188046607488,2.536320600136953e-06,0.0050092331852704,ITGBL1,True,Down_in_OUD
300.1455510915452,0.9210775142544978,0.1952595795693225,4.717195009259405,2.391184718724637e-06,0.0050092331852704,MTHFD2,True,Up_in_OUD
1197.6000371844052,-2.571723062762615,0.5516247092111818,-4.662088227411269,3.1301693796501585e-06,0.0057065395613622,AC097518.2,True,Down_in_OUD
1796.658885845381,-2.1184462373699144,0.4593918427643861,-4.611414570668439,3.999380168589073e-06,0.0067703792853972,CPED1,True,Down_in_OUD
1738.830543073872,-1.6593173618035115,0.3720427022270772,-4.460018572789375,8.19525507286092e-06,0.0124194524465512,TBC1D4,True,Down_in_OUD
146.77248943028468,-2.1481654983228835,0.4868295317295235,-4.412562012602756,1.0215452143659962e-05,0.0127424324107758,PAQR5,True,Down_in_OUD
1604.2907498756315,-1.8008094203021414,0.4071227966401375,-4.423258621633772,9.722324289882871e-06,0.0127424324107758,CR381670.2,True,Down_in_OUD
30.45436192259081,5.975510032707083,1.3529507334929425,4.416650129809219,1.0024228582369849e-05,0.0127424324107758,S100A9,True,Up_in_OUD
28.788988130150234,2.3915149941130394,0.5495546750831872,4.35173259830977,1.3506593003456604e-05,0.0128042501672768,AC005753.3,True,Up_in_OUD
20.05258639724789,-3.0823726819730184,0.7043562537116412,-4.376155767383761,1.207907089062616e-05,0.0128042501672768,FYB2,True,Down_in_OUD
115.34305232797588,-3.6390695247725726,0.8307093176218691,-4.380677389282687,1.1831093004264792e-05,0.0128042501672768,AL627316.1,True,Down_in_OUD
513.7256619705499,-1.790982208421006,0.4105704206328549,-4.362180318933786,1.2877266607864665e-05,0.0128042501672768,CARD11,True,Down_in_OUD
27.214631251353644,1.6510103961100169,0.378653771206676,4.360211152390361,1.2993699884153574e-05,0.0128042501672768,AL163636.1,True,Up_in_OUD
120.08761399284568,-1.0104281258709698,0.2302186360222361,-4.3889936250572505,1.1387640706679978e-05,0.0128042501672768,GPR85,True,Down_in_OUD
63.19524296168113,-1.593788340839559,0.3686968261106605,-4.322761217264181,1.5408847681502796e-05,0.0140457573096775,LINC02251,True,Down_in_OUD
526.8745617050918,-2.3953006365263505,0.5576573980638714,-4.295290701499856,1.7446456839917518e-05,0.0147671795395016,PLCXD3,True,Down_in_OUD
3107.1738365890847,0.627431365286972,0.1460385745129806,4.2963399730473455,1.736412141437107e-05,0.0147671795395016,CSGALNACT2,True,Up_in_OUD
507.6245762368694,0.8859429601679073,0.2072360256060935,4.275043190858496,1.911002445712308e-05,0.0154886013734728,AC099489.1,True,Up_in_OUD
27.401182560874435,-1.939338365552434,0.4542485434934023,-4.2693331510497226,1.9605824523383352e-05,0.0154886013734728,SLC38A5,True,Down_in_OUD
261.97507254021946,-1.000876431283664,0.2354804166495771,-4.250359522563132,2.1342765897980443e-05,0.0157477704327158,AP001025.1,True,Down_in_OUD
1702.6520321047442,-0.6291297579301688,0.1482291871090141,-4.2443041765282015,2.1927275286060103e-05,0.0157477704327158,CROCC,True,Down_in_OUD
9434.290550812331,-0.8721861348163752,0.2068352670634141,-4.216815377761326,2.477766708193461e-05,0.0166465075337821,GRIA4,True,Down_in_OUD
7460.938227124961,-2.646652695238154,0.6272695196681781,-4.219322974019553,2.450370370220919e-05,0.0166465075337821,HPSE2,True,Down_in_OUD
29.936804325365728,-5.942549875684951,1.4145878016716271,-4.200905640966649,2.658493832131081e-05,0.0170287307625693,AC092053.5,True,Down_in_OUD
197.3397196819588,-2.293241956176606,0.5482750304739519,-4.18264890559439,2.8813217828692767e-05,0.017970349014211,ACSM5,True,Down_in_OUD
