Pathway,Overlap_Count,Pathway_Size,Query_Size,P_Value,Odds_Ratio,Fold_Enrichment,Overlap_Genes
stress_response,1,21,431,0.3672809865703589,2.272982657145611,2.2097005855706553,NTRK2
synaptic_plasticity,2,28,431,0.12147041834844462,3.5037860424807152,3.3145508783559827,NTRK2;GRIA1
