Pathway,Overlap_Count,Pathway_Size,Query_Size,P_Value,Odds_Ratio,Fold_Enrichment,Overlap_Genes
complement_regulation,1,14,431,0.2629492630996416,3.497962641974321,3.3145508783559827,CD55
