Pathway,Overlap_Count,Pathway_Size,Query_Size,P_Value,Odds_Ratio,Fold_Enrichment,Overlap_Genes
glutamatergic,1,31,70,0.10306516141840424,9.609251191712069,9.216589861751153,GRIA4
