gene,logFC,logCPM,PValue,FDR,contrast,significant_fdr05,significant_fdr10,significant_nominal,significant_strict,significant,direction
MIR31HG,-1.6788844993794818,3.664239442316106,3.761941749786997e-06,0.09494764782287402,Pooled_OUD_vs_Control,False,True,True,False,False,Down
LINC01189,-1.1075556483638256,4.490413997120478,1.2308614491596814e-05,0.155328560576706,Pooled_OUD_vs_Control,False,False,True,False,False,Down
LMO1,-1.3439258562538563,0.8575755899220106,2.470428743441499e-05,0.2078371701857333,Pooled_OUD_vs_Control,False,False,True,False,False,Down
TRIM36,-0.9490531810714576,3.1818411321212356,3.6570698740289327e-05,0.23075196637654058,Pooled_OUD_vs_Control,False,False,True,False,False,Down
LINC02021,-0.8772260234912133,3.178260995382194,5.5536280169654246e-05,0.23311417287275144,Pooled_OUD_vs_Control,False,False,True,False,False,Down
ZNF117,-0.7719906310174558,4.206403511717208,5.9337123815180844e-05,0.23311417287275144,Pooled_OUD_vs_Control,False,False,True,False,False,Down
GIMAP5,-1.0612059277173296,1.295377436926505,8.265380134969604e-05,0.23311417287275144,Pooled_OUD_vs_Control,False,False,True,False,False,Down
AL358944.1,-1.2000014984301994,3.0916782883442373,9.454124782011374e-05,0.23311417287275144,Pooled_OUD_vs_Control,False,False,True,False,False,Down
CSGALNACT2,0.5249132146313339,6.221496620868111,0.00010047517670357329,0.23311417287275144,Pooled_OUD_vs_Control,False,False,True,False,False,Up
EPB41L2,-0.5510468279314946,8.557109416783335,0.00010739278809670816,0.23311417287275144,Pooled_OUD_vs_Control,False,False,True,False,False,Down
COL14A1,-1.0636789208394792,3.9276329522268627,0.00012322403955245694,0.23311417287275144,Pooled_OUD_vs_Control,False,False,True,False,False,Down
AP001005.3,3.3265130579687208,-1.531508212881817,0.00013377406285392744,0.23311417287275144,Pooled_OUD_vs_Control,False,False,True,False,False,Up
AC112484.3,-1.5078334527239448,-0.7893874503767432,0.00013823101383849814,0.23311417287275144,Pooled_OUD_vs_Control,False,False,True,False,False,Down
AL121981.1,2.401673093511666,-1.674698110821164,0.00014220788075124235,0.23311417287275144,Pooled_OUD_vs_Control,False,False,True,False,False,Up
LINC02256,0.522204844383399,6.789606506311241,0.00015013683136711216,0.23311417287275144,Pooled_OUD_vs_Control,False,False,True,False,False,Up
AR,-0.8112608978783474,2.374023061523509,0.00015396383498385207,0.23311417287275144,Pooled_OUD_vs_Control,False,False,True,False,False,Down
SRGAP2B,-0.7010133092333827,6.5403046151592585,0.00015701655924706899,0.23311417287275144,Pooled_OUD_vs_Control,False,False,True,False,False,Down
