gene,logFC,logCPM,PValue,FDR,contrast,significant_fdr05,significant_fdr10,significant_nominal,significant_strict,significant,direction
COL15A1,0.8890317725333843,1.2031147720954014,0.04168055390229133,0.9999661184625348,OUD_Effect_Putamen_vs_Caudate,False,False,False,False,False,Up
AL136305.1,1.415637655832471,-0.19986976713147547,0.041786619662747194,0.9999661184625348,OUD_Effect_Putamen_vs_Caudate,False,False,False,False,False,Up
EFCAB12,1.5614108424175712,-1.2226358631269654,0.04188792142455409,0.9999661184625348,OUD_Effect_Putamen_vs_Caudate,False,False,False,False,False,Up
CYYR1-AS1,1.2237136701075482,-0.4425351033258874,0.04197520001172877,0.9999661184625348,OUD_Effect_Putamen_vs_Caudate,False,False,False,False,False,Up
TPPP2,-1.995178519138801,-2.6448782024713173,0.042294088887183515,0.9999661184625348,OUD_Effect_Putamen_vs_Caudate,False,False,False,False,False,Down
MAN1A1,0.6570586263878325,4.354257163592603,0.04298052119446639,0.9999661184625348,OUD_Effect_Putamen_vs_Caudate,False,False,False,False,False,Up
LINC01902,1.0005208910221153,1.173109164907276,0.04316916532915349,0.9999661184625348,OUD_Effect_Putamen_vs_Caudate,False,False,False,False,False,Up
DACT1,-1.9521585250728888,0.38342740592475294,0.04317921688411936,0.9999661184625348,OUD_Effect_Putamen_vs_Caudate,False,False,False,False,False,Down
CFI,1.60756022364778,-0.8308446921842061,0.04321184543927072,0.9999661184625348,OUD_Effect_Putamen_vs_Caudate,False,False,False,False,False,Up
AL157769.1,-1.8173254620952626,-0.9808606183917302,0.04344390325413264,0.9999661184625348,OUD_Effect_Putamen_vs_Caudate,False,False,False,False,False,Down
LINC02470,-2.0898829841311097,1.0381056194362226,0.04348427707934243,0.9999661184625348,OUD_Effect_Putamen_vs_Caudate,False,False,False,False,False,Down
MAPK15,2.567749719536728,-3.110313530202217,0.04359332396907569,0.9999661184625348,OUD_Effect_Putamen_vs_Caudate,False,False,False,False,False,Up
SMOC2,1.0895082347586649,1.8072122423186607,0.04376272639984928,0.9999661184625348,OUD_Effect_Putamen_vs_Caudate,False,False,False,False,False,Up
PRB2,1.3224777247038082,0.3532331345625452,0.04391991570553221,0.9999661184625348,OUD_Effect_Putamen_vs_Caudate,False,False,False,False,False,Up
TC2N,1.9184552757843456,1.2262429973800837,0.044074865927725373,0.9999661184625348,OUD_Effect_Putamen_vs_Caudate,False,False,False,False,False,Up
CLEC2A,-3.649513884644554,-0.6370570561731269,0.04409793290441146,0.9999661184625348,OUD_Effect_Putamen_vs_Caudate,False,False,False,False,False,Down
JCAD,1.9260700209975616,2.284235279481845,0.04415429471135658,0.9999661184625348,OUD_Effect_Putamen_vs_Caudate,False,False,False,False,False,Up
PCAT19,1.5231111251029559,-0.6333892103593646,0.04424199352241898,0.9999661184625348,OUD_Effect_Putamen_vs_Caudate,False,False,False,False,False,Up
LILRB1-AS1,-2.799606362677106,-2.6723694668401756,0.04431818326864987,0.9999661184625348,OUD_Effect_Putamen_vs_Caudate,False,False,False,False,False,Down
LINC00469,1.427376848470295,-2.0507119230287523,0.0443276732504355,0.9999661184625348,OUD_Effect_Putamen_vs_Caudate,False,False,False,False,False,Up
AC097487.1,-1.145686509370176,-1.3385176454680563,0.044391142806691805,0.9999661184625348,OUD_Effect_Putamen_vs_Caudate,False,False,False,False,False,Down
PRSS45P,1.6644397208090769,-2.86881251509907,0.04479316605334487,0.9999661184625348,OUD_Effect_Putamen_vs_Caudate,False,False,False,False,False,Up
NYAP2,1.9380234850046687,1.0661067786248046,0.045148150888875103,0.9999661184625348,OUD_Effect_Putamen_vs_Caudate,False,False,False,False,False,Up
HTR3E,-0.9353325014281718,0.16286397528519245,0.045738695699051334,0.9999661184625348,OUD_Effect_Putamen_vs_Caudate,False,False,False,False,False,Down
FOXC1,1.4080338465774516,-0.7142363495529038,0.045767031568740214,0.9999661184625348,OUD_Effect_Putamen_vs_Caudate,False,False,False,False,False,Up
F8A3,-6.731340270467379,-3.1561785534288913,0.04582173279864432,0.9999661184625348,OUD_Effect_Putamen_vs_Caudate,False,False,False,False,False,Down
AC022166.1,-1.8043234540533073,-2.44678083592933,0.04601429307907187,0.9999661184625348,OUD_Effect_Putamen_vs_Caudate,False,False,False,False,False,Down
AC016866.1,-1.5941867228954762,-0.6323885060174389,0.046029616658830666,0.9999661184625348,OUD_Effect_Putamen_vs_Caudate,False,False,False,False,False,Down
MT-ND3,1.0156317241682087,7.7407651693860196,0.04605600927326764,0.9999661184625348,OUD_Effect_Putamen_vs_Caudate,False,False,False,False,False,Up
CCR6,1.3704686060047884,-1.2330899161843472,0.04625436985888415,0.9999661184625348,OUD_Effect_Putamen_vs_Caudate,False,False,False,False,False,Up
SYT10,1.5774686704866365,-0.09747183656579177,0.046437268768265726,0.9999661184625348,OUD_Effect_Putamen_vs_Caudate,False,False,False,False,False,Up
KCNQ5,1.8011926423149678,4.895087282503622,0.046893904309970764,0.9999661184625348,OUD_Effect_Putamen_vs_Caudate,False,False,False,False,False,Up
LINC01249,1.5688939878879125,-2.895562492619126,0.04710509709482076,0.9999661184625348,OUD_Effect_Putamen_vs_Caudate,False,False,False,False,False,Up
AP5S1,0.7441764723007283,2.1670170015919545,0.04719647458901768,0.9999661184625348,OUD_Effect_Putamen_vs_Caudate,False,False,False,False,False,Up
LINC01494,1.6536521607694474,-1.9732950300900827,0.047208830251212974,0.9999661184625348,OUD_Effect_Putamen_vs_Caudate,False,False,False,False,False,Up
GATA3,1.9068313774168524,-2.3393452603194893,0.04750801284745712,0.9999661184625348,OUD_Effect_Putamen_vs_Caudate,False,False,False,False,False,Up
