Pathway,Overlap_Count,Pathway_Size,Query_Size,P_Value,Odds_Ratio,Fold_Enrichment,Overlap_Genes
complement_regulation,1,14,469,0.28274215258923624,3.207705081423906,3.045994517209869,CD55
