Pathway,Overlap_Count,Pathway_Size,Query_Size,P_Value,Odds_Ratio,Fold_Enrichment,Overlap_Genes
complement_regulation,3,14,558,0.006249709819165617,9.54512091264344,7.680491551459293,S100A9;CD59;SERPING1
