Pathway,Overlap_Count,Pathway_Size,Query_Size,P_Value,Odds_Ratio,Fold_Enrichment,Overlap_Genes
gabaergic,2,24,558,0.14358731321219315,3.1749050016851728,2.986857825567503,GABRA2;GABRA4
glutamatergic,1,31,558,0.5843295645690967,1.161688779298295,1.1562030292519367,SLC1A2
