gene,mean_group1,mean_group2,log_fold_change,abs_log_fold_change,t_statistic,pvalue,padj,significant
ZNRF3,0.5309219,0.72940123,0.19847935,0.19847935,-3.0529076558101416,0.0022962362515427286,0.004763975625607321,False
SPRED1,2.581343,2.2595217,-0.3218212,0.3218212,3.0433178631815387,0.00237034413828058,0.004907544799752754,False
MACF1,8.59378,7.5208645,-1.0729151,1.0729151,3.0423547554972203,0.0023779066583932158,0.004913030285936397,True
CHI3L1,0.38560253,0.07099443,-0.3146081,0.3146081,3.0391258866656043,0.002403421976511044,0.004955509229919679,False
GPC5,3.9054966,6.1323524,2.2268558,2.2268558,-3.036731452992263,0.0024225050689139433,0.004984578331098648,True
RB1,1.7654577,1.5847069,-0.18075085,0.18075085,3.0299411634993656,0.002477379467703491,0.005087021494257682,False
CTNNA2,7.3039823,9.924463,2.620481,2.620481,-3.0266352440549698,0.0025045054896889953,0.005132183380510236,True
CHD7,4.208607,4.419555,0.21094799,0.21094799,-3.014950963692909,0.0026025716765312916,0.005322232467344154,False
SUSD6,0.89299506,0.7076486,-0.18534648,0.18534648,2.998519043874275,0.0027464352018779364,0.005604969799750891,False
STON2,0.44396707,0.65473074,0.21076366,0.21076366,-2.992568157396117,0.002800304159663662,0.005703267127624566,False
NAV1,3.546555,3.3100836,-0.23647141,0.23647141,2.970620382116366,0.003007434711552969,0.006112672177953189,False
LINC00299,0.6659115,1.0810537,0.41514224,0.41514224,-2.9672144982937985,0.0030408029249897805,0.0061642666793653815,False
SYNE1,1.8309782,2.265585,0.4346068,0.4346068,-2.966773537328544,0.0030451477396064982,0.0061642666793653815,False
SEMA6A,3.6956139,3.92037,0.22475624,0.22475624,-2.935068338289112,0.0033728019816186214,0.006813741377007316,False
SEMA4D,3.9196877,4.1900115,0.27032375,0.27032375,-2.933569259143886,0.003389061471802977,0.006832785225409228,False
FGF12,1.2190232,1.7272798,0.50825655,0.50825655,-2.907245739507222,0.0036864601268790883,0.007417424802573618,False
RDX,3.5635462,3.7343686,0.17082238,0.17082238,-2.903876825190973,0.003726188845332824,0.007482306918339005,False
HPSE2,1.3150353,2.1882539,0.87321854,0.87321854,-2.886894545675402,0.003932450150403943,0.007880661624055998,True
MT-CO1,3.2696314,3.6904125,0.42078114,0.42078114,-2.8839256295634668,0.003969557411362171,0.007939114822724342,False
AL163541.1,0.9140286,1.530448,0.6164194,0.6164194,-2.8535038589745803,0.004368536008649159,0.008719632751794729,False
KCNN3,0.44224516,0.65215206,0.2099069,0.2099069,-2.850887746317783,0.004404490226642051,0.008773884913629584,False
PLCL2,1.7046831,1.8988615,0.19417846,0.19417846,-2.8471046708567735,0.0044569572449694485,0.008860749989998903,False
PLEKHH1,8.550061,9.1426325,0.59257126,0.59257126,-2.8434714711930535,0.004507878530769397,0.008944203434066263,False
TMEFF1,2.8134923,2.6248324,-0.1886599,0.1886599,2.8334868584362027,0.004650546438998815,0.009209002849502605,False
ZFP36L1,0.78277016,0.5569641,-0.22580606,0.22580606,2.8303593772538385,0.00469606856912206,0.009265230537045026,False
EML4,1.0048522,0.7688988,-0.23595339,0.23595339,2.8302634033391545,0.004697471882281828,0.009265230537045026,False
CACNB4,0.6728059,0.88269967,0.20989376,0.20989376,-2.819775715377765,0.004853129674117196,0.009553404870309442,False
CSMD3,2.493761,3.00375,0.509989,0.509989,-2.809588682338086,0.0050087813018046615,0.00982341991475695,False
MCF2L,0.95900846,0.76413184,-0.19487661,0.19487661,2.809513660525842,0.005009944156526045,0.00982341991475695,False
CNTN1,1.1236414,1.5663105,0.44266915,0.44266915,-2.801030028228096,0.0051430289019558486,0.010064635815960565,False
MRVI1,0.4837458,0.275154,-0.20859182,0.20859182,2.7783942453666706,0.005513910490059976,0.010763939595659565,False
AC012494.1,6.0471373,6.815437,0.7682996,0.7682996,-2.7779218827871714,0.005521901012573357,0.010763939595659565,True
MGAT5,3.3920364,3.1416416,-0.25039482,0.25039482,2.7760599877509713,0.005553498929749074,0.010804472625970962,False
RUNX2,0.91548103,0.7086074,-0.20687366,0.20687366,2.758801435277814,0.005854255142888761,0.011367485714347108,False
KHDRBS3,1.8701347,1.5474914,-0.32264328,0.32264328,2.75376006833844,0.005944840001778802,0.011521007755385275,False
KCNMA1,1.4402843,1.8486328,0.40834856,0.40834856,-2.747594991183786,0.0060573330677240675,0.01171631154298659,False
GFAP,0.524958,0.28447756,-0.24048045,0.24048045,2.741351071220268,0.006173217217863415,0.011917407756493078,False
RAB31,0.9734726,0.7702166,-0.20325601,0.20325601,2.734559797441558,0.006301524917407796,0.01214166650752947,False
NEO1,4.7750573,5.0258574,0.25080013,0.25080013,-2.730663504230675,0.006376217409581087,0.012261956556886704,False
TNC,0.41660905,0.1747326,-0.24187645,0.24187645,2.726092830678102,0.0064648534296796855,0.0124085478496731,False
ADAMTS9,0.32034105,0.11942558,-0.20091547,0.20091547,2.715397257591994,0.006676615373419262,0.012790450906933452,False
MIR181A1HG,6.0016184,6.393819,0.39220047,0.39220047,-2.7124207172364847,0.006736647697098079,0.01288077953556038,False
MTHFD1L,0.899859,0.67228115,-0.22757787,0.22757787,2.7109621921300886,0.006766240822003804,0.01291267332443474,False
RBPJ,3.9275525,4.094318,0.16676545,0.16676545,-2.7088547980684696,0.006809205873921607,0.012969915950326871,False
TMTC2,17.112785,18.219753,1.1069679,1.1069679,-2.7022674092979,0.006945094623791122,0.013203601946370953,True
ANKRD44,3.2924633,3.710426,0.4179628,0.4179628,-2.6916960846477496,0.007168267054553199,0.013602024771448194,False
TRIO,2.592358,2.213465,-0.37889314,0.37889314,2.6895016745874565,0.007215393084057557,0.013665517204654464,False
ABCA1,1.3533252,1.5607331,0.20740783,0.20740783,-2.6759082693906797,0.007513569594566032,0.01420334516931197,False
ZFYVE16,8.291361,7.839504,-0.4518571,0.4518571,2.668841436385243,0.007672911583571333,0.014477191667115722,False
RPS6KA2,2.6962552,2.3566167,-0.33963847,0.33963847,2.66497272000346,0.007761420790196192,0.014616611657619946,False
SOX2-OT,10.821559,11.497458,0.6758995,0.6758995,-2.6617513907402195,0.007835816325664281,0.014728978055759926,False
DOCK7,0.729967,0.8939974,0.16403037,0.16403037,-2.6577040874064837,0.007930193354901369,0.014878411547657351,False
AGBL4,0.55400145,0.75628936,0.20228791,0.20228791,-2.647721374436676,0.008167344985420625,0.015294653530750234,False
ATP8A1,8.051657,8.574164,0.52250767,0.52250767,-2.6425779715804447,0.00829199566615092,0.015499057319908261,False
PPFIBP1,1.497262,1.6541529,0.15689087,0.15689087,-2.633440914374641,0.008517639553102637,0.015891118569221336,False
PDE7B,0.63452774,0.8706489,0.23612118,0.23612118,-2.6257532848805236,0.008711728562604989,0.016222958217141505,False
LRRC4C,6.299333,7.716162,1.4168291,1.4168291,-2.6169412317158613,0.008939063704064089,0.01661536004472879,True
MEF2C-AS1,0.6085404,0.76624966,0.15770924,0.15770924,-2.613995494102531,0.009016232539859345,0.0167277041555832,False
GPM6B,13.264103,12.529252,-0.7348509,0.7348509,2.5995226967556686,0.009404087090609704,0.017387660427783416,True
NRXN3,28.553503,30.508396,1.9548931,1.9548931,-2.5994261279416024,0.009406724291430829,0.017387660427783416,True
ANKS1A,1.6110507,1.4181223,-0.19292843,0.19292843,2.5970785921111785,0.009471036650577944,0.017474237362689934,False
PKP4,6.8956385,7.3544846,0.4588461,0.4588461,-2.5936252127771087,0.00956635770892257,0.01761760167389055,False
NCAM2,22.413605,23.704792,1.2911873,1.2911873,-2.5918413647042304,0.009615930477302826,0.017676342789159603,True
IFNGR1,0.78444374,0.6169614,-0.16748232,0.16748232,2.5733163016747223,0.010144447414329634,0.018594286888993637,False
LAMP2,5.102685,4.7945547,-0.30813026,0.30813026,2.5730414289325543,0.010152480641390526,0.018594286888993637,False
AC092691.1,3.083064,3.774239,0.691175,0.691175,-2.569643251307733,0.010252262472833406,0.018742710187995257,False
CACNB2,0.5329518,0.77458006,0.24162829,0.24162829,-2.568556519975348,0.010284356383329698,0.018767073692207478,False
PRICKLE2,0.5381677,0.7076726,0.16950488,0.16950488,-2.563140033649148,0.010445657171510518,0.019026697944463603,False
CDC42BPA,7.3759103,7.705983,0.33007288,0.33007288,-2.559291610322381,0.010561626546238382,0.019202957356797057,False
DNAJC6,9.683038,10.292427,0.6093893,0.6093893,-2.556789701771442,0.010637633073951006,0.019306049136027233,False
PPP2R2B,48.4229,51.419525,2.996624,2.996624,-2.552194414270131,0.01077850430305896,0.01952627591133869,True
PDZD2,2.9319293,3.2842324,0.35230303,0.35230303,-2.533460449208138,0.01137013075154801,0.020554576404946866,False
TANC2,2.5098321,2.305264,-0.20456815,0.20456815,2.532931831436461,0.011387235328340564,0.020554576404946866,False
PRKG1,1.0346733,1.5146862,0.4800129,0.4800129,-2.5286074131773515,0.011528021862848561,0.0207712105636911,False
ATM,2.2558467,2.436693,0.18084621,0.18084621,-2.5180941032909097,0.011876762048358457,0.02136108282078859,False
ARHGAP25,0.5076658,0.33527002,-0.1723958,0.1723958,2.513047806093929,0.012047455541895215,0.021629184096759808,False
ELOVL5,1.8454278,1.2111712,-0.6342566,0.6342566,2.503001498467308,0.012393767862337536,0.022211053516733935,False
ADAM28,1.2648271,0.8424238,-0.42240334,0.42240334,2.500963059718748,0.012465103437088721,0.022298932803378746,False
REV3L,2.643073,2.3915834,-0.25148964,0.25148964,2.487694603636803,0.012938392902106627,0.023099571939473002,False
LPAR6,0.7895834,0.5461915,-0.24339187,0.24339187,2.4871305752349686,0.012958859858044356,0.023099571939473002,False
TRPM3,0.9783263,1.4698141,0.49148774,0.49148774,-2.480216744352344,0.013212081629854624,0.023509042046004666,False
DST,18.084745,17.12147,-0.9632759,0.9632759,2.465302915178613,0.0137732635304672,0.024464056004382242,True
NFASC,7.5539756,7.0930037,-0.46097183,0.46097183,2.4625162632930606,0.013880425487068462,0.02461068348771004,False
ARL15,1.4455498,1.6156443,0.17009449,0.17009449,-2.4566826992610182,0.014107145932539587,0.024968399880601042,False
MARCH3,1.0531402,0.78792584,-0.26521432,0.26521432,2.452604189540475,0.01426759307717879,0.02520776162045723,False
SLC22A15,2.8965275,3.0603867,0.16385913,0.16385913,-2.418917706397335,0.015655587531241848,0.027611265487199027,False
ST6GALNAC3,7.63458,8.418897,0.78431654,0.78431654,-2.4141811580049626,0.015859991015029107,0.02792251939265688,True
PTMA,4.5373645,4.2403846,-0.2969799,0.2969799,2.4123189893501085,0.015940992992515213,0.028015804907759605,False
SYNDIG1,3.5348315,4.2381296,0.7032981,0.7032981,-2.405686390097466,0.01623246764316305,0.028478013409057985,False
RBMS3,1.4430751,1.8961232,0.4530481,0.4530481,-2.395764108683931,0.016677260390080603,0.029207111015902985,False
FNIP1,4.6660285,4.8596063,0.19357777,0.19357777,-2.3722287436242406,0.017775369492216916,0.031075820790589015,False
CAMTA1,3.8151176,3.9862912,0.17117357,0.17117357,-2.367225550583675,0.018016816893531306,0.03144296141977541,False
RNASET2,0.7660991,0.53302896,-0.23307014,0.23307014,2.360826676994719,0.01832980430083285,0.031933456970092075,False
SKAP2,0.6796492,0.5118891,-0.16776007,0.16776007,2.345565498902212,0.019095568982902992,0.03320968518765738,False
LUZP2,2.8001444,2.291316,-0.5088284,0.5088284,2.338454493946285,0.019461839872020912,0.03378791644448075,False
DANT2,1.9885367,2.1532998,0.1647631,0.1647631,-2.3330561732464927,0.01974398167625947,0.03421833912696615,False
ASTN2,6.483714,6.8213263,0.33761215,0.33761215,-2.3321414101485733,0.019792144048073914,0.034242463750992935,False
DTNA,6.2330656,5.064384,-1.1686816,1.1686816,2.321707132511745,0.020348815591512873,0.035144759225410833,True
CHST11,3.1924736,2.4268382,-0.7656355,0.7656355,2.31779053351852,0.020561268410820212,0.03545046277727623,True
GPC6,0.8095318,1.0718247,0.26229286,0.26229286,-2.3168793907103247,0.020610969280263895,0.03547499015535955,False
ZFPM2-AS1,0.8142322,0.65095276,-0.16327941,0.16327941,2.312130885860868,0.020871690355928993,0.035862010920840195,False
DPYSL5,1.0841438,0.9419768,-0.14216697,0.14216697,2.3113923032598023,0.020912500368091586,0.035870498058476134,False
MAML3,1.9383856,2.3114896,0.37310398,0.37310398,-2.3091655961898736,0.021035957429810497,0.035975820898988674,False
DPP6,4.7227354,5.4390244,0.71628904,0.71628904,-2.30898757054029,0.021045855225908374,0.035975820898988674,True
GNA14,0.8975091,0.56871295,-0.32879615,0.32879615,2.2684423637406392,0.0234085442662045,0.03994632127338652,False
RNF130,5.894121,6.0816298,0.18750858,0.18750858,-2.2318033535527397,0.02573846390190186,0.04384746831669823,False
ZFYVE28,0.7585541,0.6032026,-0.15535152,0.15535152,2.214794779960399,0.026886595418975506,0.04572550241322365,False
DOCK2,1.3046325,1.0496956,-0.25493693,0.25493693,2.2132459482126805,0.02699331167533522,0.045829052080365404,False
NRG3,3.6887963,4.935044,1.2462475,1.2462475,-2.2080250383772553,0.02735573833921037,0.04636565820205148,True
LDB3,2.055788,1.9201337,-0.13565433,0.13565433,2.2030188016998196,0.02770720114109774,0.04688189702385404,False
CMIP,1.2253349,1.0444448,-0.18089008,0.18089008,2.197647972074546,0.028088586518331165,0.04744693668637021,False
CADPS,0.61946595,0.41889992,-0.20056602,0.20056602,2.193984488074653,0.028351322630349826,0.047809987572259405,False
LRP1B,12.416448,13.666412,1.2499647,1.2499647,-2.1917169945346466,0.028515001133578154,0.04800505241343124,True
MAP2,0.7321284,0.9270547,0.19492632,0.19492632,-2.187377841984738,0.02883049360579239,0.048454611102172085,False
VWF,0.2755479,0.14260085,-0.13294704,0.13294704,2.1787041578264468,0.02947016608177231,0.049446587385524016,False
MDGA2,3.0915775,2.4436834,-0.64789414,0.64789414,2.1715869780488566,0.03000413785007544,0.050258187353560205,False
GLIS3,1.4469893,1.0472019,-0.39978743,0.39978743,2.1551683951442837,0.0312677869935781,0.05228726922003027,False
IGSF21,0.41972673,0.55718756,0.13746083,0.13746083,-2.1530131920826916,0.03143700720454766,0.05248248281226654,False
EPN2,4.370002,4.6970053,0.32700348,0.32700348,-2.149349819107932,0.03172644859883061,0.05287741433138435,False
FLT1,0.6174759,0.10394965,-0.51352626,0.51352626,2.1469668633724344,0.03191594992930122,0.053030526533970695,False
AKAP13,1.2334582,0.9741741,-0.25928408,0.25928408,2.146861176532847,0.03192437697345036,0.053030526533970695,False
AC011586.2,0.023286996,0.22006409,0.19677709,0.19677709,-2.1395404799020796,0.032512764126136406,0.05391834846788791,False
UBE2E2,7.9273176,7.66038,-0.26693773,0.26693773,2.1096748321212866,0.03501044130213211,0.05796430679160945,False
MYO1D,5.7984037,6.124149,0.3257451,0.3257451,-2.1064010846986827,0.03529394355621739,0.05833709678713619,False
PHACTR3,5.2021775,5.0021224,-0.20005512,0.20005512,2.097703464955658,0.036056687128668614,0.05949948371067428,False
GSN,3.9018373,3.7393854,-0.16245198,0.16245198,2.085009771423607,0.03719508507113158,0.061276911155076746,False
SLC39A11,3.1746583,3.3237886,0.14913034,0.14913034,-2.082944281743069,0.03738318955303415,0.06148550913327985,False
ANKRD11,2.747503,2.6088662,-0.13863683,0.13863683,2.071027592353261,0.03848433886195501,0.06319267465017243,False
MAP7,15.496653,14.770932,-0.7257204,0.7257204,2.0616787244054415,0.03936741270313009,0.06453674213627884,False
MED13L,4.608701,4.8228135,0.21411228,0.21411228,-2.0588969747389054,0.039633471453379365,0.0648189299573391,False
TENM4,1.0446162,0.8253102,-0.21930605,0.21930605,2.058524782470814,0.039669185133891526,0.0648189299573391,False
ZNF638,8.708157,8.464805,-0.24335194,0.24335194,2.054393502304444,0.040067440644707485,0.06536287217733684,False
BRINP3,0.7952693,1.0705017,0.27523237,0.27523237,-2.052148286419897,0.04028529949925812,0.06561123696947577,False
PLCB1,1.6954958,2.2228713,0.52737546,0.52737546,-2.04711161502715,0.04077767965465103,0.06630517017016428,False
IKZF1,0.66629124,0.46750244,-0.19878879,0.19878879,2.0140956046236003,0.04413329710301356,0.07164496282956746,False
FOXN3,4.249631,4.773262,0.5236311,0.5236311,-2.00788466855955,0.0447899445354446,0.07259310297478865,False
TMEM132C,1.9823052,2.1800263,0.19772112,0.19772112,-1.9858232051226623,0.047189427860953224,0.07635829750963305,False
CLU,0.925624,0.7791572,-0.14646679,0.14646679,1.9749783075426988,0.0484080740668285,0.07820367377516721,False
SHROOM4,4.710498,4.9376793,0.22718143,0.22718143,-1.9707575019047263,0.048889466639845475,0.07885397845136367,False
ABLIM1,1.0544622,1.4087344,0.35427225,0.35427225,-1.9605100342042472,0.050074970795791325,0.08052226508024715,False
ZNF98,0.5449553,0.78647393,0.24151862,0.24151862,-1.960425507550596,0.050084848879913726,0.08052226508024715,False
CHL1,0.73956645,0.9292833,0.18971688,0.18971688,-1.951245104371902,0.05116747633397019,0.0821307806323759,False
XKR4,0.43939057,0.60761696,0.16822639,0.16822639,-1.948920424409435,0.051444711705659535,0.08244344824624926,False
NLGN4X,1.08765,1.2260195,0.13836956,0.13836956,-1.9473308861948062,0.051634999373089414,0.08261599899694307,False
CAMK2D,2.2425725,2.1283662,-0.114206314,0.114206314,1.9422216573637612,0.05225063480537135,0.08346746774020983,False
CNTN2,3.2017927,3.0463424,-0.15545034,0.15545034,1.9396264501447174,0.05256568894891886,0.08383682447993439,False
MKNK1,0.5972998,0.46961975,-0.12768006,0.12768006,1.920144566601345,0.054981861806856734,0.08755073536123684,False
LYN,0.62608397,0.47453147,-0.1515525,0.1515525,1.9163842904978465,0.055458727899108794,0.08809534888282866,False
GPRC5B,3.9287627,4.1009026,0.17213988,0.17213988,-1.9160595653211678,0.05550006979618206,0.08809534888282866,False
CACNA1C,0.6332781,0.5132085,-0.12006956,0.12006956,1.9067850189628277,0.056691737594411755,0.08984427511000279,False
MSRA,1.0275235,0.9028447,-0.12467879,0.12467879,1.9028664310753511,0.05720159414921592,0.09050885150192392,False
SAMSN1,0.5616344,0.41473842,-0.146896,0.146896,1.8972207137477963,0.057942877496480145,0.09153693127406026,False
MVB12B,3.8701477,3.7054439,-0.16470385,0.16470385,1.8940104977952175,0.0583679306118238,0.09206298203757697,False
APBB2,8.305462,7.9738955,-0.33156633,0.33156633,1.8812859000830513,0.06007832800379257,0.09461154016345287,False
FAM107B,5.3714542,5.137535,-0.23391914,0.23391914,1.8760654296647057,0.06079197784731891,0.09543386477177505,False
MGAT4A,1.6777526,1.4462159,-0.23153675,0.23153675,1.875895272875415,0.06081535643798794,0.09543386477177505,False
MGST1,0.37491462,0.5037739,0.12885931,0.12885931,-1.8753755782820187,0.060886805724392486,0.09543386477177505,False
ALDH1A1,0.46655822,0.32639286,-0.14016536,0.14016536,1.871803767617767,0.061379754868956686,0.09605595441151281,False
FMN2,1.1805091,1.4818281,0.301319,0.301319,-1.8695680196319497,0.061689992283534396,0.09636843724150164,False
A2M,0.6066643,0.4744411,-0.13222319,0.13222319,1.8689773732268407,0.06177216827180255,0.09636843724150164,False
NTM,13.746379,12.915683,-0.8306961,0.8306961,1.8607630311670944,0.06292444960553195,0.09801316137933326,False
CCNY,4.16676,4.2955303,0.12877035,0.12877035,-1.855500394328825,0.06367197904851861,0.09902329556534775,False
SRGAP2,2.133818,1.7161094,-0.41770852,0.41770852,1.8241599411810692,0.06827719171966275,0.10598753541981243,False
KCNH8,11.637121,12.160486,0.523365,0.523365,-1.8235995924398467,0.06836196034577902,0.10598753541981243,False
EDIL3,17.32809,18.068567,0.7404766,0.7404766,-1.8226060601176794,0.06851247311346188,0.10605645992795956,False
SRCIN1,2.573155,2.7130103,0.13985538,0.13985538,-1.8102241312727552,0.07041121205883023,0.10882722111102044,False
SEZ6L,0.34884602,0.49426723,0.1454212,0.1454212,-1.80861885712501,0.07066051072515553,0.10904399803264742,False
SMYD3,2.246732,2.4187436,0.17201161,0.17201161,-1.7986812843491038,0.07221998400005226,0.11127886594769223,False
DLEU2,6.0630817,6.2273264,0.16424465,0.16424465,-1.7927271714954827,0.07316778142143199,0.11256581757143383,False
DENND1A,2.5091383,2.6128106,0.103672266,0.103672266,-1.785510742312261,0.07433014500457774,0.1141784101452807,False
PRKCA,4.656158,4.319582,-0.33657598,0.33657598,1.7832692135115342,0.07469425085109258,0.11456173443419106,False
SYNJ2,3.7721698,3.5832708,-0.18889904,0.18889904,1.777293775299636,0.07567200808680583,0.11588362647290325,False
POLR2F,4.953259,5.199391,0.2461319,0.2461319,-1.7732074507790259,0.07634665012723209,0.1167379971364405,False
DCLK1,0.45575356,0.26986158,-0.18589199,0.18589199,1.7647633116530865,0.07775631123915747,0.11871192555596559,False
MAPK4,0.60792065,0.4411056,-0.16681504,0.16681504,1.7498555220670702,0.08029675389295265,0.12240358825145221,False
FIGN,3.5781024,3.748525,0.17042255,0.17042255,-1.7452949415318377,0.08108726766821471,0.12342049873396455,False
EPB41L2,3.9458456,3.5772877,-0.36855793,0.36855793,1.742750067539868,0.08153112760972951,0.12390748876858589,False
APC,2.556793,2.7070382,0.15024519,0.15024519,-1.74016563734184,0.08198390381397946,0.124406530825462,False
MACROD2,2.036135,2.3594496,0.32331467,0.32331467,-1.7280934625850253,0.08412597813332556,0.12746360323231146,False
PTPRC,0.8759641,0.6431445,-0.23281962,0.23281962,1.7176643147067903,0.08601281209058015,0.12996774124013738,False
ZNF536,11.781545,11.295746,-0.48579884,0.48579884,1.7175228192272278,0.08603864470097095,0.12996774124013738,False
RHBDF2,0.46155554,0.34986243,-0.111693114,0.111693114,1.7147257614373634,0.08655058804566913,0.13054387337204998,False
SCD5,9.112614,9.422984,0.31037045,0.31037045,-1.7039348725629024,0.08854874738641264,0.13335654726869373,False
RASAL2,1.160855,1.2809454,0.120090365,0.120090365,-1.6873717900231329,0.09168797099475792,0.13787664811241793,False
TGFBR2,0.6940739,0.56694496,-0.12712896,0.12712896,1.686098855956004,0.09193288957033866,0.1380373717272352,False
CCNH,5.411835,5.5585656,0.14673042,0.14673042,-1.6709668641531275,0.09488483223916278,0.14225612029859486,False
FRMD4A,5.534531,6.6776466,1.1431155,1.1431155,-1.6696124911362407,0.09515270686947148,0.14244417196028664,False
NLK,3.7399013,3.8470752,0.10717392,0.10717392,-1.6677604860171673,0.09551998653061922,0.1427802489246924,False
KCND2,1.1948704,1.5657737,0.37090337,0.37090337,-1.6668737463188503,0.0956962416978278,0.1428302114892952,False
PHACTR1,2.4156494,2.9453793,0.52972984,0.52972984,-1.6626975589806479,0.0965298388919762,0.1438596704798453,False
BMPR1B,0.5626851,0.72456604,0.16188097,0.16188097,-1.6551982708588553,0.09804133540879473,0.14589484435832548,False
OPALIN,4.2082267,4.416992,0.2087655,0.2087655,-1.6428183586407012,0.10057787248904247,0.14944706164790858,False
DOCK9,4.7259774,4.894073,0.16809559,0.16809559,-1.6391105988613217,0.10134766304712861,0.15036745259217893,False
RIN3,0.49514893,0.39089605,-0.104252875,0.104252875,1.6345342743897722,0.10230424829867434,0.15156184933136937,False
TTC28,2.6550932,2.7560894,0.100996256,0.100996256,-1.6318515361027184,0.10286835316100461,0.1521721200606577,False
DCLK2,0.9617972,1.1564304,0.19463319,0.19463319,-1.623326630782114,0.10467734937899675,0.15461942301181203,False
HS3ST4,0.6536847,0.851521,0.19783634,0.19783634,-1.6202602874340475,0.10533417940222303,0.1553601466109484,False
KCNMB2,0.9030681,1.2206111,0.31754297,0.31754297,-1.618492805213415,0.10571426966939243,0.1556911188061744,False
GRIA2,4.085314,4.27117,0.18585634,0.18585634,-1.6155132168008146,0.10635748271088932,0.15640806281013134,False
USP53,0.68398166,0.5688684,-0.11511326,0.11511326,1.5997053424386292,0.10982206850991237,0.16126588621132507,False
AC008050.1,0.50073934,0.5994181,0.09867877,0.09867877,-1.579190081481151,0.11445075632518799,0.16781635824807623,False
PARP8,0.82226855,0.7060001,-0.116268456,0.116268456,1.5657120256701904,0.11757440680182304,0.1721440802369298,False
TBC1D22A,2.505958,2.331867,-0.1740911,0.1740911,1.561415034086383,0.11858422481547326,0.17336874973022406,False
CACNA2D3,0.53156173,0.72532994,0.1937682,0.1937682,-1.559210750924336,0.11910487867419584,0.17387573529079683,False
KIAA1324L,2.6100264,2.7111192,0.101092815,0.101092815,-1.5524529935186995,0.12071224670491947,0.17596537420542194,False
HDAC2-AS2,7.4476504,7.138054,-0.30959654,0.30959654,1.5480060226529415,0.12177921696924889,0.17726232455494742,False
GRIN2A,1.4064188,1.2879503,-0.11846852,0.11846852,1.5340575322931842,0.1251738227543431,0.18193869586387082,False
PTPRN2,0.37257665,0.4928775,0.12030086,0.12030086,-1.532823469262576,0.12547767277010513,0.1821156353702542,False
ATP10A,0.25757167,0.07310634,-0.18446532,0.18446532,1.519782039843577,0.12872398596494608,0.1865565013984726,False
LIPA,2.694363,2.6049376,-0.089425564,0.089425564,1.5177915158062998,0.1292251676424118,0.18695390080627927,False
ZNF710,0.7762483,0.8788345,0.10258621,0.10258621,-1.5172090905102693,0.12937209935794525,0.18695390080627927,False
ZFAND3,4.2727914,4.147809,-0.12498236,0.12498236,1.5143638022592338,0.1300917635676028,0.1877226025506534,False
ABCB1,0.19004881,0.060224198,-0.12982461,0.12982461,1.5007800804891238,0.13357045528764022,0.19241843660896207,False
KCNIP4,3.3081493,4.23101,0.9228606,0.9228606,-1.5001605504669302,0.13373081344322862,0.19241843660896207,False
ACER3,2.9536264,2.856266,-0.09736037,0.09736037,1.4899504579990013,0.13639509842150832,0.19596996899642002,False
AL008633.1,0.4414938,0.55130225,0.109808445,0.109808445,-1.4882421642703993,0.13684484769775876,0.19633407130237987,False
AHCYL1,0.9418097,0.8560293,-0.08578044,0.08578044,1.4786187903745611,0.13939985522189544,0.1997132596302227,False
LINC01088,0.292017,0.18405172,-0.10796529,0.10796529,1.4768782486319976,0.13986586894748737,0.20004980323733745,False
PTPRT,0.43168783,0.5499415,0.11825365,0.11825365,-1.4762481690967457,0.1400348622661362,0.20004980323733745,False
SLC1A3,5.6450553,5.0817766,-0.5632787,0.5632787,1.4663366971045455,0.14271394623352712,0.20358622857849804,False
AC012405.1,0.64156115,0.36977872,-0.27178243,0.27178243,1.4532953376380175,0.14629881106748133,0.20825319977876217,False
CPED1,0.5050429,0.6407545,0.13571161,0.13571161,-1.4529235930976832,0.1464019994444698,0.20825319977876217,False
STAT4,0.016300391,0.109648876,0.09334849,0.09334849,-1.4512284816806393,0.14687323284577103,0.2086267512013793,False
AQP4,0.5059871,0.6271551,0.12116802,0.12116802,-1.4483770200259798,0.1476685441272999,0.20945892784014172,False
LRRK1,0.6591904,0.5231104,-0.13608003,0.13608003,1.4455627274071507,0.14845671399837287,0.21027863172574063,False
MERTK,0.8711138,0.72184765,-0.14926612,0.14926612,1.4440256683150265,0.1488885377016081,0.21059199109138346,False
MBNL1,4.5534945,4.7544274,0.20093298,0.20093298,-1.4386142294322122,0.15041647442793912,0.21245264749708917,False
ELMO1,19.86014,19.302443,-0.5576973,0.5576973,1.4315274464767722,0.1524355066398493,0.21486373699107658,False
DUBR,2.8263788,2.921807,0.09542823,0.09542823,-1.4311163695571765,0.15255325326366437,0.21486373699107658,False
LHFPL3,3.0808609,3.8208866,0.74002576,0.74002576,-1.428291829129462,0.15336417300449146,0.21568361809908412,False
FP236383.3,9.144325,9.56173,0.41740513,0.41740513,-1.427588050270147,0.1535667360865479,0.21568361809908412,False
CDK18,3.4257932,3.2822523,-0.14354086,0.14354086,1.4224674476223291,0.15504669222821224,0.21745679134391618,False
FAM49B,3.5608923,3.3836985,-0.17719388,0.17719388,1.4183557299502283,0.15624288630305036,0.21882757185301172,False
MEG3,0.48168185,0.7646302,0.28294834,0.28294834,-1.4112880227934297,0.1583153987334629,0.2214201380887593,False
SOCS6,0.74992555,0.65814304,-0.09178251,0.09178251,1.4048032022276629,0.1602352520245314,0.22379225143090978,False
