gene,mean_group1,mean_group2,log_fold_change,abs_log_fold_change,t_statistic,pvalue,padj,significant
LRIG1,1.7234474,1.6124656,-0.11098182,0.11098182,1.4028106507817364,0.16082867692068595,0.22430777813205852,False
MBP,26.71225,25.804743,-0.90750694,0.90750694,1.391180191710209,0.16432567997814346,0.22886584955173184,False
FTX,9.50785,9.384917,-0.122932434,0.122932434,1.3841369832685169,0.1664710951289727,0.23153142577047664,False
SYK,0.61364466,0.49334913,-0.120295525,0.120295525,1.3827666242148873,0.16689095522087632,0.23179299336232823,False
APBB1IP,1.9703835,1.5838004,-0.3865831,0.3865831,1.3803772444657179,0.16762493425777203,0.23248950659885165,False
QKI,39.987164,39.142426,-0.844738,0.844738,1.379073911139775,0.168026318668018,0.2327234330581967,False
ARHGAP22,2.30256,2.1120236,-0.1905365,0.1905365,1.3706138816248015,0.17064930881239362,0.2358290058072358,False
NRG1,0.12510498,0.2385365,0.11343153,0.11343153,-1.3703224801440146,0.1707402002044387,0.2358290058072358,False
GRIK2,1.0670534,1.264808,0.19775462,0.19775462,-1.3672683955176825,0.17169498779271727,0.23682067281754107,False
SRGAP2B,0.9820565,0.8080747,-0.17398179,0.17398179,1.3622453214673407,0.17327402265270717,0.2386694526896793,False
PHYHIPL,4.1545663,4.2645206,0.10995436,0.10995436,-1.3578022919085604,0.17467974806567466,0.24027475662403666,False
PIK3R3,0.16062653,0.075376324,-0.08525021,0.08525021,1.3444701648777355,0.17894901394416093,0.24580908508813315,False
MYT1L,0.30042368,0.39239818,0.0919745,0.0919745,-1.338985390421574,0.1807277423770091,0.24775087777129642,False
COL11A1,0.6133303,0.4963753,-0.11695501,0.11695501,1.3385848838188694,0.18085814077304638,0.24775087777129642,False
TLN2,1.2051516,1.1137139,-0.0914377,0.0914377,1.3368931331996816,0.18140971850056695,0.24816650957669897,False
TENM2,0.5330808,0.67773855,0.14465773,0.14465773,-1.328147850347684,0.18428096176353498,0.2517499477643921,False
ARHGAP24,3.1970704,3.7631006,0.56603026,0.56603026,-1.312537651445992,0.18948954058609288,0.2585123336781622,False
ADCY2,1.0006065,1.2041878,0.20358121,0.20358121,-1.3075657544693702,0.19117107550413046,0.26045105654513684,False
MICAL3,3.1064918,3.0282862,-0.078205585,0.078205585,1.2951087779750245,0.19543233394070017,0.2658943318921091,False
BLNK,0.44987324,0.5576547,0.10778144,0.10778144,-1.283207145176133,0.1995683316758042,0.2711526245595166,False
UST,0.74765944,0.67273134,-0.074928105,0.074928105,1.2703233856021259,0.20411736715888198,0.27695707891300136,False
DSCAML1,7.6166415,7.854412,0.23777056,0.23777056,-1.266638599641859,0.2054321816302303,0.2783633897428595,False
HDAC9,2.680648,2.4895513,-0.19109678,0.19109678,1.2619523213166361,0.20711323562467063,0.28026148257736216,False
TAB2,1.3918641,1.3120669,-0.07979715,0.07979715,1.253765664741849,0.21007386949003243,0.28388360741896274,False
DIAPH2,1.4994919,1.3004069,-0.199085,0.199085,1.2517334230644819,0.2108135387058172,0.2844987027069058,False
CDK19,6.912748,7.084506,0.17175817,0.17175817,-1.2477668995031113,0.2122626501381753,0.2860682616417457,False
SLC35F1,1.3931799,1.6371267,0.24394679,0.24394679,-1.2419598943425072,0.21439712256529586,0.2885560196033592,False
OSBPL1A,4.8494434,4.743834,-0.10560942,0.10560942,1.2386107186629607,0.21563519456731373,0.28983225076251845,False
SORCS3,0.51505136,0.4194303,-0.09562108,0.09562108,1.2345474358069575,0.21714415523757086,0.29146866474841726,False
CELF2,2.0488575,2.314817,0.2659595,0.2659595,-1.2224265393076228,0.22169055094554355,0.2971723203023372,False
TBC1D4,0.41875172,0.49358428,0.07483256,0.07483256,-1.217808073923903,0.22344071245707448,0.299117419621251,False
AOAH,1.2297065,1.3712252,0.14151871,0.14151871,-1.2018386026331649,0.22956849434619786,0.30690975179972974,False
LPCAT2,0.7776382,0.6854771,-0.09216112,0.09216112,1.1991113761136771,0.23062683044317897,0.3076892116519944,False
DLGAP2,0.13627563,0.22883378,0.092558146,0.092558146,-1.198751076041913,0.23076690873899583,0.3076892116519944,False
SLC4A7,0.8356943,0.74512154,-0.090572774,0.090572774,1.1968432000608893,0.23150966576474022,0.30826852964679125,False
CDHR3,0.6347113,0.52681273,-0.10789859,0.10789859,1.1948388714021314,0.23229180140106817,0.3088986720758885,False
CSMD1,3.2816806,3.9506488,0.6689682,0.6689682,-1.193798372203339,0.23269856759683924,0.30902864222687815,False
HSPH1,0.80517876,0.46509787,-0.3400809,0.3400809,1.1923720840316236,0.23325697307380985,0.309078322192634,False
VRK2,3.7336018,3.841877,0.108275175,0.108275175,-1.1921241635297803,0.23335413325543866,0.309078322192634,False
LINC00499,0.5110274,0.64217824,0.13115084,0.13115084,-1.188296363671756,0.23485789579633373,0.3103872318027591,False
DOCK8,1.9135426,1.5877659,-0.3257767,0.3257767,1.1880291318205705,0.23496313447468867,0.3103872318027591,False
RALYL,1.16397,0.99665767,-0.16731232,0.16731232,1.1830375581112416,0.2369350116636931,0.31257917106028116,False
CTNNA3,37.74706,38.85699,1.109932,1.109932,-1.1693975367705776,0.2423829875684469,0.3192080771150601,False
NAV3,4.4717007,4.8237987,0.352098,0.352098,-1.1688633219646585,0.24259813860744567,0.3192080771150601,False
XACT,0.5590598,0.45708862,-0.10197118,0.10197118,1.1643819609146338,0.2444082667329557,0.32116723617996806,False
APOE,0.5088381,0.4402974,-0.06854072,0.06854072,1.1631502544901042,0.24490744046185708,0.3214008405011248,False
SIPA1L1,3.777818,3.8539813,0.07616329,0.07616329,-1.1572622308033202,0.24730357070667214,0.3239773445685462,False
ARHGAP15,0.953273,0.79098344,-0.16228956,0.16228956,1.1567355740539609,0.2475186912503693,0.3239773445685462,False
MECOM,0.14104995,0.063229375,-0.07782058,0.07782058,1.155540994357146,0.24800712040222522,0.3241923142512748,False
SYT1,0.46011272,0.34363896,-0.116473764,0.116473764,1.1251360960689776,0.26066650789597023,0.3402479730123421,False
SIK3,27.103867,26.425758,-0.6781082,0.6781082,1.1244194413232427,0.2609701953004664,0.3402479730123421,False
MT-ATP6,2.6872745,2.8991225,0.21184802,0.21184802,-1.1170103367231996,0.26412420910554835,0.34391173060618274,False
PCSK6,4.332136,4.185132,-0.14700413,0.14700413,1.1120666646332862,0.2662432770845952,0.34622012624784815,False
GREB1L,2.0396657,1.9654995,-0.07416618,0.07416618,1.110264333684209,0.2670187375735746,0.3467775812643826,False
RYR2,1.0902032,0.95422494,-0.13597822,0.13597822,1.1063481090382508,0.2687090642906048,0.34852018714734734,False
FNIP2,2.8205824,2.7504044,-0.07017803,0.07017803,1.1053462578971525,0.2691426633811488,0.34863039298076265,False
AC090015.1,2.9930103,2.8852227,-0.10778761,0.10778761,1.0993615016689537,0.27174286269376563,0.35154316001780805,False
ATXN1,5.991265,6.0717998,0.080534935,0.080534935,-1.0926173518524187,0.2746935640404786,0.35490124553033414,False
ST6GAL1,2.5161421,2.1519065,-0.36423564,0.36423564,1.088476049007918,0.2765162795313281,0.3567951993952621,False
LINC00320,3.0694246,3.1668375,0.097412825,0.097412825,-1.0828137613080797,0.27902175422707615,0.35956411627200535,False
ZFPM2,1.9845322,2.1042435,0.11971128,0.11971128,-1.0722304742522308,0.28374601701515967,0.3651814890799996,False
SH3KBP1,1.5591574,1.6359419,0.07678449,0.07678449,-1.0657450238329405,0.28666768618038563,0.36846746295679383,False
XYLT1,1.5782652,1.7975869,0.21932173,0.21932173,-1.0641783617820357,0.2873764990325115,0.36890436332799936,False
CA10,0.81668943,1.0047514,0.18806201,0.18806201,-1.06145799873599,0.2886100964868725,0.3700129442139391,False
CACHD1,0.5281875,0.6137509,0.08556336,0.08556336,-1.0566600461195075,0.29079450844841054,0.3723361183718445,False
ABCC4,0.84492224,0.7265441,-0.11837816,0.11837816,1.0458815470041685,0.29574223653416676,0.37818700324062243,False
TMEM161B-AS1,2.9799185,2.9167178,-0.06320071,0.06320071,1.0373416781399327,0.29970217251368914,0.3827613952920679,False
AC109466.1,0.107751355,0.30176678,0.19401543,0.19401543,-1.0342047049954715,0.30116563387849055,0.38385845963852183,False
MSI2,3.2637646,3.5115883,0.24782372,0.24782372,-1.0338553895683096,0.30132889081623965,0.38385845963852183,False
ABHD2,1.5465415,1.6298258,0.08328438,0.08328438,-1.0317334078733222,0.30232189268331655,0.38450452564181153,False
GPR37,2.2537012,2.3208447,0.06714344,0.06714344,-1.0311291444760187,0.3026050616801057,0.38450452564181153,False
NTRK2,3.2900496,3.4905736,0.20052409,0.20052409,-1.0273365188734394,0.3043863864383415,0.38627714015017955,False
PTK2,12.344099,12.128131,-0.21596813,0.21596813,1.025384957530655,0.30530570768352594,0.3869527347066235,False
KCTD16,0.37299764,0.43272468,0.059727043,0.059727043,-1.0233968250265817,0.3062441500267056,0.38726650819920455,False
LINC00511,1.093676,1.2182,0.124524,0.124524,-1.023219788191852,0.3063278079855708,0.38726650819920455,False
IQCJ-SCHIP1,2.5575655,2.4718564,-0.085709095,0.085709095,1.0172953094660295,0.3091361342212175,0.3903234017944665,False
LPGAT1,7.5152245,7.703116,0.18789148,0.18789148,-1.013676168024691,0.31086003521329847,0.39200508854135996,False
RAPGEF5,5.996141,5.845014,-0.15112686,0.15112686,1.0006080736907852,0.31713749018731935,0.39941749393868936,False
BX284613.2,0.32825673,0.39466998,0.06641325,0.06641325,-0.9976766240403553,0.31855700163765777,0.4007006309907645,False
KCNQ3,3.0678453,2.6858907,-0.38195467,0.38195467,0.9935435487084946,0.32056544597781783,0.40272040951987165,False
TRIM9,3.3110816,3.203207,-0.10787463,0.10787463,0.9849960493899222,0.3247452727689216,0.4074595643273797,False
SAMD12,6.1131873,5.95936,-0.15382719,0.15382719,0.9794225865332782,0.3274897963896466,0.41038821602712605,False
TMEM178B,1.0404537,1.0995532,0.059099555,0.059099555,-0.9748333735164576,0.3297609267043776,0.41271705469884556,False
LINC02798,1.0146881,0.88264745,-0.13204068,0.13204068,0.9737210156482077,0.33031294873664885,0.41289118592081103,False
ARHGEF4,0.62560904,0.70458215,0.078973114,0.078973114,-0.9691267242593795,0.3325992632288062,0.4152300414841525,False
AL589740.1,2.764572,2.9111862,0.14661431,0.14661431,-0.9676889030249942,0.3333168804183657,0.41560708281591735,False
ABR,1.2066084,1.3507121,0.14410365,0.14410365,-0.9663673809767911,0.3339773338678732,0.4159119973447985,False
PDE10A,0.8376978,0.98056996,0.14287215,0.14287215,-0.9607069935811218,0.33681575893200644,0.41892507329851547,False
MAF,0.41944867,0.47363856,0.05418989,0.05418989,-0.9274745574837235,0.3537922180990719,0.43949343863238743,False
MKLN1,4.7177577,4.6544924,-0.06326532,0.06326532,0.9150540295242658,0.360273685584677,0.4466839100630833,False
CCDC88A,8.655388,8.792207,0.13681889,0.13681889,-0.9146725750241593,0.36047391542090823,0.4466839100630833,False
RAPGEF1,0.89788806,0.95709676,0.05920869,0.05920869,-0.9082549367858761,0.3638530809572781,0.45031321900653226,False
MEGF11,0.7181593,0.6063687,-0.1117906,0.1117906,0.8995152830713918,0.3684866547536245,0.4554841220687571,False
RFX4,0.73555094,0.63977575,-0.09577519,0.09577519,0.886353088165394,0.3755339582908226,0.4636221707294106,False
CALN1,1.0528396,0.9824128,-0.07042682,0.07042682,0.8839654315711792,0.37682122758887737,0.4646377652143987,False
SLC5A11,2.742173,2.9043176,0.16214466,0.16214466,-0.882075549628041,0.37784205779488134,0.46532273127448437,False
ATP8B4,0.9582772,0.83595896,-0.12231827,0.12231827,0.8809941409820138,0.37842695291625916,0.46546980678506666,False
C3,0.6711301,0.58245957,-0.08867055,0.08867055,0.8762074865243822,0.38102257635941517,0.4680867031442447,False
KALRN,0.7550919,0.81247467,0.057382762,0.057382762,-0.8740780909250705,0.38218077507012116,0.468933466343707,False
FUT8,10.112173,9.924148,-0.18802547,0.18802547,0.8685209182737638,0.38521353603235575,0.4720754118043576,False
DOCK4,15.077444,15.570541,0.4930973,0.4930973,-0.8671943520828157,0.3859396642832831,0.4723863699917786,False
GRID1,8.089898,7.95237,-0.13752794,0.13752794,0.8654175959365094,0.38691352446491856,0.47299941866126965,False
TMEM132D,0.56072766,0.6296028,0.068875134,0.068875134,-0.8625487428543525,0.38848913878283264,0.4743457127995515,False
SORCS1,0.43363482,0.37651056,-0.057124257,0.057124257,0.8607243157595724,0.3894931708333508,0.4749916717479888,False
PARD3,1.3803804,1.4963589,0.11597848,0.11597848,-0.8555264306975948,0.39236235882536263,0.4779078670223662,False
PCNX2,1.2459505,1.1818018,-0.064148664,0.064148664,0.8517729951014233,0.3944421762791559,0.47985666214009237,False
PLEKHA5,1.2639285,1.194567,-0.06936157,0.06936157,0.8491288775954854,0.39591130847256306,0.4810586980225554,False
MIR3681HG,0.35465503,0.42085555,0.066200525,0.066200525,-0.8367995461202333,0.4028053247623983,0.4888414135465999,False
PWRN1,3.4225445,3.551823,0.12927842,0.12927842,-0.818877383187511,0.412954033098761,0.5003496664357752,False
SLCO2B1,0.90348184,0.7860867,-0.11739516,0.11739516,0.8182906469080253,0.4132888244759503,0.5003496664357752,False
SLCO1A2,4.0654383,4.152617,0.08717871,0.08717871,-0.8148374852042719,0.41526245341899526,0.5021311407726666,False
ITPKB,1.3480369,1.3949953,0.046958447,0.046958447,-0.8083852642366636,0.4189650719912531,0.505996463757552,False
KAZN,6.0024276,5.801774,-0.20065355,0.20065355,0.8059182523421841,0.42038589203385124,0.5067988231543302,False
PDE3B,0.7268849,0.6515491,-0.0753358,0.0753358,0.8054723120669248,0.4206430232180941,0.5067988231543302,False
GLDN,4.0957384,4.187974,0.092235565,0.092235565,-0.8030759858457732,0.42202633753973695,0.5078535951140035,False
MYO5A,3.9031432,3.951046,0.047902822,0.047902822,-0.799947576403877,0.42383626796851925,0.5094185913083165,False
RASGRF2,2.0927846,2.028856,-0.063928604,0.063928604,0.7980057085377328,0.4249620109086033,0.5101584764809164,False
PRR5L,2.9344785,2.9933329,0.05885434,0.05885434,-0.7885868644505811,0.4304470658489875,0.5161235801546613,False
LHFPL6,1.2633597,1.1946262,-0.068733454,0.068733454,0.7844609586198683,0.4328626762277411,0.5183984146440014,False
NECAB1,4.17845,4.0952024,-0.08324766,0.08324766,0.7799322302812784,0.43552314505198475,0.5209606998229482,False
NTRK3,1.0557404,0.95099497,-0.10474539,0.10474539,0.7785890871121736,0.4363140057869076,0.5211502853176675,False
CERCAM,4.659004,4.760991,0.101986885,0.101986885,-0.7778934373231934,0.4367239390962053,0.5211502853176675,False
DGKI,1.3225608,1.3747764,0.052215576,0.052215576,-0.7677996873354342,0.4426969283252893,0.5276483055128597,False
MYCBP2,3.1503057,3.197296,0.046990156,0.046990156,-0.7631947187204569,0.44543737893420887,0.5302825939692963,False
LNCAROD,0.7948819,0.899454,0.10457212,0.10457212,-0.7426202174235158,0.45779894235677854,0.5443507043481315,False
NTNG1,0.4008888,0.35292217,-0.04796663,0.04796663,0.7392044945785622,0.4598696641208344,0.5457075503881739,False
PID1,0.63420755,0.69623387,0.062026322,0.062026322,-0.7389379623242307,0.4600314649772306,0.5457075503881739,False
RYR3,0.7180095,0.8216837,0.10367423,0.10367423,-0.7370625846642584,0.4611708311771092,0.5464109374136366,False
SILC1,3.0481124,3.1038013,0.055688858,0.055688858,-0.7318236197611085,0.4643620567449329,0.5495408955561336,False
DGKG,0.8362068,0.762255,-0.07395178,0.07395178,0.7120477481497285,0.4765183417902449,0.5632604512887055,False
FYB1,0.99848086,0.89523107,-0.10324979,0.10324979,0.6942869232870539,0.48758300770137597,0.5756588048422385,False
FHIT,9.969862,10.051357,0.081495285,0.081495285,-0.6877505465223471,0.4916897134702092,0.5798227753186429,False
NXPH1,0.8908916,1.0337925,0.14290088,0.14290088,-0.6808965538057614,0.49601584936483345,0.5842353938337261,False
PALD1,0.7020646,0.63191205,-0.07015252,0.07015252,0.6692936973503171,0.5033854758018784,0.5922182068257393,False
SLC35F3,0.6270518,0.73464054,0.10758877,0.10758877,-0.665267156087412,0.505956418685964,0.5941450749101355,False
MED12L,0.8951384,0.95946354,0.064325154,0.064325154,-0.6648680810503119,0.5062116038234354,0.5941450749101355,False
SORCS2,1.2951283,1.2554172,-0.039711118,0.039711118,0.6553086508710393,0.5123444926259497,0.6006383266423795,False
AL078602.1,0.38824147,0.341443,-0.046798468,0.046798468,0.6539314619551836,0.5132312178895173,0.6009733230556409,False
LINC01374,0.62548095,0.6955919,0.07011098,0.07011098,-0.6397271490483395,0.5224233454163614,0.6110214566273232,False
CSF1R,0.67670643,0.611912,-0.06479442,0.06479442,0.6327459984791938,0.5269719330590493,0.6156214171250576,False
PCDH15,1.7929226,2.022509,0.22958648,0.22958648,-0.6239036202566213,0.5327621056597075,0.6216593998362981,False
ARPP21,2.2042787,2.2597282,0.055449486,0.055449486,-0.6166643109961885,0.53752642233392,0.6257189436469033,False
PTCHD1-AS,0.5312596,0.58014417,0.04888457,0.04888457,-0.6147886353038834,0.5387643218029207,0.6257189436469033,False
ITPR2,4.880042,5.1204386,0.2403965,0.2403965,-0.6146442798592727,0.538859652063822,0.6257189436469033,False
OPCML,2.5732093,2.8661616,0.2929523,0.2929523,-0.6140940742761625,0.5392230774982082,0.6257189436469033,False
RBFOX1,2.1017754,1.7775247,-0.3242507,0.3242507,0.6135971833378975,0.5395513927650462,0.6257189436469033,False
SORL1,1.8515483,2.0024981,0.15094984,0.15094984,-0.6129253653977751,0.5399954483672775,0.6257189436469033,False
PITPNC1,2.6769714,2.897138,0.22016668,0.22016668,-0.6103548750547931,0.5416961690735033,0.6264951058820372,False
VCAN,0.96414506,1.0680451,0.103900075,0.103900075,-0.6100194920948898,0.5419182665879622,0.6264951058820372,False
ZFHX3,1.5585635,1.6321403,0.07357681,0.07357681,-0.604672209809004,0.5454654768367847,0.629867756162569,False
CDC14B,3.9246457,3.8847694,-0.039876223,0.039876223,0.5958492441697671,0.5513434330227227,0.6359209146744207,False
RGS20,0.4007612,0.44157246,0.04081127,0.04081127,-0.5915889492178624,0.5541928020767597,0.6384709701345158,False
DPYSL2,4.437015,4.399452,-0.037562847,0.037562847,0.5797870657607835,0.5621235909418181,0.6462703424520447,False
CAMK1D,0.94076437,0.8888615,-0.05190289,0.05190289,0.5795919044343508,0.5622551979332789,0.6462703424520447,False
SNHG14,5.7280626,5.8981023,0.17003965,0.17003965,-0.5654356333843217,0.5718409806692668,0.6565338469222352,False
SNTG1,1.3023272,1.4397485,0.13742137,0.13742137,-0.5625112087210439,0.5738308741336031,0.6580629290522971,False
NPL,0.65354365,0.6880995,0.034555852,0.034555852,-0.5521415455074926,0.5809131335237572,0.6646938940251937,False
RTTN,1.6739916,1.7208687,0.046877146,0.046877146,-0.5512978294364357,0.5814911703891149,0.6646938940251937,False
FGD4,1.3382616,1.2762637,-0.06199789,0.06199789,0.5502879089304539,0.5821834290003312,0.6646938940251937,False
DNER,2.5822573,2.6152563,0.03299904,0.03299904,-0.5494668276514316,0.5827465298968034,0.6646938940251937,False
MEF2C,2.3975868,2.2191718,-0.17841506,0.17841506,0.5485016721627557,0.583408762465786,0.6646938940251937,False
ROBO2,0.63413745,0.76467067,0.13053322,0.13053322,-0.5482212476519502,0.5836012389541201,0.6646938940251937,False
ANLN,2.3201041,2.2766864,-0.043417692,0.043417692,0.5471590823424533,0.5843305514297684,0.6647674077699299,False
SORBS1,2.10281,1.9758569,-0.126953,0.126953,0.5377538807958949,0.5908068652720124,0.671371437809105,False
STXBP5L,0.5104226,0.5677041,0.057281494,0.057281494,-0.5349171130228223,0.5927666978860915,0.6728339363065737,False
DSCAM,4.125207,4.4714117,0.34620476,0.34620476,-0.52989029529101,0.5962468714424929,0.6760168610459103,False
FOXP2,0.6585738,0.71483016,0.056256354,0.056256354,-0.5274931732365102,0.5979097240733069,0.6771344553491584,False
LRCH1,0.5517456,0.51549876,-0.036246836,0.036246836,0.5251221763623908,0.5995565244550163,0.6782313625056745,False
SETBP1,0.7522548,0.7182261,-0.03402871,0.03402871,0.5238166003183877,0.6004642024383291,0.6784906242241007,False
CAPZB,1.509772,1.4748706,-0.03490138,0.03490138,0.5152850390579689,0.606410856553201,0.6828241171665795,False
CYFIP1,1.3036077,1.2174927,-0.086115,0.086115,0.5144331652012792,0.607006072617174,0.6828241171665795,False
GNG7,2.9177582,2.9624124,0.04465413,0.04465413,-0.5144314650187449,0.6070072608193373,0.6828241171665795,False
P2RY12,0.94279754,1.0271051,0.08430755,0.08430755,-0.5143980121348785,0.6070306401610892,0.6828241171665795,False
FGF14,1.5536569,1.6909932,0.13733625,0.13733625,-0.5052213920601641,0.61345907007512,0.6887901551202197,False
DNM3,17.839281,17.660511,-0.17877007,0.17877007,0.5048611668124154,0.6137120282121158,0.6887901551202197,False
KAT2B,3.4123297,3.382471,-0.02985859,0.02985859,0.49702449249984715,0.6192264642065632,0.6942000719804521,False
MT-CO3,2.9039567,2.9930804,0.089123726,0.089123726,-0.49373195614323034,0.6215497621710511,0.6954398062933369,False
LINC02712,0.547545,0.49995202,-0.047592998,0.047592998,0.49348639689071594,0.6217231868262432,0.6954398062933369,False
NRIP1,1.2826103,1.2446433,-0.037966967,0.037966967,0.4914297516934314,0.6231765040648165,0.6962865967204653,False
SLC8A1,2.4736514,2.6022394,0.12858796,0.12858796,-0.4899885979825309,0.6241957638767746,0.6966470578981859,False
SHISA9,0.49509516,0.45239595,-0.042699218,0.042699218,0.48265807252622933,0.6293914133414253,0.7016626681621241,False
LINC01322,0.5035444,0.5420285,0.038484097,0.038484097,-0.4813846418892739,0.6302958656854097,0.7018884918545766,False
CX3CR1,0.53368473,0.5825327,0.048847973,0.048847973,-0.4798789954075708,0.6313659647302421,0.7021380334081492,False
GALNT18,0.524989,0.4836911,-0.041297913,0.041297913,0.47907682015739667,0.6319364059629244,0.7021380334081492,False
LINC02232,0.3597425,0.38963625,0.029893756,0.029893756,-0.47810698211808217,0.6326263681007425,0.7021380334081492,False
CREB5,9.219953,9.33021,0.11025715,0.11025715,-0.47679598216775676,0.6335595483840442,0.7023941778093615,False
DDX5,3.2907193,3.3217416,0.03102231,0.03102231,-0.46233830888737454,0.6438890732344735,0.7130554520869031,False
SPTBN1,4.4561496,4.420833,-0.035316467,0.035316467,0.4510465293471989,0.6520049608329914,0.7212444257002117,False
BNC2,0.59879005,0.5619302,-0.03685987,0.03685987,0.4423218796463215,0.6583041754665442,0.727407928692314,False
JAZF1,3.8360214,3.7646885,-0.07133293,0.07133293,0.4369416847755327,0.6622008573848944,0.7308370306127794,False
DPP10,9.794051,9.122139,-0.6719122,0.6719122,0.43600260525417806,0.6628819420051366,0.7308370306127794,False
ATP1B1,2.495241,2.520674,0.025433064,0.025433064,-0.4350129304012648,0.6636000237964037,0.7308370306127794,False
SMAP2,0.8915885,0.8610371,-0.030551434,0.030551434,0.4328860255019987,0.6651442955347184,0.7317318982780181,False
INPP5D,0.9436759,1.0098618,0.06618595,0.06618595,-0.42963048230380496,0.6675107864994212,0.7335283368125507,False
SERINC5,3.2309523,3.256345,0.02539277,0.02539277,-0.4265535209338916,0.6697505106327899,0.7351816801677167,False
TNR,2.74529,2.5372324,-0.20805764,0.20805764,0.4226921023412499,0.672565403835363,0.7374620656089507,False
KCNIP1,0.8299613,0.7935699,-0.036391377,0.036391377,0.42082449279769796,0.6739285046462269,0.7381473216278498,False
SCN1A,0.41077307,0.43940538,0.028632313,0.028632313,-0.4192519187308329,0.6750771013555716,0.7385963909798376,False
ZNF385B,0.16545375,0.1959368,0.030483052,0.030483052,-0.41272866897964655,0.6798497012933399,0.743005138025508,False
FYN,3.5130844,3.565392,0.052307606,0.052307606,-0.40494471213824096,0.6855615010542937,0.7484295863038141,False
LHFPL2,1.1611947,1.1134499,-0.04774475,0.04774475,0.3929972249453321,0.6943634566251566,0.7572120573883933,False
CAMK4,0.29247862,0.31564546,0.023166835,0.023166835,-0.3914532502237348,0.69550398046229,0.7576296083467211,False
SDK1,0.88929784,0.855101,-0.034196854,0.034196854,0.38643068489457727,0.6992188759146132,0.7608475254783603,False
AC105402.3,1.6522157,1.6235846,-0.028631091,0.028631091,0.3810270572146182,0.7032236811432767,0.7635471823740843,False
MAP3K5,1.3977183,1.4474343,0.049715996,0.049715996,-0.38102264446217254,0.7032269549665316,0.7635471823740843,False
C10orf90,10.227047,10.136666,-0.09038067,0.09038067,0.3773285570128704,0.7059695268675541,0.7656936300081931,False
AC004852.2,0.47057316,0.5054927,0.03491953,0.03491953,-0.35891327693787395,0.7196978893253065,0.7797376915767135,False
SEMA5A,1.0636041,1.1062826,0.042678475,0.042678475,-0.35711984337113445,0.7210398039699946,0.7800584097439873,False
LRRTM4,3.294412,3.4187782,0.12436628,0.12436628,-0.3564328998984899,0.7215540290131883,0.7800584097439873,False
DLGAP1,1.4480618,1.3684546,-0.07960725,0.07960725,0.35513535761804066,0.7225256733384239,0.7802653059810193,False
IL1RAPL2,0.09730776,0.13058041,0.033272654,0.033272654,-0.3538475765382725,0.7234904511368287,0.7804643485834183,False
DLEU1,2.8273497,2.7535229,-0.07382679,0.07382679,0.34034097917255113,0.7336355380905087,0.7900817512150313,False
DGKB,0.6746369,0.6184999,-0.056137025,0.056137025,0.33960827712467273,0.7341872378655075,0.7900817512150313,False
SH3TC2,2.6154454,2.59157,-0.023875475,0.023875475,0.3388265163791023,0.7347760286299791,0.7900817512150313,False
COBL,7.732843,7.7870936,0.054250717,0.054250717,-0.33677435903067976,0.7363223726961841,0.7908940630463845,False
CAPN3,2.4727104,2.4969757,0.02426529,0.02426529,-0.3332014264214531,0.7390172018742227,0.7929369118822132,False
PDE4DIP,2.8576818,2.8799875,0.022305727,0.022305727,-0.32793330397637893,0.7429964515427793,0.7963520380951545,False
PRDM16,0.33497724,0.35358527,0.018608034,0.018608034,-0.3182348960794764,0.7503400231781642,0.803064805668473,False
SFMBT2,2.9088588,3.0066326,0.09777379,0.09777379,-0.31702118964788484,0.7512606454561419,0.803064805668473,False
ARHGAP12,1.0630116,1.0417686,-0.021243095,0.021243095,0.3164834338618607,0.7516686581056908,0.803064805668473,False
ZHX2,3.7474906,3.766288,0.018797398,0.018797398,-0.30716086950751137,0.7587529385820533,0.8097683442711348,False
ATRNL1,1.0697258,1.0126936,-0.05703211,0.05703211,0.30403555936535787,0.7611324597165648,0.8114418547084914,False
PLXDC2,13.807484,14.039323,0.23183918,0.23183918,-0.28951270325256667,0.7722190986713553,0.8213661345824395,False
GRM7,0.9129465,0.8771233,-0.035823226,0.035823226,0.2894903334348049,0.7722362122204102,0.8213661345824395,False
ZEB1,1.2060947,1.2449358,0.03884101,0.03884101,-0.28861555096875124,0.7729055326420755,0.8213661345824395,False
GNAI1,3.3520303,3.329921,-0.02210927,0.02210927,0.2835098679464501,0.7768153911457898,0.8246447889021123,False
TBXAS1,1.1258692,1.0809808,-0.044888377,0.044888377,0.28112273976482854,0.7786453691576493,0.8257108898808582,False
LINC00882,3.2328937,3.2139668,-0.018926859,0.018926859,0.27087273676536827,0.7865168937273107,0.8331746755585919,False
FLI1,0.5093801,0.48841816,-0.02096194,0.02096194,0.2691030878854516,0.787878139435413,0.8337334808840349,False
RIMS2,0.7253034,0.6997971,-0.025506318,0.025506318,0.26646978838847984,0.7899049203652446,0.8349946304072354,False
PTPRG,1.0757847,1.1179744,0.042189717,0.042189717,-0.26008340779197386,0.7948262345377078,0.8386260193768083,False
DIP2B,11.358205,11.414687,0.056482315,0.056482315,-0.2598354623466186,0.7950174663692142,0.8386260193768083,False
GRIP1,0.2508154,0.27658808,0.02577269,0.02577269,-0.25770599425354584,0.7966603585802515,0.8394735074607498,False
AQP4-AS1,0.5774103,0.5602777,-0.01713258,0.01713258,0.25452279170194836,0.7991178909424992,0.841176727307894,False
