"","OUD_Effect_Male_vs_Female_results","OUD_Effect_Putamen_vs_Caudate_results","OUD_vs_Control_Caudate_results","OUD_vs_Control_Female_results","OUD_vs_Control_Male_results","OUD_vs_Control_Putamen_results","Pooled_OUD_vs_Control_results"
"CTCFL",-2.53592769658649,0.636786094896449,-0.602762877103153,1.16521792913735,-2.56403702694007,0.064523663333057,-0.234615515818557
"CUX1",-2.87047512705195,0.826278104015491,-0.23518067494171,1.61953847407679,-2.53016507148587,0.597850080675106,0.23659415115743
"DEAF1",-0.30604974143684,-0.25852576598251,0.917143396519506,0.693770918015109,0.398782447631675,0.679821826581744,0.981954531430704
"DUX4",-1.33117659908502,1.38265554730221,-1.37668191457767,0.24233308330426,-1.8020772520845,-0.0159821781766823,-0.992853962361776
"E2F1",-8.50783262156637,3.09423640287594,-2.18473945697932,4.00017245889941,-8.18051346572685,1.11318854047033,-0.542893346492359
"E2F2",-0.389750348450396,0.824471392139732,-0.910296199696456,-0.302396563437209,-0.976890780402351,-0.0919015652829308,-0.698638546930112
"E2F3",-2.14168303914811,-0.191803121843579,0.743353320522931,1.39258866819131,-1.6465572070389,0.603084458005472,0.912844991939111
"E2F4",-8.11417034000682,3.05276468287618,-0.836669280657585,4.96393913958873,-6.53403144698922,2.38577142559953,0.815202812593194
"E2F5",-0.964996845055723,0.114215569944852,-0.303591269424733,0.463564507418228,-0.944715442253135,-0.161820466520332,-0.236126966302991
"E2F6",-1.10847323102604,-0.113037246391996,-0.881900414939732,0.160325877363843,-1.55688495492214,-0.703511933247678,-0.807325010641437
"E2F7",-2.60474999538033,0.485260874991413,0.713777333908087,1.82600077364359,-1.93057198697227,1.16386867775671,0.88631890860469
"EBF1",-3.62381559768386,0.163932112618201,-1.86716014357699,0.754524269983401,-4.81025602231598,-1.57299316367408,-2.22183258471293
"EGR1",-9.71874945811897,3.46954163735618,-0.471135090494275,5.4710826847258,-8.81127324523026,2.17589960443382,0.945136656714853
"EHF",-1.754443443663,-0.136810736724668,-0.36318228161387,0.87694958099613,-1.69174641186393,-0.436963239474008,-0.160625020976321
"ELF1",-3.66992968827317,0.00700587547725689,-0.937923384814264,1.54389751223375,-3.8886530565742,-0.834417392709358,-1.10915970709654
"ELF3",-2.95183665425125,0.107619867219699,-0.728215580671204,1.06408899929277,-3.16015016766258,-0.42547688019996,-0.385023699243463
"ELF5",-0.408379618258828,0.0487311090905535,-1.31982170817383,-0.802992796177147,-1.63552352229421,-1.20540031777714,-1.62358928583939
"ELK1",-5.34526332920788,0.315720617363887,2.16078423528173,4.17402723551478,-3.01524806070027,2.45229624225012,3.15892103445795
"ELK4",-3.4564257073567,1.48922872538346,0.741706500097123,2.42720157154734,-2.4720526539409,2.11428593264031,1.82858328397775
"EOMES",0.169598458611086,1.87449819955136,-2.12018896022141,-1.18315341867045,-1.19690393299824,-0.299715709256796,-1.61446286749799
"EPAS1",-5.85641787850281,4.81205167907011,0.923261660449429,4.72269228695717,-3.40753261687248,5.36696854773201,2.983376087894
"ERG",-3.94908628594069,2.96468741573827,-1.35263526179802,1.91221095505306,-3.89033831207281,1.47656847603001,0.0101755848915542
"ESR1",-4.93227126850055,2.99177041911898,-2.99027568153256,0.363247916950074,-7.48804189871987,-0.00693290349744143,-2.24221062083991
"ESR2",-1.36862644354328,-0.0773351719425235,-0.367197443942249,0.556127462110706,-1.45783717734756,-0.370247012190465,-0.258219307894874
"ESRRA",-2.62834476774254,0.515023967983137,-0.352726255797984,1.28319716640124,-2.56568483696003,0.213705159179237,-0.126215688975304
"ETS1",-12.5433352026222,5.26609260942604,-2.43963515495364,6.24221433228234,-11.7508989194419,3.05401195582628,0.633710674148128
"ETS2",-3.29227227676621,3.26650878547705,0.963204662253859,2.1304689434834,-1.38457049748912,4.31863204108706,3.29597927252018
"ETV1",-1.61624215304552,0.5706189240121,-1.53766159924287,0.0746157131792296,-2.46478354773692,-0.912046058905872,-1.51719502637309
"ETV4",-2.90911890686366,2.14549539638421,0.841223880895042,2.28582135143166,-1.75072157678,2.84741285021128,2.09149969897724
"ETV6",-2.64248316871859,0.292776494673493,0.578521376231921,2.05674530522304,-1.62575958984446,0.866914430850087,0.94094757815373
"FLI1",-3.96739336593974,0.526472330244234,-1.0902031730236,1.4808571719796,-4.44116562179525,-0.49736773376363,-0.863094987846159
"FOS",-10.2221930576852,5.98172854176513,-3.97400177164248,4.06423581765211,-10.4970363365957,1.76303196684673,-0.98144026072638
"FOSL1",-1.91227472009982,0.675232232648001,-0.559563750019004,0.71942051239669,-2.24082383914908,0.0615319472556188,0.296851677482432
"FOSL2",-7.04213745683406,2.37825135088397,0.781351111499471,4.9757539684925,-4.9707541132946,3.03799970417863,2.30711933606169
"FOXA1",-5.24612411220027,6.02094269323061,-9.05207025927622,-2.11395174630813,-9.86882528820963,-1.93574219515653,-6.4098879529464
"FOXA2",-0.932822681124937,-0.533093776070875,-4.82845600597639,-3.09265837836331,-2.30467631853345,-1.13158615227932,-1.20354618499495
"FOXJ2",-1.27326406259864,1.51414866950571,-2.07955414829892,-0.301323714519316,-2.40053250757476,-0.57979327957708,-1.80930031280408
"FOXK1",-0.696624420270019,-0.266599829599272,-0.329695156382024,0.10803949595315,-0.962675281789782,-0.532095731362809,-0.537444943149061
"FOXK2",-4.33686906235457,0.722114868972133,-1.09864903760197,2.13741749882508,-4.21638462041622,-0.325362386597333,-0.872665430439422
"FOXL2",-3.93120276416598,0.923099910037692,2.59963647273767,3.38538674614678,-1.6826572464626,3.57044805722953,4.23793000950494
"FOXM1",-2.89787351500056,1.37918736421537,-0.676243600939505,0.784087979704523,-2.87448567324252,1.41922558589059,0.653007457334626
"FOXO1",-1.99651162293616,1.32946680793846,0.540422510592198,0.560737043056497,-3.36213978536195,1.24377586600477,1.02921865368279
"FOXO3",-3.06499179036424,2.17249101078378,0.253158607720156,2.2205086093471,-2.18292043892702,2.10874462823495,1.48280068126648
"FOXO4",-2.65732162430849,-0.386744926318312,2.23714062556002,2.37340681399353,-1.23872422836012,1.86190320559587,2.60793373271522
"FOXP1",-6.58864603348979,3.65857453012094,-3.77791356454534,2.03789070939004,-7.95040638490648,-0.221988986442466,-2.61796994348465
"FOXP2",-3.40521912670118,0.311751532365787,1.35892560646161,2.80134615812735,-1.8980359338675,1.65979741359939,1.95231094703874
"GABPA",-2.36946089436885,0.439361294860376,-0.939822143640623,0.95734457237232,-2.55193582198031,-0.436731974512466,-0.83796340175039
"GATA1",-1.25808617375134,-0.272381914938288,-1.18709401703816,0.114085838637271,-1.84450744492301,-0.656372374081061,-1.28310738082575
"GATA2",-4.72695653182232,6.17315830379774,-8.15565439620791,-1.33182480905093,-9.14891904014417,-1.9149510859822,-6.19003848056106
"GATA3",-3.78197666642799,5.46885457685793,-7.68789088013426,-2.13595032895613,-8.6271805714419,-2.61342560745323,-6.81595616402381
"GATA4",0.408343912734406,0.803605593939116,0.0487331195355808,0.0293003433830759,0.699378837971554,0.783588158510058,0.423846947895135
"GATA6",-0.599338509900103,0.39196503126014,-0.976219445916738,-0.329090338622511,-1.35233663452017,-0.522465285531634,-0.892179112972132
"GFI1B",-1.65693463434652,-0.225710520478478,-1.38174137267916,-0.0724824087842201,-2.71594040574577,-1.49663861188877,-1.83812583444621
"GLI1",0.00156705432562984,-0.381791361039602,-0.739175669526487,-0.504818576425957,-0.631123941920389,-1.06515408839967,-1.09735386440815
"GLI2",0.0618329384954909,1.0631817810387,-0.929135571225734,0.0176879004839984,0.126828449434931,0.486290582891354,-0.0721335697275698
"GRHL2",-2.43640459493476,0.86595674780391,-0.69678837242899,1.09155989251517,-2.54607265242968,0.0159534473564142,-0.563903202916969
"HBP1",-2.53812777313764,0.23133917635925,-0.261730280477099,1.42033183004547,-2.25681277405023,0.0129560910104504,-0.14627844654447
"HES1",-0.395158869898703,-0.625850288287003,0.195964854540775,0.2085203918248,-0.376804627285168,-0.383726313602685,-0.116708126793936
"HHEX",-0.108915284970196,0.0984882740132751,-0.922791200809362,-0.717417469276065,-1.07267839338208,-0.777897180615977,-1.10184549832156
"HIC1",0.335669641609199,-1.07478301313864,0.328623585655353,0.102664182689058,0.657552602547223,-0.68362929208765,-0.182931769304404
"HIF1A",-9.96474522430519,5.76090594829616,3.2986949523806,8.47847093526456,-5.11032454351928,8.5225761845056,6.98836300477357
"HINFP",-1.0079631056103,-0.144293343651694,-0.521833150870289,0.115730700510376,-1.44182939827577,-0.602273859822949,-0.717921011547915
"HMBOX1",-2.30886905760503,0.291411263118248,-1.06463298716111,0.806457936936995,-2.65132744861475,-0.709153923535997,-1.09896292635675
"HNF1A",1.76891323212524,0.267814526846941,-1.26277589486219,-2.14590964269679,1.16299921648879,0.316593986967127,-0.646640523853204
"HNF1B",0.248952992686726,0.468782167809527,-0.676679760637201,-0.731291554324257,-0.503299769298203,-0.167573389580491,-0.492768511685578
"HNF4A",-6.51947589304832,1.97191656296808,-2.5340479821965,2.02358008174467,-8.61260385183645,-0.696558297906761,-2.47447638188941
"HNF4G",-2.75205645041685,0.254716483852399,0.208939739934108,1.42679829963026,-2.57463728046455,0.517042267504511,0.498077990173998
"HOXA9",-1.72167323963352,0.316541490271236,-1.06123451201251,0.143518459428559,-2.56124168620485,-0.698062751092305,-1.54713915043651
"HOXB13",-0.577383226608487,1.16437579992204,-3.06410806077982,-1.46272693941287,-2.74405810678291,-1.8714523719421,-3.1940540849381
"HOXB7",-1.11188768121993,0.471038287907986,0.318476012839244,1.03045154011675,-0.477232380294227,0.76344658219197,0.67258665505808
"HSF1",-5.76458489231468,1.88977860629463,-1.22606111015855,2.85065408440252,-5.53495652322028,1.00939548076256,-0.0897921554194127
"IKZF1",-2.08450253257116,0.472253545627751,-2.23767159777968,-0.218036112965985,-3.56257710234417,-1.67862061116586,-2.49908523234777
"IRF1",-2.99796729302259,1.13764567164899,1.86551843885333,3.48205359232161,-0.679673383081015,3.02833433769015,2.21972812755606
"IRF2",-4.04729395423408,1.07997959932547,-0.274533509772508,2.56286525731748,-3.26189225132235,1.04699473711882,0.666050167433127
"IRF3",-1.62026740243537,0.461363205021974,-0.989507133506212,0.206229224265929,-2.28998121775335,-0.48289180165835,-0.987597074709048
"IRF4",-2.08407649215547,-0.547244282824288,-1.85624885771814,-0.47990611996204,-3.89476245839815,-2.22705453646415,-2.57626354702119
"IRF8",-0.403022251558879,-0.454308106537583,1.03944448410607,0.865378083307853,0.454865686749003,0.608420125804507,1.01203600861367
"IRF9",-3.05955217587651,-0.323841210668254,0.986463156795752,2.01057093613024,-2.41233507207954,0.723909501953751,0.373460279351422
"JUN",-6.97184551832326,2.72881000374007,2.32551468890315,5.2718847466398,-3.45443822510463,5.1134873941256,5.33935811395874
"JUNB",-4.27473034345602,2.56952073324089,0.959492079617146,3.35106491553051,-2.70532401807201,3.09588829270759,2.30300124185487
"JUND",-3.29467445427168,2.38526806950524,-0.715040961475715,1.94105168856063,-3.0103680799478,1.38428020981241,0.605042799476014
"KDM5B",-1.93290095101555,-0.00690399512675701,-1.14711230719196,0.423419217866878,-2.54024252572086,-1.07388321807424,-1.40081973372689
"KLF1",-3.51102294652618,2.06535515336265,-0.252668458714365,2.15436713600238,-2.88084035026269,1.7056100766975,0.713596059739027
"KLF13",-3.9277159049317,-0.155856759705904,0.194512512898754,2.26891050443514,-3.40428429623345,0.117460361850256,0.270219364286915
"KLF3",-0.915965163354097,1.180168803588,-1.61230927819359,-0.280522306684347,-1.81108650865302,-0.452490159774636,-1.40080947711876
"KLF4",-4.40536934194276,1.42030292281942,2.78021881081508,3.9100821862817,-2.11775277106551,4.05862398049904,4.27651361426817
"KLF5",-4.23252172493518,0.520353705470812,1.49684439277144,3.42981157899305,-2.37129047296643,2.03473307294865,2.12183933738345
"KLF6",-3.7298905411761,1.61803836898662,-0.967390211572267,2.16315659697575,-4.24006892750892,0.160266652750799,-0.187634189562182
"KLF9",-3.82380505635939,-0.796144618417529,-0.0705535305634965,1.87932316550123,-3.71735319682493,-0.691591913900991,-0.384691061751699
"KMT2A",-2.30168119320376,2.63678642379477,-3.81892847816423,-0.520179780272087,-4.31422792596889,-1.23102600969889,-2.7408394520014
"KMT2B",-1.04691251779296,-0.450310657014547,-0.442694692866956,0.202274425746888,-1.40372890443321,-0.809559716054495,-0.797033669064475
"LEF1",0.148794462255948,-0.114634618499603,-0.602943436855409,-0.608685866848294,-0.615593654362986,-0.553969910618831,-0.528511753724891
"LHX2",0.410357680182891,0.628149666591148,-1.51692176149115,-1.24805253499007,-0.897226332111198,-0.870613207319755,-1.56862736119403
"LYL1",-2.1767363886743,1.68544928441281,-4.94809863884507,-2.13371654630913,-6.12394802857534,-3.2072649222229,-5.53411892250725
"MAF",-1.56894014206734,0.514772423809847,-0.649540208283563,-0.284182411466115,-1.64026327285507,-1.01476801760905,-1.53444878635089
"MAFB",-2.38730413770864,0.724620111700201,-1.96193883722564,0.11170361878887,-3.64593949103331,-1.16560530901318,-1.88994896916222
"MAFF",-2.01592827272211,1.54223211562089,-1.63703107598222,0.430380847326049,-2.66264059412994,-0.117765764327779,-1.19483316379038
"MAFG",-1.46405007885618,0.298567626522097,-0.29795272634906,0.531070566706347,-1.65111836727627,0.0519530452190719,-0.15031880046438
"MAFK",-1.6847578296589,0.720232727055944,-1.34304543425787,0.185744168284698,-2.43473828868282,-0.569180682481087,-1.22901021603479
"MAX",-3.93809660441677,0.168987546819236,0.0427169253664822,2.4393724163446,-3.19793634868792,0.26841755640939,0.230474120659753
"MAZ",-2.66552800978035,-0.161964899950758,-1.88015201937982,0.0510527535888713,-4.15981055034255,-1.90063581829509,-1.83554529230858
"MBD1",-2.74855271089178,0.262484868296371,-0.211339463515848,1.58465732219747,-2.37450829357206,0.101315215446812,-0.0533012011136229
"MBD2",0.0937485160343678,-0.349397961353288,-0.589553919704868,-0.552475523544694,-0.530938909980666,-0.85839966977075,-0.970306115143078
"MEF2A",-3.71917520665321,2.32411444845534,-2.06128197554872,1.17050708078251,-4.49482051578969,0.0128268916894553,-1.33395661226338
"MEF2B",-2.25377292934085,-0.0968542558527774,-0.473650427480389,0.845077353129376,-2.52002509481469,-0.482877217603798,-0.693029067359072
"MEF2C",-1.53848332741799,0.955115206838638,-2.09878537665491,-0.397702145747671,-2.93273798144016,-1.10251483716083,-1.98860298400851
"MEIS1",-1.07334860678424,1.97696454189032,-3.38600800140457,-1.20942974314996,-3.20911690707856,-1.40845458033459,-3.05796053428097
"MEIS2",-2.29300143108149,0.883373000914818,-1.65159862760346,0.464202589369222,-3.05268445561627,-0.710124658011947,-1.51983633770318
"MITF",-7.8570430677199,1.92408180338126,-3.82405227408303,2.38492397407228,-9.37224413452664,-1.72933221596989,-3.39001430138539
"MNT",-3.93556951990997,-0.191409674105384,-0.343204190261744,1.95575026935223,-3.79854290271929,-0.414840573116541,-0.443609909516357
"MXI1",-3.97051277628694,0.243963161641802,-1.21991089021812,1.61787024422506,-4.27409250014706,-0.864632118985633,-1.31390529586476
"MYB",-0.90309411789026,3.81869089752842,-3.73513434982705,-1.34054321539377,-3.21509762482002,-0.0729875228827446,-2.8384367111355
"MYBL2",-1.96308076866521,0.52822248120984,0.246711944982226,1.26757751039381,-1.51802883054526,0.762373905776657,0.644392255074348
"MYC",-7.29361860040077,2.52940049050401,1.91752630164073,6.34321619748885,-3.89222418908023,4.26174817469403,3.97752705475607
"MYCN",-1.58645712659538,0.555731276389268,-0.894657195004644,0.431672231526863,-1.96589574271727,-0.296941104669208,-0.732179178778532
"MYOD1",-2.78264607210843,0.428287975094625,-0.786597697811624,2.24170556886584,-2.65530371729013,0.178464351907027,-0.041582331791079
"NANOG",0.185654462685837,0.222685667957597,-0.59994100413647,-0.79209112875922,-0.678481724328139,-0.329610526410767,-0.693364206676874
"NCOA1",-2.41291459058845,0.803970674455093,-0.78190568044857,1.22948193380986,-2.29016819715528,0.023770632367487,-0.456560229879781
"NCOA2",-1.10204531404855,0.863130232645273,-1.9184977893044,-0.367281823799365,-2.20472682262166,-1.03438197930854,-1.87033573475061
"NCOA3",-1.9016691187666,0.824212870030206,-1.31691220071589,0.53724235754976,-2.34809092755661,-0.485193619500213,-1.14663540393963
"NEUROD1",-1.00562029402391,1.96629849242318,-1.7397945121838,-0.119449031452067,-1.7305783221159,0.153898370581071,-1.29208161601728
"NFATC1",-1.95639515824287,0.61334947026336,0.624632616562836,1.86716526909609,-0.753235588443232,1.20568445400861,1.1799662674642
"NFATC2",1.33912257870921,1.46547763510014,0.080222541022541,-0.413244539318103,1.66143223941313,0.288833854454133,0.482060214266247
"NFE2",-3.40404799289857,-0.0284306635592956,-0.559586361201957,1.44518168673573,-3.59039943222109,-0.486607689031484,-0.669843404218307
"NFE2L1",-1.13358023044316,0.76793432244631,-1.41575294291697,-0.100307909431486,-1.91711130753804,-0.611211832905019,-1.30128653823668
"NFE2L2",-4.64650372427683,1.92732322106815,0.915045540749602,3.61107913104909,-2.84907248230403,2.74096664817517,2.44150666720298
"NFIC",-3.08036148577983,3.2394722715098,-2.04684823386433,1.05716204303351,-3.69868638100718,0.866045966637797,-0.714484301393719
"NFKB1",-9.28514900042965,3.58025530120629,4.02254148455107,9.14387844584453,-4.11447159713711,6.71000408561195,6.26544470779601
"NFKB2",-7.41527159159851,1.40793213126965,1.34027461799889,6.90262874207594,-3.11327911426995,2.63437542924072,2.40123711159704
"NFYA",-3.79035392585,2.56135869152069,-0.816321539270836,2.39160534230589,-3.59516213702294,0.901893676094326,-0.268741103880916
"NFYB",-3.84040761149389,1.62449015710121,-1.3113684103025,1.84345769515107,-3.78450431297516,0.297386014605909,-0.510497122876619
"NR1H2",-2.01651660260848,0.633059237494591,-0.0700445327132003,1.26748153943656,-1.62421902648007,0.551608461658114,0.269099206907171
"NR1H3",-1.42150013186692,0.771594282710272,-0.0959468874974499,0.93308735554838,-1.09388324990344,0.647454836951174,0.303937735094987
"NR1H4",0.780687309114257,-0.00672265946046803,0.633146281432189,-0.088305384149827,0.182897542995845,-0.597494212541321,-0.49839692916899
"NR1I2",0.0127620696863631,2.27008751039225,-2.00652964890738,-0.722394658407755,-0.915736944777443,0.114138527702021,-1.87235022130523
"NR2C2",-3.41382106086917,1.22829403256303,-0.696706680598766,1.99057500333244,-2.91161804800516,0.543255861270846,-0.0497949584246826
"NR2F1",-2.04719361053914,-1.03319620624263,-0.557819923081404,0.418081379620393,-2.73059824375943,-1.43848664466921,-1.2438778910038
"NR2F2",-0.275380108591266,2.97040829430747,-1.46253325093473,-0.371252627425388,-0.470193645935116,0.931683467221989,-0.858763992338879
"NR2F6",-1.85393065645148,-0.149674152187621,-1.13376918334805,0.274014411897196,-2.6055102131517,-1.18981653544855,-1.55210209943434
"NR3C1",-1.77835943175567,0.88727913226471,0.105978774035961,1.18996481372084,-1.18925225061575,0.783910915301001,-0.189370476728736
"NR4A1",-2.17600541219159,1.20177714247797,-0.444851062551985,1.42016212912018,-1.66839236620184,0.72027927981159,0.227097541800309
"NR5A1",-1.4893342923609,-0.490379939931285,0.62827830211794,1.28126028557073,-0.852615842964941,0.00360057332715712,1.26845792592923
"NR5A2",-1.15498356064653,1.82424372634843,-1.00083634591036,0.389349042689487,-2.19411411954335,-0.166133718775284,-1.44305736241513
"NRF1",-3.22206571673383,0.705503991252622,-0.408036727632179,1.88416991782867,-2.74043476406449,0.335581077250544,0.0104138159472955
"ONECUT1",0.69127667752755,2.46860616096502,-4.00252268732479,-2.74052038343727,-2.31955914685724,-1.58122984493194,-3.61197345275755
"OTX2",-2.05969552904691,0.224362549311827,-0.667098874972327,0.838909480216127,-2.91883522125304,-0.391519693547564,-2.44656387418388
"PAX5",-1.32000174046558,-1.15951000354752,-1.08392044019607,-0.573946995854033,-3.15588144232392,-2.37505626516865,-1.9362667022662
"PAX6",-0.177725791760635,1.35049948164788,-1.96096727762797,-0.980597419940075,-1.49802146986906,-0.619896602423121,-1.70098894530547
"PAX8",-0.815480099278082,3.04341183497255,-1.05796439492551,0.714261637285038,-0.390902402439691,1.76864352342364,0.467246911701526
"PBX2",-2.49019842633239,-0.0137855459768022,-1.09606552819134,1.21069709914932,-2.88954455344526,-0.392044662679513,-0.544629502471248
"PBX3",-1.80389792540602,2.40860643570366,-2.18629942505963,0.105968090808134,-2.72708507971649,0.152687277640572,-1.43771201130211
"PDX1",-0.950140421028899,2.26226687522296,-2.29003068851931,-0.496482748068316,-2.11393378949044,-0.0881232780515999,-1.55991328574138
"PGR",0.0286715741300542,0.398146116908779,-2.15958099134,-1.32410734557064,-1.38668247473966,-1.86374589616078,-3.45711199270463
"PKNOX1",-1.08307855929819,0.381829973816793,-1.46680011929297,-0.336915252930632,-2.12546826565181,-1.02686780495056,-1.63625873034924
"POU2F1",-2.09180599262766,0.656123340544865,0.407405916272798,1.43760181712228,-1.00048699122271,0.903748122265866,0.909123203970008
"POU2F2",-2.78871783443437,0.907105491461204,-2.06836145241822,0.0927821220808327,-4.29583224942044,-1.09959304272951,-2.07137104137137
"POU4F2",0.357776275735829,1.94623408232883,-2.95135060055895,-1.84733044633961,-1.72616434440142,-1.0486959817017,-2.63438492365079
"POU5F1",-0.0931269133138513,1.19965034213675,-3.37251147960791,-2.25175551191846,-2.84758327985692,-1.65439476777643,-3.00684941723483
"PPARA",1.76422992084784,0.129108364554169,0.148008517739437,-1.51862767252414,-0.775227569347488,-0.801693325358722,-0.770150021939002
"PPARG",-1.15896303338337,1.82254962165651,-0.807605809213984,-0.184372258435946,-2.99495848694429,0.350325929398035,-0.502160165686831
"PRDM1",0.175034203760201,1.39774298193759,-2.6849981551465,-1.59109622918249,-1.71001254550954,-1.30124083620146,-2.61965655078117
"PRDM14",-3.35345498240319,2.50610670681374,-5.11838653702373,-1.29991003056037,-7.06730854415272,-2.28640656169067,-4.88252330602792
"PROX1",-0.362451432562186,0.676762192376593,-0.0829806741877108,0.424045475289499,-2.3812442848132,-1.59993261740818,-2.63099711603499
"RARA",-2.98702553323423,-0.482239065551829,2.8887195038741,1.82986225412107,-3.65226226962984,1.83980122314769,3.79327781797749
"RARB",0.204689597955694,0.653254286814582,-0.115869543581966,-0.0675378083669627,0.254202769903365,0.482835273986526,0.184740146187699
"RARG",-1.50439353948147,1.12960585457272,-0.449442082838096,0.631792957453766,-1.59899976865486,0.615832829518833,0.0797212592081639
"RBPJ",-2.78518125069341,-0.262916018873948,0.62341193191103,1.80058648394935,-2.16695532008586,0.448115722571404,0.751611702150105
"REL",-3.60934011983067,2.07509623745168,3.69327167128564,5.39592743068687,-0.652994161042057,4.9608806112921,5.78716750949437
"RELA",-9.66721352824773,3.8145152753785,3.37801348876167,8.73949686461274,-5.32287972207754,6.0951528612013,5.74290591373867
"RELB",-4.90495990767833,1.73780654512232,0.927512445264106,3.32884181220525,-3.48155067087283,2.89788630658721,1.99740059934781
"REST",-2.45523413501036,0.803504220087158,-0.88070689922818,0.594041745475284,-3.0579836768141,-0.0694379755538594,-0.391979442495632
"RFX1",0.724163449622141,0.846153565436085,-2.35956289837287,-1.76200737347774,-1.05346074925003,-1.48831758771357,-2.57199474967012
"RFX2",0.538435420045934,0.846748785769048,-0.70357074904319,-0.538163413398511,0.195484806506777,0.119860316883841,-0.370672473061296
"RFX5",-2.95828103256098,1.09740399641081,0.319407209895349,2.03958440543846,-3.51072625336555,-0.285701904611453,-0.399151280773549
