"","OUD_Effect_Male_vs_Female_results","OUD_Effect_Putamen_vs_Caudate_results","OUD_vs_Control_Caudate_results","OUD_vs_Control_Female_results","OUD_vs_Control_Male_results","OUD_vs_Control_Putamen_results","Pooled_OUD_vs_Control_results"
"ARNT",0.000994887336290242,-0.213013421341148,1.17183574813918,0.424859470992389,0.396733878687437,0.941154244251896,1.65568720420856
"AHR",-0.998771092489474,0.24730187758905,-0.436129474303134,0.569603334521508,-0.91670705919349,-0.174552334612846,-0.543148299095392
"RBPJ",0.144613368612658,-0.440180869719683,0.528503278175935,0.224199417199422,0.501144965045968,0.226770551389793,0.579836868461154
"ATF2",0.970236259230294,0.108532639108552,1.46565331490084,-0.0903129824895617,0.758833789508248,1.17994159701278,1.59345846439262
"JUN",-1.03667478295007,-0.852437002207092,0.775814449735927,0.103602547765972,0.231906996890525,0.619618064109934,1.50751613954955
"NFATC2",1.51274204303485,0.544436719262693,-0.112103291320997,-1.29027349568149,0.974473175560735,-1.1942633633867,-0.092516398485431
"HNF4A",0.00169661959928241,-0.851207733463852,0.592436736703352,0.110632497789228,-0.562995465635949,-0.599865809682537,-0.288647696390338
"RARA",0.179296467604059,-1.67879526121847,2.20771857930501,-0.123354856082781,-0.358089820785982,0.391460620578113,2.36219808217948
"PPARG",-0.494026280731426,2.08605834658542,-0.678691189897258,-0.234397545554906,-1.34490913225463,0.767381700302005,0.315529565534346
"AR",-3.30508526876601,1.01764726225271,1.28667681503831,2.83666139870623,-1.0027103990019,2.24399013438232,2.01121764369504
"ATF1",-2.27438515831571,0.545685486766265,-1.08594719156686,0.626409732517829,-1.59449526543811,0.699314578435217,0.415167462346658
"GATA4",0.362385602917204,0.369124626842383,-0.0732210919354501,-0.329959851940244,0.070222248705976,0.428229126019095,0.179296071662761
"RARB",0.306904280928376,0.592159238599783,-0.209467591892639,-0.119724962745193,0.353345860479626,0.36733605199956,0.0716218319422294
"RARG",-0.965245254924018,1.18678519981318,-1.53040654467471,-0.165665511831015,-1.60148238185511,-0.525281167462426,-1.55489317917207
"ESR2",-0.880033918081849,-0.931425455145445,0.308211465904089,0.376712026655269,-0.618444906105027,-0.280096757724621,0.166954794778284
"ESR1",1.107654647896,-0.511418486719144,-0.566282652709093,-1.68508824593812,-0.651613539352555,-1.07182771049999,-1.2543087587258
"PAX6",0.938989210100563,0.104284174611465,-0.632024282493579,-0.501112260673785,0.59646825155142,-0.626389888492447,-1.10000170948651
"EGR1",-2.24932613077233,1.6347469120084,-0.564996026505843,1.03843329545259,-2.297628264177,0.141233529889622,-0.375708510208184
"FOS",-2.84528306418271,2.28044281975189,-1.16645424437409,1.02091428554682,-2.77054969647813,0.799688629056608,0.34631277807332
"CREB1",3.29212052536017,-0.52687032737804,0.153548400668953,-2.2422627235656,2.53078935721851,-0.0513803453113487,0.385762274528326
"NFKB1",-0.739366056573936,-0.139611463087462,1.47289381723777,2.07016840508953,0.864031651375181,1.21712032585319,1.41928365988742
"ATF4",-3.96013166031453,0.0521504318693189,2.12632164858729,5.1476411471862,-0.962424031891664,1.73482501585986,2.03393589896856
"ATF3",-0.0461191508185795,-0.5612106290721,1.32958203574556,0.753402326582915,1.14137961726032,1.02174620262014,1.54980250829073
"NR5A1",-1.54742372206578,-0.691918344637675,-0.280443114703599,0.86684522456367,-1.38975614160296,-0.96954115754075,-0.146977590374906
"FOXO3",-1.12031027130573,2.28114351089851,-1.39772086655646,0.52697197480956,-1.14465476358445,0.422967802297606,-0.347479462410118
"USF1",2.04995037393502,-1.57515026512854,-0.915396119782565,-2.27797535664147,0.37760314530169,-2.70737908858909,-1.72720238922723
"ELK1",-1.67230490053724,-1.01000068289234,1.01878286575314,1.43074369327417,-0.810409338925863,0.121905457478783,0.922160659457452
"FLI1",-0.626984163264957,-1.42029985403367,0.352282523592878,0.777583846632551,-0.200221203856192,-0.631744043536484,-0.0706950247424658
"ELK4",0.351721575809005,0.233899547283769,-0.874047163829028,-0.223518283673308,-0.436296932969544,-0.664180361641262,-0.901713855476403
"CEBPA",-3.00852334973677,0.862174803668954,-0.869785710555061,2.06684413000272,-2.77733900994596,0.874744790670406,-0.854054040733636
"HIF1A",-3.86130676074415,2.68788170924755,2.18866090170693,3.92404569908284,-0.998329999520663,4.77781597672374,4.23749154798176
"TP73",-0.999714447268577,-2.00152824731512,2.14126642914908,1.01576335296496,-0.071709815727855,0.2362791016084,1.74813110231039
"E2F4",-4.07238645303115,2.02121396206714,-0.431220795662155,2.70032065133992,-3.03143925440733,1.68746009833293,0.546528038628466
"ETS2",-0.702765582114479,1.65488553044753,1.66312450791169,0.918063804034397,1.25291707425405,3.43271097306699,3.04415506614357
"GATA3",2.0626221214212,0.872374775765023,-2.28075569976896,-2.75004350895595,-0.497738150851672,-2.06386735028395,-2.99191762811456
"REL",-0.130588435199846,1.34437202221718,2.33713604886188,3.09560844685007,0.921610253127298,3.02377108967424,3.67397062799942
"LEF1",0.76706738451437,-1.55879487706224,1.03012548888514,-0.334458298543959,0.692046648459976,-0.332735191340068,0.366435196910821
"CEBPB",-3.42737176993511,0.153296734320781,1.71047853831578,3.42757951318162,0.786619203695546,3.17424941099643,2.05796545488018
"SRF",-1.74373273786591,0.248519010847786,1.6991119341103,1.96829179703959,0.329876516895221,1.69357149754725,1.98870474385746
"SOX9",0.734720178076269,0.689254852752678,-0.0418330110592836,-0.043305969400104,-0.223204439304992,-0.0728682496716509,0.0566427779139209
"IRF1",0.715604831994335,0.85897890802155,1.05049828758288,1.29445030135064,2.13288555435534,1.81702855764184,0.889457223342383
"SP3",1.29601113924116,0.884609318465067,-1.41103488039688,-1.59506900398516,0.153724954107604,-0.444044339587238,-1.6480150971915
"MEF2A",0.418397496899615,0.505082017832341,0.584389167513298,0.161963981191673,1.0206089436109,0.847134269296505,1.02789788516431
"RUNX2",0.226176787087889,0.721398299691731,0.095067982164051,0.0189114005242865,0.0574638202294922,0.43354261207964,-0.0927874192665776
"YBX1",1.14880869495269,-0.0768899744769001,-0.585461326075357,-1.15988169907772,0.379258547012712,-0.821364017040431,-0.904762873314487
"PDX1",0.618688913428664,0.95102232935163,-0.546878538118117,-0.364098645756617,0.638381735417404,0.246939668783997,-0.191939355714251
"RFX1",0.345721874549269,1.10909197682449,-2.16269333217769,-1.16898789266178,-1.05202760403931,-1.03407127059541,-2.15360908473427
"FOXO1",-0.0158512565951245,-0.891616979818242,1.05909362752731,-0.33923507303,-0.757003906321558,-0.0139176179006036,0.577684382652515
"SPI1",-1.19712035012747,-1.30900618341775,-1.58913947601168,-1.53710702773987,-4.04353824897966,-2.75749159393744,-2.89584712042368
"NR5A2",0.258396618412966,1.13351365167416,-0.863153841455588,-0.511671743342602,-0.640219839228228,-0.287472634648009,-1.22616993044519
"POU2F1",-1.67404870829297,0.396244831401028,0.591935349635133,1.43347993295422,-0.55671482423619,0.620973206795001,0.792878496431033
"STAT6",-0.508754029928279,1.47743843119658,-0.197830211882248,-0.174111301567781,-0.574580504265434,0.34244441335023,-0.10600587919597
"MYCN",0.621153331631973,0.485362116196494,-0.0729212584873385,-0.111317907795081,0.798534287599677,0.423333607193851,0.127538639706773
"TP63",1.83092685226673,-0.0473249863105066,-0.229570604919441,-1.05817170053203,0.385393164485916,-0.940533117168575,-1.28154601160881
