"analysis","statistic","source","condition","score","p_value"
"Pooled_OUD_vs_Control_results_ulm","ulm","RELA","Pooled_OUD_vs_Control_results",5.74290591373867,9.4133490503885e-09
"Pooled_OUD_vs_Control_results_ulm","ulm","LYL1","Pooled_OUD_vs_Control_results",-5.53411892250725,3.15903328569682e-08
"Pooled_OUD_vs_Control_results_ulm","ulm","CEBPB","Pooled_OUD_vs_Control_results",5.45490380628006,4.94594357011831e-08
"Pooled_OUD_vs_Control_results_ulm","ulm","JUN","Pooled_OUD_vs_Control_results",5.33935811395874,9.4082048522719e-08
"Pooled_OUD_vs_Control_results_ulm","ulm","TAL1","Pooled_OUD_vs_Control_results",-5.09578219844689,3.49807419490333e-07
"Pooled_OUD_vs_Control_results_ulm","ulm","PRDM14","Pooled_OUD_vs_Control_results",-4.88252330602792,1.0537673152976e-06
"Pooled_OUD_vs_Control_results_ulm","ulm","SPI1","Pooled_OUD_vs_Control_results",-4.68166044033782,2.86039242925039e-06
"Pooled_OUD_vs_Control_results_ulm","ulm","ATF4","Pooled_OUD_vs_Control_results",4.45165268262251,8.55768667236659e-06
"Pooled_OUD_vs_Control_results_ulm","ulm","SP1","Pooled_OUD_vs_Control_results",4.34919926800154,1.37170849613189e-05
"Pooled_OUD_vs_Control_results_ulm","ulm","SMAD1","Pooled_OUD_vs_Control_results",4.31139519040114,1.62842426518878e-05
"Pooled_OUD_vs_Control_results_ulm","ulm","RUNX1","Pooled_OUD_vs_Control_results",-4.28991700438435,1.79404446265551e-05
"Pooled_OUD_vs_Control_results_ulm","ulm","KLF4","Pooled_OUD_vs_Control_results",4.27651361426817,1.90540399714356e-05
"Pooled_OUD_vs_Control_results_ulm","ulm","FOXL2","Pooled_OUD_vs_Control_results",4.23793000950494,2.26390690434531e-05
"Pooled_OUD_vs_Control_results_ulm","ulm","TFAP2A","Pooled_OUD_vs_Control_results",4.12047201547794,3.79302722737435e-05
"Pooled_OUD_vs_Control_results_ulm","ulm","TFAP2C","Pooled_OUD_vs_Control_results",-4.07124875678102,4.69042463328674e-05
"Pooled_OUD_vs_Control_results_ulm","ulm","MYC","Pooled_OUD_vs_Control_results",3.97752705475607,6.982992551837e-05
"Pooled_OUD_vs_Control_results_ulm","ulm","ATF2","Pooled_OUD_vs_Control_results",3.94131033403382,8.125603312217e-05
"Pooled_OUD_vs_Control_results_ulm","ulm","CEBPD","Pooled_OUD_vs_Control_results",3.90898272445418,9.29276485665598e-05
"Pooled_OUD_vs_Control_results_ulm","ulm","RARA","Pooled_OUD_vs_Control_results",3.79327781797749,0.000149018307734034
"Pooled_OUD_vs_Control_results_ulm","ulm","ONECUT1","Pooled_OUD_vs_Control_results",-3.61197345275755,0.000304465130241165
"Pooled_OUD_vs_Control_results_ulm","ulm","PGR","Pooled_OUD_vs_Control_results",-3.45711199270463,0.000546897059475668
"Pooled_OUD_vs_Control_results_ulm","ulm","RUNX3","Pooled_OUD_vs_Control_results",-3.4371952926474,0.000588719002462718
"Pooled_OUD_vs_Control_results_ulm","ulm","MITF","Pooled_OUD_vs_Control_results",-3.39001430138539,0.000699959787500837
"Pooled_OUD_vs_Control_results_ulm","ulm","ETS2","Pooled_OUD_vs_Control_results",3.29597927252018,0.000982145342512501
"Pooled_OUD_vs_Control_results_ulm","ulm","TCF7","Pooled_OUD_vs_Control_results",-3.24898715752212,0.00115968193187072
"Pooled_OUD_vs_Control_results_ulm","ulm","SPIB","Pooled_OUD_vs_Control_results",-3.23224030112364,0.00122981335941577
"Pooled_OUD_vs_Control_results_ulm","ulm","TBP","Pooled_OUD_vs_Control_results",3.22395442170412,0.00126594238011296
"Pooled_OUD_vs_Control_results_ulm","ulm","HOXB13","Pooled_OUD_vs_Control_results",-3.1940540849381,0.00140462137773836
"Pooled_OUD_vs_Control_results_ulm","ulm","ELK1","Pooled_OUD_vs_Control_results",3.15892103445795,0.00158541121323254
"Pooled_OUD_vs_Control_results_ulm","ulm","MEIS1","Pooled_OUD_vs_Control_results",-3.05796053428097,0.00223082169610553
"Pooled_OUD_vs_Control_results_ulm","ulm","POU5F1","Pooled_OUD_vs_Control_results",-3.00684941723483,0.00264230259356479
"Pooled_OUD_vs_Control_results_ulm","ulm","TWIST1","Pooled_OUD_vs_Control_results",-3.00580817881089,0.00265136367721466
"Pooled_OUD_vs_Control_results_ulm","ulm","CTCF","Pooled_OUD_vs_Control_results",-2.98511548189303,0.00283742956357408
"Pooled_OUD_vs_Control_results_ulm","ulm","EPAS1","Pooled_OUD_vs_Control_results",2.983376087894,0.00285360088539472
"Pooled_OUD_vs_Control_results_ulm","ulm","BCL11A","Pooled_OUD_vs_Control_results",-2.96898083419123,0.00299069982152354
"Pooled_OUD_vs_Control_results_ulm","ulm","STAT5A","Pooled_OUD_vs_Control_results",-2.90198804121453,0.00371123352942508
"Pooled_OUD_vs_Control_results_ulm","ulm","CREB1","Pooled_OUD_vs_Control_results",2.84952774806138,0.00438196263304333
"Pooled_OUD_vs_Control_results_ulm","ulm","MYB","Pooled_OUD_vs_Control_results",-2.8384367111355,0.00453712899776265
"Pooled_OUD_vs_Control_results_ulm","ulm","SRF","Pooled_OUD_vs_Control_results",2.78920995265126,0.00528763860808425
"Pooled_OUD_vs_Control_results_ulm","ulm","TEAD1","Pooled_OUD_vs_Control_results",-2.7444133130634,0.0060662006568143
"Pooled_OUD_vs_Control_results_ulm","ulm","KMT2A","Pooled_OUD_vs_Control_results",-2.7408394520014,0.00613255542807978
"Pooled_OUD_vs_Control_results_ulm","ulm","ZNF263","Pooled_OUD_vs_Control_results",-2.66796970964266,0.00763598757609534
"Pooled_OUD_vs_Control_results_ulm","ulm","POU4F2","Pooled_OUD_vs_Control_results",-2.63438492365079,0.00843413223083126
"Pooled_OUD_vs_Control_results_ulm","ulm","PROX1","Pooled_OUD_vs_Control_results",-2.63099711603499,0.00851864877808706
"Pooled_OUD_vs_Control_results_ulm","ulm","PRDM1","Pooled_OUD_vs_Control_results",-2.61965655078117,0.00880710265384868
"Pooled_OUD_vs_Control_results_ulm","ulm","FOXP1","Pooled_OUD_vs_Control_results",-2.61796994348465,0.00885073995367213
"Pooled_OUD_vs_Control_results_ulm","ulm","FOXO4","Pooled_OUD_vs_Control_results",2.60793373271522,0.00911442249440629
"Pooled_OUD_vs_Control_results_ulm","ulm","SOX10","Pooled_OUD_vs_Control_results",-2.58232457004606,0.0098193035077858
"Pooled_OUD_vs_Control_results_ulm","ulm","IRF4","Pooled_OUD_vs_Control_results",-2.57626354702119,0.00999307982189903
"Pooled_OUD_vs_Control_results_ulm","ulm","RFX1","Pooled_OUD_vs_Control_results",-2.57199474967012,0.0101171098363099
"Pooled_OUD_vs_Control_results_ulm","ulm","BHLHE40","Pooled_OUD_vs_Control_results",2.50795667980875,0.0121493797813922
"Pooled_OUD_vs_Control_results_ulm","ulm","IKZF1","Pooled_OUD_vs_Control_results",-2.49908523234777,0.012457739057865
"Pooled_OUD_vs_Control_results_ulm","ulm","SIX2","Pooled_OUD_vs_Control_results",-2.48819726045283,0.0128456496682176
"Pooled_OUD_vs_Control_results_ulm","ulm","HNF4A","Pooled_OUD_vs_Control_results",-2.47447638188941,0.0133496870340196
"Pooled_OUD_vs_Control_results_ulm","ulm","OTX2","Pooled_OUD_vs_Control_results",-2.44656387418388,0.0144292983504896
"Pooled_OUD_vs_Control_results_ulm","ulm","NFE2L2","Pooled_OUD_vs_Control_results",2.44150666720298,0.0146329385144556
"Pooled_OUD_vs_Control_results_ulm","ulm","NFKB2","Pooled_OUD_vs_Control_results",2.40123711159704,0.0163469325164457
"Pooled_OUD_vs_Control_results_ulm","ulm","ATF7","Pooled_OUD_vs_Control_results",-2.35104524998079,0.0187284061908128
"Pooled_OUD_vs_Control_results_ulm","ulm","FOSL2","Pooled_OUD_vs_Control_results",2.30711933606169,0.0210562223723287
"Pooled_OUD_vs_Control_results_ulm","ulm","JUNB","Pooled_OUD_vs_Control_results",2.30300124185487,0.0212868652312702
"Pooled_OUD_vs_Control_results_ulm","ulm","TCF4","Pooled_OUD_vs_Control_results",-2.28188869198464,0.0225041988044338
"Pooled_OUD_vs_Control_results_ulm","ulm","CREM","Pooled_OUD_vs_Control_results",-2.26097561514679,0.023769244950638
"Pooled_OUD_vs_Control_results_ulm","ulm","ESR1","Pooled_OUD_vs_Control_results",-2.24221062083991,0.0249564120911163
"Pooled_OUD_vs_Control_results_ulm","ulm","EBF1","Pooled_OUD_vs_Control_results",-2.22183258471293,0.0263034556046406
"Pooled_OUD_vs_Control_results_ulm","ulm","IRF1","Pooled_OUD_vs_Control_results",2.21972812755606,0.0264460811764843
"Pooled_OUD_vs_Control_results_ulm","ulm","SOX6","Pooled_OUD_vs_Control_results",-2.20874044453618,0.027201651450735
"Pooled_OUD_vs_Control_results_ulm","ulm","STAT1","Pooled_OUD_vs_Control_results",2.16630813884719,0.0302969778107
"Pooled_OUD_vs_Control_results_ulm","ulm","TP73","Pooled_OUD_vs_Control_results",2.14539654563051,0.0319306675728777
"Pooled_OUD_vs_Control_results_ulm","ulm","RUNX2","Pooled_OUD_vs_Control_results",-2.14299029485596,0.0321234110755561
"Pooled_OUD_vs_Control_results_ulm","ulm","KLF5","Pooled_OUD_vs_Control_results",2.12183933738345,0.0338609475086881
"Pooled_OUD_vs_Control_results_ulm","ulm","ETV4","Pooled_OUD_vs_Control_results",2.09149969897724,0.0364932648155157
"Pooled_OUD_vs_Control_results_ulm","ulm","POU2F2","Pooled_OUD_vs_Control_results",-2.07137104137137,0.0383342723959244
"Pooled_OUD_vs_Control_results_ulm","ulm","TCF7L2","Pooled_OUD_vs_Control_results",-2.01426717322486,0.043992079595565
"Pooled_OUD_vs_Control_results_ulm","ulm","RELB","Pooled_OUD_vs_Control_results",1.99740059934781,0.0457923991877854
"Pooled_OUD_vs_Control_results_ulm","ulm","MEF2C","Pooled_OUD_vs_Control_results",-1.98860298400851,0.0467558233926915
"Pooled_OUD_vs_Control_results_ulm","ulm","SATB1","Pooled_OUD_vs_Control_results",-1.98504926481469,0.0471497983733023
"Pooled_OUD_vs_Control_results_ulm","ulm","CDX2","Pooled_OUD_vs_Control_results",-1.98466141413434,0.0471929650795501
"Pooled_OUD_vs_Control_results_mlm","mlm","STAT3","Pooled_OUD_vs_Control_results",5.96488041871041,2.48111169975104e-09
"Pooled_OUD_vs_Control_results_mlm","mlm","HIF1A","Pooled_OUD_vs_Control_results",4.23749154798176,2.26842294323455e-05
"Pooled_OUD_vs_Control_results_mlm","mlm","STAT4","Pooled_OUD_vs_Control_results",-4.02090712352781,5.81449391613322e-05
"Pooled_OUD_vs_Control_results_mlm","mlm","LYL1","Pooled_OUD_vs_Control_results",-3.84260083748496,0.000122038914528009
"Pooled_OUD_vs_Control_results_mlm","mlm","REL","Pooled_OUD_vs_Control_results",3.67397062799942,0.000239309804937124
"Pooled_OUD_vs_Control_results_mlm","mlm","STAT5A","Pooled_OUD_vs_Control_results",-3.61249873242629,0.000303856132557566
"Pooled_OUD_vs_Control_results_mlm","mlm","PRDM14","Pooled_OUD_vs_Control_results",-3.29039425778597,0.00100185852849365
"Pooled_OUD_vs_Control_results_mlm","mlm","MYC","Pooled_OUD_vs_Control_results",3.22916372000379,0.00124313436573567
"Pooled_OUD_vs_Control_results_mlm","mlm","KLF4","Pooled_OUD_vs_Control_results",3.13086288583197,0.00174494761940723
"Pooled_OUD_vs_Control_results_mlm","mlm","FOXL2","Pooled_OUD_vs_Control_results",3.10868712376384,0.00188131993545333
"Pooled_OUD_vs_Control_results_mlm","mlm","ETS2","Pooled_OUD_vs_Control_results",3.04415506614357,0.0023357788795323
"Pooled_OUD_vs_Control_results_mlm","mlm","SMAD1","Pooled_OUD_vs_Control_results",3.00923946836699,0.00262164139198442
"Pooled_OUD_vs_Control_results_mlm","mlm","GATA3","Pooled_OUD_vs_Control_results",-2.99191762811456,0.00277502132929483
"Pooled_OUD_vs_Control_results_mlm","mlm","SPI1","Pooled_OUD_vs_Control_results",-2.89584712042368,0.00378464900596457
"Pooled_OUD_vs_Control_results_mlm","mlm","TWIST1","Pooled_OUD_vs_Control_results",-2.54259900849546,0.0110091329861409
"Pooled_OUD_vs_Control_results_mlm","mlm","RARA","Pooled_OUD_vs_Control_results",2.36219808217948,0.0181745680005275
"Pooled_OUD_vs_Control_results_mlm","mlm","NFKB2","Pooled_OUD_vs_Control_results",2.32380297859611,0.0201440497913296
"Pooled_OUD_vs_Control_results_mlm","mlm","KLF5","Pooled_OUD_vs_Control_results",2.26839400525253,0.0233137122515369
"Pooled_OUD_vs_Control_results_mlm","mlm","RFX1","Pooled_OUD_vs_Control_results",-2.15360908473427,0.0312803938611035
"Pooled_OUD_vs_Control_results_mlm","mlm","MYB","Pooled_OUD_vs_Control_results",-2.0985769704027,0.0358642377904025
"Pooled_OUD_vs_Control_results_mlm","mlm","CEBPD","Pooled_OUD_vs_Control_results",2.09208860230018,0.0364406749531456
"Pooled_OUD_vs_Control_results_mlm","mlm","CEBPB","Pooled_OUD_vs_Control_results",2.05796545488018,0.0396038169394819
"Pooled_OUD_vs_Control_results_mlm","mlm","ATF4","Pooled_OUD_vs_Control_results",2.03393589896856,0.0419686192755572
"Pooled_OUD_vs_Control_results_mlm","mlm","AR","Pooled_OUD_vs_Control_results",2.01121764369504,0.0443132107988027
"Pooled_OUD_vs_Control_results_mlm","mlm","SOX2","Pooled_OUD_vs_Control_results",-1.99629472275382,0.0459127036404705
"Pooled_OUD_vs_Control_results_mlm","mlm","SRF","Pooled_OUD_vs_Control_results",1.98870474385746,0.0467447104555495
