gene,logFC,PValue,t_stat,contrast,oud_mean,ctrl_mean,n_oud,n_ctrl,FDR,significant_nominal,significant_strict,significant,direction
AL137800.1,1.5786274774131859,2.8349943474491925e-05,187.80825046723126,OUD_vs_Control_Putamen,3.1482508182525635,1.0540351700037718,2,2,0.865438724445815,True,True,True,Up
AC134312.4,-0.6694598496496705,8.51248918381484e-05,-108.37871192027768,OUD_vs_Control_Putamen,13.44061803817749,21.376998901367188,2,2,0.9420826923790787,True,False,True,Down
RPL38,0.3590303602231437,0.00011364452992143872,93.79694918673749,OUD_vs_Control_Putamen,3894.5145263671875,3036.5079345703125,2,2,0.9420826923790787,False,False,False,Up
AC211476.2,0.8004891308795,0.0001285709827746651,88.18335884943629,OUD_vs_Control_Putamen,114.32406616210938,65.63967514038086,2,2,0.9420826923790787,True,False,True,Up
MYLK-AS2,1.4324105486112653,0.00015430318936991493,80.49377293843969,OUD_vs_Control_Putamen,27.06242847442627,10.026935577392578,2,2,0.9420826923790787,True,True,True,Up
AC016266.1,-0.654072755241544,0.0002186048731038133,-67.62369034209907,OUD_vs_Control_Putamen,2.989644706249237,4.704517602920532,2,2,0.9994354396661795,True,False,True,Down
GGACT,0.8837105680386096,0.00028750455797706516,58.96359723217386,OUD_vs_Control_Putamen,113.92262649536133,61.74283981323242,2,2,0.9994354396661795,True,False,True,Up
EID2B,0.06573980558257837,0.00032897226401867484,55.120504574187116,OUD_vs_Control_Putamen,465.6331329345703,444.89161682128906,2,2,0.9994354396661795,False,False,False,Up
LINC00051,1.6849671819825156,0.0003436539465223136,53.92962177271906,OUD_vs_Control_Putamen,10.63100290298462,3.3063480854034424,2,2,0.9994354396661795,True,True,True,Up
BLACAT1,0.6767287689713523,0.0003705021329241612,51.93784636686324,OUD_vs_Control_Putamen,1.7432843446731567,1.0905675515532494,2,2,0.9994354396661795,True,False,True,Up
LINC00616,0.5724385383963443,0.00038738663907861195,50.79272026722015,OUD_vs_Control_Putamen,121.06175994873047,81.4115104675293,2,2,0.9994354396661795,True,False,True,Up
AC145207.2,0.5227507170151621,0.0004319911541497231,48.09742532739443,OUD_vs_Control_Putamen,23.226386070251465,16.166574001312256,2,2,0.9994354396661795,True,False,True,Up
TWISTNB,0.41092920194398935,0.00044719219083631497,47.27235045736229,OUD_vs_Control_Putamen,944.9343872070312,710.7218017578125,2,2,0.9994354396661795,False,False,False,Up
SMIM22,0.5298261692503119,0.0005170680608123139,43.959998928708785,OUD_vs_Control_Putamen,126.9376335144043,87.9218521118164,2,2,0.9994354396661795,True,False,True,Up
DVL1,-0.15597498975508015,0.0005693902240551358,-41.8899143993741,OUD_vs_Control_Putamen,734.9573669433594,818.8706359863281,2,2,0.9994354396661795,False,False,False,Down
OR4F15,2.2880753999325214,0.000595649564574155,40.955336894471465,OUD_vs_Control_Putamen,5.91569972038269,1.2112304866313934,2,2,0.9994354396661795,True,True,True,Up
AP003396.1,1.846680117021541,0.0006262730320393881,39.94055356557039,OUD_vs_Control_Putamen,4.4981536865234375,1.2506280988454819,2,2,0.9994354396661795,True,True,True,Up
TEX9,0.4197002106056652,0.0006458564673704547,39.3297825618571,OUD_vs_Control_Putamen,2120.880859375,1585.5280151367188,2,2,0.9994354396661795,False,False,False,Up
FAM131C,-0.9108170476243446,0.0006523729377001783,-39.13266806841719,OUD_vs_Control_Putamen,61.737178802490234,116.07268524169922,2,2,0.9994354396661795,True,False,True,Down
AC104035.1,-0.6421550846954082,0.0006924173488246578,-37.9830997197246,OUD_vs_Control_Putamen,230.00784301757812,358.9637451171875,2,2,0.9994354396661795,True,False,True,Down
AL136369.1,0.27453352088926225,0.0007077750099718864,37.56831834928393,OUD_vs_Control_Putamen,1.7991763651371002,1.4874107390642166,2,2,0.9994354396661795,False,False,False,Up
TOMM20,0.4289966896533453,0.000986152535226773,31.8204675685607,OUD_vs_Control_Putamen,5468.84765625,4062.140625,2,2,0.9994354396661795,False,False,False,Up
AC103957.2,1.5137888556781587,0.001007622682620524,31.47912379871704,OUD_vs_Control_Putamen,13.858919143676758,4.853259444236755,2,2,0.9994354396661795,True,False,True,Up
AC083864.5,0.2616088151851152,0.0010096653304520816,31.447216831163672,OUD_vs_Control_Putamen,517.1766052246094,431.4065856933594,2,2,0.9994354396661795,False,False,False,Up
SPC25,-0.7229424462151873,0.0010568090240584533,-30.736704818144197,OUD_vs_Control_Putamen,295.0567626953125,487.00445556640625,2,2,0.9994354396661795,True,False,True,Down
SAP30,0.5878979459501403,0.0011545768444381575,29.404395470575956,OUD_vs_Control_Putamen,1795.65771484375,1194.671875,2,2,0.9994354396661795,True,False,True,Up
PSG3,1.1533153041081154,0.0012253996666604715,28.540507888738738,OUD_vs_Control_Putamen,14.474570274353027,6.507634878158569,2,2,0.9994354396661795,True,False,True,Up
