gene,logFC,PValue,t_stat,contrast,oud_mean,ctrl_mean,n_oud,n_ctrl,FDR,significant_nominal,significant_strict,significant,direction
PLEKHN1,1.4296659846029194,0.0063986837824872335,12.441211582154548,OUD_vs_Control_Putamen,4.0376957654953,1.4988606125116348,2,2,0.9994354396661795,True,False,True,Up
AL031291.1,0.7272928025521367,0.004614397462431259,14.670179760129065,OUD_vs_Control_Putamen,47.87433052062988,28.917834281921387,2,2,0.9994354396661795,True,False,True,Up
FAM131C,-0.9108170476243446,0.0006523729377001783,-39.13266806841719,OUD_vs_Control_Putamen,61.737178802490234,116.07268524169922,2,2,0.9994354396661795,True,False,True,Down
AL139254.3,-1.601583027740563,0.004126838168592121,-15.518289084536306,OUD_vs_Control_Putamen,3.3828848004341125,10.266247749328613,2,2,0.9994354396661795,True,False,True,Down
LINC02800,1.0157385403621109,0.007275611747717729,11.659644615480667,OUD_vs_Control_Putamen,23.466279983520508,11.605837345123291,2,2,0.9994354396661795,True,False,True,Up
SERINC2,0.8741748771606965,0.008820063261498584,10.577338341327955,OUD_vs_Control_Putamen,41.17006301879883,22.460978507995605,2,2,0.9994354396661795,True,False,True,Up
CCDC17,-0.5244985196709266,0.009001932343256492,-10.468501363646777,OUD_vs_Control_Putamen,48.1392765045166,69.24514770507812,2,2,0.9994354396661795,True,False,True,Down
TMEM275,1.7220471712170984,0.0076446642759284275,11.371548279612542,OUD_vs_Control_Putamen,8.372654676437378,2.5379047989845276,2,2,0.9994354396661795,True,False,True,Up
DNAJB4,0.7311852104561612,0.008743296422321706,10.624289800791258,OUD_vs_Control_Putamen,67.72799301147461,40.79994010925293,2,2,0.9994354396661795,True,False,True,Up
LINC01361,-0.8136096821374001,0.005598678328693907,-13.30845547951487,OUD_vs_Control_Putamen,7.004226446151733,12.31065320968628,2,2,0.9994354396661795,True,False,True,Down
CD53,-0.9240078454143218,0.008658955622195532,-10.67658853728102,OUD_vs_Control_Putamen,1546.3944702148438,2934.0963134765625,2,2,0.9994354396661795,True,False,True,Down
OVGP1,0.9857833186042091,0.007594799089266784,11.409248811199097,OUD_vs_Control_Putamen,176.9974822998047,89.37514114379883,2,2,0.9994354396661795,True,False,True,Up
FCRLB,1.8702178550344135,0.0028502968836375373,18.69067573978334,OUD_vs_Control_Putamen,52.68454933166504,14.410916328430176,2,2,0.9994354396661795,True,False,True,Up
BLACAT1,0.6767287689713523,0.0003705021329241612,51.93784636686324,OUD_vs_Control_Putamen,1.7432843446731567,1.0905675515532494,2,2,0.9994354396661795,True,False,True,Up
AC008073.2,0.9066505119678355,0.0046171063825365885,14.665845572387118,OUD_vs_Control_Putamen,37.24252891540527,19.86598777770996,2,2,0.9994354396661795,True,False,True,Up
AC007317.1,1.8564686438392153,0.008688873575964422,10.657950018287082,OUD_vs_Control_Putamen,10.85118579864502,2.9965701699256897,2,2,0.9994354396661795,True,False,True,Up
LINC01819,1.2539471206059194,0.006249961656471937,12.589779544885348,OUD_vs_Control_Putamen,96.12398529052734,40.30473518371582,2,2,0.9994354396661795,True,False,True,Up
CLEC4F,1.0271142294529434,0.009143418510572519,10.386076313248163,OUD_vs_Control_Putamen,8.517068147659302,4.179245948791504,2,2,0.9994354396661795,True,False,True,Up
AC108479.3,0.5513064766678053,0.005824107567596876,13.046132979964,OUD_vs_Control_Putamen,159.06592559814453,108.5468864440918,2,2,0.9994354396661795,True,False,True,Up
IL1RN,2.4200230501741404,0.0020070922014632244,22.287523799414732,OUD_vs_Control_Putamen,18.983421325683594,3.547112464904785,2,2,0.9994354396661795,True,False,True,Up
CYP27C1,-0.5701567321173657,0.003281186617446416,-17.414609196888136,OUD_vs_Control_Putamen,76.08536911010742,112.96279525756836,2,2,0.9994354396661795,True,False,True,Down
SPC25,-0.7229424462151873,0.0010568090240584533,-30.736704818144197,OUD_vs_Control_Putamen,295.0567626953125,487.00445556640625,2,2,0.9994354396661795,True,False,True,Down
AC096647.1,-0.976409258892717,0.0019339792875866719,-22.70614681687335,OUD_vs_Control_Putamen,7.16868782043457,14.104839324951172,2,2,0.9994354396661795,True,False,True,Down
AC009974.1,-1.0521437709739747,0.008264268855815285,-10.931830331127438,OUD_vs_Control_Putamen,38.58662796020508,80.0135726928711,2,2,0.9994354396661795,True,False,True,Down
AC016717.2,0.9095866188660282,0.0019608078275906347,22.549819839636026,OUD_vs_Control_Putamen,20.187087059020996,10.746345520019531,2,2,0.9994354396661795,True,False,True,Up
GBX2,-1.0596413536466704,0.00715756116241755,-11.756453082891685,OUD_vs_Control_Putamen,3.449190378189087,7.189538240432739,2,2,0.9994354396661795,True,False,True,Down
AC093496.1,0.868057281134245,0.004518486749771369,14.826131106747486,OUD_vs_Control_Putamen,13.979350090026855,7.659064054489136,2,2,0.9994354396661795,True,False,True,Up
AC092053.6,-3.176525262293263,0.005568091871666149,-13.345266342649834,OUD_vs_Control_Putamen,3.0634405314922333,27.697389602661133,2,2,0.9994354396661795,True,False,True,Down
RPSA,0.6425503889951664,0.0026450223205746175,19.405393717761243,OUD_vs_Control_Putamen,5337.01806640625,3418.7845458984375,2,2,0.9994354396661795,True,False,True,Up
AC117461.1,1.7494204969634577,0.002220762619933215,21.1848134175209,OUD_vs_Control_Putamen,41.06195068359375,12.212695598602295,2,2,0.9994354396661795,True,False,True,Up
HTR1F,0.5111932205934407,0.0021298415100879584,21.633747646402213,OUD_vs_Control_Putamen,10.00414228439331,7.019325256347656,2,2,0.9994354396661795,True,False,True,Up
GPR15,0.6403717345108916,0.00672094254256586,12.136323195946225,OUD_vs_Control_Putamen,1.7604958415031433,1.1294419206678867,2,2,0.9994354396661795,True,False,True,Up
MYLK-AS2,1.4324105486112653,0.00015430318936991493,80.49377293843969,OUD_vs_Control_Putamen,27.06242847442627,10.026935577392578,2,2,0.9420826923790787,True,True,True,Up
AC112504.3,0.877970339312782,0.0016606066390209187,24.50897767689575,OUD_vs_Control_Putamen,6.990647792816162,3.803838014602661,2,2,0.9994354396661795,True,False,True,Up
SUCNR1,-1.1130426646570872,0.002266547047836333,-20.969032436152222,OUD_vs_Control_Putamen,177.92718505859375,384.85890197753906,2,2,0.9994354396661795,True,False,True,Down
LINC02067,-0.7302334507495692,0.007591051215889468,-11.412097330280227,OUD_vs_Control_Putamen,10.57668924331665,17.545749187469482,2,2,0.9994354396661795,True,False,True,Down
AC131235.3,-1.597219732378049,0.00867302950120258,-10.667808722477925,OUD_vs_Control_Putamen,7.070633888244629,21.392887115478516,2,2,0.9994354396661795,True,False,True,Down
AC046143.2,0.8127417127103289,0.006437124347720387,12.403648071924042,OUD_vs_Control_Putamen,13.42626667022705,7.643559217453003,2,2,0.9994354396661795,True,False,True,Up
AC006296.3,1.2447333886048433,0.0013078743926106134,27.624260092097053,OUD_vs_Control_Putamen,127.79484176635742,53.9276180267334,2,2,0.9994354396661795,True,False,True,Up
LNCPRESS2,0.9130019798248619,0.00895974615466017,10.493452954093943,OUD_vs_Control_Putamen,4.595804929733276,2.44073486328125,2,2,0.9994354396661795,True,False,True,Up
ENPEP,0.8318706120987717,0.009757469420272277,10.049280584022581,OUD_vs_Control_Putamen,117.04072952270508,65.75352096557617,2,2,0.9994354396661795,True,False,True,Up
LINC00616,0.5724385383963443,0.00038738663907861195,50.79272026722015,OUD_vs_Control_Putamen,121.06175994873047,81.4115104675293,2,2,0.9994354396661795,True,False,True,Up
