gene,logFC,PValue,t_stat,contrast,oud_mean,ctrl_mean,n_oud,n_ctrl,FDR,significant_nominal,significant_strict,significant,direction
GCNA,0.6423874337707172,0.004396794360110184,15.03128504780497,OUD_vs_Control_Caudate,1839.1343994140625,1178.2449340820312,2,2,0.7121861926826842,True,False,True,Up
Z93943.1,0.6272121639993959,0.006528715042107769,12.315483533699357,OUD_vs_Control_Caudate,160.5971908569336,103.9748420715332,2,2,0.7121861926826842,True,False,True,Up
L29074.1,1.1904270166565813,0.008282105923733157,10.919904605020125,OUD_vs_Control_Caudate,36.11261749267578,15.82357931137085,2,2,0.7121861926826842,True,False,True,Up
AC011005.4,2.1131452300338434,0.0012776194150817175,27.950062981914222,OUD_vs_Control_Caudate,5.42523980140686,1.2540037631988525,2,2,0.7121861926826842,True,False,True,Up
AL356309.1,1.7768400926971561,0.007876967867080044,11.200641952375278,OUD_vs_Control_Caudate,4.238670349121094,1.236936703324318,2,2,0.7121861926826842,True,False,True,Up
AL355597.1,-1.3304116551727734,0.0009520363076364631,-32.38642225540977,OUD_vs_Control_Caudate,1.325007140636444,3.332054018974304,2,2,0.7121861926826842,True,True,True,Down
AC025428.1,1.087453287733587,0.006654126638730395,12.197719108098507,OUD_vs_Control_Caudate,2.327597916126251,1.095347449183464,2,2,0.7121861926826842,True,False,True,Up
FP565171.1,1.3472239040713332,0.0062670912472120605,12.572399492210673,OUD_vs_Control_Caudate,2.8317770957946777,1.1130233071744442,2,2,0.7121861926826842,True,False,True,Up
AP001453.2,0.8143910005737951,0.00031538904310681815,56.29553510289583,OUD_vs_Control_Caudate,2.7683277130126953,1.5742053389549255,2,2,0.7121861926826842,True,False,True,Up
CABP2,0.7922283231688885,0.004196863541226174,15.387469778415092,OUD_vs_Control_Caudate,1.871618628501892,1.0807689782232046,2,2,0.7121861926826842,True,False,True,Up
GOLGA6A,2.133910852310079,0.0018855550569176398,22.99670159931298,OUD_vs_Control_Caudate,7.283477783203125,1.6594631969928741,2,2,0.7121861926826842,True,False,True,Up
AL133335.2,-1.3980335198793956,0.0003433630943966688,-53.952469758603975,OUD_vs_Control_Caudate,1.1527797318995,3.0380600690841675,2,2,0.7121861926826842,True,True,True,Down
AL022238.3,1.9155993562984297,0.008744098214461848,10.623796236905065,OUD_vs_Control_Caudate,5.171268105506897,1.3707056045532227,2,2,0.7121861926826842,True,False,True,Up
GGPS1,1.114319589522855,0.0009078580767984552,33.166157146145,OUD_vs_Control_Caudate,2.2321505546569824,1.0310503225773573,2,2,0.7121861926826842,True,True,True,Up
AC138028.6,1.1906995137885776,0.002000352010817595,22.32515427428234,OUD_vs_Control_Caudate,2.6688151955604553,1.169182300567627,2,2,0.7121861926826842,True,False,True,Up
KRT12,1.0418251522298538,0.002382489783133568,20.45066193524954,OUD_vs_Control_Caudate,4.892099142074585,2.3761542439460754,2,2,0.7121861926826842,True,False,True,Up
AC011500.3,1.0065068516595497,0.007618383755771089,11.391371689020263,OUD_vs_Control_Caudate,2.2278643250465393,1.1089194118976593,2,2,0.7121861926826842,True,False,True,Up
HIST1H1B,-2.10127457521079,0.0012603669002923322,-28.141074472738485,OUD_vs_Control_Caudate,1.1600371869280934,4.977583885192871,2,2,0.7121861926826842,True,False,True,Down
