gene,logFC,PValue,t_stat,contrast,oud_mean,ctrl_mean,n_oud,n_ctrl,FDR,significant_nominal,significant_strict,significant,direction
AC145350.4,0.9506323799861451,0.00019219122188160413,72.12247442321926,OUD_vs_Control_Male,2.0076996088027954,1.0387950539588928,2,2,0.4461649590477956,True,False,True,Up
LINC00705,1.6086751440674123,0.0001935575650576289,71.86738986572308,OUD_vs_Control_Male,3.6976698637008667,1.2124634683132172,2,2,0.4461649590477956,True,True,True,Up
AL583852.1,2.064155414810288,0.00022874736976239064,66.10699677829595,OUD_vs_Control_Male,5.8085291385650635,1.3889719545841217,2,2,0.4461649590477956,True,True,True,Up
AC006369.2,1.3702363542131273,0.00023275136850942735,65.53571713637052,OUD_vs_Control_Male,3.0064765214920044,1.1629889085888863,2,2,0.4461649590477956,True,True,True,Up
SLC5A4-AS1,1.8956131069390783,0.00023384673714301206,65.38199432023367,OUD_vs_Control_Male,770.0506591796875,206.95832061767578,2,2,0.4461649590477956,True,True,True,Up
GCK,1.0791462863693657,0.00026519197509113356,61.395058730871156,OUD_vs_Control_Male,77.15388107299805,36.51761245727539,2,2,0.4512520361756722,True,True,True,Up
AL365258.1,1.427324679353335,0.00026607713339542376,61.29281154073004,OUD_vs_Control_Male,11.598144054412842,4.312419056892395,2,2,0.4512520361756722,True,True,True,Up
AP005210.2,0.9201765344951015,0.00033770254426265675,54.40299575877771,OUD_vs_Control_Male,10.131230354309082,5.3537914752960205,2,2,0.5346992864661856,True,False,True,Up
AC007952.6,2.1443726739104703,0.00036196679057245664,52.54697398468347,OUD_vs_Control_Male,11.717769622802734,2.650479555130005,2,2,0.5346992864661856,True,True,True,Up
AL356276.1,-0.22797155135315253,0.00036782798885543605,-52.12640557014312,OUD_vs_Control_Male,1.1382452547550201,1.333098143339157,2,2,0.5346992864661856,False,False,False,Down
Z85996.3,1.6655970989458122,0.0003883398392576427,50.730309007776185,OUD_vs_Control_Male,5.992568254470825,1.8889406025409698,2,2,0.5376659103398242,True,True,True,Up
AL035252.2,1.5353851342911187,0.00041433374461636273,49.112253009933866,OUD_vs_Control_Male,13.012653827667236,4.48919939994812,2,2,0.5376659103398242,True,True,True,Up
AC022893.2,1.9941462318169147,0.000422707172278828,48.623080851200065,OUD_vs_Control_Male,17.214390754699707,4.321095108985901,2,2,0.5376659103398242,True,True,True,Up
LINC00871,1.1541817428310113,0.00046982032620433863,46.11912157284582,OUD_vs_Control_Male,378.9118194580078,170.25302124023438,2,2,0.5505494180549791,True,True,True,Up
AC067968.2,1.1830631316706455,0.00048791987120733475,45.25502156839097,OUD_vs_Control_Male,3.2574957609176636,1.4346513450145721,2,2,0.5505494180549791,True,True,True,Up
AC006364.1,1.647688469812823,0.0004958214312148786,44.89270831455229,OUD_vs_Control_Male,3.691018223762512,1.1779925301671028,2,2,0.5505494180549791,True,True,True,Up
PRKCG,2.2064640333514314,0.0005543734485882674,42.45395543509702,OUD_vs_Control_Male,143.61509704589844,31.116320610046387,2,2,0.5505494180549791,True,True,True,Up
AL121888.1,1.066377488627721,0.000555929463858341,42.39445118088518,OUD_vs_Control_Male,20.64413833618164,9.857916831970215,2,2,0.5505494180549791,True,True,True,Up
GOLGA6D,2.610306439611175,0.0005628429963279412,42.13305758384013,OUD_vs_Control_Male,11.879944801330566,1.9455118775367737,2,2,0.5505494180549791,True,True,True,Up
LDHC,-1.8477345878688924,0.0005724276273037757,-41.778533656100954,OUD_vs_Control_Male,45.34305763244629,163.20532989501953,2,2,0.5505494180549791,True,True,True,Down
AC003984.1,1.1934224078992353,0.0005858448080622788,41.296935003998755,OUD_vs_Control_Male,7.33476448059082,3.2072309255599976,2,2,0.5505494180549791,True,True,True,Up
AC135048.3,2.6044278883281593,0.0006042166017394166,40.66369110505404,OUD_vs_Control_Male,21.253801345825195,3.494827151298523,2,2,0.5505494180549791,True,True,True,Up
ALDOB,1.6854702248066322,0.0006327502241579554,39.735407398567126,OUD_vs_Control_Male,208.60875701904297,64.8567886352539,2,2,0.5505494180549791,True,True,True,Up
KLF5,0.837632009948269,0.0006574274747244,38.98179695831516,OUD_vs_Control_Male,132.02371215820312,73.8753547668457,2,2,0.5505494180549791,True,False,True,Up
B3GNT4,1.6706350748704424,0.0006611365271889314,38.87218875064199,OUD_vs_Control_Male,28.70847225189209,9.017762899398804,2,2,0.5505494180549791,True,True,True,Up
LINC00850,1.4190855954193022,0.0006822931119433439,38.264159744631414,OUD_vs_Control_Male,31.34471321105957,11.72133207321167,2,2,0.5505494180549791,True,True,True,Up
AC087491.1,1.337922578455537,0.0007331726837992766,36.91118178716613,OUD_vs_Control_Male,27.81510639190674,11.003374576568604,2,2,0.5505494180549791,True,True,True,Up
XCR1,1.777403139698546,0.0007472821232473518,36.560673877540324,OUD_vs_Control_Male,4.048671126365662,1.1810297593474388,2,2,0.5505494180549791,True,True,True,Up
SLC30A2,1.5666786513834814,0.0009402595554189788,32.588899273413396,OUD_vs_Control_Male,25.163387298583984,8.494774103164673,2,2,0.5505494180549791,True,True,True,Up
FAM25A,0.8621274927515089,0.0009433216394330739,32.53588862319727,OUD_vs_Control_Male,2.1761791706085205,1.197204701602459,2,2,0.5505494180549791,True,False,True,Up
LINC02143,2.187418061074448,0.000987875264534261,31.792668904819248,OUD_vs_Control_Male,16.91892957687378,3.7144492864608765,2,2,0.5505494180549791,True,True,True,Up
PRSS2,0.2527936227450991,0.0010092544738155588,31.45362679528154,OUD_vs_Control_Male,1.3744048923254013,1.1534963622689247,2,2,0.5505494180549791,False,False,False,Up
AC092376.2,1.3631852887917122,0.00102477294954963,31.21419821477298,OUD_vs_Control_Male,73.3277473449707,28.504188537597656,2,2,0.5505494180549791,True,False,True,Up
AL160396.2,2.2583523301742563,0.001064572491067125,30.624246456295236,OUD_vs_Control_Male,42.85162925720215,8.956442594528198,2,2,0.5505494180549791,True,False,True,Up
OSBPL10,0.7111948008207546,0.0010832596846062257,30.358523551881035,OUD_vs_Control_Male,835.4806213378906,510.3233184814453,2,2,0.5505494180549791,True,False,True,Up
Z82196.2,1.1198058231497656,0.0010967082019706165,30.171507143186595,OUD_vs_Control_Male,2.4021037220954895,1.1053418517112732,2,2,0.5505494180549791,True,False,True,Up
PDGFD,0.7985129362897322,0.0011181074494306734,29.880908721115905,OUD_vs_Control_Male,7264.59912109375,4176.719482421875,2,2,0.5505494180549791,True,False,True,Up
PLEKHN1,1.4100173891211283,0.0011590714251918357,29.347229692971506,OUD_vs_Control_Male,3.909409761428833,1.4711388498544693,2,2,0.5505494180549791,True,False,True,Up
AL390955.2,2.912385715440552,0.0011621907856396222,29.307750078925416,OUD_vs_Control_Male,14.392276287078857,1.9116748571395874,2,2,0.5505494180549791,True,False,True,Up
LZTS1,0.999230904993501,0.0011651926807973066,29.26990684858748,OUD_vs_Control_Male,307.6434783935547,153.9037628173828,2,2,0.5505494180549791,True,False,True,Up
AL132708.1,1.8793432644511225,0.0011923389279781425,28.93420128545638,OUD_vs_Control_Male,4.932614803314209,1.3407212942838669,2,2,0.5505494180549791,True,False,True,Up
AL365214.4,2.6430605994004948,0.0012070828769390847,28.756631101467736,OUD_vs_Control_Male,9.145914077758789,1.464153453707695,2,2,0.5505494180549791,True,False,True,Up
PTPN22,0.6764395656834828,0.0012243861509105077,28.552339733626155,OUD_vs_Control_Male,360.6254425048828,225.64606475830078,2,2,0.5505494180549791,True,False,True,Up
RIMS2,1.1431681838886847,0.0012896858984335782,27.818751206096987,OUD_vs_Control_Male,9681.54443359375,4383.456787109375,2,2,0.5505494180549791,True,False,True,Up
OR2B11,1.311384902455203,0.001340557018642851,27.284774286728307,OUD_vs_Control_Male,4.51358699798584,1.8186772167682648,2,2,0.5505494180549791,True,False,True,Up
LINC00574,0.8031744954080692,0.0013607297315407117,27.08136139221502,OUD_vs_Control_Male,51.105003356933594,29.287601470947266,2,2,0.5505494180549791,True,False,True,Up
UMODL1,1.203226510921053,0.0013875405989342566,26.817904090738054,OUD_vs_Control_Male,26.996474266052246,11.724647045135498,2,2,0.5505494180549791,True,False,True,Up
TMEM30B,1.316704508433197,0.0014357051387840502,26.363273879727092,OUD_vs_Control_Male,13.953980922698975,5.6018383502960205,2,2,0.5505494180549791,True,False,True,Up
GPR1,1.0882199673816035,0.0014572723480053731,26.16703829525469,OUD_vs_Control_Male,78.46977233886719,36.90757751464844,2,2,0.5505494180549791,True,False,True,Up
AL031985.3,0.6986070990424506,0.0014666127524260392,26.083397269146197,OUD_vs_Control_Male,62.25850296020508,38.361623764038086,2,2,0.5505494180549791,True,False,True,Up
AL606516.1,1.0841748390103025,0.001483982647709548,25.92995754195309,OUD_vs_Control_Male,84.61379623413086,39.909109115600586,2,2,0.5505494180549791,True,False,True,Up
KCNH2,2.0304893986156123,0.001496827648315102,25.81820991910418,OUD_vs_Control_Male,310.9884796142578,76.12128067016602,2,2,0.5505494180549791,True,False,True,Up
C20orf187,1.3433719064663667,0.0015213669995548398,25.608669955034056,OUD_vs_Control_Male,41.95671844482422,16.53507900238037,2,2,0.5505494180549791,True,False,True,Up
LINGO2,1.84614461581165,0.0015587195290127905,25.299261383264692,OUD_vs_Control_Male,1592.1588745117188,442.8345489501953,2,2,0.5505494180549791,True,False,True,Up
DGKH,0.7545674623953761,0.0015973935480121184,24.990402283145894,OUD_vs_Control_Male,4504.266845703125,2669.787353515625,2,2,0.5505494180549791,True,False,True,Up
AL137026.3,1.2384188238762333,0.0016162290879630562,24.84400478541725,OUD_vs_Control_Male,23.393583297729492,9.915064334869385,2,2,0.5505494180549791,True,False,True,Up
AC013391.1,1.7264295570755999,0.0016252975289604544,24.77442974069197,OUD_vs_Control_Male,3.8130041360855103,1.1522857584059238,2,2,0.5505494180549791,True,False,True,Up
ARMC2-AS1,2.314249214566329,0.001711877306403533,24.138236106423626,OUD_vs_Control_Male,32.433563232421875,6.521330833435059,2,2,0.5505494180549791,True,False,True,Up
LIN28B-AS1,0.6904101261305822,0.0017229618950089969,24.060264330775325,OUD_vs_Control_Male,94.89249420166016,58.80275917053223,2,2,0.5505494180549791,True,False,True,Up
LINC02269,0.7800106185064178,0.0017509082793135432,23.866976817131707,OUD_vs_Control_Male,103.80667495727539,60.453115463256836,2,2,0.5505494180549791,True,False,True,Up
AC011247.1,1.3146157554723112,0.001763818995282914,23.779235490264636,OUD_vs_Control_Male,3.0108362436294556,1.2104541957378387,2,2,0.5505494180549791,True,False,True,Up
LINC01924,1.7868824586281653,0.0017748550025574246,23.70499422823415,OUD_vs_Control_Male,393.3936004638672,114.00452041625977,2,2,0.5505494180549791,True,False,True,Up
AC079896.1,0.06419404850693543,0.001854656677466142,23.188010131286283,OUD_vs_Control_Male,1.0691174380481243,1.0225889114663005,2,2,0.5505494180549791,False,False,False,Up
AC108515.1,1.974385695914596,0.00185932200755426,23.158819476737218,OUD_vs_Control_Male,5.935205698013306,1.5103808045387268,2,2,0.5505494180549791,True,False,True,Up
TMPRSS13,-1.1776354338617299,0.0018622409319218206,-23.140611724634844,OUD_vs_Control_Male,7.091889381408691,16.042259693145752,2,2,0.5505494180549791,True,False,True,Down
AL121652.1,0.49746169159979514,0.0018827279779395332,23.01400979562855,OUD_vs_Control_Male,133.40345001220703,94.49659729003906,2,2,0.5505494180549791,False,False,False,Up
AC005019.2,1.7331377094647924,0.0019430118515442365,22.653153998602566,OUD_vs_Control_Male,6.018591403961182,1.8103744983673096,2,2,0.5505494180549791,True,False,True,Up
AC003101.2,1.86848805787066,0.0019537611029454877,22.590568665657305,OUD_vs_Control_Male,6.346860885620117,1.738153100013733,2,2,0.5505494180549791,True,False,True,Up
AC005486.1,1.7609160040691945,0.001968584238411146,22.505105433544085,OUD_vs_Control_Male,43.16331672668457,12.735801219940186,2,2,0.5505494180549791,True,False,True,Up
AC087235.1,1.4821975700233967,0.0019779528375820084,22.451586191369874,OUD_vs_Control_Male,55.13686180114746,19.735862731933594,2,2,0.5505494180549791,True,False,True,Up
AL121852.1,1.4492658262181821,0.001995942051415737,22.349878057458294,OUD_vs_Control_Male,77.35588455200195,28.328323364257812,2,2,0.5505494180549791,True,False,True,Up
EYA4,0.8119074613419914,0.0020020814688309976,22.31548060910149,OUD_vs_Control_Male,8062.180908203125,4592.44580078125,2,2,0.5505494180549791,True,False,True,Up
AL133372.3,1.232591959928118,0.0020218441341268213,22.20582071886807,OUD_vs_Control_Male,54.34670066833496,23.127358436584473,2,2,0.5505494180549791,True,False,True,Up
KREMEN2,2.3631153411118917,0.0020223218395564947,22.203189901558225,OUD_vs_Control_Male,29.137773513793945,5.663537263870239,2,2,0.5505494180549791,True,False,True,Up
LINC01876,0.7820179871536213,0.002036104623644078,22.127684182414384,OUD_vs_Control_Male,633.3565063476562,368.3302307128906,2,2,0.5505494180549791,True,False,True,Up
CD36,0.4375840000802535,0.0020368127015777428,22.12382583500355,OUD_vs_Control_Male,337.4918518066406,249.19388580322266,2,2,0.5505494180549791,False,False,False,Up
LINC02401,1.8150841503683515,0.002074691993163859,21.920305120890635,OUD_vs_Control_Male,7.772674560546875,2.2088982462882996,2,2,0.5505494180549791,True,False,True,Up
AC133565.1,-0.8151169772412454,0.0020813607949218362,-21.885050249961925,OUD_vs_Control_Male,28.594428062438965,50.310203552246094,2,2,0.5505494180549791,True,False,True,Down
AC005520.2,2.1978515496268374,0.002121562114851357,21.676054320695602,OUD_vs_Control_Male,1362.9153442382812,297.06373596191406,2,2,0.5505494180549791,True,False,True,Up
CRIM1-DT,2.018950406527761,0.0021352853703837885,21.60606424377764,OUD_vs_Control_Male,133.44849395751953,32.9267635345459,2,2,0.5505494180549791,True,False,True,Up
AC021683.5,0.6665176730592878,0.00213751621281349,21.594750375421643,OUD_vs_Control_Male,85.33106994628906,53.76075744628906,2,2,0.5505494180549791,True,False,True,Up
STEAP1,2.259748705707037,0.0022054765433900834,21.25834657324675,OUD_vs_Control_Male,57.22675323486328,11.949423789978027,2,2,0.5505494180549791,True,False,True,Up
AL161630.1,1.4515585547766603,0.0022235639368936608,21.171419962600925,OUD_vs_Control_Male,80.5704460144043,29.458667755126953,2,2,0.5505494180549791,True,False,True,Up
CAMK1G,1.8386182170574403,0.0022700655609611538,20.9527201043376,OUD_vs_Control_Male,124.76129531860352,34.881940841674805,2,2,0.5505494180549791,True,False,True,Up
LINC02076,2.1623011600975386,0.002294745929308289,20.839353760839657,OUD_vs_Control_Male,18.042582511901855,4.0307066440582275,2,2,0.5505494180549791,True,False,True,Up
AC120042.2,1.601492747109641,0.0023184929992639165,20.731985717808488,OUD_vs_Control_Male,6.89892315864563,2.2734423875808716,2,2,0.5505494180549791,True,False,True,Up
AC008805.2,0.9306624906467573,0.0023733028099962457,20.49034718225752,OUD_vs_Control_Male,15.674125671386719,8.22291874885559,2,2,0.5505494180549791,True,False,True,Up
AC012508.2,1.6228369115037904,0.0023846833444712825,20.44122023304347,OUD_vs_Control_Male,23.223971366882324,7.540738821029663,2,2,0.5505494180549791,True,False,True,Up
AC120114.2,2.1544671937566933,0.002415323816004918,20.310681059203414,OUD_vs_Control_Male,8.512646436691284,1.912076860666275,2,2,0.5505494180549791,True,False,True,Up
