Node,Degree,Betweenness,Closeness,PageRank
E2F1,324,0,0.0029940119760479044,6.268575770241432e-4
ZNF263,317,0,0.002652519893899204,6.268575770241431e-4
STAT1,291,272,0.0030120481927710845,6.405607775456485e-4
PRDM14,196,0,0.00510204081632653,6.268575770241431e-4
CEBPA,147,0,0.006711409395973154,6.268575770241431e-4
ETS1,146,160,0.00546448087431694,6.408793912470515e-4
ZBTB7A,92,166,0.011111111111111112,6.482797931980309e-4
MAZ,72,0,0.004424778761061947,6.26857577024143e-4
NR2F1,68,0,0.014705882352941176,6.268575770241431e-4
FOXO1,43,0,0.023255813953488372,6.268575770241431e-4
