Node,Degree,Betweenness,Closeness,PageRank
ZNF263,317,0,0.0031545741324921135,0.0010268562450120263
MNT,60,389.5,0.007142857142857143,0.0010935284855129114
BHLHE40,59,95.5,0.017241379310344827,0.0010367712626584912
PRDM14,196,0,0.002398081534772182,0.0010268562450120263
KLF9,68,0,0.014705882352941176,0.0010268562450120263
FOXK2,52,196,0.006896551724137931,0.0010434544452385618
BATF,49,0,0.02040816326530612,0.0010268562450120263
ZBTB7A,91,214,0.0026455026455026454,0.0010498253978609795
ARID3A,25,0,0.0038461538461538464,0.0010268562450120263
CEBPA,147,0,0.006802721088435374,0.0010268562450120263
CEBPB,42,0,0.023809523809523808,0.0010268562450120263
BCL6,46,0,0.021739130434782608,0.0010268562450120263
ZNF740,38,0,0.001594896331738437,0.0010268562450120263
TFDP1,12,0,0.08333333333333333,0.0010268562450120263
NFE2,48,0,0.020833333333333332,0.0010268562450120263
AATK,1,0,NA,0.0010296096450380838
ABCA7,1,0,NA,0.0010296096450380838
ABR,2,0,NA,0.0010395246626845487
ACOT7,1,0,NA,0.0010296096450380838
ACSF3,1,0,NA,0.0010296096450380838
ACTRT2,1,0,NA,0.0010296096450380838
ADCY3,1,0,NA,0.0010296096450380838
ADGRB1,1,0,NA,0.0010296096450380838
ADGRD1,1,0,NA,0.0010296096450380838
ADGRG1,1,0,NA,0.0010296096450380838
AGAP1,2,0,NA,0.0010340628481414523
AGAP3,3,0,NA,0.0010506610483679876
AGPAT2,1,0,NA,0.0010296096450380838
AGPAT3,2,0,NA,0.0010340628481414523
AGRN,3,0,NA,0.001052360365747199
AHDC1,3,0,NA,0.0010439778657879172
AHRR,3,0,NA,0.001058499180255423
AKT2,2,0,NA,0.0010470005524587265
ANK1,1,0,NA,0.0010296096450380838
ANKRD11,5,0,NA,0.001101761967142141
ANO7,1,0,NA,0.0010296096450380838
AP2A2,1,0,NA,0.0010296096450380838
APBA2,1,0,NA,0.0010296096450380838
ARAP1,1,0,NA,0.0010296096450380838
ARHGAP22,1,0,NA,0.0010296096450380838
ARHGAP23,2,0,NA,0.0010395246626845487
ARHGEF1,1,0,NA,0.0010296096450380838
ARHGEF16,1,0,NA,0.0010296096450380838
ARHGEF17,2,0,NA,0.0010340628481414523
ARID1B,2,0,NA,0.0010340628481414523
ASAP1,1,0,NA,0.0010296096450380838
ASAP2,1,0,NA,0.0010296096450380838
ASS1,2,0,NA,0.0010340628481414523
ATP11A,1,0,NA,0.0010296096450380838
ATP2B2,2,0,NA,0.0010395246626845487
BAHCC1,1,0,NA,0.0010296096450380838
BAIAP2,1,0,NA,0.0010296096450380838
BCOR,3,0,NA,0.0010492569097493784
BCR,3,0,NA,0.0010561228629110838
BIN1,1,0,NA,0.0010296096450380838
BLACE,1,0,NA,0.0010296096450380838
C2CD2,1,0,NA,0.0010296096450380838
CACNA1A,1,0,NA,0.0010296096450380838
CACNA1I,1,0,NA,0.0010296096450380838
CAMK2B,1,0,NA,0.0010296096450380838
CASZ1,2,0,NA,0.001052578797887037
CBFA2T3,2,0,NA,0.0010485841626089584
CBX8,1,0,NA,0.0010296096450380838
CCNY,1,0,NA,0.0010296096450380838
CDC42EP4,3,0,NA,0.0010439778657879172
CDH22,1,0,NA,0.0010296096450380838
CDH23,2,0,NA,0.0010340628481414523
CFAP46,1,0,NA,0.0010296096450380838
CHD5,1,0,NA,0.0010296096450380838
CHST8,1,0,NA,0.0010296096450380838
CLIP2,1,0,NA,0.0010296096450380838
CLTCL1,1,0,NA,0.0010296096450380838
COL13A1,1,0,NA,0.0010296096450380838
COL16A1,1,0,NA,0.0010296096450380838
COL18A1,1,0,NA,0.0010296096450380838
COL26A1,1,0,NA,0.0010296096450380838
COL27A1,1,0,NA,0.0010296096450380838
CPNE5,1,0,NA,0.0010296096450380838
CRTC1,1,0,NA,0.0010296096450380838
CSNK1D,2,0,NA,0.001046207845264619
CTNNA1,1,0,NA,0.0010296096450380838
CUX1,4,0,NA,0.001077687877141428
CUX2,1,0,NA,0.0010296096450380838
CXXC5,1,0,NA,0.0010296096450380838
DCAKD,1,0,NA,0.0010296096450380838
DENND1A,2,0,NA,0.0010474224574515579
DGCR8,1,0,NA,0.0010296096450380838
DGKZ,3,0,NA,0.0010468985512041026
DIP2C,1,0,NA,0.0010296096450380838
DISP3,1,0,NA,0.0010296096450380838
DLG5,1,0,NA,0.0010296096450380838
DLGAP4,2,0,NA,0.0010340628481414523
DNAH17,1,0,NA,0.0010296096450380838
DNAJB12,1,0,NA,0.0010296096450380838
DNAJB6,2,0,NA,0.0010470005524587265
DNM1,1,0,NA,0.0010296096450380838
DPP6,1,0,NA,0.0010296096450380838
DYSF,3,0,NA,0.0010522467608135404
EHD1,2,0,NA,0.0010395246626845487
ELL,2,0,NA,0.001046207845264619
EPB41L1,2,0,NA,0.0010340628481414523
EPHA2,1,0,NA,0.0010296096450380838
EPHB2,1,0,NA,0.0010296096450380838
EPHB4,2,0,NA,0.0010424453481007341
ERGIC1,2,0,NA,0.0010477935577101719
FADS2,1,0,NA,0.0010296096450380838
FAM102A,1,0,NA,0.0010296096450380838
FAM178B,1,0,NA,0.0010296096450380838
FAM78A,1,0,NA,0.0010296096450380838
FBLN2,1,0,NA,0.0010296096450380838
FBRS,1,0,NA,0.0010296096450380838
FBRSL1,1,0,NA,0.0010296096450380838
FGFR3,2,0,NA,0.0010424453481007341
FIBCD1,1,0,NA,0.0010296096450380838
FLNC,1,0,NA,0.0010296096450380838
FRMD1,1,0,NA,0.0010296096450380838
FTCD,1,0,NA,0.0010296096450380838
GABBR2,1,0,NA,0.0010296096450380838
GAK,1,0,NA,0.0010296096450380838
GLI2,2,0,NA,0.0010340628481414523
GNAO1,1,0,NA,0.0010296096450380838
GNAZ,1,0,NA,0.0010296096450380838
GRIN1,1,0,NA,0.0010296096450380838
GRIP2,1,0,NA,0.0010296096450380838
GRM4,1,0,NA,0.0010296096450380838
GSE1,2,0,NA,0.0010340628481414523
GSN,3,0,NA,0.0010590435483272694
HDAC4,2,0,NA,0.0010485841626089584
HDAC5,2,0,NA,0.0010340628481414523
HK1,1,0,NA,0.0010296096450380838
HPCAL1,2,0,NA,0.0010424453481007341
HSPG2,1,0,NA,0.0010296096450380838
IGF1R,2,0,NA,0.0010340628481414523
IGSF21,1,0,NA,0.0010296096450380838
IQSEC1,2,0,NA,0.0010424453481007341
IQSEC2,1,0,NA,0.0010296096450380838
ITGB2,2,0,NA,0.0010355472491759086
ITPK1,1,0,NA,0.0010296096450380838
ITPKB,2,0,NA,0.0010340628481414523
ITPR1,2,0,NA,0.0010470005524587265
KCNAB2,3,0,NA,0.0010689759604718613
KCNH2,1,0,NA,0.0010296096450380838
KCNN3,1,0,NA,0.0010296096450380838
KCNQ1,1,0,NA,0.0010296096450380838
KCNQ2,1,0,NA,0.0010296096450380838
KCP,1,0,NA,0.0010296096450380838
KDM2B,2,0,NA,0.001052578797887037
KIAA0513,1,0,NA,0.0010296096450380838
KIAA1522,3,0,NA,0.001052360365747199
KIF1A,1,0,NA,0.0010296096450380838
KLHL29,1,0,NA,0.0010296096450380838
KSR1,1,0,NA,0.0010296096450380838
LAMA5,2,0,NA,0.0010395246626845487
LAMC3,1,0,NA,0.0010296096450380838
LDLRAP1,1,0,NA,0.0010296096450380838
LGR6,1,0,NA,0.0010296096450380838
LHFPL2,1,0,NA,0.0010296096450380838
LHX3,1,0,NA,0.0010296096450380838
LINC00322,1,0,NA,0.0010296096450380838
LINGO1,2,0,NA,0.0010340628481414523
