Node,Degree,Betweenness,Closeness,PageRank
SPI1,102,0,0.00980392156862745,0.0023554351666470377
NFKB1,7,0,0.14285714285714285,0.0023554351666470377
ZNF263,317,0,0.0031545741324921135,0.0023554351666470377
ACP5,1,0,NA,0.002375063793035763
APBB1IP,1,0,NA,0.002375063793035763
B2M,1,0,NA,0.002375063793035763
BCL6,1,0,NA,0.002375063793035763
BPI,1,0,NA,0.002375063793035763
BTK,1,0,NA,0.002375063793035763
CCL5,1,0,NA,0.002375063793035763
CD14,1,0,NA,0.002375063793035763
CD163,1,0,NA,0.002375063793035763
CD22,1,0,NA,0.002375063793035763
CD33,1,0,NA,0.002375063793035763
CD40,1,0,NA,0.002375063793035763
CD47,1,0,NA,0.002375063793035763
CD53,1,0,NA,0.002375063793035763
CD58,1,0,NA,0.002375063793035763
CD68,1,0,NA,0.002375063793035763
CD86,1,0,NA,0.002375063793035763
CDKN2A,1,0,NA,0.002375063793035763
CIITA,1,0,NA,0.002375063793035763
CLEC4G,1,0,NA,0.002375063793035763
CREBBP,1,0,NA,0.002375063793035763
CSF1,1,0,NA,0.002375063793035763
CSF1R,1,0,NA,0.002375063793035763
CSF2,1,0,NA,0.002375063793035763
CSF2RA,1,0,NA,0.002375063793035763
CSF3R,1,0,NA,0.002375063793035763
CTSE,1,0,NA,0.002375063793035763
CTSG,1,0,NA,0.002375063793035763
CTSK,1,0,NA,0.002375063793035763
CTSS,1,0,NA,0.002375063793035763
CXCR1,1,0,NA,0.002375063793035763
CXCR2,1,0,NA,0.002375063793035763
CYBB,1,0,NA,0.002375063793035763
DAB2,1,0,NA,0.002375063793035763
DAPK2,1,0,NA,0.002375063793035763
EGR2,1,0,NA,0.002375063793035763
ELANE,1,0,NA,0.002375063793035763
ERAP2,1,0,NA,0.002375063793035763
ERG,1,0,NA,0.002375063793035763
FCER1A,1,0,NA,0.002375063793035763
FCGR1A,1,0,NA,0.002375063793035763
FES,1,0,NA,0.002375063793035763
FLI1,1,0,NA,0.002375063793035763
FLII,1,0,NA,0.002375063793035763
FOS,1,0,NA,0.002375063793035763
FPR1,1,0,NA,0.002375063793035763
GATA1,1,0,NA,0.002375063793035763
HCK,1,0,NA,0.002375063793035763
ICAM1,2,0,NA,0.002661080920414332
IFIT3,1,0,NA,0.002375063793035763
IL12B,1,0,NA,0.002375063793035763
IL1B,2,0,NA,0.002661080920414332
IL5,1,0,NA,0.002375063793035763
IL5RA,1,0,NA,0.002375063793035763
ITGA2B,1,0,NA,0.002375063793035763
ITGAM,1,0,NA,0.002375063793035763
ITGAX,1,0,NA,0.002375063793035763
ITGB1,1,0,NA,0.002375063793035763
ITGB2,2,0,NA,0.00238137962865611
JCHAIN,1,0,NA,0.002375063793035763
KCNMA1,1,0,NA,0.002375063793035763
LCP2,1,0,NA,0.002375063793035763
LSP1,1,0,NA,0.002375063793035763
LY96,1,0,NA,0.002375063793035763
MACROD1,1,0,NA,0.002375063793035763
MCM3AP,1,0,NA,0.002375063793035763
MME,1,0,NA,0.002375063793035763
MMP2,1,0,NA,0.002375063793035763
MNDA,1,0,NA,0.002375063793035763
MPO,1,0,NA,0.002375063793035763
MSR1,1,0,NA,0.002375063793035763
MYB,1,0,NA,0.002375063793035763
NCF1,1,0,NA,0.002375063793035763
NCF2,1,0,NA,0.002375063793035763
NCF4,1,0,NA,0.002375063793035763
NR3C1,1,0,NA,0.002375063793035763
P2RY10,1,0,NA,0.002375063793035763
PARG,1,0,NA,0.002375063793035763
PDGFRB,2,0,NA,0.00238137962865611
PPBP,1,0,NA,0.002375063793035763
PRTN3,1,0,NA,0.002375063793035763
PTGIR,1,0,NA,0.002375063793035763
PTPRC,1,0,NA,0.002375063793035763
PTPRE,1,0,NA,0.002375063793035763
REL,1,0,NA,0.002375063793035763
RNASE2,1,0,NA,0.002375063793035763
RUNX1,2,0,NA,0.00238137962865611
SCARB1,2,0,NA,0.00238137962865611
SCARB2,1,0,NA,0.002375063793035763
SERPINB1,1,0,NA,0.002375063793035763
STAT3,1,0,NA,0.002375063793035763
TAL1,1,0,NA,0.002375063793035763
TBXAS1,1,0,NA,0.002375063793035763
TFEC,1,0,NA,0.002375063793035763
TGFBR2,1,0,NA,0.002375063793035763
TLR4,1,0,NA,0.002375063793035763
TNF,2,0,NA,0.002661080920414332
TYROBP,1,0,NA,0.002375063793035763
VAV1,1,0,NA,0.002375063793035763
VIP,1,0,NA,0.002375063793035763
WAS,1,0,NA,0.002375063793035763
ZNF300,1,0,NA,0.002375063793035763
IL6,1,0,NA,0.0026414522940256067
PTGS2,1,0,NA,0.0026414522940256067
NOS2,1,0,NA,0.0026414522940256067
VCAM1,1,0,NA,0.0026414522940256067
AATK,1,0,NA,0.0023617510022673847
ABCA7,1,0,NA,0.0023617510022673847
ABR,1,0,NA,0.0023617510022673847
ACOT7,1,0,NA,0.0023617510022673847
ACSF3,1,0,NA,0.0023617510022673847
ACTRT2,1,0,NA,0.0023617510022673847
ADCY3,1,0,NA,0.0023617510022673847
ADGRB1,1,0,NA,0.0023617510022673847
ADGRD1,1,0,NA,0.0023617510022673847
ADGRG1,1,0,NA,0.0023617510022673847
AGAP1,1,0,NA,0.0023617510022673847
AGAP3,1,0,NA,0.0023617510022673847
AGPAT2,1,0,NA,0.0023617510022673847
AGPAT3,1,0,NA,0.0023617510022673847
AGRN,1,0,NA,0.0023617510022673847
AHDC1,1,0,NA,0.0023617510022673847
AHRR,1,0,NA,0.0023617510022673847
AKT2,1,0,NA,0.0023617510022673847
ANK1,1,0,NA,0.0023617510022673847
