Node,Degree,Betweenness,Closeness,PageRank
ZNF263,317,0,0.002531645569620253,0.0010834333823723002
PRDM14,196,0,0.002331002331002331,0.0010834333823723002
THAP11,116,0,0.008620689655172414,0.0010834333823723002
ZBTB7A,91,73,0.003125,0.00109622391535864
MAZ,72,0,0.002288329519450801,0.0010834333823723002
NR2F1,68,0,0.014705882352941176,0.0010834333823723002
MNT,59,267,0.006666666666666667,0.001111275704363755
STAT2,39,0,0.02564102564102564,0.0010834333823723002
RARA,39,168,0.02,0.0011003009600278216
SMAD3,34,36,0.022222222222222223,0.001086338487656264
