Module,TF_Count,Target_Count,Module_Activity,Activity_SD,TFs
High_Positive,68,1313,1.9852972912233442,1.0451815800527051,"ATF1,ATF2,ATF4,CEBPA,CEBPB,CEBPD,E2F1,E2F3,E2F4,E2F6,EPAS1,ERG,ESR1,ETS1,ETS2,FLI1,FOSL1,FOSL2,FOXL2,FOXM1,FOXO1,GATA3,HHEX,HIF1A,HNF1B,HNF4A,IRF2,IRF9,JUND,KLF13,KLF4,MBD1,MYBL2,NFATC1,NFIC,NFKB1,NR2F6,PPARA,PPARG,RARA,REL,RELA,RELB,REST,SMAD3,SMAD4,SNAI2,SOX9,SP3,SPI1,STAT1,STAT2,STAT3,STAT4,STAT5A,STAT6,TBP,TBX21,TEAD4,TFAP2A,THAP11,TP53,TWIST1,USF2,VDR,ZBTB7A,ZNF217,ZNF263"
High_Negative,68,368,-0.7400085608299245,0.5010212677722675,"ASCL1,ATF6,ATF7,BACH1,CLOCK,CREB1,CREM,CTCF,CTCFL,EBF1,EHF,ESRRA,ETV1,FOXA1,FOXK2,GATA6,GLI2,GRHL2,HMBOX1,HSF1,IKZF1,IRF3,KLF1,KLF3,KLF9,LYL1,MAF,MAX,MAZ,MBD2,MEF2B,MYC,MYOD1,NANOG,NEUROD1,NFE2,NFKB2,NFYB,NR1H2,NR2F1,NRF1,PBX2,PKNOX1,POU5F1,PRDM14,PROX1,RFX1,RFX5,SIX2,SIX5,SNAPC4,SOX10,SP2,SP4,SREBF2,TCF3,TEAD2,TFAP2C,TFAP4,THAP1,YY1,ZEB1,ZFX,ZKSCAN1,ZNF143,ZNF384,ZNF592,ZNF740"
Moderate,137,0,0.2246606833694546,0.31832575127992807,"AHR,AR,ARID2,ARID3A,ARNT,ARNTL,ATF3,BACH2,BATF,BCL11A,BCL6,BHLHE22,BHLHE40,CDX2,CEBPG,CREB3,CREB3L1,CUX1,DUX4,E2F2,E2F5,E2F7,EGR1,ELF1,ELF3,ELF5,ELK1,ELK4,EOMES,ESR2,ETV4,FOS,FOSB,FOXA2,FOXJ2,FOXO3,FOXO4,FOXP1,FOXP2,GABPA,GATA1,GATA2,GATA4,GFI1B,HBP1,HINFP,HNF1A,HNF4G,HOXA9,HOXB13,IRF1,IRF4,JUN,JUNB,KDM5B,KLF5,KLF6,KMT2A,LEF1,LHX2,MAFB,MAFF,MAFG,MAFK,MEF2A,MEF2C,MEIS1,MEIS2,MITF,MNT,MXI1,MYB,MYCN,NCOA1,NCOA2,NCOA3,NFATC2,NFE2L1,NFE2L2,NFYA,NPAS4,NR1H3,NR2C2,NR2F2,NR3C1,NR4A1,NR5A1,NR5A2,ONECUT1,OTX2,PAX5,PAX6,PAX8,PBX3,PDX1,PGR,POU2F1,POU2F2,POU4F2,PRDM1,RBPJ,RFX2,RUNX1,RUNX2,RUNX3,RXRA,SMAD1,SMAD5,SOX11,SOX13,SOX2,SOX6,SP1,SPIB,SREBF1,SRF,STAT5B,TAL1,TCF12,TCF4,TCF7,TCF7L2,TEAD1,TFDP1,TGIF2,TP63,TP73,USF1,WT1,XBP1,ZBED1,ZBTB11,ZBTB33,ZEB2,ZNF24,ZNF274,ZNF639"
