group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
5,12491,46.390156,8.961769,0.0,0.0,1.0,1.0
5,17496,46.389847,8.845396,0.0,0.0,1.0,1.0
5,20762,46.389526,13.298981,0.0,0.0,1.0,1.0
5,4265,46.388763,10.194183,0.0,0.0,1.0,1.0
5,20747,46.38853,7.148023,0.0,0.0,1.0,1.0
5,140,46.387856,6.9864297,0.0,0.0,1.0,1.0
5,655,46.38698,7.445951,0.0,0.0,1.0,1.0
5,12343,46.386356,22.685825,0.0,0.0,1.0,1.0
5,16054,46.385868,7.4638257,0.0,0.0,1.0,1.0
5,14663,46.385223,9.026568,0.0,0.0,1.0,1.0
5,4796,46.38521,9.9752865,0.0,0.0,1.0,1.0
5,19206,46.383724,17.237062,0.0,0.0,1.0,1.0
5,13027,46.383152,5.083095,0.0,0.0,1.0,1.0
5,2935,46.382195,13.820032,0.0,0.0,1.0,1.0
5,18833,46.381393,8.930292,0.0,0.0,1.0,1.0
6,17480,15.378519,11.055109,2.2810547503627715e-53,5.411228025380975e-51,1.0,1.0
6,21610,15.37607,19.498043,2.3689789579830454e-53,5.411228025380975e-51,1.0,1.0
6,4945,15.37495,9.16492,2.410278177957372e-53,5.411228025380975e-51,1.0,1.0
6,4177,15.374216,12.480634,2.4377575627312883e-53,5.411228025380975e-51,1.0,1.0
6,28277,15.37419,7.5270133,2.438724004623845e-53,5.411228025380975e-51,1.0,1.0
6,1526,15.373682,6.5767198,2.4579383150380144e-53,5.411228025380975e-51,1.0,1.0
6,2984,15.37285,7.2769995,2.489705621518532e-53,5.411228025380975e-51,1.0,1.0
6,23976,15.372553,3.064437,2.5011782195009117e-53,5.411228025380975e-51,1.0,1.0
6,27819,15.371289,5.298518,2.5504259107232178e-53,5.411228025380975e-51,1.0,1.0
6,10817,15.370837,5.521207,2.5682764763617017e-53,5.411228025380975e-51,1.0,1.0
6,10174,15.370617,69.82562,2.577044106920979e-53,5.411228025380975e-51,1.0,1.0
6,937,15.37054,8.220951,2.580109589677893e-53,5.411228025380975e-51,1.0,1.0
6,2824,15.369795,11.95996,2.6099304394492203e-53,5.411228025380975e-51,1.0,1.0
6,12321,15.3689995,14.344174,2.642187531352751e-53,5.411228025380975e-51,1.0,1.0
6,16095,15.368717,7.1542916,2.653728772299738e-53,5.411228025380975e-51,1.0,1.0
6,25463,15.367813,4.24929,2.690999168073939e-53,5.411228025380975e-51,1.0,1.0
6,24274,15.365317,16.84386,2.7966453279118977e-53,5.411228025380975e-51,1.0,1.0
6,29072,15.363598,3.7817383,2.8718619951014097e-53,5.411228025380975e-51,1.0,1.0
6,1948,15.361287,5.224122,2.9760791185458193e-53,5.411228025380975e-51,1.0,1.0
6,18420,15.358011,3.3966947,3.1303219018575748e-53,5.411228025380975e-51,1.0,1.0
6,29543,15.3553,6.686609,3.263972400045772e-53,5.411228025380975e-51,1.0,1.0
6,26375,15.351721,8.9110155,3.4491402647515834e-53,5.411228025380975e-51,1.0,1.0
6,5055,15.351423,3.7238963,3.46501223676954e-53,5.411228025380975e-51,1.0,1.0
6,7121,15.351079,3.3793614,3.4834376575922815e-53,5.411228025380975e-51,1.0,1.0
6,2502,15.349616,9.776373,3.562910896313928e-53,5.411228025380975e-51,1.0,1.0
6,82,15.347849,4.432693,3.6612449079787207e-53,5.411228025380975e-51,1.0,1.0
6,24173,15.344378,7.172426,3.8624247311078806e-53,5.411228025380975e-51,1.0,1.0
6,14034,15.342309,3.2067475,3.9875574044146074e-53,5.411228025380975e-51,1.0,1.0
6,18700,15.342057,10.001645,4.003044724180988e-53,5.411228025380975e-51,1.0,1.0
6,21980,15.341949,2.527988,4.00970046964318e-53,5.411228025380975e-51,1.0,1.0
6,15981,15.341927,5.4867444,4.0111281338947025e-53,5.411228025380975e-51,1.0,1.0
6,22565,15.338986,4.3169904,4.196949429764337e-53,5.411228025380975e-51,1.0,1.0
6,24460,15.338103,2.5759907,4.254433647257121e-53,5.411228025380975e-51,1.0,1.0
6,8996,15.336496,3.8088083,4.361060471933797e-53,5.411228025380975e-51,1.0,1.0
6,8221,15.335644,10.914194,4.418685799412818e-53,5.411228025380975e-51,1.0,1.0
6,7238,15.334504,3.2219296,4.496937747679944e-53,5.411228025380975e-51,1.0,1.0
6,15433,15.334494,7.551412,4.49764895574082e-53,5.411228025380975e-51,1.0,1.0
6,25404,15.33339,2.899371,4.574760689674251e-53,5.411228025380975e-51,1.0,1.0
6,7364,15.332923,5.9950566,4.607793900402336e-53,5.411228025380975e-51,1.0,1.0
6,23913,15.331341,4.488023,4.721371061078311e-53,5.411228025380975e-51,1.0,1.0
6,8812,15.329477,6.1455545,4.858813638862237e-53,5.411228025380975e-51,1.0,1.0
6,7758,15.328142,10.038328,4.959699296079915e-53,5.411228025380975e-51,1.0,1.0
6,28943,15.326427,2.4713554,5.092365198170063e-53,5.411228025380975e-51,1.0,1.0
6,5066,15.326273,5.8445497,5.104452858871335e-53,5.411228025380975e-51,1.0,1.0
6,16425,15.3225765,2.3714516,5.403284803624422e-53,5.411228025380975e-51,1.0,1.0
6,6508,15.3221245,3.8530946,5.440983410253966e-53,5.411228025380975e-51,1.0,1.0
6,7025,15.321405,3.0758142,5.501498981421114e-53,5.411228025380975e-51,1.0,1.0
6,14110,15.32121,1.8264397,5.518039972277381e-53,5.411228025380975e-51,1.0,1.0
6,17319,15.321041,2.8929503,5.532444689024631e-53,5.411228025380975e-51,1.0,1.0
6,29181,15.318248,11.7089405,5.775373457513484e-53,5.411228025380975e-51,1.0,1.0
