group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
0,11595,199.90735,7.1434746,0.0,0.0,1.0,1.0
0,20221,199.6226,16.277628,0.0,0.0,1.0,1.0
0,13981,199.49251,3.9269679,0.0,0.0,1.0,1.0
0,27264,199.47418,4.4247446,0.0,0.0,1.0,1.0
0,1194,199.4691,29.87386,0.0,0.0,1.0,1.0
0,11286,199.4657,19.181244,0.0,0.0,1.0,1.0
0,10657,199.44226,26.024588,0.0,0.0,1.0,1.0
0,22260,199.42467,6.3128314,0.0,0.0,1.0,1.0
0,5794,199.37997,6.1434517,0.0,0.0,1.0,1.0
0,5795,199.36514,4.8309345,0.0,0.0,1.0,1.0
0,16784,199.3602,6.680361,0.0,0.0,1.0,1.0
0,8488,199.34198,11.546828,0.0,0.0,1.0,1.0
0,14235,199.33401,36.45807,0.0,0.0,1.0,1.0
0,10389,199.26837,14.976336,0.0,0.0,1.0,1.0
0,2216,199.26372,6.8895187,0.0,0.0,1.0,1.0
0,27624,199.2547,5.9081874,0.0,0.0,1.0,1.0
0,11660,199.25243,6.7133017,0.0,0.0,1.0,1.0
0,1318,199.25194,8.3448305,0.0,0.0,1.0,1.0
0,24244,199.25171,5.138358,0.0,0.0,1.0,1.0
0,20205,199.24747,14.80199,0.0,0.0,1.0,1.0
0,25178,199.23778,7.5588136,0.0,0.0,1.0,1.0
0,18311,199.23398,7.4482718,0.0,0.0,1.0,1.0
0,10825,199.23154,5.0353894,0.0,0.0,1.0,1.0
0,16434,199.20703,9.041943,0.0,0.0,1.0,1.0
0,25301,199.15529,44.95857,0.0,0.0,1.0,1.0
0,7607,199.15149,14.723831,0.0,0.0,1.0,1.0
0,8519,199.13097,27.969723,0.0,0.0,1.0,1.0
0,1080,199.12762,17.253263,0.0,0.0,1.0,1.0
0,13714,199.10483,50.38383,0.0,0.0,1.0,1.0
0,5101,199.09325,2.9661055,0.0,0.0,1.0,1.0
0,11662,199.06323,2.7756052,0.0,0.0,1.0,1.0
0,7020,199.05115,15.347274,0.0,0.0,1.0,1.0
0,13665,199.0471,35.498096,0.0,0.0,1.0,1.0
0,4531,199.02847,7.0523562,0.0,0.0,1.0,1.0
0,17285,199.0176,6.8973193,0.0,0.0,1.0,1.0
0,24559,199.00597,6.5227637,0.0,0.0,1.0,1.0
0,2486,199.0051,12.754442,0.0,0.0,1.0,1.0
0,10507,198.97253,13.195721,0.0,0.0,1.0,1.0
0,7448,198.91469,10.398438,0.0,0.0,1.0,1.0
0,6913,198.91457,16.014257,0.0,0.0,1.0,1.0
0,7686,198.90024,20.264967,0.0,0.0,1.0,1.0
0,7318,198.89532,26.498917,0.0,0.0,1.0,1.0
0,11616,198.86974,5.8003426,0.0,0.0,1.0,1.0
0,7764,198.85204,24.696201,0.0,0.0,1.0,1.0
0,17509,198.83025,5.264192,0.0,0.0,1.0,1.0
0,16605,198.82219,5.0609074,0.0,0.0,1.0,1.0
0,29580,198.8157,10.288564,0.0,0.0,1.0,1.0
0,13982,198.79303,1.8904285,0.0,0.0,1.0,1.0
0,5154,198.78966,19.99422,0.0,0.0,1.0,1.0
0,15131,198.7875,7.963856,0.0,0.0,1.0,1.0
1,3807,124.35001,15.055374,0.0,0.0,1.0,1.0
1,26359,124.34854,5.7359123,0.0,0.0,1.0,1.0
1,12598,124.34505,25.42982,0.0,0.0,1.0,1.0
1,22406,124.34302,8.911842,0.0,0.0,1.0,1.0
1,2416,124.34188,29.86898,0.0,0.0,1.0,1.0
1,17193,124.341446,9.516896,0.0,0.0,1.0,1.0
1,10613,124.3408,6.0142503,0.0,0.0,1.0,1.0
1,21349,124.34006,3.1569002,0.0,0.0,1.0,1.0
1,8363,124.33976,7.3669906,0.0,0.0,1.0,1.0
1,14092,124.337395,16.52858,0.0,0.0,1.0,1.0
1,21069,124.33448,21.71362,0.0,0.0,1.0,1.0
1,19765,124.33403,6.4006243,0.0,0.0,1.0,1.0
1,1572,124.33395,10.800855,0.0,0.0,1.0,1.0
1,10905,124.33394,15.480498,0.0,0.0,1.0,1.0
1,11207,124.330505,11.0417185,0.0,0.0,1.0,1.0
1,11539,124.33014,7.1024776,0.0,0.0,1.0,1.0
1,25479,124.32804,6.7481756,0.0,0.0,1.0,1.0
1,9890,124.326866,8.18114,0.0,0.0,1.0,1.0
1,17708,124.32502,8.014314,0.0,0.0,1.0,1.0
1,19302,124.32471,8.909835,0.0,0.0,1.0,1.0
1,18595,124.32446,4.3503604,0.0,0.0,1.0,1.0
1,14923,124.323586,37.848076,0.0,0.0,1.0,1.0
1,13601,124.322975,36.95052,0.0,0.0,1.0,1.0
1,1588,124.32264,18.770325,0.0,0.0,1.0,1.0
1,16801,124.3212,6.558878,0.0,0.0,1.0,1.0
1,887,124.32031,10.359021,0.0,0.0,1.0,1.0
1,690,124.31841,11.644932,0.0,0.0,1.0,1.0
1,15081,124.318344,13.296048,0.0,0.0,1.0,1.0
1,30542,124.31775,12.070058,0.0,0.0,1.0,1.0
1,15049,124.31761,11.358557,0.0,0.0,1.0,1.0
1,8471,124.31742,15.5972595,0.0,0.0,1.0,1.0
1,5539,124.316986,7.5855527,0.0,0.0,1.0,1.0
1,12992,124.316505,4.6448026,0.0,0.0,1.0,1.0
1,6519,124.31602,41.564346,0.0,0.0,1.0,1.0
1,14966,124.31577,8.643495,0.0,0.0,1.0,1.0
1,29156,124.31432,11.547016,0.0,0.0,1.0,1.0
1,23201,124.314026,5.7183337,0.0,0.0,1.0,1.0
1,21706,124.313675,36.844337,0.0,0.0,1.0,1.0
1,12129,124.310616,21.465769,0.0,0.0,1.0,1.0
1,16152,124.31061,8.304351,0.0,0.0,1.0,1.0
1,26477,124.31005,7.724652,0.0,0.0,1.0,1.0
1,2582,124.30854,5.287615,0.0,0.0,1.0,1.0
1,17929,124.30806,13.861342,0.0,0.0,1.0,1.0
1,20469,124.30779,8.642096,0.0,0.0,1.0,1.0
1,26652,124.3071,6.624071,0.0,0.0,1.0,1.0
1,10058,124.30625,4.244325,0.0,0.0,1.0,1.0
1,8538,124.3062,39.937454,0.0,0.0,1.0,1.0
1,6451,124.30603,9.34506,0.0,0.0,1.0,1.0
1,27424,124.30596,10.716978,0.0,0.0,1.0,1.0
1,24473,124.305885,7.710038,0.0,0.0,1.0,1.0
2,3429,121.66471,14.8262,0.0,0.0,1.0,1.0
2,106,121.66376,12.402903,0.0,0.0,1.0,1.0
2,13967,121.662056,16.669569,0.0,0.0,1.0,1.0
2,24795,121.66145,8.511585,0.0,0.0,1.0,1.0
2,8550,121.65879,62.87948,0.0,0.0,1.0,1.0
2,19451,121.65866,46.54226,0.0,0.0,1.0,1.0
2,27622,121.65666,8.1078415,0.0,0.0,1.0,1.0
2,15523,121.65648,33.89751,0.0,0.0,1.0,1.0
2,24952,121.655655,12.392136,0.0,0.0,1.0,1.0
2,7317,121.64919,16.031906,0.0,0.0,1.0,1.0
2,6328,121.64786,8.729857,0.0,0.0,1.0,1.0
2,16242,121.645096,7.484616,0.0,0.0,1.0,1.0
2,10563,121.643936,8.941803,0.0,0.0,1.0,1.0
2,6327,121.64206,7.564467,0.0,0.0,1.0,1.0
2,13652,121.64013,8.69399,0.0,0.0,1.0,1.0
2,1822,121.640076,7.395514,0.0,0.0,1.0,1.0
2,18504,121.63899,26.488136,0.0,0.0,1.0,1.0
2,14478,121.63584,6.2428923,0.0,0.0,1.0,1.0
2,3580,121.63363,12.020109,0.0,0.0,1.0,1.0
2,11287,121.63277,8.615869,0.0,0.0,1.0,1.0
2,105,121.63069,10.974127,0.0,0.0,1.0,1.0
2,13991,121.62749,12.193649,0.0,0.0,1.0,1.0
2,4017,121.62621,7.9575176,0.0,0.0,1.0,1.0
2,28925,121.62505,7.1367216,0.0,0.0,1.0,1.0
2,15077,121.62383,9.061628,0.0,0.0,1.0,1.0
2,24450,121.622536,9.087818,0.0,0.0,1.0,1.0
2,3028,121.621895,7.005611,0.0,0.0,1.0,1.0
2,25939,121.62134,6.429528,0.0,0.0,1.0,1.0
2,16114,121.61434,12.185462,0.0,0.0,1.0,1.0
2,993,121.60568,8.731866,0.0,0.0,1.0,1.0
2,16276,121.60414,7.313474,0.0,0.0,1.0,1.0
2,2697,121.60387,5.2687507,0.0,0.0,1.0,1.0
2,10882,121.60292,10.3158,0.0,0.0,1.0,1.0
2,20518,121.59827,6.657416,0.0,0.0,1.0,1.0
2,1426,121.593185,6.730953,0.0,0.0,1.0,1.0
2,4489,121.59225,13.161361,0.0,0.0,1.0,1.0
2,21651,121.59111,8.1958885,0.0,0.0,1.0,1.0
2,2976,121.59026,20.58086,0.0,0.0,1.0,1.0
2,27152,121.5884,9.062454,0.0,0.0,1.0,1.0
2,21653,121.583626,7.3091125,0.0,0.0,1.0,1.0
2,28383,121.58251,7.7091494,0.0,0.0,1.0,1.0
2,9214,121.581055,10.281913,0.0,0.0,1.0,1.0
2,8158,121.57978,12.198176,0.0,0.0,1.0,1.0
2,8057,121.57911,6.623397,0.0,0.0,1.0,1.0
2,9597,121.57831,8.505568,0.0,0.0,1.0,1.0
2,7198,121.57738,10.352107,0.0,0.0,1.0,1.0
2,20419,121.57614,11.432633,0.0,0.0,1.0,1.0
2,10562,121.57352,10.055891,0.0,0.0,1.0,1.0
2,996,121.57015,8.064613,0.0,0.0,1.0,1.0
2,21649,121.56825,9.250935,0.0,0.0,1.0,1.0
3,11091,117.19771,22.338692,0.0,0.0,1.0,1.0
3,24181,117.19744,31.43538,0.0,0.0,1.0,1.0
3,10227,117.19438,12.488973,0.0,0.0,1.0,1.0
3,25306,117.19411,12.493408,0.0,0.0,1.0,1.0
3,25305,117.1899,10.309397,0.0,0.0,1.0,1.0
3,13101,117.1868,36.395115,0.0,0.0,1.0,1.0
3,21263,117.186646,22.31568,0.0,0.0,1.0,1.0
3,24010,117.18507,9.256219,0.0,0.0,1.0,1.0
3,15116,117.18432,54.929012,0.0,0.0,1.0,1.0
3,3032,117.183105,15.064201,0.0,0.0,1.0,1.0
3,2133,117.18035,72.86084,0.0,0.0,1.0,1.0
3,6147,117.17889,6.5730987,0.0,0.0,1.0,1.0
3,2087,117.16986,13.908118,0.0,0.0,1.0,1.0
3,27895,117.16959,12.885976,0.0,0.0,1.0,1.0
3,14079,117.164474,9.399951,0.0,0.0,1.0,1.0
3,27854,117.163284,8.165148,0.0,0.0,1.0,1.0
3,16389,117.15799,6.8442993,0.0,0.0,1.0,1.0
3,16336,117.15372,74.19221,0.0,0.0,1.0,1.0
3,4143,117.153656,10.6487255,0.0,0.0,1.0,1.0
3,4755,117.15194,8.900089,0.0,0.0,1.0,1.0
3,13099,117.1512,12.645062,0.0,0.0,1.0,1.0
3,12808,117.14802,9.3286,0.0,0.0,1.0,1.0
3,28491,117.14758,16.305065,0.0,0.0,1.0,1.0
3,6403,117.14706,30.195923,0.0,0.0,1.0,1.0
3,6558,117.14591,7.9416795,0.0,0.0,1.0,1.0
3,13171,117.14542,8.359853,0.0,0.0,1.0,1.0
3,21617,117.144684,4.58484,0.0,0.0,1.0,1.0
3,12356,117.14438,8.656898,0.0,0.0,1.0,1.0
3,26400,117.14212,5.841217,0.0,0.0,1.0,1.0
3,22943,117.140236,7.45146,0.0,0.0,1.0,1.0
3,27232,117.13847,8.0080185,0.0,0.0,1.0,1.0
3,11848,117.136665,75.42935,0.0,0.0,1.0,1.0
3,23369,117.13499,6.62499,0.0,0.0,1.0,1.0
3,4973,117.13205,7.322464,0.0,0.0,1.0,1.0
3,19861,117.13155,18.710564,0.0,0.0,1.0,1.0
3,7049,117.1293,15.542766,0.0,0.0,1.0,1.0
3,8516,117.1261,26.192724,0.0,0.0,1.0,1.0
3,10886,117.12481,7.894883,0.0,0.0,1.0,1.0
3,15117,117.12257,13.99976,0.0,0.0,1.0,1.0
3,22122,117.12,28.003551,0.0,0.0,1.0,1.0
3,3876,117.11857,6.3050895,0.0,0.0,1.0,1.0
3,27233,117.11806,9.561374,0.0,0.0,1.0,1.0
3,18998,117.11691,10.873462,0.0,0.0,1.0,1.0
3,25646,117.11483,5.231259,0.0,0.0,1.0,1.0
3,28162,117.10939,89.77432,0.0,0.0,1.0,1.0
3,3230,117.105,3.9251995,0.0,0.0,1.0,1.0
3,6772,117.09877,7.690979,0.0,0.0,1.0,1.0
3,18447,117.09485,6.7940016,0.0,0.0,1.0,1.0
3,6127,117.09228,7.9648366,0.0,0.0,1.0,1.0
3,620,117.08003,5.1008153,0.0,0.0,1.0,1.0
4,30138,46.475437,12.251626,0.0,0.0,1.0,1.0
4,30314,46.43941,12.530198,0.0,0.0,1.0,1.0
4,15616,45.498695,4.5499344,0.0,0.0,1.0,1.0
4,5719,45.428032,9.209723,0.0,0.0,1.0,1.0
4,24327,45.336296,7.5828676,0.0,0.0,1.0,1.0
4,17700,45.28489,6.3747644,0.0,0.0,1.0,1.0
4,20156,45.260727,15.323739,0.0,0.0,1.0,1.0
4,14629,45.23255,9.832367,0.0,0.0,1.0,1.0
4,15742,45.13684,6.106846,0.0,0.0,1.0,1.0
4,28652,45.04645,4.83128,0.0,0.0,1.0,1.0
4,23741,44.930004,6.3252196,0.0,0.0,1.0,1.0
4,3722,44.881744,5.7041116,0.0,0.0,1.0,1.0
4,25922,44.716045,7.3776264,0.0,0.0,1.0,1.0
4,9834,44.65453,4.1739182,0.0,0.0,1.0,1.0
4,4542,44.52795,3.9863698,0.0,0.0,1.0,1.0
4,28656,44.40139,5.08007,0.0,0.0,1.0,1.0
4,13425,44.28776,6.1531353,0.0,0.0,1.0,1.0
4,1248,44.18747,5.9239616,0.0,0.0,1.0,1.0
4,12261,44.145523,5.0748944,0.0,0.0,1.0,1.0
4,28655,44.102123,4.957704,0.0,0.0,1.0,1.0
4,29237,44.09937,7.1519227,0.0,0.0,1.0,1.0
4,24095,44.077362,6.001412,0.0,0.0,1.0,1.0
4,16648,43.99543,4.2283473,0.0,0.0,1.0,1.0
4,10425,43.962433,3.995157,0.0,0.0,1.0,1.0
4,19149,43.898804,30.629604,0.0,0.0,1.0,1.0
4,9763,43.874653,7.213578,0.0,0.0,1.0,1.0
4,26229,43.85387,4.4039617,0.0,0.0,1.0,1.0
4,20709,43.84983,6.990598,0.0,0.0,1.0,1.0
4,12256,43.824562,5.759944,0.0,0.0,1.0,1.0
4,12258,43.811794,4.5243464,0.0,0.0,1.0,1.0
4,14728,43.77243,3.975834,0.0,0.0,1.0,1.0
4,22255,43.710037,4.513477,0.0,0.0,1.0,1.0
4,18381,43.671104,3.8121908,0.0,0.0,1.0,1.0
4,15634,43.66667,3.549694,0.0,0.0,1.0,1.0
4,8908,43.607815,3.2967508,0.0,0.0,1.0,1.0
4,1739,43.58742,3.016722,0.0,0.0,1.0,1.0
4,12873,43.52513,3.248068,0.0,0.0,1.0,1.0
4,96,43.46764,4.3077593,0.0,0.0,1.0,1.0
4,3468,43.4616,2.8854628,0.0,0.0,1.0,1.0
4,14428,43.448086,4.0150266,0.0,0.0,1.0,1.0
4,17124,43.44079,3.445777,0.0,0.0,1.0,1.0
4,30137,43.4296,9.760597,0.0,0.0,1.0,1.0
4,23262,43.425385,6.319584,0.0,0.0,1.0,1.0
4,23737,43.41469,3.915091,0.0,0.0,1.0,1.0
4,9432,43.412613,4.705701,0.0,0.0,1.0,1.0
4,17439,43.404495,7.7699823,0.0,0.0,1.0,1.0
4,12169,43.40324,8.749373,0.0,0.0,1.0,1.0
4,18768,43.40048,4.266387,0.0,0.0,1.0,1.0
4,16954,43.393,11.490723,0.0,0.0,1.0,1.0
4,5289,43.37606,3.0657444,0.0,0.0,1.0,1.0
5,9187,46.41194,6.245115,0.0,0.0,1.0,1.0
5,14922,46.41072,8.4973545,0.0,0.0,1.0,1.0
5,20742,46.410675,8.1692505,0.0,0.0,1.0,1.0
5,4669,46.41031,8.335454,0.0,0.0,1.0,1.0
5,10333,46.409836,10.830281,0.0,0.0,1.0,1.0
5,5615,46.409412,10.601055,0.0,0.0,1.0,1.0
5,25031,46.408894,9.927738,0.0,0.0,1.0,1.0
5,17551,46.40816,10.139834,0.0,0.0,1.0,1.0
5,2457,46.408012,6.6502314,0.0,0.0,1.0,1.0
5,9075,46.40794,6.0342417,0.0,0.0,1.0,1.0
5,29160,46.40787,8.816563,0.0,0.0,1.0,1.0
5,9933,46.407146,6.14407,0.0,0.0,1.0,1.0
5,18703,46.406822,6.496361,0.0,0.0,1.0,1.0
5,29158,46.406765,10.051266,0.0,0.0,1.0,1.0
5,21466,46.406387,11.0604,0.0,0.0,1.0,1.0
5,24580,46.403984,11.293824,0.0,0.0,1.0,1.0
5,22229,46.40366,9.018266,0.0,0.0,1.0,1.0
5,27291,46.400356,10.92851,0.0,0.0,1.0,1.0
5,15524,46.398273,6.7863026,0.0,0.0,1.0,1.0
5,11103,46.39785,5.534955,0.0,0.0,1.0,1.0
5,29030,46.397373,18.597073,0.0,0.0,1.0,1.0
5,10246,46.397022,36.432404,0.0,0.0,1.0,1.0
5,2198,46.396927,7.5255094,0.0,0.0,1.0,1.0
5,11564,46.396496,12.579901,0.0,0.0,1.0,1.0
5,11605,46.396404,13.680024,0.0,0.0,1.0,1.0
5,19152,46.39566,18.046576,0.0,0.0,1.0,1.0
5,11700,46.39479,9.430784,0.0,0.0,1.0,1.0
5,12757,46.39452,14.3985195,0.0,0.0,1.0,1.0
5,17738,46.39429,6.831099,0.0,0.0,1.0,1.0
5,29094,46.393635,4.884792,0.0,0.0,1.0,1.0
5,18409,46.393597,7.9881854,0.0,0.0,1.0,1.0
5,1042,46.39328,5.3762865,0.0,0.0,1.0,1.0
5,12682,46.39295,25.303167,0.0,0.0,1.0,1.0
5,20610,46.392765,58.229366,0.0,0.0,1.0,1.0
5,6774,46.391796,6.575307,0.0,0.0,1.0,1.0
