Pathway,Overlap_Count,Pathway_Size,Query_Size,P_Value,Odds_Ratio,Fold_Enrichment,Overlap_Genes
glutamatergic,1,31,10,0.015395773389337817,73.61118967243348,64.51612903225806,GRIA4
