ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
PID_AMB2_NEUTROPHILS_PATHWAY,PID_AMB2_NEUTROPHILS_PATHWAY,6/89,16/1060,0.375,4.466292134831461,4.227740011467735,0.001193994930523922,0.13969740687129886,0.1344815342800628,PLAUR/ICAM1/HCK/SELPLG/IL6/MST1R,6
PID_TOLL_ENDOGENOUS_PATHWAY,PID_TOLL_ENDOGENOUS_PATHWAY,5/89,13/1060,0.38461538461538464,4.580812445980985,3.9310926361309613,0.002799346566940047,0.15868136027200216,0.15275668510215232,TLR2/S100A8/S100A9/TLR3/CD14,5
PID_IL23_PATHWAY,PID_IL23_PATHWAY,5/89,14/1060,0.35714285714285715,4.253611556982343,3.7084911422078073,0.004068752827487235,0.15868136027200216,0.15275668510215232,CCL2/IL18RAP/IL1B/IL6/SOCS3,5
PID_INTEGRIN3_PATHWAY,PID_INTEGRIN3_PATHWAY,6/89,21/1060,0.2857142857142857,3.4028892455858744,3.365650346963197,0.005725574606712902,0.1674730572463524,0.16122012708375805,PLAUR/VEGFA/SPP1/THBS1/F11R/ITGB3,6
PID_INTEGRIN2_PATHWAY,PID_INTEGRIN2_PATHWAY,5/89,17/1060,0.29411764705882354,3.502974223397224,3.148270587287737,0.010265814482441665,0.24022005888913495,0.23125097886763327,PLAUR/ICAM1/ICAM2/FCGR2A/F11R,5
PID_IL6_7_PATHWAY,PID_IL6_7_PATHWAY,5/89,19/1060,0.2631578947368421,3.1342400946185687,2.8407177085972855,0.016858999156972466,0.30738879205629943,0.29591183760705386,HCK/IRF1/IL6/MYC/SOCS3,5
PID_GLYPICAN_1PATHWAY,PID_GLYPICAN_1PATHWAY,4/89,13/1060,0.3076923076923077,3.6646499567847886,2.92530982312135,0.018435444858621267,0.30738879205629943,0.29591183760705386,HCK/VEGFA/FGF2/CRIPTO,4
PID_FRA_PATHWAY,PID_FRA_PATHWAY,5/89,20/1060,0.25,2.9775280898876404,2.7018072191732196,0.021018037063678593,0.30738879205629943,0.29591183760705386,PLAUR/CCL2/LIF/IL6/THBD,5
PID_P53_DOWNSTREAM_PATHWAY,PID_P53_DOWNSTREAM_PATHWAY,10/89,61/1060,0.16393442622950818,1.9524774359918953,2.3188370878581477,0.02590712466824048,0.33679262068712623,0.32421781748558265,BCL6/TP53I3/GADD45A/SPP1/TNFRSF10B/CDKN1A/LIF/BCL2A1/EPHA2/TNFRSF10D,10
PID_UPA_UPAR_PATHWAY,PID_UPA_UPAR_PATHWAY,4/89,16/1060,0.25,2.9775280898876404,2.4119359546785133,0.038618022239616544,0.45183086020351354,0.43496088206726,PLAUR/FPR2/FPR1/ITGB3,4
PID_IL12_2PATHWAY,PID_IL12_2PATHWAY,5/89,25/1060,0.2,2.3820224719101124,2.116159033426351,0.051576007766696894,0.4549479471988353,0.43796158659716944,GADD45B/IL1R1/IL18RAP/IL1B/B2M,5
PID_IL4_2PATHWAY,PID_IL4_2PATHWAY,5/89,25/1060,0.2,2.3820224719101124,2.116159033426351,0.051576007766696894,0.4549479471988353,0.43796158659716944,IL4R/JAK3/BCL6/SOCS3/ITGB3,5
PID_EPHA_FWDPATHWAY,PID_EPHA_FWDPATHWAY,4/89,18/1060,0.2222222222222222,2.64669163545568,2.132298694204276,0.05707161644069799,0.4549479471988353,0.43796158659716944,HCK/EPHA2/EFNA1/ARHGEF15,4
PID_IL1_PATHWAY,PID_IL1_PATHWAY,4/89,18/1060,0.2222222222222222,2.64669163545568,2.132298694204276,0.05707161644069799,0.4549479471988353,0.43796158659716944,IRAK3/IL1R2/IL1R1/IL1B,4
PID_P73PATHWAY,PID_P73PATHWAY,6/89,34/1060,0.17647058823529413,2.1017845340383343,1.9760403949916658,0.05832665989728658,0.4549479471988353,0.43796158659716944,IL4R/TP53I3/CDK2/CDKN1A/MYC/SERPINA1,6
PID_IL2_1PATHWAY,PID_IL2_1PATHWAY,5/89,27/1060,0.18518518518518517,2.2055763628797336,1.9202590215471087,0.06863562292362461,0.501897992629005,0.48315866137025226,JAK3/CISH/CDK2/MYC/SOCS3,5
PID_REG_GR_PATHWAY,PID_REG_GR_PATHWAY,6/89,36/1060,0.16666666666666666,1.9850187265917603,1.819613405066673,0.07378598421827512,0.5078211855022464,0.4888607003935256,ICAM1/FKBP5/NR4A1/CDKN1A/IRF1/IL6,6
PID_ARF6_PATHWAY,PID_ARF6_PATHWAY,4/89,20/1060,0.2,2.3820224719101124,1.8881948179449204,0.07948921704619456,0.5123903862299795,0.4932593011840558,USP6/EPHA2/EFNA1/ITGB3,4
PID_PI3KCI_PATHWAY,PID_PI3KCI_PATHWAY,4/89,22/1060,0.18181818181818182,2.1654749744637383,1.6716639801719873,0.10565596070696905,0.5123903862299795,0.4932593011840558,DAPP1/BLNK/HCK/ARAP3,4
PID_PTP1B_PATHWAY,PID_PTP1B_PATHWAY,4/89,22/1060,0.18181818181818182,2.1654749744637383,1.6716639801719873,0.10565596070696905,0.5123903862299795,0.4932593011840558,HCK/FCGR2A/SOCS3/ITGB3,4
PID_HIF2PATHWAY,PID_HIF2PATHWAY,3/89,14/1060,0.21428571428571427,2.552166934189406,1.7691716499827081,0.10591128640125519,0.5123903862299795,0.4932593011840558,VEGFA/ABCG2/EFNA1,3
PID_HIF1_TFPATHWAY,PID_HIF1_TFPATHWAY,5/89,32/1060,0.15625,1.8609550561797752,1.4965536177526184,0.12322407393319612,0.5123903862299795,0.4932593011840558,EDN1/CXCL12/VEGFA/ABCG2/ADM,5
PID_SYNDECAN_4_PATHWAY,PID_SYNDECAN_4_PATHWAY,3/89,15/1060,0.2,2.3820224719101124,1.6313079681906353,0.12466367601429845,0.5123903862299795,0.4932593011840558,CXCL12/THBS1/FGF2,3
PID_AVB3_INTEGRIN_PATHWAY,PID_AVB3_INTEGRIN_PATHWAY,6/89,42/1060,0.14285714285714285,1.7014446227929372,1.4037103914296123,0.13281895112740943,0.5123903862299795,0.4932593011840558,VEGFA/SPP1/FGF2/F11R/COL3A1/ITGB3,6
PID_INTEGRIN1_PATHWAY,PID_INTEGRIN1_PATHWAY,6/89,42/1060,0.14285714285714285,1.7014446227929372,1.4037103914296123,0.13281895112740943,0.5123903862299795,0.4932593011840558,PLAUR/VEGFA/SPP1/THBS1/COL3A1/CD14,6
