ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
PID_CXCR4_PATHWAY,PID_CXCR4_PATHWAY,38/821,41/1060,0.926829268292683,1.196637057722587,2.3789801138872715,0.0087361149076484,0.9966729858044452,0.9966729858044452,ITGA8/GNB1/PTPRC/PXN/RGS1/HCK/LIMK1/DNM1/CXCL12/PTPN6/ITGA4/PTK2B/PIK3CA/CXCR4/STAT5A/ITGA11/PLCB2/ITGAV/ARRB2/PIK3R5/VAV1/RALB/ITGA9/PIK3R1/PAK1/FOXO1/RHOC/ITGA5/ITGA2/PIK3CD/CFL1/GRK2/YES1/PLCB1/LCK/GNG2/CD247/PIK3R6,38
PID_WNT_NONCANONICAL_PATHWAY,PID_WNT_NONCANONICAL_PATHWAY,16/821,16/1060,1,1.2911084043848964,2.1736273697280164,0.016222669779816425,0.9966729858044452,0.9966729858044452,MAPK9/CAMK2A/NLK/DAAM1/NFATC2/MAPK8/MAPK10/WNT5A/ARRB2/FZD7/FZD5/CTHRC1/CHD7/YES1/FZD2/FLNA,16
PID_NETRIN_PATHWAY,PID_NETRIN_PATHWAY,13/821,13/1060,1,1.2911084043848964,1.9564722270289199,0.03532621008511331,0.9966729858044452,0.9966729858044452,TRIO/NTN1/CAMK2A/MAPK1/UNC5A/PIK3CA/MAP1B/PIK3R1/PAK1/DOCK1/PITPNA/YES1/DCC,13
PID_REELIN_PATHWAY,PID_REELIN_PATHWAY,13/821,13/1060,1,1.2911084043848964,1.9564722270289199,0.03532621008511331,0.9966729858044452,0.9966729858044452,PAFAH1B1/NCK2/GSK3B/RAPGEF1/MAPK8/PIK3CA/MAP1B/PIK3R1/LRP8/LRPAP1/DAB1/CDK5R1/GRIN2A,13
PID_HEDGEHOG_2PATHWAY,PID_HEDGEHOG_2PATHWAY,11/821,11/1060,1,1.2911084043848964,1.7979762489218243,0.05926527142103417,0.9966729858044452,0.9966729858044452,GLI2/LRP2/PIK3CA/SMO/ARRB2/PIK3R1/LRPAP1/HHIP/SHH/GRK2/PTCH1,11
PID_PLK1_PATHWAY,PID_PLK1_PATHWAY,21/821,23/1060,0.9130434782608695,1.178838108351427,1.6064056222487015,0.07942808255202283,0.9966729858044452,0.9966729858044452,PPP1R12A/TPX2/CLSPN/NINL/FZR1/PPP2CA/ECT2/TUBG1/TPT1/ROCK2/CENPE/PAK1/INCENP/CENPU/BUB1B/SPC24/WEE1/BUB1/CDK1/SSPOP/PRC1,21
PID_IL8_CXCR1_PATHWAY,PID_IL8_CXCR1_PATHWAY,15/821,16/1060,0.9375,1.2104141291108403,1.5711051385795598,0.09318977801557078,0.9966729858044452,0.9966729858044452,GNA15/PLD1/GNB1/HCK/DNM1/PRKCG/PLCB2/ARRB2/GNA14/PRKCB/PRKCE/GRK2/PLCB1/GNG2/PIK3R6,15
PID_INTEGRIN_CS_PATHWAY,PID_INTEGRIN_CS_PATHWAY,15/821,16/1060,0.9375,1.2104141291108403,1.5711051385795598,0.09318977801557078,0.9966729858044452,0.9966729858044452,ITGAL/ITGA8/ITGB8/ITGA4/ITGB4/ITGA11/ITGAV/ITGB7/ITGAX/ITGA9/ITGB2/ITGA5/ITGA2/ITGAM/ITGB3,15
PID_NCADHERIN_PATHWAY,PID_NCADHERIN_PATHWAY,14/821,15/1060,0.9333333333333333,1.2050345107592368,1.4816139510451616,0.1144701820119804,0.9966729858044452,0.9966729858044452,MAPK8/CNR1/GRIA2/PIK3CA/DAGLA/PIK3R1/GSN/CAMK2G/GJA1/LRP5/GAP43/JUP/PIP5K1C/CTNND1,14
PID_FGF_PATHWAY,PID_FGF_PATHWAY,23/821,26/1060,0.8846153846153846,1.1421343577251006,1.3593963018142652,0.1275253099568822,0.9966729858044452,0.9966729858044452,PLAUR/HGF/CDH1/FGFR3/CAMK2A/MAPK1/FGF9/MET/FGF1/SPP1/PTK2B/PIK3CA/PAK4/KLB/SPRY2/FGF2/IL17RD/PIK3R1/FGF18/FGF17/SDC2/FOS/CTNND1,23
PID_ECADHERIN_KERATINOCYTE_PATHWAY,PID_ECADHERIN_KERATINOCYTE_PATHWAY,8/821,8/1060,1,1.2911084043848964,1.5311314443741828,0.12851108893274724,0.9966729858044452,0.9966729858044452,CASR/CDH1/PIK3CA/PIK3R1/EGFR/JUP/CTNND1/FMN1,8
PID_MTOR_4PATHWAY,PID_MTOR_4PATHWAY,18/821,20/1060,0.9,1.1619975639464069,1.3549629503460203,0.13591781525979954,0.9966729858044452,0.9966729858044452,RB1CC1/SREBF1/PLD1/PXN/MAPK1/PPARGC1A/SGK1/YWHAH/KRAS/EIF4E/YWHAB/IRS1/YWHAG/CYCS/SFN/BNIP3/ULK1/SSPOP,18
PID_CDC42_PATHWAY,PID_CDC42_PATHWAY,27/821,31/1060,0.8709677419354839,1.124513771561039,1.303500361393649,0.13653518035174483,0.9966729858044452,0.9966729858044452,CDH1/MAPK9/RASGRF1/MAP2K4/PLD1/GSK3B/MAP3K1/MAPK1/ARHGEF7/PARD6A/LIMK1/MAPK8/ATF2/PIK3CA/ARHGEF6/PAK4/DIAPH3/PIK3R1/PAK1/EPS8/F2RL2/PRKCE/CFL1/YES1/LIMK2/IQGAP3/HES5,27
