"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Method"
"MEF2C",3.14591764425782,8.41600971659081,51.6575037620199,1.6585482354369e-63,7.64852612573587e-61,134.859325110086,"Mixed_Effects"
"RGS9",-3.55229274412349,4.27061797914978,-51.4277583068532,2.3500963591963e-63,1.0559766307322e-60,134.357197075098,"Mixed_Effects"
"SH3GL2",1.79484216419671,7.51324716172,51.1609663020094,3.52899242828266e-63,1.54605158283063e-60,134.104513320305,"Mixed_Effects"
"OTOGL",3.52257508258148,4.06050142882324,50.9149237802145,5.14343571081454e-63,2.19837969259302e-60,133.281877316277,"Mixed_Effects"
"CADPS2",2.86745963208331,6.40371130849422,50.7559742047965,6.56659869005954e-63,2.73983512963341e-60,133.49555123844,"Mixed_Effects"
"AACS",1.52175394157414,5.8315790494846,50.6564974736337,7.65407842797852e-63,3.1193039621371e-60,133.342400749448,"Mixed_Effects"
"LMO4",2.17725199186674,7.57760935628291,50.5445886402299,9.09724124695221e-63,3.6231830820816e-60,133.156204731783,"Mixed_Effects"
"ERC1",-1.0025804939149,7.4151169457106,-50.5286464789469,9.32414579302284e-63,3.63102957504294e-60,133.1285876663,"Mixed_Effects"
"GFOD1",1.2424865016804,7.55500877448786,50.1259337107363,1.74156962172089e-62,6.63462305457324e-60,132.503671087854,"Mixed_Effects"
"DCBLD1",2.43220524904515,3.32101158981154,50.053615835022,1.94931672574684e-62,7.26804814935908e-60,131.822263854052,"Mixed_Effects"
"PAK1",1.84439932362189,7.76096093136473,49.9829966246093,2.17639881036641e-62,7.9456693235127e-60,132.279884014296,"Mixed_Effects"
"DLGAP1",2.0722976186328,7.72589017170482,49.892967289874,2.50518709665106e-62,8.95936707790066e-60,132.140343387253,"Mixed_Effects"
"ENC1",2.32760527992397,9.55707080911481,49.8315307387883,2.75800927460528e-62,9.66627090563658e-60,132.037155250935,"Mixed_Effects"
"HTR2C",-4.27615743797442,5.66116621220576,-49.7989996793043,2.90218519658087e-62,9.97213595782024e-60,132.001147888928,"Mixed_Effects"
"SMYD2",2.23149126356316,5.05557346627939,49.6728627821465,3.53719258435076e-62,1.19203390092621e-59,131.787944126228,"Mixed_Effects"
"MIR600HG",1.38620841735056,6.09142800661991,49.5997329595058,3.96801932262858e-62,1.31199189829704e-59,131.694293345935,"Mixed_Effects"
"SV2C",-3.40086589713177,6.88220638885399,-49.5324591015216,4.41115986587753e-62,1.43150306462292e-59,131.582198527796,"Mixed_Effects"
"DIRAS1",1.73295418128245,6.22072199845763,49.3242585806154,6.12662561888336e-62,1.95205431536931e-59,131.259501247701,"Mixed_Effects"
"LY86-AS1",4.16628299317251,3.53909680211079,49.112932305101,8.56268241159225e-62,2.67950797465612e-59,130.01152134178,"Mixed_Effects"
"GNAL",-2.55276700883532,7.89477524489275,-48.8665740173508,1.26718743064121e-61,3.89582325167658e-59,130.511147608481,"Mixed_Effects"
"MLIP",2.90572439084052,4.62185559201136,48.7838987808504,1.445934389052e-61,4.3687162471978e-59,130.283462395715,"Mixed_Effects"
"CDK14",1.74834184671933,7.5534461044956,48.7186863869254,1.60478101708081e-61,4.76647161751255e-59,130.278394406843,"Mixed_Effects"
"GRID2",-1.55095213863962,5.39489843517558,-48.5913917844242,1.96761820704808e-61,5.74675691005174e-59,130.096453198763,"Mixed_Effects"
"STRBP",1.19191564538421,7.23672361015843,48.407806642217,2.64237718397378e-61,7.59098651999286e-59,129.77945344003,"Mixed_Effects"
"FMN1",3.27642221219648,5.04123891668301,48.248276398275,3.41695365303235e-61,9.65785416382884e-59,129.468325777348,"Mixed_Effects"
"EHD3",1.83026184781346,6.56132971163645,48.0316723717573,4.85041043265992e-61,1.34918400669734e-58,129.183334722167,"Mixed_Effects"
"BCL11B",-2.40345598591306,5.91634169688914,-47.767599265843,7.44951635785764e-61,2.03977069773589e-58,128.760456961571,"Mixed_Effects"
"CAMK2A",1.53282107754273,9.93866835233731,47.7371532992216,7.82843169283183e-61,2.11054518438746e-58,128.679478246081,"Mixed_Effects"
"CHML",1.80403575526119,6.18252362272889,47.6650238861166,8.80586705133862e-61,2.33809112435846e-58,128.591609148577,"Mixed_Effects"
"ABCA1",-2.14481467369521,6.77325756061364,-47.4387046346052,1.27517176549002e-60,3.33524030126077e-58,128.20627156057,"Mixed_Effects"
"INSYN2A",-2.40665324779847,3.58751577949604,-47.3027814147059,1.59398453244266e-60,4.10779190390077e-58,127.8686665723,"Mixed_Effects"
"KALRN",1.30096315504257,8.85361394840938,47.2554162576364,1.72312652002623e-60,4.37624190390431e-58,127.889461318115,"Mixed_Effects"
"NREP",2.07828513133318,5.72608860543885,47.1720434810293,1.9767300392629e-60,4.94860245829188e-58,127.792003608745,"Mixed_Effects"
"DOC2A",2.41207568593451,4.67399353155162,47.0485891407171,2.42340113065107e-60,5.98136357937034e-58,127.538226878349,"Mixed_Effects"
"ADCY1",2.43424625626848,8.13279759304714,46.9205568831817,2.99510950990627e-60,7.28976375716631e-58,127.340888151039,"Mixed_Effects"
"RGS4",4.11742939281749,7.79014035738123,46.8471716533996,3.38254178526303e-60,8.11995373218485e-58,127.233070875603,"Mixed_Effects"
"EPHA4",1.91002184610137,7.65701741802762,46.6314801686606,4.84136115058661e-60,1.14648665949837e-57,126.860345227129,"Mixed_Effects"
"SERPINF1",3.87058978154113,3.56170575965546,46.5931610180392,5.16063398055955e-60,1.20579933167101e-57,126.153265634234,"Mixed_Effects"
"PPFIBP1",1.70465121852254,6.80661337075043,46.5732633980355,5.33474185909529e-60,1.23007916235244e-57,126.774713343557,"Mixed_Effects"
"NRXN1",1.10076688443266,9.39473495719861,46.5141878001825,5.88750326203382e-60,1.33990398914131e-57,126.654464608059,"Mixed_Effects"
"GABRB2",1.68778735615688,8.78754012524826,46.4618828884927,6.4251569420062e-60,1.44351859297073e-57,126.569152049244,"Mixed_Effects"
"RAPGEF2",0.902466075179439,8.3522428369753,46.3937558642229,7.2007286518962e-60,1.59728568222568e-57,126.455444480776,"Mixed_Effects"
"SNAP25",1.60665961685873,10.4935188036912,46.0231203003727,1.342216461682e-59,2.94012515931443e-57,125.826997068002,"Mixed_Effects"
"TMEM272",-5.16406636590439,3.65835026065506,-45.9943032119308,1.40907616387203e-59,3.04847539453005e-57,125.375133948283,"Mixed_Effects"
"NRCAM",1.22096214972263,9.43356241197024,45.9682808109312,1.47234465294448e-59,3.14650825587793e-57,125.734303418929,"Mixed_Effects"
"ALS2",0.785217484191223,6.8959858907612,45.9557499691152,1.50382898091187e-59,3.17507217608428e-57,125.727625162167,"Mixed_Effects"
"PIP4K2C",1.21022547697467,5.61066372404711,45.8466339570763,1.80847475276792e-59,3.77282280565537e-57,125.57326566667,"Mixed_Effects"
"MIR124-2HG",1.37002703305424,6.29029022017759,45.832121859517,1.85344919385431e-59,3.82115807918858e-57,125.532837826375,"Mixed_Effects"
"FAM217B",1.0538887488568,6.74115030735852,45.7491800176496,2.13311189529335e-59,4.34658754106055e-57,125.380537050239,"Mixed_Effects"
"TMTC1",-1.49012947649546,7.78248244147492,-45.7212227808501,2.23670727231773e-59,4.50529405058573e-57,125.319298477654,"Mixed_Effects"
"DIRAS2",2.30164475478632,8.14693565646384,45.5706992514386,2.8886680910255e-59,5.75238859399214e-57,125.064889242406,"Mixed_Effects"
"SPTSSB",2.66190937990614,3.38659232074219,45.225444616457,5.20942200269753e-59,1.02572933904799e-56,124.155557323145,"Mixed_Effects"
"UBE2QL1",2.20560281239373,5.46568338323801,45.1754045501428,5.67618684450467e-59,1.10521664736778e-56,124.438241071846,"Mixed_Effects"
"ISL1",-8.62782511817309,-1.43318297904328,-45.0803166109769,6.68310663329725e-59,1.28697539166924e-56,117.939581906094,"Mixed_Effects"
"CBLN2",5.49124384491214,4.14888078720309,44.9828892868246,7.90293780440902e-59,1.50533784874417e-56,123.394918914769,"Mixed_Effects"
"KIAA1549L",1.46786955099769,8.45010854749511,44.9745100330656,8.01784068289003e-59,1.51080258201037e-56,124.036120269352,"Mixed_Effects"
"LOC124903925",5.97352655453051,-2.67730515048112,44.9646060519165,8.15583410379836e-59,1.52045571101024e-56,114.112824429564,"Mixed_Effects"
"TNFAIP8L1",2.47164188609181,3.49803877101355,44.9525748867596,8.3267035988383e-59,1.53597004069518e-56,123.760209175297,"Mixed_Effects"
"DCAF6",1.35020360791775,7.15385623382636,44.847350672821,9.98442840755322e-59,1.80756686311639e-56,123.82651005078,"Mixed_Effects"
"SPATS2",1.28234484632352,4.98655675313571,44.8461380836185,1.00053632573779e-58,1.80756686311639e-56,123.872393362845,"Mixed_Effects"
"SYT1",1.82972317494861,10.2304296457173,44.6605122663285,1.37960038879672e-58,2.46348114618398e-56,123.487008857616,"Mixed_Effects"
"ADAM11",2.56931346537345,5.18040334482044,44.6554692830615,1.39171783538127e-58,2.46348114618398e-56,123.53742888107,"Mixed_Effects"
"SCN1A",1.53839517602916,8.32238583030098,44.61204288461,1.500624845829e-58,2.62969497983074e-56,123.407426004458,"Mixed_Effects"
"ZBTB18",1.50179664648051,7.36892762568783,44.5485423320831,1.67560453853528e-58,2.90725682507844e-56,123.304932387707,"Mixed_Effects"
"HTR2A",2.69784379245981,5.89386086876299,44.4845686301762,1.87280083458137e-58,3.21754527698077e-56,123.239246221363,"Mixed_Effects"
"STXBP5",1.28975081008922,8.10379085513656,44.3617664314738,2.31966590146188e-58,3.94658497642893e-56,122.970705800912,"Mixed_Effects"
"SFT2D2",-1.76945344634169,6.35821968182003,-44.1790866879091,3.19236962459236e-58,5.37914281743812e-56,122.67051381071,"Mixed_Effects"
"PPM1L",1.27444242332972,7.8112975691607,44.0616887633502,3.92210497046942e-58,6.54580642881011e-56,122.445650997519,"Mixed_Effects"
"EFR3A",1.45391108501543,7.73720839803501,43.9503509031352,4.76994243038565e-58,7.88570482547907e-56,122.250153522261,"Mixed_Effects"
"MPPED1",3.4948512657063,5.1106097150809,43.8762393428083,5.43499280910667e-58,8.90119756885843e-56,122.156041768806,"Mixed_Effects"
"KCNH7",1.83574854319818,5.27707204591006,43.7498404208157,6.79331301680845e-58,1.10227793802362e-55,121.956534662868,"Mixed_Effects"
"DPY19L1",1.86039590654577,6.20298543647794,43.7422540872079,6.88501063571467e-58,1.10690758147031e-55,121.91701971796,"Mixed_Effects"
"FLRT2",1.42970241391556,7.69661467245922,43.6219544976813,8.51856706963689e-58,1.35708517571197e-55,121.668100992443,"Mixed_Effects"
"PRICKLE1",1.80721798166508,5.30449885342952,43.5448026648093,9.76762016333372e-58,1.54205203371405e-55,121.592420322456,"Mixed_Effects"
"ZNF599",-1.77105646658752,2.60274018264343,-43.4875304168191,1.08134032086231e-57,1.69191140917778e-55,121.208295512436,"Mixed_Effects"
"OTOF",-4.9501107360675,4.02998889422978,-43.4620445664503,1.13145329533998e-57,1.75465376526883e-55,121.227628896351,"Mixed_Effects"
"LRRC4",1.35646377970427,5.8839956676535,43.3751432313245,1.32069158731589e-57,2.03015784001084e-55,121.266513912051,"Mixed_Effects"
"DLX6",-2.96332920753185,2.09273149319577,-43.3632447733528,1.34898518608447e-57,2.05561881747341e-55,120.595563896847,"Mixed_Effects"
"VPS36",0.884639471824289,6.51684820929141,43.0584701388258,2.32596935664024e-57,3.51381784532445e-55,120.674732272606,"Mixed_Effects"
"CA10",3.04311627234222,5.06663266973665,42.9303391742837,2.92773308524155e-57,4.38509355433956e-55,120.489144036103,"Mixed_Effects"
"ARFGEF2",0.887907686474758,7.66828004527464,42.7261239747194,4.23021888874085e-57,6.28223354290633e-55,120.056645760918,"Mixed_Effects"
"RAB15",1.39898831578317,6.26936471809273,42.7046577332145,4.39748429164878e-57,6.4757575400717e-55,120.047433160247,"Mixed_Effects"
"BMAL2",1.6212280486989,5.1731182125417,42.6227233257503,5.09985444815934e-57,7.44748744579536e-55,119.939733837576,"Mixed_Effects"
"RB1CC1",0.81275941248791,8.20414365680556,42.5958609319207,5.35403123736431e-57,7.75219689967155e-55,119.81565757256,"Mixed_Effects"
"HERC1",0.721807068685989,9.61020622389707,42.5889856412512,5.42112242623112e-57,7.75219689967155e-55,119.797630783154,"Mixed_Effects"
"BASP1",1.60119689016095,6.80407409087939,42.5869423792506,5.44122471273454e-57,7.75219689967155e-55,119.821541030707,"Mixed_Effects"
"S100PBP",-1.15259813566008,5.79162158848619,-42.5324136990952,6.00649095841791e-57,8.44442621125721e-55,119.737690130658,"Mixed_Effects"
"LINC00523",-8.14516157198359,-1.46256372263639,-42.5308570815894,6.02347224610335e-57,8.44442621125721e-55,114.219119126148,"Mixed_Effects"
"CHRM3",2.65828620337323,6.42680913471326,42.4857708515209,6.53698361060677e-57,9.09159530097405e-55,119.662922166207,"Mixed_Effects"
"ROBO1",-1.09783392688211,7.06595604630018,-42.4429358885043,7.06587175350461e-57,9.74979028412715e-55,119.54482767181,"Mixed_Effects"
"DCLK3",-2.71585814873436,4.22535365368344,-42.407493689272,7.53609353610672e-57,1.03173830567761e-54,119.545966472078,"Mixed_Effects"
"PEG10",-2.73148158825133,9.05552438926829,-42.354329772826,8.301522004684e-57,1.12771993496188e-54,119.372250679736,"Mixed_Effects"
"DPP10",1.85908892218444,6.90642933115649,42.3453995330496,8.4376081782038e-57,1.13738958242187e-54,119.380165940674,"Mixed_Effects"
"PTPN3",3.78204633573956,3.82424800127491,42.3370527373163,8.56684394024935e-57,1.14599521533534e-54,119.12195911732,"Mixed_Effects"
"BASP1-AS1",2.40772233577095,3.89172288013568,42.2397930344329,1.02289653159198e-56,1.35797263784984e-54,119.141451521497,"Mixed_Effects"
"CNTNAP2",1.33188038188119,6.97404566180556,42.0683942190267,1.39940036805652e-56,1.84384150750544e-54,118.865882531963,"Mixed_Effects"
"RSPO2",4.45219711058587,3.37987412790351,41.9733391584491,1.66588595880654e-56,2.17858101060641e-54,118.058330112211,"Mixed_Effects"
"ZNF697",1.83914333415959,4.93967513107546,41.9547698657088,1.72366324729649e-56,2.2374425737499e-54,118.728367241869,"Mixed_Effects"
"BCL2L2",0.907324644473249,7.23694046453379,41.9496164774681,1.74005427438083e-56,2.24211111060659e-54,118.640572777944,"Mixed_Effects"
"SLC16A7",1.33110132147714,6.25035731275823,41.8931927063292,1.93017608185082e-56,2.46893471958787e-54,118.562137405024,"Mixed_Effects"
"SYNGR1",1.15223768957748,8.21084635449048,41.8256671099755,2.18557023171177e-56,2.775357444965e-54,118.402766757253,"Mixed_Effects"
"SBNO1",0.688307717421304,7.71632579832683,41.7982221645629,2.29891053777692e-56,2.89828117007215e-54,118.354616996357,"Mixed_Effects"
"SYTL5",-2.49273204164579,5.42815005081494,-41.7705699639412,2.41912609344414e-56,3.02241422512393e-54,118.364466139775,"Mixed_Effects"
"SLC44A5",2.15572115252698,4.28541834858725,41.7677211202669,2.43186718638709e-56,3.02241422512393e-54,118.357674323583,"Mixed_Effects"
"RASA1",0.946777421255147,6.82157976773055,41.5763203699853,3.46369235410353e-56,4.26694443312388e-54,117.955625928391,"Mixed_Effects"
"STXBP5L",1.20438100716197,8.38119716104128,41.5734847088266,3.48192794987854e-56,4.26694443312388e-54,117.933265834914,"Mixed_Effects"
"R3HDM1",1.68425138252896,7.38771937501532,41.5485885229417,3.64626017490111e-56,4.43729606284493e-54,117.899889209965,"Mixed_Effects"
"SULT4A1",1.50274018289027,7.06952794131394,41.5370337809259,3.72517473460475e-56,4.50206634822164e-54,117.881177159053,"Mixed_Effects"
"FAM81A",1.95191336676682,5.79901193306934,41.4626163116674,4.27654179220197e-56,5.12903518959745e-54,117.789993287587,"Mixed_Effects"
"C3orf80",4.05735210140277,2.92361379469566,41.4593578575203,4.302489002915e-56,5.12903518959745e-54,117.038021162029,"Mixed_Effects"
"RGS8",-3.20693945901448,5.95895525973851,-41.4021035211048,4.7853135816499e-56,5.66606994627249e-54,117.670133429133,"Mixed_Effects"
"PTPDC1",-1.30065663395648,6.31855559412498,-41.323826026015,5.5354893285517e-56,6.51032986533825e-54,117.491780638289,"Mixed_Effects"
"SCG3",1.19618660565242,7.45282384233766,41.274702679343,6.0659917693334e-56,7.08669598438657e-54,117.384189266504,"Mixed_Effects"
"LRRC8B",1.15480282093933,7.7621116346222,41.073216261185,8.83846597227718e-56,1.02573031588202e-53,117.001734589634,"Mixed_Effects"
"SLC9B2",0.860966206395465,5.83094565632702,41.0532346393207,9.17547707937508e-56,1.05783592328269e-53,117.006743097637,"Mixed_Effects"
"RASAL2",0.76208180340039,7.56494735697998,41.0304002167657,9.57655955592631e-56,1.09686032456244e-53,116.922236820067,"Mixed_Effects"
"SLC35D3",-7.85764150785688,-0.898162300817048,-41.0066143860464,1.00132385261454e-55,1.13942851904007e-53,111.851907275658,"Mixed_Effects"
"ISL1-DT",-8.99398574557297,-1.2189922806086,-40.9665618252162,1.07945897928923e-55,1.22041542922997e-53,111.779995859294,"Mixed_Effects"
"CACHD1",-1.5015454787835,6.13385568908121,-40.9313285207311,1.15328166056776e-55,1.29551973203778e-53,116.761665717499,"Mixed_Effects"
"CREG2",2.31465429658087,8.04831867206209,40.8775229919394,1.27600345225782e-55,1.4242474202144e-53,116.63377261886,"Mixed_Effects"
"BRINP2",1.22509599049834,6.07061920936127,40.5844958774377,2.21793541237609e-55,2.4599430485113e-53,116.116452517749,"Mixed_Effects"
"VAT1L",-2.24333733555646,6.90937697987627,-40.5482990419449,2.37528983955513e-55,2.61789805964554e-53,116.019131763467,"Mixed_Effects"
"FAM13A",1.37144195342792,6.13804738262911,40.4081675426847,3.09874954815587e-55,3.39390544261772e-53,115.780124091569,"Mixed_Effects"
"NPM2",1.58406991624034,4.23910950862243,40.4004953578707,3.14426343555506e-55,3.42236474811596e-53,115.820968918513,"Mixed_Effects"
"TMOD2",0.806150266945143,10.0455152315468,40.3935316583649,3.18615977886575e-55,3.44655950400268e-53,115.701799635843,"Mixed_Effects"
"SCN8A",1.15296237826608,8.5235962013874,40.3847953590507,3.23952064861212e-55,3.48278281265514e-53,115.690028082734,"Mixed_Effects"
"SNAP91",1.24411075091982,8.05359377136528,40.3083616253921,3.74670376718605e-55,4.00349004976636e-53,115.547254003444,"Mixed_Effects"
"SORL1",1.10833420073527,9.36691854169169,40.2905270271087,3.8761839296852e-55,4.11674225356384e-53,115.505695964723,"Mixed_Effects"
"GRIN2A",2.28739376829292,8.45896637609459,40.2574378743134,4.12853120872187e-55,4.3583361988941e-53,115.449648574502,"Mixed_Effects"
"TSPAN5",0.910169957265453,6.88155006715513,40.1893461635745,4.70138857524399e-55,4.93336128099256e-53,115.332768026735,"Mixed_Effects"
"DPH6",-1.7765966814195,4.82238267872589,-40.1332907885405,5.23295196591829e-55,5.45846727683048e-53,115.301351821515,"Mixed_Effects"
"ATP6V1C1",1.12994111042312,8.25428767268355,40.1067759569294,5.50518648788698e-55,5.70845491205511e-53,115.158176738111,"Mixed_Effects"
"OSBPL3",2.39574063965748,4.9280809385441,40.0187231848714,6.51643819405984e-55,6.71729781839439e-53,115.100341724624,"Mixed_Effects"
"IPO5",0.886966902041126,7.80143146203809,39.714948357234,1.16896304724152e-54,1.19794786198014e-52,114.404254213472,"Mixed_Effects"
"PCP4",-3.32862035118663,5.3873390137318,-39.6662590296233,1.28422681650624e-54,1.30841806584042e-52,114.401576297955,"Mixed_Effects"
"HLF",1.35186534173078,7.62306539117894,39.6198552847194,1.40477806137767e-54,1.42296709523597e-52,114.223061023318,"Mixed_Effects"
"MAPK8",0.96165217319182,6.72689184295333,39.5032604096105,1.76074557815087e-54,1.76563878544292e-52,114.00966271514,"Mixed_Effects"
"DUSP3",0.995144929567758,7.23118490195499,39.5025362254664,1.76322065425993e-54,1.76563878544292e-52,113.998630623402,"Mixed_Effects"
"GREB1L",-2.12793309572178,4.36460870437738,-39.4669622574675,1.88923890277696e-54,1.88108082569679e-52,114.036162713243,"Mixed_Effects"
"KLHL13",-2.67443477176943,4.84592557582047,-39.414862145443,2.09044470870076e-54,2.06965836583458e-52,113.923032955104,"Mixed_Effects"
"DNM1",1.3159679607829,8.72217094147627,39.307904727412,2.57414403281636e-54,2.53423033882438e-52,113.604751021976,"Mixed_Effects"
"GPRIN3",-1.49019609125101,6.52362300870698,-39.2672496532429,2.78644423685649e-54,2.72791334115493e-52,113.548873499813,"Mixed_Effects"
"LINC02609",1.90760959963425,2.85802755866766,39.2471889981659,2.89764396293296e-54,2.8210173781354e-52,113.355888862066,"Mixed_Effects"
"OPN3",2.56082395006674,4.30808601963222,39.2361194810759,2.96091591056148e-54,2.86669007826958e-52,113.57354365206,"Mixed_Effects"
"ZNF365",1.61770541400595,6.94751993862701,39.224136525327,3.03098596429494e-54,2.91840648562113e-52,113.463938655728,"Mixed_Effects"
"KCNV1",3.02785399775858,5.66918322665124,39.2078034273795,3.12920390625808e-54,2.99651198105282e-52,113.516141493068,"Mixed_Effects"
"PRDM8",3.41049021285994,3.15749374946699,39.1065576841902,3.81419787052105e-54,3.63260888494624e-52,112.933798589595,"Mixed_Effects"
"GPR162",1.24079292420261,5.73788493888389,39.0911957716519,3.93065373049284e-54,3.72328518773819e-52,113.244975312537,"Mixed_Effects"
"LINC01923",6.1070394447876,-2.53895168924327,38.9617802680551,5.06623263207447e-54,4.77315379808994e-52,105.657835957552,"Mixed_Effects"
"SPIRE1",0.877627599934188,7.26012779569233,38.9462508678365,5.22315998076499e-54,4.8946874600495e-52,112.905737192658,"Mixed_Effects"
"LUZP1",0.995225045729079,7.0963519728691,38.8694600034938,6.07454768061637e-54,5.65601927060206e-52,112.757561270843,"Mixed_Effects"
"GPR149",-4.37432815173135,3.32938682403777,-38.8673244126336,6.10013491294104e-54,5.65601927060206e-52,112.688826944384,"Mixed_Effects"
"PPP1R1B",-2.63772015541288,7.58959971977743,-38.8492132021462,6.32156289809175e-54,5.83047727506105e-52,112.710125850059,"Mixed_Effects"
"OLFM3",1.51229553156578,6.48038227588406,38.800779784812,6.95451438313428e-54,6.38067591885053e-52,112.640928944828,"Mixed_Effects"
"RAP1GAP2",1.45541060658702,6.68057364088367,38.7609767097335,7.52245172588948e-54,6.86580437731704e-52,112.557695394064,"Mixed_Effects"
"KCTD16",1.62392316147823,7.97544188597099,38.7291364147214,8.01040206300414e-54,7.27327905451215e-52,112.468980011772,"Mixed_Effects"
"SGTB",1.44733490171454,7.59718029774409,38.7210738351304,8.1389637901044e-54,7.35191760091699e-52,112.45696089441,"Mixed_Effects"
"RGS6",1.77916535677071,5.02760216192865,38.6788619680469,8.8469364300184e-54,7.95044687177653e-52,112.481867096225,"Mixed_Effects"
