Pathway,Overlap_Count,Pathway_Size,Query_Size,P_Value,Odds_Ratio,Fold_Enrichment,Overlap_Genes
stress_response,1,21,413,0.3549397760987387,2.374435713659779,2.306007148622161,NTRK2
synaptic_plasticity,2,28,413,0.11322120894524187,3.6601837188631383,3.459010722933241,NTRK2;GRIN2A
