"gene_id","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Nefm",0.344229169293536,8.34438817636971,1.42637288505193,0.179655500512501,0.99996385589442,-4.50453290941484
"Thsd7a",0.356663148721516,7.59456432522505,1.42601142744315,0.179757545331399,0.99996385589442,-4.50238865654235
"Gpsm1",0.36338770546351,5.27223355287519,1.42471805669221,0.180123081849233,0.99996385589442,-4.50278745195428
"Sept9",0.36386619595726,3.3323214955642,1.42442132480082,0.180207033128414,0.99996385589442,-4.52977967181845
"Nsdhl",-0.223894874284165,4.46641040236657,-1.42393480877789,0.180344749157647,0.99996385589442,-4.51068096631892
"Sycp2",0.462975421518342,2.604432804533,1.42368082702081,0.180416677794993,0.99996385589442,-4.54373123528245
"Pvrl3",-0.274358417703422,4.05202995170393,-1.42335611706153,0.18050867201547,0.99996385589442,-4.51699289183052
"Dpysl5",0.25686448115089,4.06677788731955,1.4233003142611,0.180524485581572,0.99996385589442,-4.51666232043701
"Npdc1",-0.246329283352474,7.43889048022181,-1.42230560306357,0.180806565015118,0.99996385589442,-4.5029671593901
"Ptpn7",0.48127681916668,2.88035463988213,1.42195272715796,0.180906722142727,0.99996385589442,-4.53918947494717
"Sptlc1",-0.234715883354991,5.09558328757656,-1.42184563468495,0.180937127515883,0.99996385589442,-4.5048406588987
"Maoa",-0.207123894568142,5.35938986872129,-1.42117690154348,0.181127089227592,0.99996385589442,-4.50327331614372
"4930579G18Rik",0.381793811496662,1.67491259346887,1.42071324927774,0.18125889344627,0.99996385589442,-4.55878797859825
"Lrfn4",-0.220645914179694,4.16370199796122,-1.42008373792644,0.181437975842525,0.99996385589442,-4.51590906980508
"Hrk",0.276452431782092,5.81815021830642,1.41820365231842,0.181973703274385,0.99996385589442,-4.50215652332831
"Tet3",0.241549381249384,5.57604767431312,1.41820036786435,0.181974640333685,0.99996385589442,-4.50293115857287
"Prkd2",-0.38927670737801,2.61314653245759,-1.41786057852293,0.182071604564001,0.99996385589442,-4.54427419228051
