Pathway,Overlap_Count,Pathway_Size,Query_Size,P_Value,Odds_Ratio,Fold_Enrichment,Overlap_Genes
gabaergic,3,24,503,0.02161996568589904,5.564353955964372,4.970178926441352,GABRB1;GABRA2;GABRA4
glutamatergic,1,31,503,0.5462559863900417,1.2926084549985888,1.2826268197268005,GRM8
cholinergic,1,23,503,0.4435483091151786,1.7633320938191228,1.7287578874578615,CHRM5
