Pathway,Overlap_Count,Pathway_Size,Query_Size,P_Value,Odds_Ratio,Fold_Enrichment,Overlap_Genes
astrocyte_reactivity,1,20,503,0.3993113728359797,2.0419980582087893,1.9880715705765408,GFAP
