"gene","logFC","logCPM","F","PValue","FDR","significance","effect_size","regulation","cell_type","comparison","group1","group2","total_cells","group1_cells","group2_cells","genes_tested","analysis_date"
"Srrm2",0.462638459659499,11.9522322576607,109.058793402489,8.08000267565547e-25,1.08272035853783e-22,"Highly Significant","Small","Upregulated","NEUR","With_vs_Naive","Withdrawal","Naive",1767,877,890,134,2025-05-28
"Snrnp70",0.414624017821888,11.6116112745503,82.9971522099946,2.148443341319e-19,1.43945703868373e-17,"Highly Significant","Small","Upregulated","NEUR","With_vs_Naive","Withdrawal","Naive",1767,877,890,134,2025-05-28
"Atp6v0c",-0.788276461323317,12.7989867357953,81.0675306199644,5.46583797377735e-19,2.2486190451695e-17,"Highly Significant","Medium","Downregulated","NEUR","With_vs_Naive","Withdrawal","Naive",1767,877,890,134,2025-05-28
"Ndfip1",-0.711925419755836,12.0598853926233,80.6431313190543,6.71229565722238e-19,2.2486190451695e-17,"Highly Significant","Medium","Downregulated","NEUR","With_vs_Naive","Withdrawal","Naive",1767,877,890,134,2025-05-28
"Kcnq1ot1",0.445245225411159,12.5152492068838,69.0360064893053,1.89217518938462e-16,5.07102950755077e-15,"Highly Significant","Small","Upregulated","NEUR","With_vs_Naive","Withdrawal","Naive",1767,877,890,134,2025-05-28
"mt-Nd4l",-0.484294955914215,12.1453749273816,65.8519995853913,8.96930805580408e-16,2.00314546579624e-14,"Highly Significant","Small","Downregulated","NEUR","With_vs_Naive","Withdrawal","Naive",1767,877,890,134,2025-05-28
"App",-0.606194215642128,12.4213931648138,63.541899573882,2.78065536989458e-15,5.32296885094105e-14,"Highly Significant","Medium","Downregulated","NEUR","With_vs_Naive","Withdrawal","Naive",1767,877,890,134,2025-05-28
"Snhg14",0.402996581643899,11.9606588884097,62.9692789282005,3.68068646560276e-15,6.16514982988462e-14,"Highly Significant","Small","Upregulated","NEUR","With_vs_Naive","Withdrawal","Naive",1767,877,890,134,2025-05-28
"Pcsk1n",-0.677948251563083,11.946085579041,62.1469951410822,5.51093047996354e-15,8.20516315905683e-14,"Highly Significant","Medium","Downregulated","NEUR","With_vs_Naive","Withdrawal","Naive",1767,877,890,134,2025-05-28
"Pnisr",0.321069625949406,11.770718041616,50.7936756958321,1.48478112287152e-12,1.98960670464784e-11,"Highly Significant","Small","Upregulated","NEUR","With_vs_Naive","Withdrawal","Naive",1767,877,890,134,2025-05-28
"Mef2c",-0.594846206087031,11.7549758524178,48.6372723411594,4.32609116875662e-12,5.26996560557625e-11,"Highly Significant","Medium","Downregulated","NEUR","With_vs_Naive","Withdrawal","Naive",1767,877,890,134,2025-05-28
"Luc7l2",0.32400366849694,11.8720091060013,46.2324383281999,1.42878586533379e-11,1.59547754962273e-10,"Highly Significant","Small","Upregulated","NEUR","With_vs_Naive","Withdrawal","Naive",1767,877,890,134,2025-05-28
"Hspa8",-0.525605139739634,12.0790991868976,43.0397441230631,7.01270129541334e-11,6.76079581709322e-10,"Highly Significant","Medium","Downregulated","NEUR","With_vs_Naive","Withdrawal","Naive",1767,877,890,134,2025-05-28
"Ly6h",-0.467065012882972,11.8977554624013,43.0252761228251,7.06351801785859e-11,6.76079581709322e-10,"Highly Significant","Small","Downregulated","NEUR","With_vs_Naive","Withdrawal","Naive",1767,877,890,134,2025-05-28
"Itm2b",-0.515203695012323,12.0148421378524,42.590441247923,8.77580186732304e-11,7.83971633480859e-10,"Highly Significant","Medium","Downregulated","NEUR","With_vs_Naive","Withdrawal","Naive",1767,877,890,134,2025-05-28
"Ttc14",0.330534330792439,11.5389610122682,40.4566514451151,2.54970299975949e-10,2.13537626229857e-09,"Highly Significant","Small","Upregulated","NEUR","With_vs_Naive","Withdrawal","Naive",1767,877,890,134,2025-05-28
"Meg3",0.295576302085847,16.0038588136955,40.1234181147935,3.01248110828762e-10,2.37454393241495e-09,"Highly Significant","Small","Upregulated","NEUR","With_vs_Naive","Withdrawal","Naive",1767,877,890,134,2025-05-28
"Serinc1",-0.461002089270259,12.0769535922367,39.7540016343212,3.62456053756106e-10,2.6982839557399e-09,"Highly Significant","Small","Downregulated","NEUR","With_vs_Naive","Withdrawal","Naive",1767,877,890,134,2025-05-28
"Psap",-0.422465046923591,11.8350553452696,39.3808916636699,4.3694133177628e-10,3.08158623463271e-09,"Highly Significant","Small","Downregulated","NEUR","With_vs_Naive","Withdrawal","Naive",1767,877,890,134,2025-05-28
"Hsp90aa1",-0.492838777588174,12.1905254089891,37.725443014985,1.00223934087413e-09,6.71500358385667e-09,"Highly Significant","Small","Downregulated","NEUR","With_vs_Naive","Withdrawal","Naive",1767,877,890,134,2025-05-28
"Rtn1",-0.531249301868818,13.1348407647184,36.9909154293974,1.44934120415427e-09,9.24817720746058e-09,"Highly Significant","Medium","Downregulated","NEUR","With_vs_Naive","Withdrawal","Naive",1767,877,890,134,2025-05-28
"Gnas",-0.448332511225914,11.822476754076,36.3794992007196,1.97072893622201e-09,1.20035307933522e-08,"Highly Significant","Small","Downregulated","NEUR","With_vs_Naive","Withdrawal","Naive",1767,877,890,134,2025-05-28
"Rtn3",-0.417680754318398,11.9063775858626,35.2039588977182,3.56039293826776e-09,2.07431588577339e-08,"Highly Significant","Small","Downregulated","NEUR","With_vs_Naive","Withdrawal","Naive",1767,877,890,134,2025-05-28
"Celf2",0.373080783465245,12.042657379721,34.1931543206916,5.92483870426891e-09,3.30803494321681e-08,"Highly Significant","Small","Upregulated","NEUR","With_vs_Naive","Withdrawal","Naive",1767,877,890,134,2025-05-28
"Cst3",-0.588670348679677,13.7131904015237,31.9874862054444,1.80440666086729e-08,9.67161970224869e-08,"Highly Significant","Medium","Downregulated","NEUR","With_vs_Naive","Withdrawal","Naive",1767,877,890,134,2025-05-28
"Atp1a3",-0.405876739865472,11.7958891747797,31.4927209905823,2.31754440766243e-08,1.19442673317987e-07,"Highly Significant","Small","Downregulated","NEUR","With_vs_Naive","Withdrawal","Naive",1767,877,890,134,2025-05-28
"Gria2",0.276036227992284,13.2294258715388,30.6917029570436,3.47641785718998e-08,1.72533330690169e-07,"Highly Significant","Small","Upregulated","NEUR","With_vs_Naive","Withdrawal","Naive",1767,877,890,134,2025-05-28
"Atp1b1",-0.432767523292401,12.908980337279,30.3516755662774,4.13044508741898e-08,1.97671300612194e-07,"Highly Significant","Small","Downregulated","NEUR","With_vs_Naive","Withdrawal","Naive",1767,877,890,134,2025-05-28
