"gene","logFC","logCPM","F","PValue","FDR","significance","effect_size","regulation","cell_type","comparison","group1","group2","total_cells","group1_cells","group2_cells","genes_tested","analysis_date"
"Snap25",0.560444639927422,12.4834893837949,82.2113517318547,2.8276878143598e-19,6.47540509488395e-17,"Highly Significant","Medium","Upregulated","NEUR","Dep_vs_Naive","Dependent","Naive",1992,1102,890,229,2025-05-28
"Nrgn",0.801888089854203,11.8917257183754,66.7516808576862,5.38675962465513e-16,6.16783977023012e-14,"Highly Significant","Medium","Upregulated","NEUR","Dep_vs_Naive","Dependent","Naive",1992,1102,890,229,2025-05-28
"Ywhaz",0.568615853624376,11.4900629043969,65.702636636706,9.01092770497572e-16,6.8783414814648e-14,"Highly Significant","Medium","Upregulated","NEUR","Dep_vs_Naive","Dependent","Naive",1992,1102,890,229,2025-05-28
"Calm2",0.567664126668098,12.7348043447534,62.3838828026129,4.61060132947088e-15,2.31436960807701e-13,"Highly Significant","Medium","Upregulated","NEUR","Dep_vs_Naive","Dependent","Naive",1992,1102,890,229,2025-05-28
"Ndrg4",0.477661639796124,11.3970445590933,62.1977675227143,5.05320875125985e-15,2.31436960807701e-13,"Highly Significant","Small","Upregulated","NEUR","Dep_vs_Naive","Dependent","Naive",1992,1102,890,229,2025-05-28
"Zwint",0.513096822196463,11.2933724470396,56.046839749063,1.05274125862173e-13,3.53856711806301e-12,"Highly Significant","Medium","Upregulated","NEUR","Dep_vs_Naive","Dependent","Naive",1992,1102,890,229,2025-05-28
"AY036118",-0.323111470027835,12.5861258990114,55.9920786756568,1.08165807102363e-13,3.53856711806301e-12,"Highly Significant","Small","Downregulated","NEUR","Dep_vs_Naive","Dependent","Naive",1992,1102,890,229,2025-05-28
"Ywhah",0.550407702438886,11.3958257725969,55.10266189125,1.67996134121111e-13,4.8088893392168e-12,"Highly Significant","Medium","Upregulated","NEUR","Dep_vs_Naive","Dependent","Naive",1992,1102,890,229,2025-05-28
"Rtn4",0.500053431644984,11.784975800311,48.2204848577972,5.12292822352221e-12,1.30350062576287e-10,"Highly Significant","Medium","Upregulated","NEUR","Dep_vs_Naive","Dependent","Naive",1992,1102,890,229,2025-05-28
"Stmn1",0.580838309995861,11.6899023686688,47.1758772118118,8.6210202852974e-12,1.9742136453331e-10,"Highly Significant","Medium","Upregulated","NEUR","Dep_vs_Naive","Dependent","Naive",1992,1102,890,229,2025-05-28
"Ppia",0.501361659762865,12.3250562390702,46.1185330118111,1.46073063017364e-11,2.8809591141229e-10,"Highly Significant","Medium","Upregulated","NEUR","Dep_vs_Naive","Dependent","Naive",1992,1102,890,229,2025-05-28
"Cox8a",0.432372819024993,11.6724257564234,45.942899804726,1.59452751391639e-11,2.8809591141229e-10,"Highly Significant","Small","Upregulated","NEUR","Dep_vs_Naive","Dependent","Naive",1992,1102,890,229,2025-05-28
"Slc17a7",0.623327592302324,11.340530527828,45.8920867875642,1.63547897308287e-11,2.8809591141229e-10,"Highly Significant","Medium","Upregulated","NEUR","Dep_vs_Naive","Dependent","Naive",1992,1102,890,229,2025-05-28
"Atp5md",0.459243646461479,11.2569397090137,45.1468922323808,2.37254088363033e-11,3.88079901679533e-10,"Highly Significant","Small","Upregulated","NEUR","Dep_vs_Naive","Dependent","Naive",1992,1102,890,229,2025-05-28
"C1qtnf4",0.5099360751629,11.3555663751567,40.4491905147468,2.49114412581898e-10,3.80314669875031e-09,"Highly Significant","Medium","Upregulated","NEUR","Dep_vs_Naive","Dependent","Naive",1992,1102,890,229,2025-05-28
"Basp1",0.471499923343426,11.6385338852391,40.0103358992444,3.10486154609005e-10,4.44383308784138e-09,"Highly Significant","Small","Upregulated","NEUR","Dep_vs_Naive","Dependent","Naive",1992,1102,890,229,2025-05-28
"Gapdh",0.472006169525073,11.378917838565,38.5335821808436,6.51942707421678e-10,8.78205176468025e-09,"Highly Significant","Small","Upregulated","NEUR","Dep_vs_Naive","Dependent","Naive",1992,1102,890,229,2025-05-28
"Syp",0.458686233221808,11.4351702379205,38.000645458079,8.523155863385e-10,1.0843348292862e-08,"Highly Significant","Small","Upregulated","NEUR","Dep_vs_Naive","Dependent","Naive",1992,1102,890,229,2025-05-28
"Serinc1",0.404268016686013,12.1165990766414,37.7118519382023,9.85598833786634e-10,1.18790596282705e-08,"Highly Significant","Small","Upregulated","NEUR","Dep_vs_Naive","Dependent","Naive",1992,1102,890,229,2025-05-28
"Selenow",0.416041367610092,11.4099910670531,37.1896908309075,1.28186125535481e-09,1.46773113738126e-08,"Highly Significant","Small","Upregulated","NEUR","Dep_vs_Naive","Dependent","Naive",1992,1102,890,229,2025-05-28
"Atp2b2",0.387837765142068,11.153272347543,36.3459318696316,1.96075674228688e-09,2.1381585427795e-08,"Highly Significant","Small","Upregulated","NEUR","Dep_vs_Naive","Dependent","Naive",1992,1102,890,229,2025-05-28
"Atp1a3",0.377980476013848,11.7922589413928,36.1444741747808,2.17030905433386e-09,2.25909442473842e-08,"Highly Significant","Small","Upregulated","NEUR","Dep_vs_Naive","Dependent","Naive",1992,1102,890,229,2025-05-28
"Dynll1",0.423150396356871,11.4171038663708,35.2498913080358,3.40773886381711e-09,3.39292260788747e-08,"Highly Significant","Small","Upregulated","NEUR","Dep_vs_Naive","Dependent","Naive",1992,1102,890,229,2025-05-28
"Cpe",0.380776545126206,11.7338703497147,34.9349682678973,3.99480038526885e-09,3.8117053676107e-08,"Highly Significant","Small","Upregulated","NEUR","Dep_vs_Naive","Dependent","Naive",1992,1102,890,229,2025-05-28
"Ptprd",0.380206851169915,11.5691921060617,33.2485039003335,9.36721227640168e-09,8.58036644518394e-08,"Highly Significant","Small","Upregulated","NEUR","Dep_vs_Naive","Dependent","Naive",1992,1102,890,229,2025-05-28
"Calm1",0.374459982182735,13.0798056389545,31.9279484583408,1.82801229166505e-08,1.61005697996653e-07,"Highly Significant","Small","Upregulated","NEUR","Dep_vs_Naive","Dependent","Naive",1992,1102,890,229,2025-05-28
"Aplp1",0.411858250921387,11.4951506494669,31.5512325184187,2.21261723664149e-08,1.87662721181815e-07,"Highly Significant","Small","Upregulated","NEUR","Dep_vs_Naive","Dependent","Naive",1992,1102,890,229,2025-05-28
"Camk2n1",0.50588890153976,12.4009764472193,31.0137442466136,2.90601937024052e-08,2.37670869923242e-07,"Highly Significant","Medium","Upregulated","NEUR","Dep_vs_Naive","Dependent","Naive",1992,1102,890,229,2025-05-28
"Atp2b1",0.393247803435507,11.8446364344505,30.6062762777072,3.57363494525016e-08,2.76011650904601e-07,"Highly Significant","Small","Upregulated","NEUR","Dep_vs_Naive","Dependent","Naive",1992,1102,890,229,2025-05-28
"Olfm1",0.482607007824467,12.5048508492712,30.5831314124159,3.61587315595547e-08,2.76011650904601e-07,"Highly Significant","Small","Upregulated","NEUR","Dep_vs_Naive","Dependent","Naive",1992,1102,890,229,2025-05-28
"Clstn1",0.376617379314383,11.4213470243585,29.9802982725181,4.91117922376766e-08,3.62793562013805e-07,"Highly Significant","Small","Upregulated","NEUR","Dep_vs_Naive","Dependent","Naive",1992,1102,890,229,2025-05-28
