"gene","logFC","logCPM","F","PValue","FDR","significance","effect_size","regulation","cell_type","comparison","group1","group2","total_cells","group1_cells","group2_cells","genes_tested","analysis_date"
"Dynll1",0.545464484248062,11.2434748810285,12.6570878449329,0.000449730984077484,0.159654499347507,"Not Significant","Medium","Not Significant","NEUT","Dep_vs_Naive","Dependent","Naive",232,95,137,355,2025-05-28
"Prdx2",0.510540856952193,11.0744238888995,9.76198241886545,0.00199789482344093,0.232233630325452,"Not Significant","Medium","Not Significant","NEUT","Dep_vs_Naive","Dependent","Naive",232,95,137,355,2025-05-28
"Gm42418",-0.346214937750713,14.487563471771,9.28612885439772,0.00256380652369596,0.232233630325452,"Not Significant","Small","Not Significant","NEUT","Dep_vs_Naive","Dependent","Naive",232,95,137,355,2025-05-28
"Apoe",-0.75229182192668,13.3964359647644,9.25349181987693,0.00261671696141354,0.232233630325452,"Not Significant","Medium","Not Significant","NEUT","Dep_vs_Naive","Dependent","Naive",232,95,137,355,2025-05-28
"Top1",0.361953751583402,10.8162137331149,6.19215759249528,0.0135023597365114,0.808121259414521,"Not Significant","Small","Not Significant","NEUT","Dep_vs_Naive","Dependent","Naive",232,95,137,355,2025-05-28
"Nfia",0.442903233015083,10.983046303297,6.17129803319934,0.0136583874830623,0.808121259414521,"Not Significant","Small","Not Significant","NEUT","Dep_vs_Naive","Dependent","Naive",232,95,137,355,2025-05-28
"Pdia3",-0.421527099470887,10.5621779800654,5.7922094673264,0.0168441281687876,0.854237928559945,"Not Significant","Small","Not Significant","NEUT","Dep_vs_Naive","Dependent","Naive",232,95,137,355,2025-05-28
"Pdia6",-0.358559285701131,10.594194063319,5.20928713334026,0.0233310729594493,0.860305397913345,"Not Significant","Small","Not Significant","NEUT","Dep_vs_Naive","Dependent","Naive",232,95,137,355,2025-05-28
"Nr2f1",0.506390894449266,10.7340383330514,5.19828133326642,0.0234860451590352,0.860305397913345,"Not Significant","Medium","Not Significant","NEUT","Dep_vs_Naive","Dependent","Naive",232,95,137,355,2025-05-28
"Serbp1",0.303398663128842,10.991517255732,4.73730694385492,0.0304782154760225,0.860305397913345,"Not Significant","Small","Not Significant","NEUT","Dep_vs_Naive","Dependent","Naive",232,95,137,355,2025-05-28
"Sem1",0.328822448367638,10.7258954566051,4.62694254858405,0.0324596045214284,0.860305397913345,"Not Significant","Small","Not Significant","NEUT","Dep_vs_Naive","Dependent","Naive",232,95,137,355,2025-05-28
"Lamp1",-0.367849426579509,10.632275861487,4.32695982730111,0.0385610233218568,0.860305397913345,"Not Significant","Small","Not Significant","NEUT","Dep_vs_Naive","Dependent","Naive",232,95,137,355,2025-05-28
"Gas5",0.298580820704552,10.7963601043163,4.23185021210941,0.0407392150238221,0.860305397913345,"Not Significant","Small","Not Significant","NEUT","Dep_vs_Naive","Dependent","Naive",232,95,137,355,2025-05-28
"Bsg",-0.341897524913502,10.7788789653325,4.16449992475194,0.0423600842847467,0.860305397913345,"Not Significant","Small","Not Significant","NEUT","Dep_vs_Naive","Dependent","Naive",232,95,137,355,2025-05-28
"mt-Nd2",-0.201144649681611,13.2508866014946,4.10729696873615,0.0437903385180533,0.860305397913345,"Not Significant","Small","Not Significant","NEUT","Dep_vs_Naive","Dependent","Naive",232,95,137,355,2025-05-28
"Kcnq1ot1",-0.433996216588625,10.9639578373246,3.9863710307777,0.0469964731112206,0.860305397913345,"Not Significant","Small","Not Significant","NEUT","Dep_vs_Naive","Dependent","Naive",232,95,137,355,2025-05-28
"Tmsb10",0.422535200299937,11.5310568279909,3.94586608473962,0.0481225350414897,0.860305397913345,"Not Significant","Small","Not Significant","NEUT","Dep_vs_Naive","Dependent","Naive",232,95,137,355,2025-05-28
"Tra2b",0.291974852971301,10.5347200816218,3.92212859263288,0.048781947703704,0.860305397913345,"Not Significant","Small","Not Significant","NEUT","Dep_vs_Naive","Dependent","Naive",232,95,137,355,2025-05-28
"Sox11",0.51394126752042,11.4695507736623,3.82307470319159,0.0517341662706094,0.860305397913345,"Not Significant","Medium","Not Significant","NEUT","Dep_vs_Naive","Dependent","Naive",232,95,137,355,2025-05-28
"Rps26",0.325913090621641,12.0101417549438,3.79990010377324,0.0524056957357064,0.860305397913345,"Not Significant","Small","Not Significant","NEUT","Dep_vs_Naive","Dependent","Naive",232,95,137,355,2025-05-28
"Cox6c",0.22865221755895,11.3345487764922,3.78766649774493,0.0527838532572848,0.860305397913345,"Not Significant","Small","Not Significant","NEUT","Dep_vs_Naive","Dependent","Naive",232,95,137,355,2025-05-28
"Pabpn1",0.282594568732975,10.4506227938137,3.69557816898576,0.0557255229998484,0.860305397913345,"Not Significant","Small","Not Significant","NEUT","Dep_vs_Naive","Dependent","Naive",232,95,137,355,2025-05-28
"Luc7l3",0.291224737670519,10.5089238712885,3.65630772825684,0.0570327533332991,0.860305397913345,"Not Significant","Small","Not Significant","NEUT","Dep_vs_Naive","Dependent","Naive",232,95,137,355,2025-05-28
"Set",0.300463253741084,10.9435268021719,3.60906284124977,0.0586490067712726,0.860305397913345,"Not Significant","Small","Not Significant","NEUT","Dep_vs_Naive","Dependent","Naive",232,95,137,355,2025-05-28
"Sfpq",0.317201706498364,10.8895693860556,3.55427485031419,0.0605848871769961,0.860305397913345,"Not Significant","Small","Not Significant","NEUT","Dep_vs_Naive","Dependent","Naive",232,95,137,355,2025-05-28
"Btf3",0.260160208981236,10.9342842468138,3.31297940620486,0.069964471221792,0.922786694539492,"Not Significant","Small","Not Significant","NEUT","Dep_vs_Naive","Dependent","Naive",232,95,137,355,2025-05-28
"Dnaja1",0.244386288128593,11.1991488026701,3.30776207067847,0.0701837767677924,0.922786694539492,"Not Significant","Small","Not Significant","NEUT","Dep_vs_Naive","Dependent","Naive",232,95,137,355,2025-05-28
"Hmgb1",0.281248416261698,12.4623218724411,3.21536500596698,0.0741929681485894,0.940660846169615,"Not Significant","Small","Not Significant","NEUT","Dep_vs_Naive","Dependent","Naive",232,95,137,355,2025-05-28
