"gene","logFC","logCPM","F","PValue","FDR","significance","effect_size","regulation","cell_type","comparison","group1","group2","total_cells","group1_cells","group2_cells","genes_tested","analysis_date"
"Ubc",0.710388981454799,11.4973790012598,260.565874927856,9.44156081881336e-54,2.83246824564401e-51,"Highly Significant","Medium","Upregulated","OLG","Dep_vs_Naive","Dependent","Naive",1340,653,687,300,2025-05-28
"Actg1",-0.565588056612833,10.7201086220541,109.803199564577,9.31404175533757e-25,1.39710626330064e-22,"Highly Significant","Medium","Downregulated","OLG","Dep_vs_Naive","Dependent","Naive",1340,653,687,300,2025-05-28
"Hsp90b1",-0.494915583067405,10.5822774546403,102.545495045149,2.76735294606926e-23,2.76735294606926e-21,"Highly Significant","Small","Downregulated","OLG","Dep_vs_Naive","Dependent","Naive",1340,653,687,300,2025-05-28
"Tubb4a",0.391201053678134,11.6243093131187,70.2058929656129,1.3211195226226e-16,8.50472240297998e-15,"Highly Significant","Small","Upregulated","OLG","Dep_vs_Naive","Dependent","Naive",1340,653,687,300,2025-05-28
"Slc38a2",0.443680080569708,10.9904667384457,70.0614171647504,1.41745373383e-16,8.50472240297998e-15,"Highly Significant","Small","Upregulated","OLG","Dep_vs_Naive","Dependent","Naive",1340,653,687,300,2025-05-28
"Olig1",-0.408050435237505,10.9872079579537,63.6068744278257,3.20792244568286e-15,1.60396122284143e-13,"Highly Significant","Small","Downregulated","OLG","Dep_vs_Naive","Dependent","Naive",1340,653,687,300,2025-05-28
"Dnaja1",0.39910794879228,10.5354878059437,58.7481721462434,3.39643805129093e-14,1.45561630769611e-12,"Highly Significant","Small","Upregulated","OLG","Dep_vs_Naive","Dependent","Naive",1340,653,687,300,2025-05-28
"Ppia",0.195677229909353,11.851442260021,42.7616727555488,8.73419457386413e-11,3.27532296519905e-09,"Highly Significant","Small","Upregulated","OLG","Dep_vs_Naive","Dependent","Naive",1340,653,687,300,2025-05-28
"H3f3b",-0.234042647962105,11.2737747147896,40.4978524694289,2.68608984638131e-10,8.95363282127104e-09,"Highly Significant","Small","Downregulated","OLG","Dep_vs_Naive","Dependent","Naive",1340,653,687,300,2025-05-28
"Opalin",-0.305840936429324,11.2083104932729,24.4749480898468,8.47983789155992e-07,2.54395136746798e-05,"Highly Significant","Small","Downregulated","OLG","Dep_vs_Naive","Dependent","Naive",1340,653,687,300,2025-05-28
"Rsrp1",0.259687671618654,10.2468835825236,24.1317733935547,1.00901216114924e-06,2.63883034815956e-05,"Highly Significant","Small","Upregulated","OLG","Dep_vs_Naive","Dependent","Naive",1340,653,687,300,2025-05-28
"Lap3",-0.232609450323855,10.3237035001255,24.0434340332617,1.05553213926382e-06,2.63883034815956e-05,"Highly Significant","Small","Downregulated","OLG","Dep_vs_Naive","Dependent","Naive",1340,653,687,300,2025-05-28
"Dock10",-0.272761171261275,10.3413159318853,23.5670930397727,1.3462392751978e-06,3.10670601968724e-05,"Highly Significant","Small","Downregulated","OLG","Dep_vs_Naive","Dependent","Naive",1340,653,687,300,2025-05-28
"Sox2ot",-0.240614866598365,10.6737882568395,23.2630098626667,1.57246091762811e-06,3.35259234704235e-05,"Highly Significant","Small","Downregulated","OLG","Dep_vs_Naive","Dependent","Naive",1340,653,687,300,2025-05-28
"Cox7c",0.174539411784526,10.9058090418192,23.1378882894526,1.67629617352118e-06,3.35259234704235e-05,"Highly Significant","Small","Upregulated","OLG","Dep_vs_Naive","Dependent","Naive",1340,653,687,300,2025-05-28
"Rtn4",-0.159270419989925,11.9520533718515,22.8064962784154,1.98594353522659e-06,3.72364412854986e-05,"Highly Significant","Small","Downregulated","OLG","Dep_vs_Naive","Dependent","Naive",1340,653,687,300,2025-05-28
"Ccp110",-0.264708293481297,10.3637741246124,22.2282536918165,2.67045536376534e-06,4.71256828899766e-05,"Highly Significant","Small","Downregulated","OLG","Dep_vs_Naive","Dependent","Naive",1340,653,687,300,2025-05-28
"Dynll1",-0.24949115804271,10.3459340160369,21.7760874262398,3.36690890252925e-06,5.61151483754875e-05,"Highly Significant","Small","Downregulated","OLG","Dep_vs_Naive","Dependent","Naive",1340,653,687,300,2025-05-28
"Qdpr",-0.178977980249414,12.1540040555789,20.8508882598909,5.41480517950768e-06,8.54969238869634e-05,"Highly Significant","Small","Downregulated","OLG","Dep_vs_Naive","Dependent","Naive",1340,653,687,300,2025-05-28
"Gng11",-0.360711682438638,10.3623102834328,19.6280256752569,1.01733120731359e-05,0.000152599681097039,"Highly Significant","Small","Downregulated","OLG","Dep_vs_Naive","Dependent","Naive",1340,653,687,300,2025-05-28
"Trf",-0.170401018366233,13.0870347386761,18.9441812825508,1.44700715948251e-05,0.000206715308497502,"Highly Significant","Small","Downregulated","OLG","Dep_vs_Naive","Dependent","Naive",1340,653,687,300,2025-05-28
"Tmod2",0.186687456964646,10.7396877312876,18.2382173278762,2.08499031313102e-05,0.000284316860881503,"Highly Significant","Small","Upregulated","OLG","Dep_vs_Naive","Dependent","Naive",1340,653,687,300,2025-05-28
"Tuba1a",0.213350813874839,11.2158348049229,17.9281767016381,2.44882261517408e-05,0.000319411645457489,"Highly Significant","Small","Upregulated","OLG","Dep_vs_Naive","Dependent","Naive",1340,653,687,300,2025-05-28
"Sept7",-0.143722810785379,12.1399364349305,17.7949168139777,2.62363663267169e-05,0.000327954579083962,"Highly Significant","Small","Downregulated","OLG","Dep_vs_Naive","Dependent","Naive",1340,653,687,300,2025-05-28
"Jund",-0.195408062769547,10.9011499389858,17.5105915062928,3.04083232439542e-05,0.00036489987892745,"Highly Significant","Small","Downregulated","OLG","Dep_vs_Naive","Dependent","Naive",1340,653,687,300,2025-05-28
"Atp6v0b",-0.184154876992217,10.3280747068259,17.1404676556433,3.68555514588416e-05,0.000423656824553885,"Highly Significant","Small","Downregulated","OLG","Dep_vs_Naive","Dependent","Naive",1340,653,687,300,2025-05-28
"Rps28",0.17880503775249,10.4907196465895,17.0751290243661,3.81291142098496e-05,0.000423656824553885,"Highly Significant","Small","Upregulated","OLG","Dep_vs_Naive","Dependent","Naive",1340,653,687,300,2025-05-28
"Kctd13",0.190121403576067,10.8957946752022,16.200918743348,6.01158815100377e-05,0.0006224529173761,"Highly Significant","Small","Upregulated","OLG","Dep_vs_Naive","Dependent","Naive",1340,653,687,300,2025-05-28
"Fabp5",-0.248865814024667,10.6746908215626,16.1932443566592,6.0383321527075e-05,0.0006224529173761,"Highly Significant","Small","Downregulated","OLG","Dep_vs_Naive","Dependent","Naive",1340,653,687,300,2025-05-28
"Desi1",-0.176513051439398,10.6005877857485,16.1341738351039,6.224529173761e-05,0.0006224529173761,"Highly Significant","Small","Downregulated","OLG","Dep_vs_Naive","Dependent","Naive",1340,653,687,300,2025-05-28
"Cst3",-0.238223458624752,11.1665526081028,15.8361400215898,7.2757581516861e-05,0.000704105627582526,"Highly Significant","Small","Downregulated","OLG","Dep_vs_Naive","Dependent","Naive",1340,653,687,300,2025-05-28
