"gene","logFC","logCPM","F","PValue","FDR","significance","effect_size","regulation","cell_type","comparison","group1","group2","total_cells","group1_cells","group2_cells","genes_tested","analysis_date"
"Hspa8",-0.509932686851228,11.5274796588781,1063.57584547454,6.16628470670973e-221,1.54157117667743e-218,"Highly Significant","Medium","Downregulated","ASC","Dep_vs_Naive","Dependent","Naive",9215,4703,4512,250,2025-05-28
"Gm42418",-0.358069971133064,15.1610498027554,404.20345227034,5.04737426077574e-88,6.30921782596968e-86,"Highly Significant","Small","Downregulated","ASC","Dep_vs_Naive","Dependent","Naive",9215,4703,4512,250,2025-05-28
"Acsl3",-0.313313626903814,11.8001185830005,369.45760222169,9.08431303529631e-81,7.57026086274693e-79,"Highly Significant","Small","Downregulated","ASC","Dep_vs_Naive","Dependent","Naive",9215,4703,4512,250,2025-05-28
"F3",-0.354909075725439,10.7727120890784,300.798969879124,2.45105561851459e-66,1.53190976157162e-64,"Highly Significant","Small","Downregulated","ASC","Dep_vs_Naive","Dependent","Naive",9215,4703,4512,250,2025-05-28
"Hspa5",-0.362946275234029,10.6764031252967,286.883279705137,2.12836458737307e-63,1.06418229368654e-61,"Highly Significant","Small","Downregulated","ASC","Dep_vs_Naive","Dependent","Naive",9215,4703,4512,250,2025-05-28
"Dclk1",-0.311651191066119,11.6011747150023,286.0321971505,3.2205545630976e-63,1.341897734624e-61,"Highly Significant","Small","Downregulated","ASC","Dep_vs_Naive","Dependent","Naive",9215,4703,4512,250,2025-05-28
"Fabp7",-0.408238686349356,11.1630719761378,260.428656774204,8.51850708611593e-58,3.04232395932712e-56,"Highly Significant","Small","Downregulated","ASC","Dep_vs_Naive","Dependent","Naive",9215,4703,4512,250,2025-05-28
"Hsp90b1",-0.298929292047932,10.6489145839134,226.021677727855,1.72889811100923e-50,5.40280659690385e-49,"Highly Significant","Small","Downregulated","ASC","Dep_vs_Naive","Dependent","Naive",9215,4703,4512,250,2025-05-28
"Mt1",0.259113651005758,13.9451426730096,206.548988605036,2.45567473697498e-46,6.8213187138194e-45,"Highly Significant","Small","Upregulated","ASC","Dep_vs_Naive","Dependent","Naive",9215,4703,4512,250,2025-05-28
"Hsp90ab1",-0.237787388429778,11.2229171493093,189.560989148499,1.04306718881738e-42,2.60766797204346e-41,"Highly Significant","Small","Downregulated","ASC","Dep_vs_Naive","Dependent","Naive",9215,4703,4512,250,2025-05-28
"Rpl38",0.265094670781378,11.0225227546426,173.440533326166,2.95281679817188e-39,6.71094726857245e-38,"Highly Significant","Small","Upregulated","ASC","Dep_vs_Naive","Dependent","Naive",9215,4703,4512,250,2025-05-28
"Ubc",-0.248653032055265,11.0470703109023,171.109869131952,9.3312277627375e-39,1.94400578390365e-37,"Highly Significant","Small","Downregulated","ASC","Dep_vs_Naive","Dependent","Naive",9215,4703,4512,250,2025-05-28
"AY036118",-0.21038064660678,12.1249461255914,164.122527319327,2.94459265791367e-37,5.66267818829552e-36,"Highly Significant","Small","Downregulated","ASC","Dep_vs_Naive","Dependent","Naive",9215,4703,4512,250,2025-05-28
"Aqp4",-0.249281135376033,11.2269392252485,161.394588725042,1.13419674199153e-36,2.02535132498487e-35,"Highly Significant","Small","Downregulated","ASC","Dep_vs_Naive","Dependent","Naive",9215,4703,4512,250,2025-05-28
"Rps28",0.293127555688741,10.6917612478607,160.979607766978,1.39251857633074e-36,2.26305427588687e-35,"Highly Significant","Small","Upregulated","ASC","Dep_vs_Naive","Dependent","Naive",9215,4703,4512,250,2025-05-28
"Rps27",0.274135163426983,10.9606368302064,160.900100367837,1.4483547365676e-36,2.26305427588687e-35,"Highly Significant","Small","Upregulated","ASC","Dep_vs_Naive","Dependent","Naive",9215,4703,4512,250,2025-05-28
"Rps29",0.250338894429209,11.8275294839824,153.137247053699,6.74979113915626e-35,9.92616343993568e-34,"Highly Significant","Small","Upregulated","ASC","Dep_vs_Naive","Dependent","Naive",9215,4703,4512,250,2025-05-28
"Sept7",-0.211847642851131,10.8093479965854,137.070938963581,1.93713749654661e-31,2.69046874520363e-30,"Highly Significant","Small","Downregulated","ASC","Dep_vs_Naive","Dependent","Naive",9215,4703,4512,250,2025-05-28
"Htra1",-0.178855268157152,11.9520759011666,126.380753812167,3.91800162527026e-29,5.15526529640824e-28,"Highly Significant","Small","Downregulated","ASC","Dep_vs_Naive","Dependent","Naive",9215,4703,4512,250,2025-05-28
