"gene","logFC","logCPM","F","PValue","FDR","significance","effect_size","regulation","cell_type","comparison","group1","group2","total_cells","group1_cells","group2_cells","genes_tested","analysis_date"
"Hspa8",-0.499697916351937,12.3369933284671,334.380705775722,5.95875890352193e-71,2.19282327649607e-68,"Highly Significant","Small","Downregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Dnaja1",-0.595818464565805,11.106744104523,295.848055916612,2.40065573839092e-63,4.41720655863929e-61,"Highly Significant","Medium","Downregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Dynll1",-0.492963664192555,11.2253647771514,252.213097209841,1.26906572895633e-54,1.55672062751977e-52,"Highly Significant","Small","Downregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Gpcpd1",0.537154800027736,10.7506333450817,214.400381515529,5.77487686984167e-47,5.31288672025434e-45,"Highly Significant","Medium","Upregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Rsrp1",-0.506635030584099,10.3552721511679,165.275987798558,7.15163142583853e-37,5.26360072941715e-35,"Highly Significant","Medium","Downregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Rps29",-0.326082190014316,12.8014617121876,162.157904516988,3.16776149501033e-36,1.94289371693967e-34,"Highly Significant","Small","Downregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Eif1",-0.295927751063551,11.8153723395907,113.858123174391,4.03550747047022e-26,2.12152392733291e-24,"Highly Significant","Small","Downregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Ier3",-0.54994188928166,10.6366294976646,104.047357748662,4.83526729140842e-24,2.22422295404787e-22,"Highly Significant","Medium","Downregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Mt1",-0.486224614810161,11.0523028493852,95.4701118669558,3.19620991555796e-22,1.30689472102814e-20,"Highly Significant","Small","Downregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Rps27",-0.257848417804872,12.0227233311089,89.9369164125188,4.79093481435252e-21,1.76306401168173e-19,"Highly Significant","Small","Downregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Macf1",0.346452072226801,11.3905134991366,86.9018943160574,2.12893882082591e-20,7.12226805512668e-19,"Highly Significant","Small","Upregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Sptbn1",0.287801721155298,12.7355516641666,84.1247007136466,8.34021101793457e-20,2.5576647121666e-18,"Highly Significant","Small","Upregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Utrn",0.322477610855779,11.1501303614336,76.6489607155437,3.32578639018715e-18,9.41453378145286e-17,"Highly Significant","Small","Upregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Rpl35",-0.269106653044429,10.925796284433,73.567958320568,1.52496736263108e-17,4.00848563891597e-16,"Highly Significant","Small","Downregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Rpl39",-0.248680465994636,11.5299391865155,70.7156790744331,6.25788576373289e-17,1.5352679740358e-15,"Highly Significant","Small","Downregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Ahnak",0.314280153682168,11.1956946876242,67.4615697335627,3.14149053467214e-16,7.22542822974593e-15,"Highly Significant","Small","Upregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Hspb1",-0.26555556369396,11.8747846417544,66.6050125133013,4.8049571991491e-16,1.04013191134522e-14,"Highly Significant","Small","Downregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Rpl38",-0.231825516132525,12.4622035302824,66.3086264373083,5.56662817967075e-16,1.13806620562158e-14,"Highly Significant","Small","Downregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Ptprb",0.275939354955943,11.9967371959639,65.7974739174269,7.17868252322566e-16,1.39039745713002e-14,"Highly Significant","Small","Upregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Atrx",0.317410713748672,10.5338692542158,61.4466994524316,6.24203346411793e-15,1.1485341573977e-13,"Highly Significant","Small","Upregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Rpl41",-0.198747705960192,12.3598651004897,60.0910806928948,1.22609956747833e-14,2.14859352777156e-13,"Highly Significant","Small","Downregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Rpl37a",-0.205389493859982,12.1525936296239,59.6284955228562,1.54393244618899e-14,2.58257790998886e-13,"Highly Significant","Small","Downregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Hsp90aa1",-0.268445790312575,11.0548309463971,59.3577801771483,1.76694523694946e-14,2.82711237911914e-13,"Highly Significant","Small","Downregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Rps21",-0.201909374204808,12.1805797506372,57.6316477854026,4.17882850947309e-14,6.40753704785874e-13,"Highly Significant","Small","Downregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Sparcl1",0.259300111255708,11.8972697393623,54.2143221282361,2.30404993138702e-13,3.39156149900169e-12,"Highly Significant","Small","Upregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Sptan1",0.258875327868767,10.7886920599696,53.3941146587093,3.47098516537653e-13,4.91277900330216e-12,"Highly Significant","Small","Upregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Rpl37",-0.195831565827828,12.0337180254357,51.3613590374048,9.60223105856062e-13,1.30874852946308e-11,"Highly Significant","Small","Downregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Dab2ip",0.263186573595946,10.3995469935323,48.0522108198441,5.04752810401606e-12,6.63389407956397e-11,"Highly Significant","Small","Upregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Rps28",-0.216823902062394,11.4014614960148,47.2455238452321,7.56874596436512e-12,9.60447763753919e-11,"Highly Significant","Small","Downregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Myh9",0.297672281652917,10.3935161132281,46.9780135535281,8.65797982143449e-12,1.06204552476263e-10,"Highly Significant","Small","Upregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Id3",-0.228025049882182,11.9077907611126,46.2902738884862,1.22328931904386e-11,1.42391336474743e-10,"Highly Significant","Small","Downregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Hsp90ab1",-0.189484836183318,12.7313791040471,46.2660925196454,1.23818553456299e-11,1.42391336474743e-10,"Highly Significant","Small","Downregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Ftl1",-0.222936415189278,11.5220235700955,45.1187334339416,2.20494257679165e-11,2.45884505533129e-10,"Highly Significant","Small","Downregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Rps26",-0.192404715520446,10.8875951601435,44.0168188544037,3.83964106979061e-11,4.15584680494983e-10,"Highly Significant","Small","Downregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"S1pr1",0.246992106995375,10.6186994979181,43.8991574316411,4.07403996520965e-11,4.28356202056329e-10,"Highly Significant","Small","Upregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Atox1",-0.194273258988393,10.9575656475402,41.9292641735892,1.09960943471331e-10,1.12404519992916e-09,"Highly Significant","Small","Downregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Hes1",-0.296595864142991,10.6254519585646,41.6803867707424,1.24734117008711e-10,1.24059878538394e-09,"Highly Significant","Small","Downregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Spock2",0.221135403848507,13.0260936884259,40.2478974856762,2.57072805322917e-10,2.48954716733772e-09,"Highly Significant","Small","Upregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"mt-Nd1",0.170513308195394,13.0570829423037,39.9793732941991,2.94287999388311e-10,2.77687137884355e-09,"Highly Significant","Small","Upregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Prrc2c",0.243173361886179,10.3469025780546,38.066736599149,7.74202895289234e-10,7.12266663666095e-09,"Highly Significant","Small","Upregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Srrm2",0.244737355165428,10.3857140982839,37.7316389823943,9.17340071663048e-10,8.23368649687809e-09,"Highly Significant","Small","Upregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Sgms1",0.199786606668457,11.3927392542237,36.1278680173616,2.06761403407963e-09,1.81162372509834e-08,"Highly Significant","Small","Upregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
"Atp5e",-0.190761807148828,10.6248420311272,35.1428374286148,3.40818314809473e-09,2.9167706941834e-08,"Highly Significant","Small","Downregulated","EC","With_vs_Dep","Withdrawal","Dependent",3010,1210,1800,368,2025-05-28
