"gene","logFC","logCPM","F","PValue","FDR","significance","effect_size","regulation","cell_type","comparison","group1","group2","total_cells","group1_cells","group2_cells","genes_tested","analysis_date"
"Hspb1",-0.57265095181612,12.0603399089431,314.045138062264,4.97345710868075e-67,1.78049764490771e-64,"Highly Significant","Medium","Downregulated","EC","With_vs_Naive","Withdrawal","Naive",3090,1210,1880,358,2025-05-28
"Hsp90ab1",-0.374835027344783,12.8417493300284,177.254226778573,2.24159245395614e-39,4.01245049258148e-37,"Highly Significant","Small","Downregulated","EC","With_vs_Naive","Withdrawal","Naive",3090,1210,1880,358,2025-05-28
"Tfrc",0.608179515542426,10.8905972454986,164.510277059466,9.90753518652675e-37,1.18229919892553e-34,"Highly Significant","Medium","Upregulated","EC","With_vs_Naive","Withdrawal","Naive",3090,1210,1880,358,2025-05-28
"Hsp90aa1",-0.403403461170474,11.1202391346409,132.493341285991,4.67926822260752e-30,4.18794505923373e-28,"Highly Significant","Small","Downregulated","EC","With_vs_Naive","Withdrawal","Naive",3090,1210,1880,358,2025-05-28
"Hsp90b1",-0.38127163681047,11.0482956477446,129.691993141476,1.81275771530788e-29,1.29793452416044e-27,"Highly Significant","Small","Downregulated","EC","With_vs_Naive","Withdrawal","Naive",3090,1210,1880,358,2025-05-28
"Mt1",-0.516177395883864,11.0619446490521,119.487586333579,2.56362343477943e-27,1.52962864941839e-25,"Highly Significant","Medium","Downregulated","EC","With_vs_Naive","Withdrawal","Naive",3090,1210,1880,358,2025-05-28
"Calr",-0.398319430780178,10.5595153470641,114.348795617625,3.09431014648689e-26,1.58251861777472e-24,"Highly Significant","Small","Downregulated","EC","With_vs_Naive","Withdrawal","Naive",3090,1210,1880,358,2025-05-28
"Vwa1",-0.37775346816032,11.2135328896072,112.002161380483,9.6952901850743e-26,4.33864235782075e-24,"Highly Significant","Small","Downregulated","EC","With_vs_Naive","Withdrawal","Naive",3090,1210,1880,358,2025-05-28
"Ccdc141",0.38399642582873,11.0467600344481,96.6665100956836,1.73548140195431e-22,6.9033593544405e-21,"Highly Significant","Small","Upregulated","EC","With_vs_Naive","Withdrawal","Naive",3090,1210,1880,358,2025-05-28
"Bsg",-0.298065480242067,14.4548416617085,90.5377310995116,3.50643045724552e-21,1.2553021036939e-19,"Highly Significant","Small","Downregulated","EC","With_vs_Naive","Withdrawal","Naive",3090,1210,1880,358,2025-05-28
