"gene","logFC","logCPM","F","PValue","FDR","significance","effect_size","regulation","cell_type","comparison","group1","group2","total_cells","group1_cells","group2_cells","genes_tested","analysis_date"
"Gm42418",-0.324332559401999,14.3502960311266,431.00621907912,3.85566543148729e-93,1.0024730121867e-90,"Highly Significant","Small","Downregulated","MG","Dep_vs_Naive","Dependent","Naive",7478,3941,3537,260,2025-05-28
"Hpgd",0.432483196112758,10.6796924527955,406.446850354684,4.46687246671335e-88,5.80693420672735e-86,"Highly Significant","Small","Upregulated","MG","Dep_vs_Naive","Dependent","Naive",7478,3941,3537,260,2025-05-28
"Rps28",0.279350540962309,12.1045194223295,296.569206242298,3.23772953711442e-65,2.80603226549917e-63,"Highly Significant","Small","Upregulated","MG","Dep_vs_Naive","Dependent","Naive",7478,3941,3537,260,2025-05-28
"Fos",0.475426236385708,11.3300604690649,284.382492258256,1.18604009691294e-62,7.70926062993408e-61,"Highly Significant","Small","Upregulated","MG","Dep_vs_Naive","Dependent","Naive",7478,3941,3537,260,2025-05-28
"Fcrls",-0.249867441517871,12.0343665095462,245.219613576476,2.05495482082281e-54,1.06857650682786e-52,"Highly Significant","Small","Downregulated","MG","Dep_vs_Naive","Dependent","Naive",7478,3941,3537,260,2025-05-28
"Dnaja1",0.339713511188339,10.5658045145097,237.722616105939,7.88166446490188e-53,3.41538793479082e-51,"Highly Significant","Small","Upregulated","MG","Dep_vs_Naive","Dependent","Naive",7478,3941,3537,260,2025-05-28
"Junb",0.302326317044844,11.5369950609983,236.84223084776,1.2174608189814e-52,4.52199732764518e-51,"Highly Significant","Small","Upregulated","MG","Dep_vs_Naive","Dependent","Naive",7478,3941,3537,260,2025-05-28
"Icam1",0.401021920634576,10.5061361122537,219.998088695254,4.48071397448513e-49,1.45623204170767e-47,"Highly Significant","Small","Upregulated","MG","Dep_vs_Naive","Dependent","Naive",7478,3941,3537,260,2025-05-28
"Rps29",0.221416075686504,13.7397475817601,210.341218026732,4.96701851641131e-47,1.4349164602966e-45,"Highly Significant","Small","Upregulated","MG","Dep_vs_Naive","Dependent","Naive",7478,3941,3537,260,2025-05-28
"Zfp36l2",0.3150967296848,10.6114401592642,207.875368079204,1.65782580646109e-46,4.31034709679883e-45,"Highly Significant","Small","Upregulated","MG","Dep_vs_Naive","Dependent","Naive",7478,3941,3537,260,2025-05-28
"Rps27",0.217057818593904,12.3162525764059,198.359408327568,1.74342838883873e-44,4.12083073725518e-43,"Highly Significant","Small","Upregulated","MG","Dep_vs_Naive","Dependent","Naive",7478,3941,3537,260,2025-05-28
"Itm2b",-0.145061406485816,12.6523777466323,186.906700238816,4.77217510921491e-42,1.03397127366323e-40,"Highly Significant","Small","Downregulated","MG","Dep_vs_Naive","Dependent","Naive",7478,3941,3537,260,2025-05-28
"Calr",-0.262265399669921,10.7605025283876,180.104895352289,1.34376085258468e-40,2.68752170516937e-39,"Highly Significant","Small","Downregulated","MG","Dep_vs_Naive","Dependent","Naive",7478,3941,3537,260,2025-05-28
"Ubc",0.202404687544013,12.1766401053908,178.973622617352,2.34191908072798e-40,4.34927829278054e-39,"Highly Significant","Small","Upregulated","MG","Dep_vs_Naive","Dependent","Naive",7478,3941,3537,260,2025-05-28
