"gene","logFC","logCPM","F","PValue","FDR","significance","effect_size","regulation","cell_type","comparison","group1","group2","total_cells","group1_cells","group2_cells","genes_tested","analysis_date"
"Gm42418",-0.398834118079949,14.6758469829497,68.7730815747825,2.80772468081118e-16,6.12083980416838e-14,"Highly Significant","Small","Downregulated","MAC","Dep_vs_Naive","Dependent","Naive",1221,671,550,218,2025-05-28
"Dnaja1",0.499914563646248,10.9884638797713,56.3538809931762,1.14132808017344e-13,1.24404760738905e-11,"Highly Significant","Small","Upregulated","MAC","Dep_vs_Naive","Dependent","Naive",1221,671,550,218,2025-05-28
"Calr",-0.412199399443897,10.9833347903961,39.5713546489789,4.35527617211533e-10,3.16483401840381e-08,"Highly Significant","Small","Downregulated","MAC","Dep_vs_Naive","Dependent","Naive",1221,671,550,218,2025-05-28
"Zfp36l2",0.441827463036823,10.9960446545848,38.7014310253483,6.70939770024447e-10,3.65662174663324e-08,"Highly Significant","Small","Upregulated","MAC","Dep_vs_Naive","Dependent","Naive",1221,671,550,218,2025-05-28
"AY036118",-0.25437597970647,12.3330697412286,23.5079423755043,1.39909066835454e-06,6.1000353140258e-05,"Highly Significant","Small","Downregulated","MAC","Dep_vs_Naive","Dependent","Naive",1221,671,550,218,2025-05-28
"Hspa8",0.215457678289119,12.4388671141304,17.9599575162497,2.4205551507671e-05,0.000879468371445379,"Highly Significant","Small","Upregulated","MAC","Dep_vs_Naive","Dependent","Naive",1221,671,550,218,2025-05-28
"Eif1",0.189955992889529,12.0597438367393,16.6891518067409,4.68146903472748e-05,0.00139705634497663,"Highly Significant","Small","Upregulated","MAC","Dep_vs_Naive","Dependent","Naive",1221,671,550,218,2025-05-28
"Blvrb",-0.24792158726287,10.96992106526,16.5145210761884,5.12681227514359e-05,0.00139705634497663,"Highly Significant","Small","Downregulated","MAC","Dep_vs_Naive","Dependent","Naive",1221,671,550,218,2025-05-28
"Ms4a7",-0.255997534516119,11.0969236271592,15.4429242962728,8.9657914976751e-05,0.00217171394054797,"Highly Significant","Small","Downregulated","MAC","Dep_vs_Naive","Dependent","Naive",1221,671,550,218,2025-05-28
"Rps27",0.189458656954059,12.436873864869,14.6792018344103,0.000133728803163865,0.00266107901169226,"Highly Significant","Small","Upregulated","MAC","Dep_vs_Naive","Dependent","Naive",1221,671,550,218,2025-05-28
"Fcrls",-0.211283373912336,11.7018670780288,14.5970779505717,0.000139614265958578,0.00266107901169226,"Highly Significant","Small","Downregulated","MAC","Dep_vs_Naive","Dependent","Naive",1221,671,550,218,2025-05-28
"Ms4a6c",0.234730513936989,11.3081043780211,14.455569242356,0.000150375176395115,0.00266107901169226,"Highly Significant","Small","Upregulated","MAC","Dep_vs_Naive","Dependent","Naive",1221,671,550,218,2025-05-28
"Rps28",0.194461966489012,12.6580988155332,14.3530753167584,0.000158688197944951,0.00266107901169226,"Highly Significant","Small","Upregulated","MAC","Dep_vs_Naive","Dependent","Naive",1221,671,550,218,2025-05-28
"Ccl2",0.371940945214698,12.2180012005532,12.7268646328455,0.000374413004224536,0.00583014535149634,"Highly Significant","Small","Upregulated","MAC","Dep_vs_Naive","Dependent","Naive",1221,671,550,218,2025-05-28
"Rps29",0.170967301623346,14.3710696173919,11.9423798556832,0.00056698053202495,0.00824011706542927,"Highly Significant","Small","Upregulated","MAC","Dep_vs_Naive","Dependent","Naive",1221,671,550,218,2025-05-28
"Bst2",-0.213056279242965,11.1896431419547,11.4267007191806,0.000746141181568611,0.0101661735988723,"Significant","Small","Downregulated","MAC","Dep_vs_Naive","Dependent","Naive",1221,671,550,218,2025-05-28
"H2afz",0.220838744066652,11.2073297331706,11.081581104376,0.000897113116981664,0.0115041564412943,"Significant","Small","Upregulated","MAC","Dep_vs_Naive","Dependent","Naive",1221,671,550,218,2025-05-28
"Tmsb4x",-0.150256567202255,15.3046017162161,10.6699302410859,0.00111825576927963,0.0135433198723867,"Significant","Small","Downregulated","MAC","Dep_vs_Naive","Dependent","Naive",1221,671,550,218,2025-05-28
"Egr1",0.279634060136488,11.9969268030402,10.3950606900403,0.00129700446052761,0.0148814195997378,"Significant","Small","Upregulated","MAC","Dep_vs_Naive","Dependent","Naive",1221,671,550,218,2025-05-28
"Rpl35",0.168460729540588,11.3857935208559,9.3517656623885,0.00227470917980622,0.0247943300598878,"Significant","Small","Upregulated","MAC","Dep_vs_Naive","Dependent","Naive",1221,671,550,218,2025-05-28
"Hsp90b1",-0.177653367475282,11.2767756311847,8.37339351094518,0.00387313078782515,0.0395263128884568,"Significant","Small","Downregulated","MAC","Dep_vs_Naive","Dependent","Naive",1221,671,550,218,2025-05-28
"Fos",0.234064751740001,12.1335741455302,8.32050383985767,0.00398889396122042,0.0395263128884568,"Significant","Small","Upregulated","MAC","Dep_vs_Naive","Dependent","Naive",1221,671,550,218,2025-05-28
"Ubc",0.187025965409594,12.290172628941,8.05582889822922,0.00461045248612631,0.0436990713902407,"Significant","Small","Upregulated","MAC","Dep_vs_Naive","Dependent","Naive",1221,671,550,218,2025-05-28
"Ybx1",-0.157599724109879,11.1098702291458,7.45606812659227,0.00641052605581097,0.0572319253262584,"Not Significant","Small","Not Significant","MAC","Dep_vs_Naive","Dependent","Naive",1221,671,550,218,2025-05-28
"Dusp1",0.246509767924289,11.4501722256981,7.41421974567663,0.0065632941887911,0.0572319253262584,"Not Significant","Small","Not Significant","MAC","Dep_vs_Naive","Dependent","Naive",1221,671,550,218,2025-05-28
"Rpl41",0.120368233203485,12.5418224770084,7.23612483628645,0.00723957993072742,0.0598557339871906,"Not Significant","Small","Not Significant","MAC","Dep_vs_Naive","Dependent","Naive",1221,671,550,218,2025-05-28
"Klf4",0.229155182874342,11.3668514716224,7.19404534665469,0.00741332485162452,0.0598557339871906,"Not Significant","Small","Not Significant","MAC","Dep_vs_Naive","Dependent","Naive",1221,671,550,218,2025-05-28
"Rpl39",0.131600996525158,12.3719059290584,6.60410773519285,0.0102886018824168,0.080104114655959,"Not Significant","Small","Not Significant","MAC","Dep_vs_Naive","Dependent","Naive",1221,671,550,218,2025-05-28
"Calm2",0.126870165511975,11.6586338481592,6.27156485523153,0.0123947328950216,0.0931741990039552,"Not Significant","Small","Not Significant","MAC","Dep_vs_Naive","Dependent","Naive",1221,671,550,218,2025-05-28
"Hexa",-0.140778121541643,11.2693977889335,6.13995004444681,0.0133464763045283,0.0940355597451589,"Not Significant","Small","Not Significant","MAC","Dep_vs_Naive","Dependent","Naive",1221,671,550,218,2025-05-28
"Zfp36l1",0.181224197888542,11.695522895813,6.12350690417349,0.0134743338366951,0.0940355597451589,"Not Significant","Small","Not Significant","MAC","Dep_vs_Naive","Dependent","Naive",1221,671,550,218,2025-05-28
