"gene","logFC","logCPM","F","PValue","FDR","significance","effect_size","regulation","cell_type","comparison","group1","group2","total_cells","group1_cells","group2_cells","genes_tested","analysis_date"
"Ttr",2.12998020131356,11.0257858680907,123.237220463064,1.52523441058263e-23,4.86549776975859e-21,"Highly Significant","Large","Upregulated","NEUT","With_vs_Naive","Withdrawal","Naive",239,102,137,319,2025-05-28
"Hspa5",-0.64953762782785,11.3953999097976,15.6539378516258,9.9124784996825e-05,0.0139899268998761,"Significant","Medium","Downregulated","NEUT","With_vs_Naive","Withdrawal","Naive",239,102,137,319,2025-05-28
"Nfib",0.901446674290141,11.8287981469694,14.8057108612178,0.000152303254542911,0.0139899268998761,"Significant","Medium","Upregulated","NEUT","With_vs_Naive","Withdrawal","Naive",239,102,137,319,2025-05-28
"Zbtb20",0.900165974668214,12.6281984756131,14.1987802193006,0.00020640276706196,0.0139899268998761,"Significant","Medium","Upregulated","NEUT","With_vs_Naive","Withdrawal","Naive",239,102,137,319,2025-05-28
"Gm42418",-0.428465957214481,14.5129143620099,14.066880786188,0.000219277851095237,0.0139899268998761,"Significant","Small","Downregulated","NEUT","With_vs_Naive","Withdrawal","Naive",239,102,137,319,2025-05-28
"Nfia",0.666580202668255,11.1398819294517,13.553120121861,0.000284114069247176,0.0151053980149749,"Significant","Medium","Upregulated","NEUT","With_vs_Naive","Withdrawal","Naive",239,102,137,319,2025-05-28
"Sox11",0.767430573396606,11.6485312660183,8.68767916902701,0.0035158269268173,0.133666810441487,"Not Significant","Medium","Not Significant","NEUT","With_vs_Naive","Withdrawal","Naive",239,102,137,319,2025-05-28
"Gng5",-0.517884953554065,10.8529343804927,8.5770929504737,0.00371837051217747,0.133666810441487,"Not Significant","Medium","Not Significant","NEUT","With_vs_Naive","Withdrawal","Naive",239,102,137,319,2025-05-28
"Hsp90b1",-0.520103435158427,11.6109932132645,8.55053350304038,0.00377116393095105,0.133666810441487,"Not Significant","Medium","Not Significant","NEUT","With_vs_Naive","Withdrawal","Naive",239,102,137,319,2025-05-28
"Nfix",0.639731778807246,11.4627320687873,8.14041253429879,0.00469811124529473,0.147549528910776,"Not Significant","Medium","Not Significant","NEUT","With_vs_Naive","Withdrawal","Naive",239,102,137,319,2025-05-28
"Itm2b",-0.457027643037819,11.6096846425954,7.988543304168,0.00508791479002676,0.147549528910776,"Not Significant","Small","Not Significant","NEUT","With_vs_Naive","Withdrawal","Naive",239,102,137,319,2025-05-28
"Bsg",-0.441310494518304,10.8026621615315,7.7439620026514,0.00580045612232233,0.154195458585069,"Not Significant","Small","Not Significant","NEUT","With_vs_Naive","Withdrawal","Naive",239,102,137,319,2025-05-28
"1810037I17Rik",-0.515251204193089,10.7000005548709,7.39437298399176,0.00700132709468777,0.159743652841158,"Not Significant","Medium","Not Significant","NEUT","With_vs_Naive","Withdrawal","Naive",239,102,137,319,2025-05-28
"Tnr",-0.814920929994955,10.7187204319559,7.39557464478203,0.0070106932281386,0.159743652841158,"Not Significant","Medium","Not Significant","NEUT","With_vs_Naive","Withdrawal","Naive",239,102,137,319,2025-05-28
"Olig1",-0.839997384903473,11.5013911033942,7.2377384844419,0.00763426606359488,0.162355391619118,"Not Significant","Medium","Not Significant","NEUT","With_vs_Naive","Withdrawal","Naive",239,102,137,319,2025-05-28
"Ubb",-0.356856838484559,13.0040190462903,6.93922630407376,0.00895869321112254,0.178613945896756,"Not Significant","Small","Not Significant","NEUT","With_vs_Naive","Withdrawal","Naive",239,102,137,319,2025-05-28
"Calr",-0.406341371564796,10.8338920853185,6.74838592528982,0.00993978613531479,0.186517163362672,"Not Significant","Small","Not Significant","NEUT","With_vs_Naive","Withdrawal","Naive",239,102,137,319,2025-05-28
"Pdia6",-0.396578936382307,10.6396949927923,6.58069109424304,0.01089330862752,0.193053636232161,"Not Significant","Small","Not Significant","NEUT","With_vs_Naive","Withdrawal","Naive",239,102,137,319,2025-05-28
"Rpl13",-0.359026505815488,13.3763596394396,6.2733741462546,0.0128938235941887,0.214346992825757,"Not Significant","Small","Not Significant","NEUT","With_vs_Naive","Withdrawal","Naive",239,102,137,319,2025-05-28
"Apoe",-0.610019826268283,13.4787734842389,6.20085403594063,0.0134386829357841,0.214346992825757,"Not Significant","Medium","Not Significant","NEUT","With_vs_Naive","Withdrawal","Naive",239,102,137,319,2025-05-28
"Lamp1",-0.432989308598364,10.6723860708779,5.84991470878044,0.0162927119205238,0.233546044109537,"Not Significant","Small","Not Significant","NEUT","With_vs_Naive","Withdrawal","Naive",239,102,137,319,2025-05-28
"Ttc3",0.410403213587187,11.0662424224403,5.79534586016713,0.0167939102483743,0.233546044109537,"Not Significant","Small","Not Significant","NEUT","With_vs_Naive","Withdrawal","Naive",239,102,137,319,2025-05-28
"Ywhaz",0.339722826269275,10.6196096716304,5.79054725862048,0.0168387429922236,0.233546044109537,"Not Significant","Small","Not Significant","NEUT","With_vs_Naive","Withdrawal","Naive",239,102,137,319,2025-05-28
"Ftl1",-0.37452045544425,12.1334464826533,5.12371837921652,0.0244586026844816,0.320205842977365,"Not Significant","Small","Not Significant","NEUT","With_vs_Naive","Withdrawal","Naive",239,102,137,319,2025-05-28
"Myl6",-0.336307218617258,10.7879073379116,5.07825835306666,0.0250945018007339,0.320205842977365,"Not Significant","Small","Not Significant","NEUT","With_vs_Naive","Withdrawal","Naive",239,102,137,319,2025-05-28
"Ndufa4",-0.300491776803257,11.3622768146949,4.94659903273978,0.0270355701269354,0.331705648865092,"Not Significant","Small","Not Significant","NEUT","With_vs_Naive","Withdrawal","Naive",239,102,137,319,2025-05-28
"Cd9",-0.428462825855614,11.0492281543505,4.68776828366272,0.031324226921174,0.370089940290907,"Not Significant","Small","Not Significant","NEUT","With_vs_Naive","Withdrawal","Naive",239,102,137,319,2025-05-28
"Hnrnpab",0.380374912693591,10.7410083937129,4.56499594525743,0.033602755551751,0.382617511788225,"Not Significant","Small","Not Significant","NEUT","With_vs_Naive","Withdrawal","Naive",239,102,137,319,2025-05-28
"Fabp5",0.439893873560417,10.996251694555,4.48944071731994,0.0350983907415733,0.382617511788225,"Not Significant","Small","Not Significant","NEUT","With_vs_Naive","Withdrawal","Naive",239,102,137,319,2025-05-28
