"gene","logFC","logCPM","F","PValue","FDR","significance","effect_size","regulation","cell_type","comparison","group1","group2","total_cells","group1_cells","group2_cells","genes_tested","analysis_date"
"Hsp90b1",-0.543583491285914,11.829099371193,623.182296003507,1.08906853444517e-129,2.61376448266842e-127,"Highly Significant","Medium","Downregulated","OPC","Dep_vs_Naive","Dependent","Naive",4928,2498,2430,240,2025-05-28
"Calr",-0.470692867117607,11.5729945003149,488.666442131563,2.28492304585327e-103,2.74190765502392e-101,"Highly Significant","Small","Downregulated","OPC","Dep_vs_Naive","Dependent","Naive",4928,2498,2430,240,2025-05-28
"Gm42418",-0.335868592693034,14.9727097470305,316.837963908998,9.31932608293918e-69,7.45546086635135e-67,"Highly Significant","Small","Downregulated","OPC","Dep_vs_Naive","Dependent","Naive",4928,2498,2430,240,2025-05-28
"Dynll1",0.367743031449215,11.5336695276213,259.963447115538,4.77839638997538e-57,2.86703783398523e-55,"Highly Significant","Small","Upregulated","OPC","Dep_vs_Naive","Dependent","Naive",4928,2498,2430,240,2025-05-28
"Hsp90aa1",-0.260835529199611,12.1368156099803,179.543158868622,3.02018214420254e-40,1.44968742921722e-38,"Highly Significant","Small","Downregulated","OPC","Dep_vs_Naive","Dependent","Naive",4928,2498,2430,240,2025-05-28
"AY036118",-0.244865726743661,12.3145442036043,149.145206281293,8.09604040415242e-34,3.23841616166097e-32,"Highly Significant","Small","Downregulated","OPC","Dep_vs_Naive","Dependent","Naive",4928,2498,2430,240,2025-05-28
"Epn2",-0.23951841992397,11.7740120895113,126.937368737283,4.30528473228661e-29,1.47609762249827e-27,"Highly Significant","Small","Downregulated","OPC","Dep_vs_Naive","Dependent","Naive",4928,2498,2430,240,2025-05-28
"Eif1b",0.257628702645169,11.2293803912616,122.042461459972,4.77707725394964e-28,1.43312317618489e-26,"Highly Significant","Small","Upregulated","OPC","Dep_vs_Naive","Dependent","Naive",4928,2498,2430,240,2025-05-28
"H3f3b",-0.181752022727554,12.0535924893406,96.9736569902547,1.13110559671495e-22,3.01628159123988e-21,"Highly Significant","Small","Downregulated","OPC","Dep_vs_Naive","Dependent","Naive",4928,2498,2430,240,2025-05-28
"Rps29",0.19906637379568,12.2464653263373,87.7476571264019,1.09978832977565e-20,2.63949199146155e-19,"Highly Significant","Small","Upregulated","OPC","Dep_vs_Naive","Dependent","Naive",4928,2498,2430,240,2025-05-28
"Hsp90ab1",-0.140783044113902,12.8377931255343,78.8041434987932,9.41359767548017e-19,2.0538758564684e-17,"Highly Significant","Small","Downregulated","OPC","Dep_vs_Naive","Dependent","Naive",4928,2498,2430,240,2025-05-28
